player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Malcolm Jenkins,4937,S,NO,13,504,0,20,2,7.3,52.9,87.9,17.9,9.5,0,2,11.8,57.4,1,31,16.7,2,2,50.1,9,174,34.5,198,1,8,17,0,116,68,0.7,12.9,0,2,5.2,84.0,94.2,12.9,10.8,0,2,8.0,63.7,0,26,3.3,1,2,122.8,21,290,57.5,308,13,27,25,2,177,79,0.7,8.4
Jason McCourty,5127,S,MIA,7,190,0,17,0,8.1,62.5,97.0,18.6,11.6,0,3,37.5,78.9,0,23,0.0,0,3,75.5,5,98,51.6,101,2,5,8,0,41,19,0.4,8.2,0,2,9.8,100.0,98.8,19.8,19.8,0,0,0.0,65.9,0,25,0.0,0,0,117.7,4,81,42.6,82,1,4,4,0,49,10,0.6,12.3
Steve McLendon,5232,DI,TB,8,2,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,16,0,0,0,0,0,0,,,0,0,,,1.4,,,0,0,,65.6,1,,0.0,0,0,0.0,0,1,50.0,72,0,1,0,0,0,0,0.0,
Ndamukong Suh,5527,DI,TB,13,8,0,30,1,,,0.0,,,0,0,,60.0,0,,33.3,1,0,0.0,0,0,0.0,101,1,1,0,0,0,0,,,0,0,3.0,100.0,1.6,4.0,4.0,1,0,0.0,57.3,0,5,0.0,0,0,87.5,1,4,50.0,258,6,2,1,0,5,2,1.3,5.0
Joe Haden,5532,CB,PIT,8,285,0,25,2,12.4,87.5,100.0,7.9,6.9,0,1,12.5,46.9,0,37,14.3,1,1,118.8,7,61,21.4,61,0,4,8,0,111,36,2.0,15.9,0,1,12.6,52.6,100.0,18.2,9.6,0,3,15.8,70.9,0,14,20.0,2,3,82.8,10,191,67.0,191,3,7,19,1,88,31,0.5,8.8
Jason Pierre-Paul,5540,ED,TB,11,47,0,30,0,,,1.1,,,0,0,,52.8,0,,25.0,1,0,0.0,0,1,2.1,94,3,3,0,0,0,0,0.0,,0,1,3.0,100.0,14.3,4.8,4.8,0,0,0.0,64.9,0,24,26.3,5,0,143.8,8,39,83.0,272,5,13,8,1,72,48,1.9,9.0
Kareem Jackson,5545,S,DEN,12,436,0,10,0,9.3,66.7,98.9,28.5,19.0,0,1,11.1,67.5,1,14,22.7,5,1,36.6,6,179,41.1,181,2,17,9,0,40,24,0.2,6.7,0,0,5.5,81.8,100.0,12.8,10.5,0,0,0.0,41.6,0,17,5.6,1,0,100.0,9,121,27.8,121,3,17,11,0,88,58,0.8,9.8
Devin McCourty,5552,S,NE,14,476,0,19,0,7.2,60.0,99.0,64.7,38.8,1,1,20.0,63.4,1,13,8.3,1,1,35.8,3,204,42.9,206,0,11,5,0,28,7,0.1,9.3,0,5,18.0,38.5,98.4,45.6,17.5,0,5,38.5,75.5,1,33,5.6,1,5,30.3,5,239,50.2,243,0,12,13,0,88,17,0.4,17.6
Jerry Hughes,5556,ED,BUF,13,17,0,4,0,14.0,0.0,5.3,,5.0,0,0,0.0,72.9,0,,0.0,0,0,39.6,0,5,29.4,94,1,1,1,0,0,0,0.0,,0,2,3.5,50.0,6.7,9.0,4.5,0,0,0.0,45.3,0,18,0.0,0,0,81.3,1,10,58.8,150,1,0,2,0,18,3,2.0,18.0
Carlos Dunlap,5579,ED,SEA,13,36,0,29,1,,,1.8,,,0,0,,60.6,0,,0.0,0,0,0.0,0,1,2.8,57,2,1,0,0,0,0,,,0,0,1.5,100.0,17.0,13.0,13.0,0,0,0.0,56.9,0,4,0.0,0,0,79.2,2,28,77.8,165,1,2,2,0,5,2,0.2,2.5
