player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,DI,BLT,13,10,3.6,0,0,3,58.6,76.6,87.7,72.1,70.0,33.1,9.7,3,0,148,150,7.4,11,18
Ndamukong Suh,5527,DI,PHI,7,2,1.4,0,0,24,,67.5,81.7,54.7,73.4,56.2,0.0,0,0,64,66,9.4,6,7
Tyson Alualu,5535,DI,PIT,16,2,2.6,0,0,25,60.0,30.1,36.4,58.1,28.8,42.5,9.1,1,2,133,135,3.8,5,8
Brandon Graham,5538,ED,PHI,16,2,0.9,0,0,24,72.6,89.8,74.2,89.2,69.4,59.5,13.3,2,1,151,154,6.6,10,11
Jason Pierre-Paul,5540,ED,BLT,13,2,2.6,1,0,3,58.5,51.2,60.3,51.9,55.1,42.2,11.1,2,2,181,183,3.9,7,14
Kareem Jackson,5545,S,DEN,16,17,6.4,0,0,10,58.3,62.2,75.1,56.7,69.9,57.4,17.9,10,1,386,408,2.8,11,29
Devin McCourty,5552,S,NE,16,7,11.8,0,0,19,66.8,68.5,88.0,55.5,70.8,88.0,8.0,2,0,385,392,0.5,2,16
Jerry Hughes,5556,ED,HST,16,6,1.5,2,0,13,68.1,73.3,62.3,71.7,60.9,26.0,32.0,8,3,293,293,2.4,7,11
Linval Joseph,5571,DI,PHI,7,9,2.6,0,0,24,60.0,58.0,48.7,60.2,58.5,46.3,10.5,2,1,106,108,5.7,6,8
Carlos Dunlap,5579,ED,KC,16,7,2.5,0,0,16,56.2,67.8,90.2,61.6,71.3,61.9,3.4,1,1,161,166,9.9,16,21
Corey Peters,5607,DI,JAX,11,3,1.1,0,0,15,61.9,60.3,84.8,58.6,57.4,74.7,0.0,0,0,107,109,5.6,6,8
Al Woods,5646,DI,SEA,13,10,1.9,0,0,29,60.5,70.8,65.6,68.8,67.4,52.4,10.3,4,1,199,202,9.0,18,25
Von Miller,6154,ED,BUF,11,1,1.9,0,0,4,74.2,85.8,26.0,81.8,78.8,53.2,15.4,2,4,134,135,7.5,10,10
Patrick Peterson,6157,CB,MIN,16,1,8.4,0,0,18,81.9,80.5,68.3,59.2,68.3,75.5,6.7,1,4,388,395,1.3,5,13
J.J. Watt,6163,DI,ARZ,15,2,0.1,0,0,1,64.5,66.9,25.2,71.8,59.9,45.0,13.0,3,8,256,261,6.6,17,18
Robert Quinn,6166,ED,PHI,12,2,2.4,2,0,24,65.8,41.2,28.0,55.6,34.8,55.0,10.0,1,4,147,150,1.4,2,7
Cameron Jordan,6176,ED,NO,15,12,1.5,0,0,20,85.5,72.4,71.9,53.2,78.6,48.5,12.2,6,2,268,279,8.2,22,31
Cameron Heyward,6183,DI,PIT,16,14,2.4,0,0,25,68.3,90.1,87.4,78.0,81.2,70.2,1.9,1,2,284,290,10.2,29,37
Justin Houston,6222,ED,BLT,13,1,1.8,0,0,3,67.5,71.4,53.1,69.4,66.3,29.8,33.3,3,2,85,88,4.7,4,5
Lawrence Guy,6385,DI,NE,13,19,2.3,0,0,19,62.9,53.5,86.4,55.2,50.8,61.9,4.3,2,0,240,246,7.5,18,25
Chris Harris Jr.,6457,CB,NO,9,2,6.1,0,0,20,47.8,50.1,37.4,66.3,60.3,56.6,0.0,0,4,126,129,1.6,2,7
Josh Bynes,6503,LB,BLT,7,1,4.2,0,0,3,69.9,54.2,80.9,58.5,38.1,62.3,12.5,2,0,121,122,5.0,6,13
Nick Bellore,6515,FB,SEA,3,1,,0,0,29,60.0,80.8,65.9,60.0,74.9,71.7,0.0,0,0,8,8,0.0,0,0
Mario Addison,6558,ED,HST,11,5,1.6,0,1,13,64.1,58.9,88.5,60.5,51.3,68.1,7.1,1,0,138,142,5.1,7,8
Stephon Gilmore,7016,CB,IND,16,2,9.1,0,0,14,81.1,79.1,68.6,,65.6,70.3,15.0,3,4,452,465,0.4,2,15
Fletcher Cox,7018,DI,PHI,16,9,3.3,0,0,24,,54.8,77.3,59.5,49.6,44.8,11.1,4,1,247,250,5.7,14,23
Michael Brockers,7020,DI,DET,6,0,2.3,0,0,11,,51.3,81.3,55.2,50.4,37.2,0.0,0,0,62,62,4.8,3,4
Bruce Irvin,7021,ED,SEA,10,5,2.3,0,0,29,58.0,58.6,29.4,53.2,68.9,39.5,9.5,2,3,181,183,5.5,10,14
Melvin Ingram III,7024,ED,MIA,16,2,1.2,1,0,17,47.4,70.5,12.3,79.6,65.6,33.9,20.0,2,6,122,126,4.1,5,6
Chandler Jones,7027,ED,LV,15,9,2.3,1,1,23,59.7,63.8,69.1,60.4,65.5,37.7,20.0,7,2,274,276,4.7,13,19
Janoris Jenkins,7043,CB,SF,1,0,,0,0,28,45.7,46.6,72.8,,60.0,27.1,,0,0,2,2,0.0,0,0
Bobby Wagner,7050,LB,LA,16,33,2.8,0,0,26,79.5,90.9,87.3,79.8,91.1,90.9,2.5,2,1,387,405,7.0,27,45
Lavonte David,7060,LB,TB,16,17,2.9,0,0,30,87.3,84.1,66.7,67.2,74.5,71.8,8.9,5,2,394,406,6.6,26,34
Vinny Curry,7061,ED,NYJ,10,4,3.1,0,0,22,60.0,53.2,55.1,58.0,52.0,38.1,21.4,3,1,76,80,6.6,5,7
Casey Hayward Jr.,7064,CB,ATL,6,0,24.0,0,0,2,65.6,64.7,83.4,,55.2,33.7,25.0,1,0,115,119,0.9,1,3
Demario Davis,7079,LB,NO,16,25,4.1,0,0,20,78.2,79.2,70.7,83.1,69.2,54.8,12.2,9,1,426,441,5.4,23,40
Akiem Hicks,7090,DI,TB,10,4,2.3,0,0,30,58.2,60.9,51.4,57.2,65.6,46.0,10.5,2,2,159,164,7.5,12,13
Rodney McLeod,7271,S,IND,16,13,5.8,0,0,14,82.8,77.4,83.1,60.6,63.6,74.1,4.8,2,2,410,423,3.2,13,27
Michael Thomas,7279,S,CIN,2,0,7.0,0,0,7,64.3,58.6,73.9,57.6,51.0,80.6,0.0,0,0,9,9,0.0,0,1
Tashaun Gipson Sr.,7288,S,SF,16,9,7.4,0,0,28,55.9,65.6,89.6,58.2,89.5,91.8,0.0,0,0,332,339,0.9,3,14
Brandon Bolden,7469,HB,LV,1,0,,0,0,23,,60.0,60.0,,60.0,,,0,1,1,1,0.0,0,0
Harrison Smith,7641,S,MIN,14,5,10.1,1,0,18,69.5,69.1,88.8,56.0,64.8,81.0,16.7,5,1,315,319,1.0,3,20
Josh Norman,7649,CB,CAR,1,0,,0,0,5,64.2,65.3,71.6,,61.7,,,0,0,6,6,0.0,0,0
Justin Bethel,7654,CB,MIA,6,0,5.5,0,0,17,52.9,51.4,79.6,,47.9,57.3,33.3,2,1,20,23,0.0,0,4
Xavier Rhodes,7806,CB,BUF,2,0,6.0,0,0,4,52.7,51.1,78.7,,44.8,37.6,50.0,1,0,22,22,0.0,0,1
Darius Slay,7817,CB,PHI,16,3,13.6,0,0,24,78.2,74.3,87.4,,47.3,64.8,17.6,3,3,348,354,0.9,3,11
Johnathan Hankins,7830,DI,DAL,10,5,2.2,1,0,9,60.0,46.0,57.3,50.8,49.1,33.4,10.0,2,1,124,128,7.3,9,13
Jon Bostic,7831,LB,WAS,9,4,4.1,0,0,32,53.4,49.4,81.3,50.6,49.8,64.6,6.3,1,0,110,113,5.5,6,11
Jamie Collins Sr.,7833,LB,NE,3,1,,0,0,19,50.1,64.2,77.7,56.1,71.1,70.5,0.0,0,0,27,28,0.0,0,0
Tyrann Mathieu,7850,S,NO,16,12,9.6,0,0,20,83.4,76.6,86.4,71.0,57.4,62.6,12.5,6,2,425,439,2.4,10,30
John Jenkins,7863,DI,MIA,15,6,2.2,0,0,17,59.8,58.6,58.9,67.8,52.4,63.3,5.9,1,1,112,115,6.3,7,10
Logan Ryan,7864,S,TB,9,3,9.6,0,1,30,65.4,69.1,85.4,51.4,75.2,80.7,5.9,1,0,140,145,3.6,5,13
Duron Harmon,7872,S,LV,16,11,7.1,0,1,23,76.3,73.2,87.4,53.8,65.3,70.7,18.8,6,0,386,392,1.0,4,15
Brandon Williams,7875,DI,KC,4,1,,0,0,16,59.2,55.2,79.0,58.8,53.5,69.2,0.0,0,0,23,23,0.0,0,0
Akeem Spence,7882,DI,SF,7,5,5.0,0,0,28,59.5,43.3,81.7,46.3,47.5,35.2,20.0,2,0,69,70,2.9,2,3
William Gholston,7908,DI,TB,16,13,1.7,0,0,30,66.0,59.8,70.4,59.6,56.3,66.0,4.9,2,1,232,240,8.6,20,26
Oday Aboushi,7923,G,LA,1,0,,1,0,26,,60.0,60.0,,60.0,,,0,2,0,1,,0,0
Steven Means,7929,ED,BLT,2,0,22.0,0,0,3,60.0,75.7,75.6,65.1,73.2,72.4,0.0,0,0,9,10,0.0,0,1
A.J. Klein,7930,LB,BUF,4,2,1.3,0,0,4,47.1,47.7,77.8,60.7,54.2,49.7,25.0,2,0,43,45,9.3,4,4
Micah Hyde,7941,S,BUF,2,0,4.0,0,0,4,69.1,68.4,81.7,59.1,52.5,63.0,50.0,1,0,30,30,3.3,1,1
Jordan Poyer,8000,S,BUF,11,6,10.4,0,0,4,75.6,72.4,84.9,56.1,59.1,58.3,18.5,5,0,238,243,1.3,3,16
Nick Williams,8006,DI,NYG,8,8,2.7,0,0,21,60.0,59.9,83.7,52.7,63.2,76.8,5.0,1,0,100,104,6.0,6,11
Tony Jefferson,8361,S,NYG,5,1,8.0,0,0,21,79.8,69.1,80.4,44.5,42.8,73.1,0.0,0,0,16,17,0.0,0,1
Brandon Copeland,8378,ED,BLT,3,3,6.0,0,0,3,61.7,53.7,78.6,53.4,55.7,75.2,0.0,0,0,17,17,5.9,1,1
Chris Banjo,8419,S,ARZ,10,2,9.0,0,0,1,59.7,67.7,77.1,58.7,76.7,85.5,0.0,0,0,44,46,4.5,2,3
Nickell Robey-Coleman,8483,CB,LV,1,0,,0,0,23,67.8,64.2,72.8,52.4,60.0,,,0,0,3,3,0.0,0,0
Mike Purcell,8530,DI,DEN,16,15,2.3,0,0,10,55.4,68.7,73.1,59.0,70.9,30.0,13.7,7,1,243,260,8.6,21,29
Jadeveon Clowney,8636,ED,CLV,12,5,2.2,0,0,8,61.7,75.8,64.5,70.0,74.3,74.7,8.0,2,2,184,185,7.1,13,18
Khalil Mack,8640,ED,LAC,16,15,2.1,2,0,27,86.9,73.0,72.4,69.5,61.6,50.1,17.1,7,2,322,327,3.7,12,19
Anthony Barr,8644,LB,DAL,13,4,3.8,0,0,9,55.7,58.0,56.4,64.9,60.1,63.6,7.4,2,2,225,231,5.8,13,21
Aaron Donald,8648,DI,LA,11,10,1.8,0,0,26,61.4,90.5,62.4,90.7,75.6,53.9,6.7,3,2,210,219,12.4,26,32
Kyle Fuller,8649,CB,BLT,1,0,14.0,0,0,3,61.0,55.3,79.1,59.1,30.0,53.1,50.0,1,1,17,18,0.0,0,1
C.J. Mosley,8652,LB,NYJ,16,28,4.5,0,0,22,64.1,70.6,26.9,61.5,78.2,71.1,7.1,6,4,421,435,6.9,29,51
Jimmie Ward,8665,S,SF,11,4,2.0,1,1,28,67.5,74.1,82.9,54.3,92.0,63.4,0.0,0,1,110,114,5.5,6,9
Bradley Roby,8666,CB,NO,12,2,4.6,0,0,20,46.9,42.4,52.2,68.7,29.4,29.4,41.7,5,3,208,214,0.5,1,5
Demarcus Lawrence,8669,ED,DAL,16,8,2.1,1,1,9,73.3,79.9,69.4,75.2,70.8,47.8,7.5,4,2,247,251,12.6,31,41
Kyle Van Noy,8675,ED,LAC,16,3,3.6,0,0,27,65.3,62.0,63.9,59.3,61.2,65.5,14.3,4,2,275,282,5.5,15,21
Lamarcus Joyner,8676,S,NYJ,14,9,14.1,0,0,22,53.4,57.0,64.7,82.5,62.1,54.2,19.4,6,3,337,349,1.8,6,16
Jeremiah Attaochu,8685,ED,LAC,3,0,1.5,0,0,27,,64.9,75.6,62.7,62.2,72.8,0.0,0,0,16,16,6.3,1,2
Christian Kirksey,8706,LB,HST,16,24,4.0,0,0,13,51.2,55.4,88.2,80.0,54.6,61.2,16.0,13,0,497,507,4.8,24,44
Justin Ellis,8742,DI,NYG,16,8,2.6,0,0,21,57.2,30.8,85.9,47.6,30.1,43.9,15.0,3,0,159,167,4.4,7,9
DaQuan Jones,8747,DI,BUF,15,7,1.9,1,0,4,60.0,72.9,62.7,73.6,64.6,44.9,11.1,4,2,205,210,8.3,17,25
Dontae Johnson,8764,CB,SF,1,0,,0,0,28,68.1,59.6,71.5,53.8,51.5,71.7,,0,0,8,8,0.0,0,0
Kevin Pierre-Louis,8767,LB,HST,2,1,6.5,0,0,13,68.5,45.8,70.7,68.0,29.5,26.3,40.0,2,1,21,21,0.0,0,2
Brent Urban,8769,DI,BLT,15,6,2.5,0,0,3,54.4,53.2,84.6,54.8,55.5,33.6,19.0,4,0,135,136,5.2,7,11
Devon Kennard,8809,ED,BLT,7,1,0.5,0,0,3,48.3,59.3,81.6,54.1,68.8,48.1,0.0,0,0,47,52,4.3,2,2
T.J. Carrie,8853,CB,CAR,1,0,3.0,0,0,5,32.1,33.4,77.2,49.0,60.0,79.0,0.0,0,0,1,1,0.0,0,1
Shelby Harris,8869,DI,SEA,14,11,2.3,0,0,29,58.3,70.6,85.9,61.1,72.4,37.6,11.1,4,0,200,205,8.5,17,21
Terrance Mitchell,8888,CB,TEN,8,1,7.3,0,0,31,62.1,61.2,84.9,,48.4,77.1,20.0,1,2,85,90,1.2,1,3
Denico Autry,8982,ED,TEN,11,3,1.7,1,0,31,75.0,82.4,62.2,75.7,73.6,40.7,16.7,3,2,113,119,8.8,10,12
Shaquil Barrett,9000,ED,TB,8,8,1.7,0,0,30,40.0,68.3,69.5,65.1,77.5,52.2,7.4,2,1,131,136,10.7,14,17
Christian Jones,9020,ED,SEA,2,1,1.0,0,0,29,61.4,64.6,74.5,40.5,74.7,34.9,0.0,0,0,12,12,8.3,1,1
Kerry Hyder,9045,DI,SF,15,7,2.7,0,0,28,62.6,61.0,85.8,60.1,55.4,53.5,5.9,1,0,119,120,3.4,4,9
Adrian Phillips,9177,S,NE,16,11,3.6,0,0,19,73.8,74.3,85.6,56.3,70.2,81.5,3.3,1,0,218,221,4.6,10,18
Daniel Sorensen,9253,S,NO,4,6,10.6,0,0,20,46.0,48.3,83.5,,65.0,90.0,0.0,0,0,33,35,0.0,0,5
Joe Thomas,9272,LB,CHI,13,15,4.6,0,0,6,57.7,62.2,83.1,68.5,62.2,46.5,19.4,7,0,184,188,3.8,7,14
