player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Tony Brown,49255,CB,IND,2,0,14,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,33.3,1,3,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Steven Nelson,9531,CB,HST,15,0,13,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.2,1,463,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Jerry Jacobs,83025,CB,DET,9,0,11,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,289,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Zyon Gilbert,55891,CB,NYG,3,0,21,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,4.4,2,45,2,75.0,0,0,1,0,100.0,2,2,75.0,1,1,0,1,1,0
K'Von Wallace,42467,S,PHI,14,0,24,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,1,111,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Tony Adams,55953,S,NYJ,6,0,22,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,2.4,1,41,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
William Jackson III,10658,CB,WAS,4,0,32,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,1.7,2,119,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Da'Shawn Hand,48386,DI,TEN,1,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Emmanuel Moseley,50430,CB,SF,5,0,28,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.5,1,190,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Jeffrey Okudah,55674,CB,DET,15,0,11,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.2,1,431,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Trayvon Mullen,41968,CB,DAL,6,0,9,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,1.0,1,96,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Keion Crossen,49454,CB,MIA,14,0,17,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.4,1,247,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Nick Cross,97514,S,IND,3,0,14,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.5,1,66,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
J.T. Gray,51495,S,NO,6,0,20,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,9.5,2,21,1,50.0,0,0,0,0,100.0,2,1,50.0,1,0,0,1,0,0
Jalen Mills,10867,CB,NE,10,0,19,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.4,1,277,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Cobie Durant,79126,CB,LA,6,0,26,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,1.4,2,146,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Michael Davis,12040,CB,LAC,13,0,27,0,1,0,0,1,0,100.0,3,2,50.0,1,1,0,0,0.8,3,393,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
David Mayo,9602,LB,WAS,8,0,32,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.6,1,64,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Martin Emerson,97872,CB,CLV,16,0,8,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,0.5,2,435,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Jamal Adams,11761,S,SEA,1,0,29,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
John Reid,49381,CB,TEN,3,0,31,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,3.6,1,28,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
C.J. Moore,26617,S,DET,9,0,11,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,1.4,1,73,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Reed Blankenship,56065,S,PHI,6,0,24,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.7,1,141,1,50.0,0,0,1,0,100.0,1,1,50.0,0,1,1,0,1,1
