player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Drew Dalman,52270,C,ATL,10,0,2,55.5,100.0,87,27.7,87,60.7,1,100.0,314,314,64.1,100.0,213,67.8,213
Jake Matthews,8641,T,ATL,10,0,2,63.2,100.0,87,27.7,87,65.2,1,100.0,314,314,67.1,100.0,213,67.8,213
Chris Lindstrom,46692,G,ATL,10,0,2,76.0,100.0,87,27.7,87,86.0,0,100.0,314,314,88.1,100.0,213,67.8,213
Kaleb McGary,46912,T,ATL,10,0,2,72.8,100.0,87,27.7,87,83.4,2,100.0,314,314,75.4,100.0,213,67.8,213
Braxton Jones,60092,T,CHI,9,0,6,77.4,100.0,97,34.5,97,72.7,1,100.0,281,281,65.8,100.0,155,55.2,155
Marcus Mariota,9435,QB,ATL,10,0,2,60.0,81.6,71,25.9,87,60.0,0,87.3,274,314,60.0,94.4,201,73.4,213
Sam Mustipher,13026,C,CHI,9,0,6,74.1,100.0,94,34.3,94,73.5,0,100.0,274,274,71.7,100.0,151,55.1,151
Kevin Zeitler,7032,G,BLT,9,0,3,58.0,100.0,180,68.7,180,65.0,1,100.0,262,262,79.7,100.0,53,20.2,53
Ben Powers,41482,G,BLT,9,0,3,47.2,100.0,180,68.7,180,47.0,0,100.0,262,262,48.8,100.0,53,20.2,53
Tyler Linderbaum,82291,C,BLT,9,0,3,73.8,100.0,180,69.0,180,75.1,0,100.0,261,261,69.6,100.0,52,19.9,52
Luke Fortner,42028,C,JAX,9,0,15,54.8,100.0,107,41.3,107,49.1,2,100.0,259,259,43.4,100.0,120,46.3,120
Jawaan Taylor,41665,T,JAX,9,1,15,37.2,100.0,107,41.3,107,42.9,1,100.0,259,259,53.9,100.0,120,46.3,120
Joel Bitonio,8670,G,CLV,8,0,8,71.8,100.0,130,50.8,130,89.6,0,100.0,256,256,91.0,100.0,93,36.3,93
Ethan Pocic,11813,C,CLV,8,0,8,61.4,100.0,130,50.8,130,81.8,0,100.0,256,256,90.8,100.0,93,36.3,93
Cam Robinson,11789,T,JAX,9,0,15,49.1,100.0,106,41.4,106,63.1,3,100.0,256,256,69.1,100.0,119,46.5,119
Cole Kmet,60995,TE,CHI,9,0,6,61.5,100.0,88,34.6,88,63.9,3,99.2,254,256,71.3,100.0,139,54.7,139
Brandon Scherff,9438,G,JAX,9,0,15,57.7,100.0,105,41.3,105,56.8,1,100.0,254,254,57.3,100.0,120,47.2,120
Jedrick Wills Jr.,58467,T,CLV,8,1,8,62.9,100.0,130,51.2,130,67.7,2,100.0,254,254,77.3,100.0,92,36.2,92
Jason Kelce,6343,C,PHI,8,0,24,59.2,100.0,72,28.7,72,77.4,0,100.0,251,251,84.3,100.0,133,53.0,133
Trent Brown,9677,T,NE,9,0,19,67.9,100.0,120,48.6,120,61.3,0,100.0,247,247,63.3,100.0,87,35.2,87
Michael Onwenu,27357,G,NE,9,0,19,70.9,100.0,120,48.6,120,82.1,0,100.0,247,247,85.8,100.0,87,35.2,87
Ikem Ekwonu,98286,T,CAR,10,2,5,60.1,100.0,116,47.2,116,66.6,4,100.0,246,246,75.5,100.0,115,46.7,115
Brady Christensen,51985,G,CAR,10,0,5,61.2,100.0,116,47.2,116,58.6,2,100.0,246,246,57.7,100.0,115,46.7,115
