player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Saquon Barkley,45791,HB,PHI,16,345,62,25,41.6,835,0,2005,2,14,62,1093,63.7,46,82,24,2,147,80.9,85.0,67.0,60.0,63.0,64.2,85.6,56.0,72,1,278,33,298,423,0,0,39,378,13,2005,1093,3.17,5.8,0.93,191
Kyren Williams,97118,HB,LA,16,316,50,6,9.8,127,0,1299,1,5,50,861,42.8,27,84,26,5,159,51.8,69.0,66.3,,42.9,54.0,74.0,53.7,30,1,182,34,351,362,0,0,38,350,14,1299,861,2.72,4.1,0.52,150
Derrick Henry,10679,HB,BLT,16,305,71,21,39.3,700,0,1783,0,4,71,1054,80.5,41,88,3,3,135,67.5,93.5,26.8,,67.0,73.0,92.6,56.1,87,2,170,17,161,367,0,0,18,322,14,1783,1054,3.46,5.8,1.06,168
Josh Jacobs,45953,HB,GB,16,295,66,11,21.9,282,0,1285,0,21,66,1004,89.7,31,69,12,4,140,58.7,91.2,61.5,,50.5,85.3,90.4,54.9,38,1,340,35,245,335,0,0,40,330,14,1285,1004,3.4,4.4,1.39,153
Bijan Robinson,123126,HB,ATL,16,276,61,10,16.9,217,1,1286,1,18,61,828,70.7,28,67,2,1,61,91.4,92.0,89.3,,52.6,87.1,91.6,78.5,37,3,428,59,358,306,0,0,65,335,12,1286,828,3.0,4.7,1.2,213
Jonathan Taylor,57488,HB,IND,13,269,34,16,39.3,493,0,1254,3,6,34,714,37.1,28,59,14,4,130,51.0,54.4,60.9,,43.4,37.3,61.4,44.0,70,2,133,17,248,333,0,0,28,286,10,1254,714,2.65,4.7,0.54,139
Najee Harris,57121,HB,PIT,16,251,63,11,25.4,256,0,1007,5,12,63,739,78.0,28,47,25,0,71,91.2,77.5,86.1,,64.1,54.4,78.7,66.0,36,0,263,32,204,290,0,0,41,283,5,1007,739,2.94,4.0,1.29,179
Chuba Hubbard,57373,HB,CAR,15,250,50,15,28.2,337,0,1195,1,8,50,865,68.5,26,62,5,4,81,52.3,75.9,89.2,,56.9,39.5,87.0,63.3,38,0,171,43,336,275,0,0,52,293,10,1195,865,3.46,4.8,0.51,163
Aaron Jones,11937,HB,MIN,16,245,44,9,19.9,217,0,1093,2,6,44,735,51.5,25,48,18,5,97,39.1,74.8,59.1,,55.8,72.4,74.6,40.1,41,1,378,46,295,287,0,0,53,291,5,1093,735,3.0,4.5,1.28,146
Joe Mixon,11803,HB,HST,13,240,36,11,31.0,308,0,993,3,11,36,691,49.2,27,50,13,0,70,91.1,75.2,52.8,54.9,52.7,67.8,74.9,74.1,59,2,304,35,232,261,0,0,47,275,11,993,691,2.88,4.1,1.31,167
