player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,5,1,0,3,70.9,4,9,145,96.3,15.9,23,0,5.2,1,161,155,14,1,78.1,3,6,69,100.0,24.6,17,8.0,1,74,74,10
Tyson Alualu,5535,DI,PIT,5,0,0,25,54.7,1,4,77,100.0,6.5,5,1,3.2,0,80,80,5,0,53.7,1,3,39,100.0,7.7,3,5.1,0,39,39,4
Brandon Graham,5538,ED,PHI,5,1,0,24,81.2,2,6,90,93.1,22.2,20,0,8.9,4,101,94,12,0,78.4,1,3,42,95.7,31.0,13,11.9,3,47,45,7
Jason Pierre-Paul,5540,ED,BLT,2,2,0,3,66.4,0,3,67,95.8,11.9,8,0,3.7,1,72,69,4,1,57.4,0,1,32,94.1,9.4,3,4.7,1,34,32,2
Jerry Hughes,5556,ED,HST,5,0,1,13,67.1,0,11,135,98.6,14.8,20,2,7.0,4,142,140,15,0,62.5,0,5,58,96.8,20.7,12,7.8,2,62,60,7
Carlos Dunlap,5579,ED,KC,5,0,0,16,55.1,1,4,81,90.6,9.9,8,0,5.6,2,96,87,7,0,53.1,1,1,38,85.7,7.9,3,5.3,1,49,42,3
Corey Peters,5607,DI,JAX,1,0,0,15,54.3,0,0,9,100.0,0.0,0,0,0.0,0,9,9,0,0,58.3,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Al Woods,5646,DI,SEA,5,1,0,29,62.5,0,2,51,98.2,7.8,4,1,3.9,1,56,55,3,0,67.5,0,1,10,91.7,20.0,2,5.0,0,12,11,1
Von Miller,6154,ED,BUF,5,0,0,4,77.4,2,11,115,98.4,18.3,21,1,9.1,4,127,125,17,0,78.7,2,7,60,98.5,26.7,16,14.2,4,65,64,13
Patrick Peterson,6157,CB,MIN,5,0,0,18,60.0,0,0,1,0.5,0.0,0,1,0.0,0,195,1,0,0,,0,0,0,0.0,,0,,0,87,0,0
J.J. Watt,6163,ED,ARZ,4,3,0,1,68.0,1,7,109,100.0,12.8,14,1,6.4,3,111,111,11,1,73.1,0,7,48,100.0,22.9,11,11.5,2,48,48,9
Robert Quinn,6166,ED,CHI,6,0,1,6,55.6,1,11,138,96.7,10.1,14,2,5.1,1,153,148,13,0,53.5,0,6,61,94.3,11.5,7,6.6,1,70,66,7
Cameron Jordan,6176,ED,NO,5,0,0,20,58.2,2,6,136,98.0,9.6,13,0,5.9,4,147,144,12,0,55.0,1,3,55,98.4,14.5,8,9.1,3,61,60,7
Cameron Heyward,6183,DI,PIT,5,0,0,25,66.9,2,11,147,100.0,16.3,24,0,5.1,1,157,157,14,0,63.4,1,9,82,100.0,14.6,12,6.1,0,89,89,10
Justin Houston,6222,ED,BLT,3,0,0,3,72.7,1,8,81,93.5,18.5,15,0,8.0,2,93,87,11,0,62.7,0,3,33,92.7,18.2,6,4.5,0,41,38,3
Lawrence Guy,6385,DI,NE,3,0,0,19,58.7,0,3,39,100.0,12.8,5,0,3.8,0,39,39,3,0,56.8,0,2,13,100.0,23.1,3,7.7,0,13,13,2
Josh Bynes,6503,LB,BLT,5,0,0,3,62.8,0,0,15,14.7,6.7,1,0,6.7,1,116,17,1,0,67.1,0,0,4,12.5,0.0,0,25.0,1,40,5,1
