player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Stephon Gilmore,7016,CB,IND,5,0,9.5,59.4,100.0,9.6,5.7,0,1,5,15.6,14,82.8,82.5,83.4,,71.7,74.3,1,53,5.3,1,3,1,67.4,19,190,190,4,18,32,0,222,97,1.2,11.7
Melvin Ingram III,7024,ED,MIA,5,0,0.0,100.0,23.8,9.3,9.3,0,0,0,0.0,17,56.3,71.9,0.0,77.2,81.7,44.8,0,19,50.0,2,0,4,113.9,3,30,126,4,2,3,0,34,34,1.2,11.3
Chandler Jones,7027,ED,LV,5,2,5.0,100.0,8.5,7.0,7.0,1,0,1,50.0,23,72.7,59.8,62.0,60.5,54.0,28.7,0,11,25.0,1,0,1,97.9,2,16,188,0,1,2,0,15,5,1.1,7.5
Bobby Wagner,7050,LB,LA,5,3,0.6,80.0,78.0,34.5,27.6,0,0,1,20.0,26,74.4,90.2,83.4,82.3,88.0,85.1,0,8,7.7,1,1,0,83.3,4,142,182,5,9,5,0,20,24,0.1,5.0
Lavonte David,7060,LB,TB,5,2,5.5,83.3,92.2,9.5,7.9,0,0,2,8.3,30,88.7,78.3,31.1,70.9,54.7,81.2,0,36,0.0,0,2,1,107.3,20,200,217,10,15,24,1,154,59,0.8,7.7
Casey Hayward Jr.,7064,CB,ATL,5,1,12.5,52.0,100.0,14.9,7.8,0,0,3,12.0,2,68.5,66.8,82.7,,54.1,34.1,1,40,21.4,3,2,0,75.1,13,202,202,1,10,25,1,198,64,1.0,15.2
Demario Davis,7079,LB,NO,5,3,3.2,61.5,89.7,19.4,11.9,0,0,3,23.1,20,76.4,84.2,83.6,89.5,73.7,53.8,0,23,22.2,2,2,0,78.7,8,166,185,4,4,13,0,79,60,0.5,9.9
Rodney McLeod,7271,S,IND,5,1,3.3,75.0,97.1,20.8,15.6,0,0,1,12.5,14,73.9,68.4,77.3,51.3,51.4,58.1,1,22,15.4,2,1,1,90.6,6,132,136,3,10,8,1,50,39,0.4,8.3
Tashaun Gipson Sr.,7288,S,SF,5,0,9.5,0.0,99.5,,50.0,0,2,0,0.0,28,78.7,85.9,83.9,72.8,84.6,89.9,1,,0.0,0,0,0,0.0,0,211,212,2,8,4,0,0,0,0.0,
Harrison Smith,7641,S,MIN,4,1,7.9,78.6,99.3,12.3,9.6,1,0,1,7.1,18,61.4,61.5,83.7,66.9,55.8,89.0,1,30,0.0,0,1,1,69.0,11,145,146,4,19,14,0,108,73,0.8,9.8
Darius Slay,7817,CB,PHI,5,2,12.7,46.7,100.0,12.3,5.7,0,3,1,3.3,24,71.5,69.3,83.1,,48.8,55.4,2,29,12.5,2,1,0,47.6,14,178,178,2,12,30,1,168,62,1.0,12.0
