player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Cooper Kupp,11824,WR,LA,5,62,0,26,0,-1.6,1,87.5,,0,0,0.0,0,3,0,91.1,70.0,1,14,0.0,0,27,7,100.0,27,43.8,8,12.9,0,32,45,6.4,4.6,1.19,8.6,4,83.9,50.0,3,6,3.7,1,15,1,89.5,90.4,0,75,0.0,0,117,26,98.3,115,120.4,31,50.0,1,320,172,6.6,12.3,2.78
Justin Jefferson,61398,WR,MIN,5,53,0,18,0,-2.0,0,100.0,,0,0,0.0,0,1,0,84.5,58.9,0,10,0.0,0,22,2,95.5,21,91.7,2,3.8,0,12,16,8.0,6.0,0.57,7.1,3,93.8,,0,0,0.0,0,9,0,63.6,78.5,0,64,0.0,0,75,15,93.3,70,139.6,16,30.2,1,206,102,6.8,13.7,2.94
Marquise Brown,61568,WR,ARZ,5,52,0,1,0,-1.9,0,100.0,,0,0,0.0,0,3,0,91.1,70.1,0,20,0.0,0,37,7,100.0,37,103.6,7,13.5,0,62,75,10.7,8.9,1.68,11.9,0,62.5,75.0,3,4,9.1,1,7,0,87.3,81.6,2,24,0.0,0,57,10,91.2,52,84.1,16,30.8,2,115,4,0.4,11.5,2.21
Davante Adams,8688,WR,LV,5,50,0,23,0,0.0,0,100.0,,0,0,0.0,0,1,0,78.7,61.7,0,1,5.9,1,17,1,88.2,15,118.8,1,2.0,1,1,1,1.0,1.0,0.07,8.3,3,92.3,100.0,2,2,0.0,0,8,0,90.6,81.6,1,41,1.5,1,66,12,89.4,59,104.8,13,26.0,1,139,81,6.8,11.6,2.36
Tyreek Hill,10799,WR,MIA,5,50,0,17,0,-2.7,3,85.7,,0,0,0.0,0,2,0,91.4,91.1,0,18,0.0,0,16,6,87.5,14,93.5,7,14.0,0,45,61,10.2,7.5,3.21,7.9,1,82.4,100.0,1,1,6.7,1,7,1,90.0,90.3,0,26,0.0,0,59,14,94.9,56,103.2,17,34.0,0,149,78,5.6,10.6,2.66
Stefon Diggs,9579,WR,BUF,5,50,0,4,0,-1.5,2,100.0,,0,0,0.0,0,2,0,90.9,90.9,0,10,0.0,0,14,6,100.0,14,82.6,6,12.0,0,23,32,5.3,3.8,1.64,5.3,0,91.7,,0,0,8.3,1,6,0,77.0,84.6,0,41,0.0,0,69,11,98.6,68,113.5,12,24.0,0,135,85,7.7,12.3,1.99
Ja'Marr Chase,84270,WR,CIN,5,49,0,7,0,-1.4,0,80.0,,0,0,20.0,1,2,0,29.2,76.3,0,11,0.0,0,18,4,88.9,16,86.7,5,10.2,0,24,30,7.5,6.0,1.5,4.3,0,80.0,,0,0,7.7,1,9,0,75.7,80.2,1,17,0.0,0,54,12,94.4,51,69.2,15,30.6,0,109,68,5.7,9.1,2.14
Diontae Johnson,33441,WR,PIT,5,48,0,25,0,-2.7,0,100.0,,0,0,0.0,0,1,0,27.0,50.5,0,6,0.0,0,14,3,85.7,12,79.2,3,6.3,0,9,17,5.7,3.0,0.75,3.8,0,50.0,0.0,0,1,25.0,1,1,0,48.6,65.4,1,6,0.0,0,15,3,93.3,14,16.7,6,12.5,0,12,18,6.0,4.0,0.86
Curtis Samuel,11795,WR,WAS,6,47,0,32,0,-3.0,3,100.0,,0,0,0.0,0,2,0,92.0,81.2,0,11,0.0,0,31,10,96.8,30,85.8,10,21.3,0,46,76,7.6,4.6,1.53,7.1,4,68.0,20.0,1,5,10.5,2,9,0,53.8,66.5,1,32,0.0,0,178,17,91.0,162,82.9,25,53.2,1,165,62,3.6,9.7,1.02
Tyler Higbee,10744,TE,LA,5,46,0,26,0,-2.2,2,80.0,0.0,0,1,11.1,1,5,0,45.7,90.2,0,26,0.0,0,25,8,100.0,25,105.4,10,21.7,0,93,112,14.0,11.6,3.72,4.9,1,85.7,,0,0,0.0,0,4,0,65.4,69.0,0,10,0.0,0,42,6,100.0,42,88.7,7,15.2,0,37,14,2.3,6.2,0.88
Mark Andrews,47436,TE,BLT,5,46,0,3,0,-1.0,1,100.0,,0,0,0.0,0,1,0,84.5,66.8,0,7,0.0,0,13,2,100.0,13,131.3,2,4.3,1,12,14,7.0,6.0,0.92,11.8,1,64.7,80.0,4,5,8.3,2,16,0,75.3,78.7,0,25,0.0,0,112,22,92.9,104,106.7,34,73.9,2,254,80,3.6,11.5,2.44
CeeDee Lamb,61570,WR,DAL,5,46,0,9,0,-2.0,2,75.0,,0,0,0.0,0,0,0,88.7,53.0,0,13,0.0,0,13,3,100.0,13,84.4,4,8.7,0,19,24,8.0,6.3,1.46,8.5,0,70.0,50.0,2,4,6.7,1,10,0,46.1,69.5,0,26,0.0,0,91,14,93.4,85,95.8,20,43.5,0,170,59,4.2,12.1,2.0
Courtland Sutton,48164,WR,DEN,5,45,0,10,0,,0,,,0,0,,0,0,0,,44.4,0,0,0.0,0,16,0,93.8,15,0.0,0,0.0,0,0,0,,,0.0,18.0,0,57.1,0.0,0,1,0.0,0,3,0,73.2,76.5,1,18,0.0,0,26,4,100.0,26,74.7,7,15.6,1,42,-1,-0.3,10.5,1.62
D.K. Metcalf,47864,WR,SEA,5,43,0,29,0,-1.0,1,66.7,,0,0,33.3,1,0,1,25.8,22.4,0,1,0.0,0,10,2,80.0,8,70.1,3,7.0,0,-7,-2,-1.0,-3.5,-0.88,12.6,0,50.0,100.0,1,1,20.0,1,1,1,63.9,78.8,0,23,0.0,0,26,4,100.0,26,65.1,8,18.6,0,41,5,1.3,10.3,1.58
Mike Williams,11762,WR,LAC,5,42,0,27,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,46.5,0,5,0.0,0,16,1,93.8,15,87.5,1,2.4,0,5,5,5.0,5.0,0.33,12.5,0,50.0,50.0,1,2,0.0,0,1,0,73.7,71.9,0,13,0.0,0,33,2,93.9,31,66.7,4,9.5,0,22,5,2.5,11.0,0.71
Travis Kelce,7844,TE,KC,5,42,0,16,0,-1.8,0,100.0,,0,0,0.0,0,1,0,90.2,62.8,0,6,5.6,1,18,4,94.4,17,79.2,4,9.5,0,12,19,4.8,3.0,0.71,9.1,4,72.2,20.0,1,5,7.1,1,11,0,69.9,89.5,0,29,0.0,0,84,13,92.9,78,135.6,18,42.9,2,157,53,4.1,12.1,2.01
A.J. Brown,48327,WR,PHI,5,41,0,24,0,-1.4,1,80.0,,0,0,20.0,1,0,0,32.0,64.7,0,10,0.0,0,32,4,90.6,29,82.5,5,12.2,0,19,23,5.8,4.8,0.66,1.3,1,33.3,0.0,0,1,50.0,1,0,0,80.4,90.2,0,10,0.0,0,42,1,97.6,41,43.8,3,7.3,0,10,11,11.0,10.0,0.24
