player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Connor Bazelak,99135,QB,INDIANA,5,61.2,232,247,9.4,2.51,3,8,3.0,52.6,130,0,87,8.5,260,12,69,190,68.1,58.1,57.1,61.8,0,5,276,4,12.6,71.8,4.2,11,1,0,12,8,11,4.0,1394,5.6
Kyle Vantrease,55029,QB,GA SOUTHRN,5,68.5,222,235,9.2,2.29,6,9,3.7,60.4,142,0,52,6.6,243,10,80,174,76.3,59.1,56.7,68.3,0,7,253,0,3.8,82.2,0.8,2,6,0,7,10,13,5.1,1580,6.7
Will Rogers,124184,QB,MISS STATE,5,81.2,223,233,6.1,2.37,4,10,4.1,73.0,170,0,43,6.1,248,11,92,227,63.4,85.9,84.4,56.6,0,3,258,0,20.9,115.3,3.6,9,3,0,6,19,5,1.9,1712,7.3
John Paddock,77689,QB,BALL ST,5,73.6,216,232,7.1,2.02,9,13,5.4,65.1,151,0,56,5.0,234,8,79,117,75.8,79.5,77.6,61.4,2,6,244,0,3.6,89.2,0.9,2,0,0,5,11,6,2.5,1551,6.7
Ryan Hilinski,71295,QB,NWESTERN,5,66.5,212,223,8.1,2.58,5,2,0.9,58.7,131,2,51,7.1,230,10,67,256,60.2,50.5,48.7,63.1,2,4,240,5,7.8,79.3,1.7,4,2,0,4,6,12,5.0,1433,6.4
Daniel Richardson,97103,QB,C MICHIGAN,5,65.6,209,217,9.1,2.39,3,8,3.4,56.7,123,0,70,10.2,233,14,72,134,65.5,62.6,60.9,64.9,1,4,253,0,15.7,84.8,4.7,11,5,0,4,11,8,3.2,1370,6.3
Donovan Smith,73929,QB,TEXAS TECH,5,73.1,201,214,8.5,2.76,2,6,2.7,66.4,142,0,89,3.4,247,5,78,315,52.4,68.8,68.9,60.7,2,7,255,2,20.2,89.6,7.3,18,15,0,9,11,9,3.5,1475,6.9
N'Kosi Perry,60446,QB,FAU,6,65.1,195,204,11.3,2.51,2,16,7.5,56.4,115,0,54,9.4,221,12,81,165,37.6,79.3,80.7,57.9,0,5,230,1,9.3,94.2,2.3,5,12,0,7,15,9,3.9,1512,7.4
Austin Reed,111760,QB,W KENTUCKY,5,78.6,192,202,7.6,2.26,4,11,5.0,71.3,144,0,35,4.6,217,7,76,346,47.8,83.7,82.8,66.6,3,5,234,1,22.9,113.8,3.7,8,6,2,1,17,10,4.3,1676,8.3
Jayden de Laura,131928,QB,ARIZONA,5,73.4,192,201,10.0,2.98,1,11,5.3,62.2,125,0,63,11.3,221,16,92,109,65.6,80.3,76.6,76.5,1,6,228,5,11.1,98.5,3.2,7,12,2,5,14,11,4.8,1633,8.1
Cameron Ward,133244,QB,WASH STATE,5,76.5,179,195,7.1,2.89,1,3,1.5,67.2,131,0,78,4.4,216,6,74,341,65.7,68.5,65.1,74.2,0,7,224,2,16.7,96.2,6.0,13,7,0,15,13,7,3.1,1445,7.4
Frank Harris,60586,QB,UTSA,5,73.0,185,194,8.9,2.5,3,11,5.3,68.0,132,0,72,2.2,225,3,92,331,67.4,89.6,83.2,83.7,1,5,240,2,13.9,105.9,4.4,10,21,2,3,12,6,2.5,1735,8.9
Michael Penix Jr.,82134,QB,WASHINGTON,5,74.7,186,194,10.0,2.44,2,11,5.3,64.9,126,0,43,9.4,201,13,85,340,76.1,80.0,80.6,55.8,1,3,213,1,4.7,114.5,1.0,2,5,2,3,16,3,1.4,1732,8.9
Hunter Dekkers,122511,QB,IOWA STATE,5,74.7,186,189,6.8,2.56,0,7,3.5,69.3,131,1,58,5.8,208,8,67,193,67.2,62.0,63.9,52.3,1,6,220,2,22.4,95.0,6.3,13,6,0,2,11,10,4.5,1316,7.0
Gavin Hardison,100827,QB,UTEP,6,64.5,172,187,12.3,2.98,3,17,8.5,52.4,98,0,62,11.7,214,13,60,330,53.8,73.9,72.4,63.3,2,3,226,1,22.6,77.9,6.5,14,11,1,9,6,10,4.4,1262,6.7
Layne Hatcher,82068,QB,TEXAS ST,5,69.4,173,186,9.9,2.67,2,10,5.3,60.8,113,0,58,5.8,205,7,50,314,40.5,56.4,56.2,54.9,0,6,211,2,22.4,86.4,6.3,13,4,0,11,11,12,5.7,1224,6.6
Kurtis Rourke,97998,QB,OHIO,5,75.8,178,185,9.5,2.9,2,9,4.6,68.1,126,0,62,6.7,201,9,70,259,46.8,87.0,84.2,68.2,2,2,214,1,16.1,108.3,5.0,10,6,0,3,11,7,3.3,1517,8.2
JT Daniels,83578,QB,W VIRGINIA,5,71.0,176,182,9.1,2.39,1,6,3.1,63.2,115,0,45,8.0,192,10,64,343,51.5,74.9,73.8,61.0,4,2,205,2,17.8,92.5,4.2,8,2,0,1,8,6,2.9,1209,6.6
DJ Irons,145585,QB,AKRON,5,71.7,166,182,9.0,2.91,1,7,3.6,61.5,112,1,80,5.9,222,7,64,102,52.3,73.7,72.2,67.1,3,2,233,3,25.0,85.7,9.0,20,20,2,10,6,7,3.0,1134,6.2
Cole Snyder,97617,QB,BUFFALO,5,65.9,170,181,9.9,2.37,4,7,3.7,60.2,109,0,56,2.7,206,3,66,126,60.4,75.9,70.9,73.8,0,3,214,0,23.2,88.1,6.3,13,12,0,7,8,9,4.2,1218,6.7
Hayden Wolff,98362,QB,DOMINION,5,67.1,173,180,9.9,2.57,5,15,7.9,56.1,101,0,63,12.9,202,15,54,263,29.7,67.6,66.8,64.1,2,2,213,2,23.8,89.8,7.4,15,7,0,0,9,9,4.2,1251,7.0
Chase Cunningham,78533,QB,MIDDLE TN,5,80.7,161,177,6.9,2.57,2,10,5.3,67.8,120,0,67,7.7,197,10,53,224,67.5,61.1,65.2,49.7,3,3,209,1,16.4,98.8,5.6,11,8,1,10,8,8,3.8,1368,7.7
Holton Ahlers,77651,QB,E CAROLINA,5,75.0,168,176,8.7,2.37,3,9,4.9,68.2,120,0,57,4.8,195,6,78,156,64.9,79.8,78.5,66.9,1,3,204,1,14.0,116.6,4.1,8,11,0,4,15,5,2.5,1536,8.7
Brennan Armstrong,77696,QB,VIRGINIA,5,64.5,166,175,10.7,2.84,7,7,3.7,51.4,90,0,88,15.9,211,17,55,335,46.7,54.0,51.7,60.7,0,5,224,0,13.6,65.4,5.7,12,24,0,2,4,11,4.9,1041,5.9
Austin Aune,83528,QB,N TEXAS,6,66.1,165,175,12.4,2.63,2,12,6.5,56.0,98,0,41,10.1,185,11,68,251,64.6,71.2,70.6,61.4,1,7,194,1,12.2,96.1,2.7,5,5,2,5,15,10,5.2,1489,8.5
Aidan O'Connell,60516,QB,PURDUE,4,71.3,164,174,9.2,2.42,1,7,3.8,64.9,113,0,42,3.4,181,4,55,273,74.4,70.8,70.3,59.0,3,3,192,1,9.5,93.1,2.2,4,3,0,6,8,8,4.2,1199,6.9
Devin Leary,77628,QB,NC STATE,5,73.2,164,172,8.9,2.5,1,7,3.8,62.8,108,1,38,10.0,185,12,62,248,52.8,69.3,66.1,70.2,3,3,197,2,23.7,94.0,4.9,9,4,0,4,10,7,3.6,1135,6.6
Jack Plummer,83543,QB,CAL,5,73.7,156,172,9.5,2.76,2,7,3.8,62.8,108,0,71,6.1,197,7,63,130,64.2,69.8,66.1,74.0,3,2,212,1,22.5,95.3,8.1,16,9,0,11,8,4,1.9,1248,7.3
Gunnar Watson,83570,QB,TROY,5,74.2,163,170,8.3,2.62,3,6,3.4,64.7,110,0,62,9.1,194,11,64,318,39.8,83.8,83.0,59.6,1,6,202,1,29.0,86.6,9.3,18,6,0,3,5,9,4.5,1449,8.5
Stetson Bennett,60387,QB,GEORGIA,5,78.0,159,168,8.4,2.48,2,5,2.8,69.0,116,0,31,6.5,174,8,74,173,64.0,89.5,85.1,78.1,2,1,182,1,12.9,105.2,2.3,4,2,1,4,5,3,1.6,1536,9.1
