player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Colin Goodfellow,51797,P,KENTUCKY,5,16,16,3.68,37.63,39.44,3.0,0,0,2,7,202,68.0,5,60,3,1,18.8,9,3,16,58.9,602,1,631
Zach Murphy,55435,K,WAKE,1,1,1,3.88,34.0,34.0,,0,0,0,1,339,60.0,0,34,0,0,0.0,0,0,1,3.88,34,0,34
Aidan Alves,57547,P,LIBERTY,5,24,24,3.96,37.38,42.42,16.8,0,0,7,8,206,66.8,10,64,2,0,25.0,101,6,24,94.94,897,1,1018
Shane McDonough,57554,P,NC STATE,4,20,20,3.91,38.75,41.25,6.3,0,0,3,7,248,63.6,8,59,2,0,40.0,50,8,20,78.24,775,0,825
Sean Koetting,57567,P,MISSOURI,3,13,13,4.27,30.92,40.08,59.5,0,0,3,4,229,69.9,4,57,4,0,15.4,119,2,13,55.57,402,0,521
Jonah Wieland,60261,P,OHIO,3,14,14,3.73,29.64,37.43,12.1,0,0,0,2,259,47.4,4,51,3,0,64.3,109,9,14,52.17,415,0,524
Clayton Howell,60264,P,APP STATE,5,14,14,4.02,38.79,40.57,2.5,0,0,1,9,108,65.4,4,51,1,0,14.3,5,2,14,56.31,543,1,568
Bryce Baringer,60274,P,MICH STATE,5,18,18,3.72,46.39,53.28,9.1,0,0,3,4,223,62.4,6,70,1,0,38.9,64,7,18,66.92,835,3,959
Bernardo Rodriguez,60281,P,N TEXAS,6,24,24,4.13,39.04,39.67,3.8,1,0,2,18,251,63.9,9,54,0,0,16.7,15,4,25,99.21,937,0,952
Brad Robbins,60291,P,MICHIGAN,5,15,15,4.45,45.13,45.73,2.3,0,0,4,5,222,84.1,9,62,2,0,26.7,9,4,15,66.68,677,0,686
Joe Doyle,62972,P,MEMPHIS,5,24,24,4.08,44.29,49.0,4.7,0,0,3,10,218,78.0,7,64,0,0,29.2,33,7,24,97.91,1063,4,1176
Barney Amor,64486,P,PENN STATE,5,23,23,4.01,42.48,44.74,6.4,0,0,7,9,266,77.3,13,52,1,0,21.7,32,5,23,92.21,977,1,1029
George Georgopoulos,75877,P,MISS STATE,5,11,11,3.76,38.09,42.0,5.8,0,0,3,3,227,60.8,7,50,0,0,36.4,23,4,11,41.33,419,1,462
Casey Glover,77064,P,TULANE,4,14,14,4.07,40.36,43.21,,1,0,3,9,319,71.5,7,61,0,0,0.0,0,0,15,57.04,565,2,605
Danny Longman,77071,P,BOSTON COL,5,28,28,4.02,41.39,42.11,6.7,0,0,3,17,121,66.4,7,76,5,0,10.7,20,3,28,112.64,1159,0,1179
Mackenzie Morgan,77587,P,TEMPLE,5,26,26,3.7,40.08,41.23,2.5,0,0,9,9,306,53.6,8,55,3,0,15.4,10,4,26,96.19,1042,1,1072
Andrew Osteen,77590,P,UCF,2,10,10,3.82,33.8,40.1,5.8,1,0,1,2,323,67.4,1,50,1,0,40.0,23,4,11,38.18,338,2,401
Issac Power,77593,P,BAYLOR,5,15,15,4.09,41.07,45.0,3.2,0,0,1,6,118,74.8,7,59,0,0,40.0,19,6,15,61.34,616,2,675
Ryan Bujcevski,77594,P,SMU,4,12,12,3.65,40.92,46.5,13.5,0,0,3,5,287,73.7,5,64,0,0,16.7,27,2,12,43.84,491,2,558
Nick Mihalic,77602,P,W MICHIGAN,5,27,27,4.0,38.26,40.0,4.3,0,0,2,12,347,64.1,4,53,2,0,40.7,47,11,27,108.05,1033,0,1080
Cameron Rising,77663,QB,UTAH,1,1,1,3.05,10.0,30.0,,0,0,0,0,328,60.0,0,30,0,0,0.0,0,0,1,3.05,10,1,30
Brennan Armstrong,77696,QB,VIRGINIA,1,1,1,0.0,26.0,26.0,,0,0,1,0,335,60.0,1,26,0,0,0.0,0,0,1,0.0,26,0,26
Mike Rivers,78436,P,TROY,5,19,19,3.97,40.95,43.79,4.7,0,0,1,11,318,68.4,9,52,2,0,15.8,14,3,19,75.35,778,2,832
Anthony Beck II,78452,P,GA SOUTHRN,5,15,15,3.87,37.4,44.2,12.4,0,0,5,3,174,62.1,8,58,1,0,33.3,62,5,15,58.06,561,2,663
Chance Nolan,78493,QB,OREGON ST,1,1,1,2.76,40.0,40.0,,0,0,1,0,265,60.0,1,40,0,0,0.0,0,0,1,2.76,40,0,40
Timmy Bleekrode,79417,P,NEBRASKA,1,1,1,4.3,43.0,51.0,8.0,0,0,0,0,238,60.0,0,51,0,0,100.0,8,1,1,4.3,43,0,51
Colin McCreary,79434,P,USF,3,7,7,4.24,33.29,44.71,60.0,0,0,1,4,327,62.3,0,54,0,1,14.3,60,1,7,29.71,233,1,313
Michael Turk,82012,P,OKLAHOMA,5,25,25,4.01,41.72,45.8,0.3,0,0,3,6,261,69.8,11,60,5,0,24.0,2,6,25,100.16,1043,5,1145
Carson King,82024,P,FRESNO ST,4,13,13,3.53,39.15,42.77,13.5,0,0,3,3,169,59.6,6,52,4,0,15.4,27,2,13,45.93,509,1,556
Rhys Byrns,82027,P,LA LAFAYET,5,24,24,3.81,39.08,44.38,7.4,0,0,4,5,207,72.7,7,55,3,0,37.5,67,9,24,91.52,938,3,1065
