team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
STTMFL,1477,1,38,0,1,38,98.7,1,0
N DAK ST,250,5,95,0,3,95,97.4,4,1
ALABAMA,103,5,188,2,11,188,96.5,13,0
W OREGON,411,1,35,1,2,35,95.7,3,0
MISS COL,990,1,11,0,1,11,95.5,1,0
OREGON,264,5,190,3,14,190,95.5,17,0
BYU,128,5,190,5,14,190,95.0,19,0
WEBER ST,342,4,138,4,8,138,94.9,13,1
N ILLINOIS,254,5,144,4,9,144,94.8,14,1
UCONN,146,6,154,2,10,155,94.8,14,2
MICH STATE,223,5,191,2,14,191,94.8,18,2
FLORIDA,163,5,158,3,14,158,94.6,17,0
GEORGIA,173,5,195,4,18,195,94.4,22,0
MONTANA,232,5,190,2,18,190,94.2,21,1
MONTANA ST,233,5,130,1,8,130,94.2,12,3
INCAR WORD,189,4,152,2,14,152,94.1,17,1
SMU,287,4,187,3,11,187,94.1,18,4
TXAMCO,1139,4,125,4,11,125,94.0,15,0
FURMAN,170,5,221,3,18,221,93.9,24,3
BALL ST,117,5,235,6,21,235,93.8,28,1
NC STATE,248,5,205,2,16,205,93.7,22,4
WYOMING,351,6,172,1,17,172,93.6,20,2
MINNESOTA,225,5,138,2,12,138,93.5,16,2
NWESTERN,256,5,231,3,23,231,93.5,28,2
YALE,352,3,85,3,8,85,93.5,11,0
OHIO STATE,260,5,155,4,14,155,93.5,19,1
PURDUE,273,5,228,7,21,228,93.4,29,1
USF,327,5,156,7,10,156,93.3,19,2
UC DAVIS,322,5,222,4,22,222,93.2,28,2
UTAH,328,5,160,1,19,160,93.1,21,1
UCLA,324,5,192,4,23,192,93.0,27,0
STHLSK,1470,2,64,0,9,64,93.0,9,0
BUTLER,127,4,136,2,17,137,93.0,19,0
N TEXAS,251,6,194,8,15,194,93.0,25,2
JACKSON ST,194,4,191,3,17,191,92.7,24,4
LOUISVILLE,210,5,184,4,15,184,92.7,23,4
SO UTAH,298,5,165,8,14,166,92.7,23,1
SACRAMENTO,279,4,154,2,15,154,92.5,20,3
S DIEGO ST,284,5,125,4,11,125,92.4,17,2
CAMPBELL,131,3,111,0,13,111,92.3,15,2
MIAMI OH,221,5,154,6,16,154,92.2,23,1
UTEP,330,6,224,5,18,224,92.2,29,6
NOTRE DAME,258,4,133,7,12,133,92.1,20,1
STTHOM,1129,4,133,3,16,134,92.1,20,1
GA SOUTHRN,174,5,244,10,27,244,92.0,38,1
E CAROLINA,156,5,203,4,21,203,91.9,29,4
GEORGETOWN,172,5,223,10,20,223,91.9,33,3
DUKE,154,5,154,5,16,154,91.9,23,2
WM & MARY,348,5,140,6,17,140,91.8,23,0
KYCRST,1474,1,55,2,3,56,91.8,7,2
MARYLAND,215,5,194,1,27,194,91.8,30,2
DAVIDSON,149,5,55,0,7,55,91.8,8,1
UTAH ST,329,5,182,6,16,182,91.8,26,4
BAYLOR,118,5,169,6,14,169,91.7,24,4
TARLETON,401,4,145,5,13,145,91.7,21,3
TENNESSEE,307,4,151,3,20,151,91.7,24,1
APP STATE,108,5,168,9,13,168,91.7,25,3
UVAWIS,1320,1,48,1,7,48,91.7,8,0
S ALABAMA,288,5,200,6,17,200,91.7,28,5
W KENTUCKY,346,5,227,2,20,227,91.6,30,8
CLEMSON,140,5,194,4,25,194,91.5,31,2
ROB MORRIS,277,3,123,4,9,123,91.5,17,4
PENN,267,3,130,5,17,130,91.5,22,0
OLE MISS,226,5,146,10,16,146,91.1,26,0
SE MO ST,293,4,175,4,23,175,91.1,29,2
NC A&T,246,4,127,1,14,127,90.9,19,4
W VIRGINIA,343,5,209,4,30,209,90.9,36,2
FAU,165,6,225,5,30,225,90.9,38,3
E KENTUCKY,159,5,219,1,29,220,90.9,35,5
KANSAS,198,5,120,3,17,120,90.8,21,1
INWSLY,1451,1,49,0,5,49,90.8,7,2
MONMOUTH,231,5,174,3,21,174,90.8,28,4
WISCONSIN,349,5,140,6,8,140,90.7,20,6
TCU,305,4,135,4,15,135,90.7,22,3
UMASS,216,5,112,2,19,112,90.6,21,0
NICHOLLS,243,4,159,6,22,159,90.6,29,1
ILLINOIS,187,5,180,2,14,180,90.6,25,9
MISS STATE,227,5,254,11,23,254,90.6,41,7
OKLAHOMA,261,5,171,4,22,171,90.6,29,3
ARMY,114,4,42,4,2,42,90.5,7,1
ST FRANCIS,299,4,152,6,21,152,90.5,28,1
MERCER,219,5,142,4,15,142,90.5,23,4
PRVIEW A&M,270,4,100,3,14,100,90.5,18,1
AIR FORCE,101,5,42,0,6,42,90.5,7,1
WAKE,339,5,194,4,19,194,90.5,30,7
OREGON ST,265,5,151,7,20,151,90.4,28,1
VA TECH,337,5,185,5,23,185,90.3,32,4
SYRACUSE,304,5,170,4,25,170,90.3,31,2
CORNELL,147,3,92,3,9,92,90.2,15,3
HOLY CROSS,181,5,148,1,22,148,90.2,26,3
NC CENT,247,4,128,1,18,128,90.2,22,3
MISSOURI,229,5,175,5,24,175,90.0,32,3
TAYLOR,402,1,20,2,2,20,90.0,4,0
JVILLE ST,196,6,147,11,9,147,89.8,25,5
WASHINGTON,340,5,211,3,34,211,89.8,40,3
