player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Colin Goodfellow,51797,P,KENTUCKY,8,28,28,3.66,36.32,39.57,11.8,1,0,4,13,202,67.7,9,60,4,1,21.4,71,6,29,102.52,1017,1,1108
Zach Murphy,55435,K,WAKE,2,2,2,4.17,39.5,40.5,2.0,0,0,0,1,339,59.3,0,47,0,0,50.0,2,1,2,8.34,79,0,81
Aidan Alves,57547,P,LIBERTY,8,38,38,3.97,38.11,42.05,15.7,0,0,11,16,206,67.7,16,64,2,0,18.4,110,7,38,150.87,1448,2,1598
Shane McDonough,57554,P,NC STATE,7,38,38,3.92,37.08,41.5,10.7,0,0,4,18,248,62.7,13,59,2,0,31.6,128,12,38,148.91,1409,2,1577
Sean Koetting,57567,P,MISSOURI,3,13,13,4.27,30.92,40.08,59.5,0,0,3,4,229,69.9,4,57,4,0,15.4,119,2,13,55.57,402,0,521
Jonah Wieland,60261,P,OHIO,4,16,16,3.62,31.38,38.38,10.2,0,0,0,2,259,47.7,4,51,3,0,68.8,112,11,16,57.97,502,0,614
Clayton Howell,60264,P,APP STATE,9,31,31,3.89,36.23,38.87,7.3,0,0,7,17,108,54.8,7,51,1,0,9.7,22,3,31,120.54,1123,3,1205
Bryce Baringer,60274,P,MICH STATE,8,34,34,3.74,45.88,50.03,6.8,0,0,7,8,223,67.5,14,70,4,0,35.3,81,12,34,127.02,1560,3,1701
Bernardo Rodriguez,60281,P,N TEXAS,9,36,36,3.86,39.25,39.83,3.0,1,0,6,23,251,60.9,14,54,0,0,19.4,21,7,37,139.09,1413,0,1434
Brad Robbins,60291,P,MICHIGAN,7,19,19,4.31,44.63,45.53,3.4,0,0,6,6,222,78.4,11,62,2,0,26.3,17,5,19,81.87,848,0,865
Joe Doyle,62972,P,MEMPHIS,8,32,32,4.06,41.38,47.75,12.4,0,0,3,15,218,78.0,9,64,0,0,31.3,124,10,32,130.0,1324,4,1528
Barney Amor,64486,P,PENN STATE,8,33,33,3.82,41.7,44.27,5.6,0,0,10,11,266,73.6,16,59,2,0,24.2,45,8,33,125.92,1376,2,1461
George Georgopoulos,75877,P,MISS STATE,8,18,18,3.66,37.33,39.89,5.2,0,0,6,5,227,56.4,7,50,1,0,27.8,26,5,18,65.81,672,1,718
Casey Glover,77064,P,TULANE,7,28,28,4.03,38.89,41.68,-0.7,1,0,4,15,319,73.2,15,65,2,0,10.7,-2,3,29,112.78,1089,4,1167
Danny Longman,77071,P,BOSTON COL,9,48,48,3.99,39.42,40.44,5.4,0,0,6,26,121,62.1,13,76,7,0,18.8,49,9,48,191.33,1892,0,1941
Mackenzie Morgan,77587,P,TEMPLE,8,47,47,3.56,39.36,40.4,3.6,0,0,19,16,306,59.0,12,55,3,0,17.0,29,8,47,167.52,1850,1,1899
Andrew Osteen,77590,P,UCF,3,12,12,3.82,34.5,39.75,5.8,1,0,3,2,323,68.4,3,50,1,0,33.3,23,4,13,45.86,414,2,477
Issac Power,77593,P,BAYLOR,8,21,21,4.01,39.62,42.43,2.7,0,0,3,8,118,69.1,11,59,1,0,33.3,19,7,21,84.12,832,2,891
Ryan Bujcevski,77594,P,SMU,8,29,29,3.83,40.93,44.69,8.2,0,0,4,15,287,77.1,8,64,1,0,20.7,49,6,29,110.94,1187,3,1296
Nick Mihalic,77602,P,W MICHIGAN,9,46,46,3.95,38.09,40.8,6.2,1,0,5,21,347,58.5,8,53,2,0,37.0,105,17,47,181.65,1752,1,1877
Cameron Rising,77663,QB,UTAH,1,1,1,3.05,10.0,30.0,,0,0,0,0,328,60.0,0,30,0,0,0.0,0,0,1,3.05,10,1,30
Brennan Armstrong,77696,QB,VIRGINIA,1,1,1,2.49,26.0,26.0,,0,0,1,0,335,60.0,1,26,0,0,0.0,0,0,1,2.49,26,0,26
Mike Rivers,78436,P,TROY,8,36,36,3.98,40.31,43.36,6.3,0,0,4,15,318,71.8,19,56,6,0,22.2,50,8,36,143.12,1451,3,1561
Anthony Beck II,78452,P,GA SOUTHRN,8,26,26,3.82,37.65,43.65,9.6,0,0,8,4,174,65.5,12,58,2,0,38.5,96,10,26,99.39,979,3,1135
Chance Nolan,78493,QB,OREGON ST,1,1,1,2.76,40.0,40.0,,0,0,1,0,265,60.0,1,40,0,0,0.0,0,0,1,2.76,40,0,40
