player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,11,247,47,12,29.1,305,0,1048,4,4,47,891,68.6,24,48,31,2,101,84.0,85.6,43.0,71.6,50.0,45.8,86.4,84.7,56,1,278,21,112,264,0,0,25,268,10,1048,891,3.61,4.2,2.48,145
Saquon Barkley,45791,HB,NYG,11,224,32,14,37.0,367,0,992,4,5,32,626,39.9,24,41,21,1,133,83.2,75.7,88.8,,64.5,52.6,80.2,58.0,68,0,223,35,258,277,0,0,44,259,7,992,626,2.79,4.4,0.86,86
Josh Jacobs,45953,HB,LV,11,216,64,12,28.7,333,0,1159,2,5,64,827,103.2,31,68,23,1,134,83.3,93.1,84.4,,47.2,72.2,93.4,59.2,86,0,325,40,222,240,0,0,46,256,9,1159,827,3.83,5.4,1.46,53
Nick Chubb,45783,HB,CLV,11,200,62,17,38.6,401,0,1039,0,9,62,721,118.0,33,47,8,1,107,80.2,90.1,85.8,,73.8,60.8,90.2,59.1,41,0,152,17,152,218,0,0,20,217,12,1039,721,3.61,5.2,1.0,84
Dameon Pierce,83659,HB,HST,11,180,54,8,32.2,254,1,788,4,10,54,616,105.3,20,47,13,3,88,51.1,79.4,43.4,,33.7,54.8,85.5,57.4,75,1,143,28,168,196,0,0,34,208,3,788,616,3.42,4.4,0.85,89
Dalvin Cook,11796,HB,MIN,11,178,39,7,27.4,231,0,842,3,4,39,626,74.1,23,36,18,1,54,78.7,69.6,56.8,,36.3,55.6,76.1,58.6,81,1,160,26,259,198,0,0,34,204,6,842,626,3.52,4.7,0.62,119
Jamaal Williams,11889,HB,DET,11,177,19,6,19.5,143,0,733,3,2,19,480,30.6,16,48,11,3,110,47.6,69.6,29.0,,61.0,36.6,73.3,60.0,51,1,57,9,79,185,0,0,12,186,13,733,480,2.71,4.1,0.72,66
Miles Sanders,40555,HB,PHI,11,177,33,8,21.4,193,0,900,1,5,33,569,63.6,26,45,24,0,71,90.5,77.1,89.6,,45.6,48.0,82.0,55.3,35,0,60,15,183,243,0,0,18,192,8,900,569,3.21,5.1,0.33,102
Jonathan Taylor,57488,HB,IND,9,171,39,6,23.1,180,0,779,1,6,39,522,70.4,19,36,14,3,66,49.0,66.4,87.3,,26.1,59.7,69.6,58.4,66,0,109,24,228,191,0,0,29,195,4,779,522,3.05,4.6,0.48,101
Rhamondre Stevenson,98689,HB,NE,12,162,31,9,30.4,224,0,736,2,19,31,586,83.0,21,39,19,1,86,79.6,85.2,88.6,,75.4,84.3,81.6,50.1,49,0,383,56,255,193,0,0,66,218,4,736,586,3.62,4.5,1.5,60
Joe Mixon,11803,HB,CIN,10,158,17,4,16.0,97,0,605,3,9,17,379,31.3,12,36,7,0,88,90.4,76.2,88.2,,26.9,79.6,74.9,56.1,31,1,314,41,222,185,0,0,48,199,6,605,379,2.4,3.8,1.41,63
Najee Harris,57121,HB,PIT,11,158,31,5,17.9,105,0,585,3,7,31,440,56.6,13,22,25,2,58,76.8,62.7,52.1,60.0,62.2,53.1,66.2,49.8,36,1,142,29,214,195,0,0,36,187,4,585,440,2.78,3.7,0.66,94
Aaron Jones,11937,HB,GB,12,155,45,9,25.4,207,0,814,4,7,45,500,84.7,22,40,12,3,52,48.5,87.2,91.0,,65.4,68.4,90.5,61.5,36,0,304,43,250,187,0,0,53,198,2,814,500,3.23,5.3,1.22,101
David Montgomery,45719,HB,CHI,11,146,39,2,7.4,43,0,580,0,10,39,442,88.8,15,32,6,1,46,75.1,67.8,88.9,,50.5,66.8,66.5,66.7,28,0,238,21,188,212,0,0,25,167,3,580,442,3.03,4.0,1.27,98
Christian McCaffrey,11763,HB,SF,11,143,25,7,27.1,172,0,634,1,16,25,442,63.0,15,33,28,1,67,77.8,88.5,89.3,87.1,46.3,91.7,79.1,63.2,49,0,479,58,261,180,0,0,70,201,4,634,442,3.09,4.4,1.84,75
Ezekiel Elliott,10638,HB,DAL,9,140,19,5,17.0,98,0,577,2,1,19,398,38.4,12,36,9,0,62,90.1,75.3,84.8,,58.5,40.5,79.2,82.3,27,0,40,8,131,160,0,0,10,148,7,577,398,2.84,4.1,0.31,71
Devin Singletary,40485,HB,BUF,12,137,23,8,26.0,160,0,615,3,6,23,400,50.4,16,32,4,2,85,58.1,73.1,90.1,,74.5,58.3,77.8,60.2,30,0,226,31,310,182,0,0,37,168,4,615,400,2.92,4.5,0.73,47
Tony Pollard,27126,HB,DAL,11,136,28,12,43.7,332,0,760,0,0,28,552,71.5,23,33,9,0,57,90.2,86.5,86.4,,74.0,72.0,85.9,59.2,57,0,244,23,149,180,0,0,28,159,6,760,552,4.06,5.6,1.64,69
Leonard Fournette,11759,HB,TB,10,135,12,2,7.4,34,0,462,3,14,12,307,33.2,11,27,30,0,96,90.2,64.4,47.9,34.2,28.7,71.3,67.9,46.2,17,1,315,43,264,152,0,0,48,178,3,462,307,2.27,3.4,1.19,36
Kenneth Walker III,97199,HB,SEA,10,135,33,10,49.0,301,0,614,1,5,33,397,72.6,19,31,29,0,37,90.1,71.8,85.4,,28.2,57.6,78.1,47.0,74,1,116,19,155,159,0,0,25,154,9,614,397,2.94,4.5,0.75,91
Travis Etienne,57185,HB,JAX,11,133,40,11,42.9,312,0,728,3,1,40,413,82.1,18,36,15,3,58,57.0,78.5,88.3,,49.2,45.3,89.2,56.8,49,0,202,22,197,158,0,0,30,155,4,728,413,3.11,5.5,1.03,68
Jeff Wilson Jr.,29413,HB,MIA,11,131,21,11,39.0,264,0,677,1,3,21,357,44.5,18,31,17,2,46,54.8,69.9,44.2,,46.2,53.2,77.1,44.6,41,1,149,16,172,172,0,0,24,147,4,677,357,2.73,5.2,0.87,83
Alvin Kamara,11822,HB,NO,10,131,20,4,15.9,83,0,523,4,11,20,337,44.3,13,26,20,4,40,29.6,66.1,86.8,,22.0,64.8,70.7,61.8,27,0,422,49,228,169,0,0,61,180,1,523,337,2.57,4.0,1.85,83
Antonio Gibson,78050,HB,WAS,12,130,12,3,11.8,56,0,476,3,10,12,332,33.0,10,29,32,0,46,90.4,76.9,87.0,,71.2,82.3,71.2,57.9,20,0,306,40,179,164,0,0,47,170,3,476,332,2.55,3.7,1.71,79
Jalen Hurts,40291,QB,PHI,11,94,29,2,7.6,45,0,288,0,0,14,115,18.2,21,51,24,9,17,72.2,87.6,59.4,83.6,,,80.9,60.0,42,2,0,0,0,349,307,35,0,94,8,595,295,2.29,4.6,,25
Austin Ekeler,12164,HB,LAC,11,128,25,5,26.2,145,0,554,5,19,25,345,57.0,12,22,27,3,48,54.4,77.3,87.7,,35.7,81.9,76.9,60.0,71,0,498,80,299,146,0,0,94,208,7,554,345,2.7,4.3,1.67,70
Brian Robinson Jr.,57120,HB,WAS,8,126,21,3,13.0,61,0,468,1,2,21,334,46.2,8,30,32,0,64,89.7,83.0,82.7,,48.5,53.8,83.5,44.5,24,0,27,6,55,148,0,0,7,132,2,468,334,2.65,3.7,0.49,58
D'Onta Foreman,11844,HB,CAR,12,126,22,6,28.2,159,0,563,0,2,22,389,57.0,13,27,5,0,70,89.9,75.5,80.9,,11.8,54.1,78.7,59.7,60,0,25,4,87,137,0,0,7,130,4,563,389,3.09,4.5,0.29,54
A.J. Dillon,57165,HB,GB,12,125,15,4,15.6,83,0,532,4,2,15,374,35.1,11,30,12,1,49,71.8,74.9,89.7,,86.1,48.3,81.1,61.6,27,0,133,20,174,153,0,0,27,145,2,532,374,2.99,4.3,0.76,75
Justin Fields,82118,QB,CHI,11,66,32,6,19.3,161,3,328,0,0,7,72,11.6,26,55,6,13,19,28.5,68.8,57.3,52.2,,57.7,91.3,60.1,67,7,0,0,1,348,506,55,0,66,7,834,481,3.98,6.9,0.0,25
Tyler Allgeier,83639,HB,ATL,11,121,26,5,26.1,144,0,552,0,1,26,384,65.4,9,25,2,0,26,89.5,76.4,83.5,,60.5,60.4,77.4,56.3,44,0,87,10,113,155,0,0,10,131,1,552,384,3.17,4.6,0.77,95
James Conner,11860,HB,ARZ,9,121,22,3,11.6,55,0,476,3,8,22,322,53.9,8,32,1,3,63,35.7,65.0,47.9,,74.6,55.0,67.3,66.0,20,1,171,27,204,153,0,0,33,148,4,476,322,2.66,3.9,0.84,51
Raheem Mostert,9783,HB,MIA,10,118,20,6,22.8,124,0,543,2,6,20,346,56.5,18,28,17,0,39,90.2,68.8,87.1,,47.4,54.5,75.1,36.8,25,0,119,17,189,141,0,0,24,135,3,543,346,2.93,4.6,0.63,74
Lamar Jackson,46416,QB,BLT,11,86,34,10,35.8,271,1,559,0,0,24,246,79.8,31,47,3,6,63,56.1,85.5,73.3,73.0,,,92.4,60.1,79,7,0,0,0,324,197,24,0,86,3,756,404,3.67,6.9,,6
Khalil Herbert,41668,HB,CHI,10,108,26,6,33.1,213,0,644,0,1,26,430,94.3,19,22,6,0,49,89.0,74.4,84.5,,48.4,59.2,75.8,55.1,64,0,62,6,80,129,0,0,6,114,4,644,430,3.98,6.0,0.78,59
James Robinson,22425,HB,NYJ,10,106,12,5,34.9,145,0,415,0,1,12,263,27.6,9,20,22,1,44,67.8,60.2,85.5,,80.3,57.7,60.4,46.4,50,0,51,11,104,134,0,0,13,117,3,415,263,2.48,3.9,0.49,59
Michael Carter,57337,HB,NYJ,11,99,24,6,33.3,123,0,369,1,4,24,279,62.1,7,13,22,1,38,88.8,64.0,46.0,,28.6,69.1,65.5,51.4,25,1,209,28,173,148,0,0,32,127,3,369,279,2.82,3.7,1.21,59
Cordarrelle Patterson,7810,HB,ATL,8,97,15,8,31.8,161,0,506,1,2,15,291,47.2,14,28,2,1,24,68.3,78.7,83.4,,69.4,64.0,80.0,50.5,40,0,65,11,95,127,0,0,16,108,5,506,291,3.0,5.2,0.68,73
Isiah Pacheco,83747,HB,KC,11,97,13,5,22.9,104,0,455,0,1,13,289,41.3,8,16,16,2,36,29.8,61.8,84.4,,22.5,58.7,63.1,60.0,28,0,30,4,80,105,0,0,4,101,2,455,289,2.98,4.7,0.38,60
Kareem Hunt,11841,HB,CLV,11,93,15,4,21.1,76,0,361,1,7,15,274,55.9,12,25,8,0,55,88.1,66.4,89.0,,49.1,64.3,67.9,55.4,24,1,155,23,177,116,0,0,27,116,3,361,274,2.95,3.9,0.88,31
Melvin Gordon III,9448,HB,DEN,10,90,15,1,5.3,17,0,318,3,1,15,226,34.9,4,15,10,5,30,22.8,49.1,2.5,,39.9,50.5,52.3,59.5,17,2,223,25,153,101,0,0,30,115,2,318,226,2.51,3.5,1.46,59
Josh Allen,46601,QB,BUF,12,45,19,2,9.0,52,0,151,0,0,5,84,20.7,19,41,4,10,9,53.4,90.8,74.2,82.8,,,92.7,60.0,36,2,0,0,0,263,430,44,0,45,5,581,307,3.45,6.5,,6
Latavius Murray,7962,HB,DEN,7,87,14,1,14.5,52,0,359,0,2,14,185,34.0,7,19,10,0,28,87.3,76.1,20.3,,50.1,62.4,78.9,59.7,52,1,70,13,91,102,0,0,14,100,4,359,185,2.13,4.1,0.77,58
Kenyan Drake,10707,HB,BLT,9,85,7,7,46.7,183,0,392,3,1,7,244,23.9,9,18,3,0,64,87.2,59.4,83.5,,54.3,53.4,63.9,44.3,40,0,52,11,110,124,0,0,15,96,3,392,244,2.87,4.6,0.47,20
Cam Akers,57206,HB,LA,9,84,12,1,5.5,15,0,274,0,0,12,235,39.0,7,15,26,1,42,59.9,67.0,79.5,,72.7,51.5,67.6,60.4,15,0,18,2,59,95,0,0,5,86,1,274,235,2.8,3.3,0.31,41
Damien Harris,35134,HB,NE,9,84,9,3,17.8,68,0,383,1,4,9,262,41.8,8,19,19,0,45,86.8,78.0,81.9,,86.6,60.2,78.1,59.9,30,0,75,13,68,91,0,0,15,97,3,383,262,3.12,4.6,1.1,38
Marcus Mariota,9435,QB,ATL,12,55,11,3,17.3,73,0,232,0,0,8,137,36.2,17,28,2,8,22,43.4,68.7,88.4,65.1,,,69.4,60.0,30,0,0,0,0,374,189,26,0,55,4,421,212,2.62,5.2,,17
Daniel Jones,39395,QB,NYG,11,42,7,2,7.6,34,0,163,0,0,0,29,0.0,17,36,21,3,5,59.3,67.4,14.4,64.4,,57.7,74.0,61.5,24,7,0,0,2,311,283,38,0,42,4,446,190,2.38,5.6,0.0,16
Breece Hall,97636,HB,NYJ,7,80,16,8,43.1,199,0,462,5,8,16,329,99.7,15,19,22,1,34,62.9,69.8,85.0,,68.9,48.8,76.4,58.6,62,0,218,19,109,94,0,0,30,99,4,462,329,4.11,5.8,2.0,42
Rachaad White,131633,HB,TB,11,74,8,3,28.6,82,0,287,1,6,8,176,32.3,7,18,30,0,55,66.5,69.9,85.8,,75.7,71.8,66.1,67.7,35,0,180,29,161,94,0,0,33,103,1,287,176,2.38,3.9,1.12,19
Clyde Edwards-Helaire,57279,HB,KC,10,72,11,4,35.1,106,0,302,1,6,11,223,59.2,5,15,16,0,29,86.1,67.6,85.2,,43.7,72.7,65.0,60.0,52,0,151,17,124,79,0,0,22,89,3,302,223,3.1,4.2,1.22,40
