player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Ahofitu Maka,100803,C,UTSA,5,0,331,74.1,0,9,232,100.0,100.0,98.1,0,9,0,249,249,63.8,0,3,63,100.0,100.0,97.6,3,0,72,72
Venly Tatafu,158830,T,UTSA,5,1,331,54.6,1,10,230,100.0,100.0,97.2,4,12,1,247,247,52.8,0,6,61,100.0,100.0,93.4,7,1,70,70
Mike Katic,101575,G,INDIANA,4,0,190,60.5,2,2,215,100.0,100.0,98.6,0,5,1,228,228,64.0,2,1,77,100.0,100.0,96.8,4,1,83,83
Luke Haggard,129442,T,INDIANA,4,0,190,77.9,2,3,214,99.5,99.6,98.8,0,5,0,227,228,89.9,1,1,76,98.7,98.8,98.7,2,0,82,83
Terrell Haynes,81913,G,UTSA,5,0,331,86.4,0,3,210,100.0,100.0,99.3,0,3,0,226,226,85.3,0,1,57,100.0,100.0,99.1,1,0,65,65
Dennis Wilburn,157314,C,TEXAS TECH,4,0,315,43.8,0,17,215,100.0,100.0,96.0,0,17,0,222,222,41.1,0,6,81,100.0,100.0,96.3,6,0,84,84
Monroe Mills,122977,T,TEXAS TECH,4,0,315,70.8,1,10,215,100.0,100.0,97.4,1,11,0,222,222,60.6,1,6,81,100.0,100.0,95.7,7,0,84,84
Caleb Rogers,123157,T,TEXAS TECH,4,0,315,56.5,0,12,215,100.0,100.0,94.0,0,19,7,222,222,48.0,0,8,81,100.0,100.0,90.1,12,4,84,84
Kevin Davis,60199,G,UTSA,5,0,331,76.1,1,3,207,100.0,100.0,98.6,0,5,1,221,221,71.6,0,1,52,100.0,100.0,97.1,2,1,59,59
Austin Hopp,65055,T,HAWAII,5,1,180,58.3,2,12,213,99.5,99.5,96.2,1,15,1,220,221,53.6,1,10,78,100.0,100.0,92.9,11,0,82,82
Eliki Tanuvasa,79663,C,HAWAII,5,0,180,74.8,0,8,214,100.0,100.0,97.7,0,9,1,218,218,75.9,0,4,78,100.0,100.0,96.2,5,1,80,80
Cole Smith,99094,G,MISS STATE,4,0,227,77.5,1,3,209,100.0,100.0,99.0,0,4,0,218,218,61.7,1,2,53,100.0,100.0,97.2,3,0,54,54
Nick Jones,146837,G,MISS STATE,4,0,227,69.0,1,2,209,100.0,100.0,97.8,0,6,3,218,218,49.2,1,0,53,100.0,100.0,93.4,4,3,54,54
Ilm Manning,75852,T,HAWAII,5,0,180,76.1,0,4,211,100.0,100.0,97.6,1,7,3,218,218,59.5,0,3,77,100.0,100.0,94.2,6,3,81,81
Matt Rosso,81812,T,CHARLOTTE,5,1,136,65.2,0,6,198,100.0,100.0,97.0,4,9,3,217,217,60.7,0,4,63,100.0,100.0,92.1,7,3,70,70
LaQuinston Sharp,99095,C,MISS STATE,4,0,227,77.9,0,5,207,100.0,100.0,98.8,0,5,0,216,216,70.3,0,2,51,100.0,100.0,98.0,2,0,52,52
Jack Freeman,77435,C,HOUSTON,5,1,182,75.3,0,4,199,100.0,100.0,98.5,3,5,1,213,213,67.1,0,1,75,100.0,100.0,98.0,2,1,81,81
Roger Rosengarten,131912,T,WASHINGTON,5,0,340,69.7,1,9,200,100.0,100.0,97.5,2,10,0,213,213,68.8,0,3,69,100.0,100.0,97.8,3,0,72,72
Troy Fautanu,100521,T,WASHINGTON,5,0,340,66.8,1,4,199,100.0,100.0,98.7,1,5,0,211,211,75.8,1,1,69,100.0,100.0,98.6,2,0,72,72
Elijah Klein,81912,G,UTEP,5,0,330,72.3,1,5,199,100.0,100.0,98.5,0,6,0,210,210,61.6,1,2,60,100.0,100.0,97.5,3,0,63,63
Jamezz Kimbrough,55052,C,C MICHIGAN,4,0,134,66.6,1,5,192,100.0,100.0,98.4,0,6,0,209,209,48.4,0,5,65,100.0,100.0,96.2,5,0,73,73
Davis Heinzen,145705,T,C MICHIGAN,4,1,134,38.9,6,8,192,99.5,99.5,94.8,2,17,3,209,210,39.3,4,2,65,100.0,100.0,92.3,8,2,73,73
