player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,9,202,40,12,33.0,305,0,923,4,2,40,766,73.1,24,43,31,1,78,90.7,86.8,34.5,,52.5,47.0,87.6,85.0,56,1,154,16,89,218,0,0,20,218,9,923,766,3.79,4.6,1.73,123
Saquon Barkley,45791,HB,NYG,9,198,30,14,39.4,367,0,931,2,5,30,594,46.3,23,38,21,1,120,80.7,79.6,87.7,,65.8,61.0,81.5,58.8,68,0,197,29,206,236,0,0,36,227,6,931,594,3.0,4.7,0.96,74
Dameon Pierce,83659,HB,HST,9,165,53,8,32.9,254,0,772,2,8,53,594,117.4,20,46,13,3,81,47.0,88.4,83.2,,42.2,65.9,89.6,60.0,75,0,126,22,125,174,0,0,24,187,3,772,594,3.6,4.7,1.01,81
Nick Chubb,45783,HB,CLV,9,160,54,14,37.9,343,0,904,0,6,54,611,132.4,28,41,8,1,85,75.9,90.6,83.9,,71.9,58.6,90.7,59.3,41,0,88,13,119,177,0,0,16,173,11,904,611,3.82,5.7,0.74,69
Josh Jacobs,45953,HB,LV,9,159,53,8,22.8,187,0,821,1,5,53,589,113.1,24,51,23,1,105,77.9,91.6,83.8,,45.3,64.8,92.6,59.2,43,0,200,31,180,182,0,0,36,190,7,821,589,3.7,5.2,1.11,32
Joe Mixon,11803,HB,CIN,9,151,17,4,16.6,97,0,585,3,8,17,368,32.2,12,35,7,0,85,90.3,75.3,88.0,,26.9,73.1,76.6,56.1,31,1,272,38,215,178,0,0,45,189,6,585,368,2.44,3.9,1.27,60
Dalvin Cook,11796,HB,MIN,9,145,34,6,29.4,214,0,728,2,3,34,543,83.0,20,33,18,1,47,74.7,71.2,87.2,,40.2,55.0,77.4,58.9,81,0,146,22,213,164,0,0,28,167,6,728,543,3.74,5.0,0.69,94
Miles Sanders,40555,HB,PHI,9,143,26,5,18.2,129,0,710,1,4,26,443,60.3,21,36,24,0,58,90.1,70.9,88.3,,47.3,46.6,75.7,55.4,35,0,42,11,153,193,0,0,14,154,6,710,443,3.1,5.0,0.27,81
Jamaal Williams,11889,HB,DET,9,142,16,4,16.7,101,0,604,3,2,16,393,33.0,13,38,11,2,93,56.0,71.6,23.0,,50.8,36.9,76.4,60.0,51,1,57,9,69,148,0,0,12,151,9,604,393,2.77,4.3,0.83,48
Leonard Fournette,11759,HB,TB,10,135,12,2,7.4,34,0,462,3,14,12,307,33.2,11,27,30,0,96,90.2,64.4,47.9,34.2,28.7,71.3,67.9,46.2,17,1,315,43,264,152,0,0,48,178,3,462,307,2.27,3.4,1.19,36
Aaron Jones,11937,HB,GB,10,131,42,9,28.3,207,0,731,3,5,42,452,98.3,20,36,12,2,46,57.2,87.8,90.7,,72.7,62.1,91.2,61.4,36,0,228,34,206,160,0,0,42,165,2,731,452,3.45,5.6,1.11,83
Travis Etienne,57185,HB,JAX,10,131,40,11,43.0,312,0,725,3,1,40,411,84.1,18,36,15,3,58,56.6,79.3,88.2,,49.2,45.4,90.0,56.8,49,0,202,22,194,156,0,0,30,153,4,725,411,3.14,5.5,1.04,66
Rhamondre Stevenson,98689,HB,NE,9,130,26,8,33.5,208,0,620,1,12,26,493,87.3,17,32,19,0,68,90.1,89.6,86.7,,69.6,87.3,85.2,63.5,49,0,227,35,169,153,0,0,43,165,4,620,493,3.79,4.8,1.34,49
Jonathan Taylor,57488,HB,IND,7,129,32,5,25.0,152,0,609,1,6,32,391,78.4,15,29,14,2,49,54.6,65.0,86.1,,21.8,60.3,68.7,59.0,66,0,87,18,174,145,0,0,23,147,2,609,391,3.03,4.7,0.5,77
Najee Harris,57121,HB,PIT,9,128,25,4,18.7,86,0,460,3,5,25,358,55.2,11,18,25,2,52,72.5,59.6,45.9,60.0,60.3,51.5,63.2,52.0,36,1,112,24,167,160,0,0,29,152,1,460,358,2.8,3.6,0.67,72
