player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,DI,BLT,8,5,4.3,0,0,3,59.2,77.2,86.1,73.5,69.2,39.7,5.6,1,0,99,101,6.1,6,12
Tyson Alualu,5535,DI,PIT,9,1,2.2,0,0,25,60.0,30.3,19.5,53.6,30.1,29.8,14.3,1,2,77,77,3.9,3,5
Brandon Graham,5538,ED,PHI,9,2,1.3,0,0,24,72.3,89.3,62.0,82.7,77.2,60.5,10.0,1,1,74,75,8.1,6,7
Jason Pierre-Paul,5540,ED,BLT,6,1,3.0,1,0,3,55.7,49.6,59.2,56.2,46.3,59.4,20.0,1,1,78,78,1.3,1,3
Kareem Jackson,5545,S,DEN,9,11,7.5,0,0,10,67.2,68.3,60.2,,68.3,56.9,17.1,6,1,209,226,1.4,3,18
Devin McCourty,5552,S,NE,9,4,12.8,0,0,19,66.7,69.0,84.1,58.3,69.4,85.1,10.0,2,0,216,219,0.9,2,14
Jerry Hughes,5556,ED,HST,9,2,1.6,1,0,13,68.1,79.3,58.5,69.5,70.6,28.8,26.7,4,2,171,171,3.5,6,9
Carlos Dunlap,5579,ED,KC,9,4,3.2,0,0,16,59.8,62.1,88.1,56.7,65.0,50.1,7.1,1,0,85,89,9.4,8,9
Corey Peters,5607,DI,JAX,6,3,1.3,0,0,15,60.0,57.8,82.5,59.4,55.1,72.9,0.0,0,0,58,59,3.4,2,4
Al Woods,5646,DI,SEA,9,8,1.7,0,0,29,60.5,70.9,58.1,65.6,69.6,68.4,4.2,1,1,144,147,8.3,12,15
Von Miller,6154,ED,BUF,9,0,1.4,0,0,4,73.5,84.9,48.9,79.3,76.4,55.5,20.0,2,2,113,114,7.1,8,8
Patrick Peterson,6157,CB,MIN,9,0,2.4,0,0,18,83.7,81.0,53.7,60.0,60.5,70.7,16.7,1,3,209,212,2.4,5,5
J.J. Watt,6163,DI,ARZ,9,1,0.3,0,0,1,64.0,60.6,27.8,69.7,48.7,64.8,0.0,0,5,141,145,5.7,8,8
Robert Quinn,6166,ED,PHI,10,2,2.4,2,0,24,64.6,40.2,25.8,55.3,34.4,55.0,10.0,1,4,143,145,1.4,2,7
Cameron Jordan,6176,ED,NO,10,10,1.5,0,0,20,84.0,71.0,75.2,56.3,75.0,42.2,16.7,6,1,183,190,8.2,15,20
Cameron Heyward,6183,DI,PIT,9,6,3.0,0,0,25,68.3,89.8,85.2,70.7,84.5,71.3,0.0,0,1,151,155,11.3,17,22
Justin Houston,6222,ED,BLT,6,1,0.0,0,0,3,67.8,78.6,52.1,76.1,65.2,56.0,0.0,0,1,23,26,4.3,1,1
Lawrence Guy,6385,DI,NE,6,8,2.5,0,0,19,,51.0,83.1,54.5,50.3,75.6,0.0,0,0,105,107,9.5,10,10
Chris Harris Jr.,6457,CB,NO,6,2,7.0,0,0,20,59.7,61.1,83.0,69.6,57.2,86.4,0.0,0,2,88,90,1.1,1,5
Josh Bynes,6503,LB,BLT,7,1,4.2,0,0,3,69.9,54.2,80.9,58.5,38.1,62.3,12.5,2,0,121,122,5.0,6,13
Nick Bellore,6515,LB,SEA,3,1,,0,0,29,60.0,80.8,65.9,60.0,74.9,71.7,0.0,0,0,8,8,0.0,0,0
Mario Addison,6558,ED,HST,5,4,3.5,0,0,13,64.1,57.2,85.2,55.4,53.8,56.2,14.3,1,0,58,59,1.7,1,2
Stephon Gilmore,7016,CB,IND,10,1,9.8,0,0,14,75.6,77.0,86.4,,74.7,63.8,12.5,1,2,267,275,0.4,1,6
Fletcher Cox,7018,DI,PHI,9,7,3.2,0,0,24,,57.2,69.1,63.4,50.2,51.5,9.1,2,1,146,148,5.5,8,13
Michael Brockers,7020,DI,DET,5,0,2.3,0,0,11,,50.1,80.9,55.8,48.4,37.2,0.0,0,0,55,55,5.5,3,4
