player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Steven Nelson,9531,CB,HST,9,0,13,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,295,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Cobie Durant,79126,S,LA,1,0,26,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,6.7,1,15,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Michael Davis,12040,CB,LAC,6,0,27,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.6,1,166,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Chad Muma,75818,LB,JAX,6,0,15,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,3.8,1,26,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Nate Hobbs,55948,CB,LV,5,0,23,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.1,2,176,1,50.0,0,0,0,0,100.0,2,1,50.0,1,1,0,1,1,0
Julian Blackmon,49434,S,IND,7,0,14,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.7,1,142,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
A.J. Klein,7930,LB,CHI,2,0,6,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,9.1,1,11,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Emmanuel Moseley,50430,CB,SF,5,0,28,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.5,1,190,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Sauce Gardner,100903,CB,NYJ,9,0,22,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.3,1,348,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jamal Adams,11761,S,SEA,1,0,29,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Keion Crossen,49454,CB,MIA,8,0,17,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.1,1,93,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Martin Emerson,97872,CB,CLV,9,0,8,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,0.8,2,241,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Nick Cross,97514,S,IND,3,0,14,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.5,1,66,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
