player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Calais Campbell,4364,DI,BLT,8,0,,,5.0,,,0,0,0,,3,59.2,77.2,86.1,73.5,69.2,39.7,0,,100.0,4,0,0,0.0,0,12,242,3,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,9,2,-1.5,100.0,4.3,3.5,3.5,0,0,0,0.0,24,72.3,89.3,62.0,82.7,77.2,60.5,0,2,20.0,1,0,1,79.2,2,7,162,4,2,2,0,2,5,0.3,1.0
Jason Pierre-Paul,5540,ED,BLT,6,0,1.0,100.0,3.1,3.0,3.0,1,0,0,0.0,3,55.7,49.6,59.2,56.2,46.3,59.4,0,8,0.0,0,0,1,100.0,1,5,162,2,3,1,0,8,7,2.7,8.0
Kareem Jackson,5545,S,DEN,9,3,9.4,70.6,100.0,29.8,21.1,0,1,4,23.5,10,67.2,68.3,60.2,,68.3,56.9,0,22,18.5,5,3,1,125.2,12,386,386,3,19,17,3,101,24,0.3,8.4
Devin McCourty,5552,S,NE,9,2,19.0,61.5,99.7,41.0,25.2,0,1,3,23.1,19,66.7,69.0,84.1,58.3,69.4,85.1,2,54,3.4,1,3,0,99.8,8,338,339,1,26,13,2,145,27,0.4,18.1
Jerry Hughes,5556,ED,HST,9,0,,,1.4,,,1,0,0,,13,68.1,79.3,58.5,69.5,70.6,28.8,1,,71.4,5,0,2,0.0,0,3,207,9,2,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,9,1,8.0,100.0,7.0,14.0,14.0,0,0,0,0.0,16,59.8,62.1,88.1,56.7,65.0,50.1,0,8,28.6,2,0,0,100.0,1,14,201,7,4,1,0,8,0,0.6,8.0
Von Miller,6154,ED,BUF,9,0,,,1.1,,,0,0,0,,4,73.5,84.9,48.9,79.3,76.4,55.5,0,,33.3,1,0,2,0.0,0,3,261,10,2,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,9,2,12.7,55.0,99.8,17.0,9.4,0,0,8,20.0,18,83.7,81.0,53.7,60.0,60.5,70.7,3,38,6.9,2,8,3,63.4,22,403,404,6,25,40,2,289,118,0.8,13.1
J.J. Watt,6163,DI,ARZ,9,1,,,0.3,,,0,0,0,,1,64.0,60.6,27.8,69.7,48.7,64.8,0,,33.3,1,0,5,0.0,0,1,292,7,1,0,0,0,0,0.0,
Robert Quinn,6166,ED,PHI,10,0,0.5,100.0,2.9,2.5,2.5,2,0,0,0.0,24,64.6,40.2,25.8,55.3,34.4,55.0,0,13,0.0,0,0,4,104.2,2,6,209,2,1,2,0,18,17,3.6,9.0
Cameron Jordan,6176,ED,NO,10,1,0.0,0.0,3.1,,8.0,0,0,1,100.0,20,84.0,71.0,75.2,56.3,75.0,42.2,0,,28.6,2,1,1,39.6,0,9,288,6,4,1,0,0,0,0.0,
Justin Houston,6222,ED,BLT,6,0,,,6.4,,,0,0,0,,3,67.8,78.6,52.1,76.1,65.2,56.0,1,,60.0,3,0,1,0.0,0,10,156,9,2,0,0,0,0,0.0,
Chris Harris Jr.,6457,CB,NO,6,0,4.4,80.0,90.4,7.4,5.9,0,0,1,4.0,20,59.7,61.1,83.0,69.6,57.2,86.4,0,21,0.0,0,1,2,96.3,20,161,178,5,11,25,0,178,85,1.2,8.9
Josh Bynes,6503,LB,BLT,7,3,3.9,58.3,84.4,17.0,9.9,0,0,1,8.3,3,69.9,54.2,80.9,58.5,38.1,62.3,1,22,14.3,2,1,0,72.6,7,124,147,3,9,12,1,83,56,0.7,11.9
Nick Bellore,6515,LB,SEA,1,0,,,50.0,,,0,0,0,,29,60.0,80.8,65.9,60.0,74.9,71.7,0,,,0,0,0,0.0,0,1,2,0,0,0,0,0,0,0.0,
Mario Addison,6558,ED,HST,5,0,-3.0,0.0,1.1,,1.0,0,0,0,0.0,13,64.1,57.2,85.2,55.4,53.8,56.2,0,,0.0,0,0,0,39.6,0,1,91,0,1,1,0,0,0,0.0,
Stephon Gilmore,7016,CB,IND,10,1,10.5,58.5,100.0,11.1,6.5,0,1,8,15.1,14,75.6,77.0,86.4,,74.7,63.8,1,53,9.1,3,5,2,73.3,31,362,362,7,29,53,0,386,146,1.1,12.5
Bruce Irvin,7021,ED,SEA,4,0,-1.5,100.0,9.7,4.5,4.5,0,0,0,0.0,29,76.5,64.9,41.7,52.3,75.5,30.0,0,6,50.0,2,0,1,83.3,2,9,93,2,2,2,0,8,11,0.9,4.0
Melvin Ingram III,7024,ED,MIA,10,0,1.9,100.0,17.0,5.0,5.0,1,0,0,0.0,17,39.8,75.0,0.0,88.0,72.3,44.2,0,19,50.0,2,0,5,107.1,7,39,229,7,2,7,0,68,55,1.9,9.7
Chandler Jones,7027,ED,LV,9,2,5.0,100.0,8.5,11.5,11.5,1,0,1,50.0,23,72.3,60.8,71.9,58.3,58.2,32.1,0,11,20.0,1,0,1,97.9,2,25,293,0,2,2,0,15,5,0.7,7.5
Bobby Wagner,7050,LB,LA,9,6,1.6,84.2,77.0,15.8,13.3,0,0,2,10.5,26,74.7,88.8,85.3,70.9,90.1,90.5,0,49,3.4,1,2,0,102.0,16,261,339,9,22,19,0,161,138,0.6,10.1
Lavonte David,7060,LB,TB,10,5,5.5,75.6,94.2,10.5,7.9,0,1,4,8.9,30,86.5,81.3,54.4,65.3,67.7,85.4,0,36,2.7,1,4,1,98.8,34,374,397,16,31,45,1,284,122,0.8,8.4
Casey Hayward Jr.,7064,CB,ATL,6,1,12.0,57.1,100.0,14.1,8.0,0,0,3,10.7,2,65.6,64.7,83.4,,55.2,33.7,1,40,23.5,4,2,0,80.2,16,236,236,1,12,28,1,225,68,1.0,14.1
Demario Davis,7079,LB,NO,10,4,2.8,71.4,87.7,20.9,15.0,0,0,3,14.3,20,77.1,80.5,58.9,90.3,67.7,59.2,0,26,20.0,4,2,1,92.2,15,335,382,12,12,21,0,154,121,0.5,10.3
Akiem Hicks,7090,DI,TB,4,0,0.0,100.0,1.2,1.0,1.0,0,0,0,0.0,30,59.5,46.1,4.0,58.0,49.9,72.4,0,7,0.0,0,0,2,95.8,1,1,82,1,1,1,0,7,7,7.0,7.0
Rodney McLeod,7271,S,IND,10,3,6.9,65.4,97.1,16.7,10.9,0,0,2,7.7,14,72.2,70.9,80.5,63.2,62.3,73.7,1,24,7.4,2,2,2,78.2,17,299,308,7,22,26,1,155,122,0.5,9.1
Michael Thomas,7279,S,CIN,1,0,,,92.3,,,0,0,0,,7,64.1,57.4,72.3,60.0,49.9,80.6,0,,0.0,0,0,0,0.0,0,12,13,0,1,0,0,0,0,0.0,
Tashaun Gipson Sr.,7288,S,SF,9,1,10.5,58.8,99.1,32.8,19.3,0,3,1,5.9,28,63.0,70.6,86.6,67.8,84.7,90.9,1,40,0.0,0,1,0,69.7,10,349,352,2,19,17,0,176,57,0.5,17.6
Harrison Smith,7641,S,MIN,8,1,12.6,74.1,99.2,16.2,12.0,1,0,2,7.4,18,60.2,61.5,86.7,66.4,60.9,83.2,4,49,5.6,2,1,1,90.6,20,350,353,5,33,27,2,270,84,0.8,13.5
Justin Bethel,7654,CB,MIA,4,0,8.4,61.1,100.0,7.1,4.3,0,0,2,11.1,17,59.5,56.8,78.8,,44.5,55.8,1,19,0.0,0,2,1,53.5,11,86,86,2,11,18,0,102,58,1.3,9.3
Darius Slay,7817,CB,PHI,9,3,12.8,47.7,100.0,15.3,7.3,0,4,3,6.8,24,78.3,74.6,85.4,,46.9,53.2,3,41,8.0,2,3,2,46.4,21,342,342,5,20,44,1,268,86,0.8,12.8
Johnathan Hankins,7830,DI,DAL,7,0,,,1.2,,,1,0,0,,9,60.0,43.1,49.6,50.3,46.8,29.0,0,,,0,0,1,0.0,0,1,85,0,0,0,0,0,0,0.0,
Jon Bostic,7831,LB,WAS,5,0,3.0,100.0,93.1,17.0,17.0,0,0,0,0.0,32,66.8,61.1,77.4,52.7,55.0,64.5,0,24,0.0,0,0,0,149.3,3,54,58,1,2,3,1,31,26,0.6,10.3
Jamie Collins Sr.,7833,LB,NE,1,0,6.0,100.0,66.7,4.0,4.0,0,0,0,0.0,19,43.8,58.0,75.8,57.9,68.7,70.5,0,11,,0,0,0,112.5,1,4,6,0,0,1,0,11,5,2.8,11.0
Tyrann Mathieu,7850,S,NO,10,3,3.5,64.3,97.1,38.4,24.7,0,1,1,7.1,20,76.5,74.3,84.7,63.1,63.0,58.0,2,19,14.8,4,1,1,35.1,9,371,382,4,20,14,0,64,56,0.2,7.1
John Jenkins,7863,DI,MIA,9,0,,,1.4,,,0,0,0,,17,59.8,50.9,80.4,60.4,46.4,74.8,0,,,0,0,0,0.0,0,1,69,0,0,0,0,0,0,0.0,
Logan Ryan,7864,S,TB,4,2,13.0,50.0,99.1,35.7,17.8,0,0,1,16.7,30,66.8,75.1,80.3,59.2,89.1,85.5,1,17,0.0,0,1,0,34.7,3,114,115,1,3,6,0,44,1,0.4,14.7
Duron Harmon,7872,S,LV,9,3,8.2,81.8,96.7,32.8,26.8,0,0,1,9.1,23,77.7,73.9,85.3,63.2,55.2,60.6,2,55,11.1,3,1,0,78.2,9,319,330,4,21,11,0,135,72,0.5,15.0
William Gholston,7908,DI,TB,10,2,,,1.5,,,0,0,0,,30,63.2,59.1,84.2,57.6,56.1,62.5,0,,0.0,0,0,0,0.0,0,2,135,1,3,0,0,0,0,0.0,
Steven Means,7929,ED,BLT,1,0,,,5.3,,,0,0,0,,3,60.0,75.7,75.6,65.1,73.2,72.4,0,,,0,0,0,0.0,0,1,19,0,0,0,0,0,0,0.0,
A.J. Klein,7930,LB,CHI,2,0,-0.8,100.0,90.9,2.5,2.5,0,0,0,0.0,6,50.4,54.2,70.8,59.1,64.7,29.7,0,20,33.3,1,0,0,103.1,4,10,11,1,2,4,0,35,38,3.5,8.8
Micah Hyde,7941,S,BUF,2,2,6.0,100.0,98.6,22.7,22.7,0,0,0,0.0,4,69.1,68.4,81.7,59.1,52.5,63.0,0,19,0.0,0,0,0,102.8,3,70,71,1,4,3,0,26,8,0.4,8.7
Jordan Poyer,8000,S,BUF,5,3,7.4,75.0,99.0,29.0,21.8,0,1,2,25.0,4,67.4,68.4,82.5,58.3,63.1,62.4,4,23,11.1,1,1,0,90.1,6,191,193,2,5,8,1,49,13,0.3,8.2
Nick Williams,8006,DI,NYG,8,0,,,0.8,,,0,0,0,,21,60.0,59.9,83.7,52.7,63.2,76.8,0,,,0,0,0,0.0,0,1,123,0,0,0,0,0,0,0.0,
Tony Jefferson,8361,S,NYG,3,1,3.0,100.0,61.8,9.5,9.5,0,0,0,0.0,21,57.3,52.1,77.9,46.5,62.6,77.2,0,6,0.0,0,0,0,87.5,2,21,34,1,2,2,0,10,4,0.5,5.0
Brandon Copeland,8378,ED,BLT,3,0,,,5.7,,,0,0,0,,3,61.7,53.7,78.6,53.4,55.7,75.2,0,,,0,0,0,0.0,0,2,35,1,0,0,0,0,0,0.0,
Chris Banjo,8419,S,ARZ,6,0,6.0,100.0,94.7,17.0,17.0,0,0,0,0.0,1,65.7,70.7,75.6,58.7,69.3,79.1,0,7,0.0,0,0,0,95.8,1,18,19,0,1,1,0,7,1,0.4,7.0
Nickell Robey-Coleman,8483,CB,LV,1,0,,,72.7,,,0,0,0,,23,67.8,64.2,72.8,52.4,60.0,,0,,,0,0,0,0.0,0,8,11,0,0,0,0,0,0,0.0,
Jadeveon Clowney,8636,ED,CLV,6,0,-6.0,100.0,2.7,4.0,4.0,0,0,0,0.0,8,44.9,72.3,38.0,70.0,74.9,78.5,0,21,,0,0,2,118.8,1,4,148,1,0,1,0,21,27,5.3,21.0
Khalil Mack,8640,ED,LAC,9,0,4.3,100.0,9.0,8.3,8.3,0,0,0,0.0,27,89.1,81.0,88.2,70.4,68.7,59.2,0,24,25.0,1,0,0,118.8,3,26,289,9,3,3,0,42,29,1.7,14.0
Anthony Barr,8644,LB,DAL,8,3,3.8,77.8,87.4,11.9,9.3,0,0,0,0.0,9,57.8,56.1,42.0,65.3,54.6,62.6,0,23,10.5,2,0,2,91.0,14,174,199,6,14,18,0,105,64,0.6,7.5
Kyle Fuller,8649,CB,BLT,1,0,10.2,60.0,98.4,19.0,11.4,0,0,0,0.0,3,61.0,55.3,79.1,59.1,30.0,53.1,0,12,0.0,0,0,1,71.3,3,61,62,0,2,5,0,23,0,0.4,7.7
C.J. Mosley,8652,LB,NYJ,9,9,5.0,73.3,94.4,10.2,7.5,0,0,4,8.9,22,62.8,62.8,21.1,56.6,65.1,69.4,0,30,10.2,5,4,3,92.0,33,352,373,11,35,45,0,311,160,0.9,9.4
Jimmie Ward,8665,S,SF,3,3,4.5,100.0,98.3,6.8,6.8,1,0,0,0.0,28,57.1,61.4,78.5,57.8,78.5,37.0,0,33,15.4,2,0,1,143.8,16,115,117,4,8,16,2,144,79,1.3,9.0
Bradley Roby,8666,CB,NO,7,3,11.5,48.6,98.1,10.8,5.2,0,0,2,5.4,20,49.6,49.4,33.1,79.7,50.7,32.4,0,60,15.8,3,2,3,81.8,18,207,211,4,13,37,1,268,117,1.4,14.9
Demarcus Lawrence,8669,ED,DAL,9,0,,,3.5,,,0,0,0,,9,58.5,74.3,71.2,72.5,67.5,47.6,0,,57.1,4,0,1,0.0,0,8,227,7,3,0,0,0,0,0.0,
Kyle Van Noy,8675,ED,LAC,9,1,2.5,83.3,35.2,14.2,11.8,0,0,1,16.7,27,62.1,52.3,63.7,48.8,54.6,69.1,0,18,0.0,0,1,1,129.9,5,75,213,2,6,6,1,34,24,0.5,6.8
Lamarcus Joyner,8676,S,NYJ,9,6,15.8,61.9,97.9,26.9,16.7,0,0,2,9.5,22,55.4,59.1,54.3,83.6,66.0,56.8,3,55,5.0,1,2,3,94.9,13,370,378,0,13,21,3,208,65,0.6,16.0
Christian Kirksey,8706,LB,HST,9,8,6.1,71.4,88.5,10.3,7.3,0,0,0,0.0,13,54.2,56.5,85.7,71.7,55.8,62.5,1,26,6.7,2,0,0,99.9,25,269,304,9,20,35,2,262,139,1.0,10.5
