team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DEN,10,18,677,16,80,677,90.8,110,14
TB,30,18,680,9,99,680,90.1,121,13
JAX,15,17,606,21,83,606,88.4,122,18
BUF,4,18,613,16,121,613,88.0,142,5
ARZ,1,17,615,15,104,615,87.9,134,15
MIA,17,17,668,18,102,668,87.9,141,21
NYJ,22,17,668,26,93,668,87.2,145,26
KC,16,17,686,36,111,686,86.5,166,19
DAL,9,17,687,30,96,687,86.5,156,30
WAS,32,18,694,16,135,694,86.5,169,18
CAR,5,17,626,25,107,626,85.9,154,22
SF,28,17,619,20,136,619,85.8,166,10
ATL,2,17,596,37,98,596,85.7,153,18
DET,11,17,597,35,96,597,85.5,152,21
GB,12,18,563,26,113,563,85.3,152,13
BLT,3,18,564,11,139,564,85.3,158,8
LAC,27,18,625,31,103,625,84.8,162,28
NO,20,17,620,24,136,620,84.5,176,16
IND,14,17,569,24,108,569,84.5,154,22
LV,23,17,700,28,143,700,84.2,196,25
CHI,6,17,682,15,128,682,84.1,180,37
HST,13,18,703,31,127,703,83.9,192,34
PIT,25,18,621,24,115,621,83.8,170,31
LA,26,18,623,42,112,623,83.8,178,24
CLV,8,17,764,42,146,764,83.6,219,31
PHI,24,18,563,16,121,563,83.4,162,25
CIN,7,17,724,41,149,724,82.7,220,30
TEN,31,17,616,35,125,616,81.8,192,32
NYG,21,17,670,47,138,670,81.7,215,30
MIN,18,18,676,25,169,676,81.2,224,30
NE,19,17,641,37,152,641,80.1,222,33
SEA,29,17,670,32,166,670,80.0,233,35
