team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
N DAK ST,250,4,75,0,2,75,98.7,2,0
STTMFL,1477,1,38,0,1,38,98.7,1,0
MINNESOTA,225,4,100,1,6,100,96.5,7,0
ALABAMA,103,4,161,2,10,161,96.3,12,0
OREGON,264,4,153,3,9,153,96.1,12,0
NC STATE,248,4,153,1,7,153,96.1,10,2
GEORGIA,173,4,150,1,12,150,95.7,13,0
W OREGON,411,1,35,1,2,35,95.7,3,0
MISS COL,990,1,11,0,1,11,95.5,1,0
BYU,128,5,190,5,14,190,95.0,19,0
WEBER ST,342,4,138,4,8,138,94.9,13,1
W KENTUCKY,346,4,165,1,14,165,94.8,16,1
N ILLINOIS,254,4,111,3,9,111,94.6,12,0
FLORIDA,163,4,135,3,12,135,94.4,15,0
MICH STATE,223,4,142,2,10,142,94.4,14,2
MONTANA ST,233,4,105,1,5,105,94.3,9,3
INCAR WORD,189,4,152,2,14,152,94.1,17,1
MONTANA,232,4,153,2,14,153,94.1,17,1
OHIO STATE,260,4,127,3,10,127,94.1,14,1
SMU,287,4,187,3,11,187,94.1,18,4
PURDUE,273,4,184,7,15,184,94.0,22,0
NWESTERN,256,4,191,3,18,191,94.0,22,1
TXAMCO,1139,4,125,4,11,125,94.0,15,0
DAVIDSON,149,4,42,0,5,42,94.0,5,0
UCONN,146,5,132,2,10,132,93.9,14,2
BALL ST,117,4,175,3,19,175,93.7,22,0
AIR FORCE,101,4,32,0,4,32,93.7,4,0
UC DAVIS,322,4,185,3,19,185,93.5,23,1
WYOMING,351,5,145,0,15,145,93.4,17,2
GA SOUTHRN,174,4,199,9,18,199,93.2,27,0
UCLA,324,5,192,5,21,192,93.2,26,0
WISCONSIN,349,4,102,3,5,102,93.1,11,3
YALE,352,2,58,2,6,58,93.1,8,0
BAYLOR,118,4,124,5,8,124,93.1,15,2
SO UTAH,298,4,129,8,10,130,93.0,18,0
STHLSK,1470,2,64,0,9,64,93.0,9,0
BUTLER,127,3,106,1,14,107,92.9,15,0
COLUMBIA,145,2,75,0,7,75,92.7,9,2
N TEXAS,251,5,171,8,13,171,92.7,23,2
FURMAN,170,4,151,2,16,151,92.7,20,2
JACKSON ST,194,4,191,3,17,191,92.7,24,4
