player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Saquon Barkley,45791,HB,PHI,15,314,54,22,42.1,774,0,1838,2,14,54,1016,63.8,42,73,24,2,133,78.8,82.6,65.5,60.0,60.5,64.2,83.5,56.3,72,1,276,31,287,390,0,0,37,345,13,1838,1016,3.24,5.9,0.96,175
Kyren Williams,97118,HB,LA,15,303,49,5,8.8,109,0,1243,1,5,49,827,44.1,25,83,26,5,155,49.7,69.1,64.8,,38.9,53.2,74.6,56.7,30,1,166,31,328,344,0,0,35,334,13,1243,827,2.73,4.1,0.51,141
Josh Jacobs,45953,HB,GB,15,278,64,11,23.2,282,0,1216,0,21,64,950,92.8,30,66,12,3,131,66.6,91.1,59.8,,46.1,86.8,90.3,54.9,38,1,340,35,233,316,0,0,40,313,13,1216,950,3.42,4.4,1.46,145
Derrick Henry,10679,HB,BLT,15,278,64,19,40.5,663,0,1636,0,4,64,970,81.0,38,77,3,3,116,64.5,92.5,24.8,,71.5,71.1,91.7,56.1,87,2,152,15,154,339,0,0,16,293,13,1636,970,3.49,5.9,0.99,161
Bijan Robinson,123126,HB,ATL,15,259,56,10,18.1,217,1,1196,1,18,56,779,70.7,25,61,2,0,54,91.3,91.5,88.6,,50.5,89.2,90.8,78.9,37,3,420,56,327,288,0,0,60,315,10,1196,779,3.01,4.6,1.28,203
Chuba Hubbard,57373,HB,CAR,15,250,50,15,28.2,337,0,1195,1,8,50,865,68.5,26,62,5,4,81,52.3,75.9,89.2,,56.9,39.5,87.0,63.3,38,0,171,43,336,275,0,0,52,293,10,1195,865,3.46,4.8,0.51,163
Tony Pollard,27126,HB,TEN,15,238,37,13,27.7,282,1,1017,8,4,37,836,51.6,29,50,31,2,136,74.3,69.5,34.2,,52.6,52.7,74.4,75.5,41,2,238,41,285,284,0,0,55,279,5,1017,836,3.51,4.3,0.84,94
Najee Harris,57121,HB,PIT,15,238,62,10,25.3,236,0,933,5,12,62,688,79.8,25,44,25,0,69,91.1,76.6,85.6,,62.5,54.8,77.5,66.0,36,0,256,30,186,277,0,0,37,268,5,933,688,2.89,3.9,1.38,168
Jonathan Taylor,57488,HB,IND,12,237,30,15,41.4,467,0,1129,3,6,30,648,39.1,26,52,14,4,110,45.6,52.1,58.0,,42.3,33.9,59.9,44.0,70,2,122,15,220,300,0,0,24,252,8,1129,648,2.73,4.8,0.55,127
Aaron Jones,11937,HB,MIN,15,233,42,9,20.7,217,0,1046,2,6,42,700,52.4,24,46,18,5,93,36.3,74.8,57.4,,62.5,69.0,74.6,50.7,41,1,348,42,275,275,0,0,49,275,5,1046,700,3.0,4.5,1.27,138
James Conner,11860,HB,ARZ,15,232,67,16,31.1,339,0,1090,2,18,67,774,102.4,34,64,1,4,161,62.6,90.6,88.8,,76.9,67.1,90.9,66.6,53,0,410,45,262,273,0,0,50,277,8,1090,774,3.34,4.7,1.56,68
Joe Mixon,11803,HB,HST,12,231,36,11,31.9,308,0,967,3,9,36,675,49.8,27,50,13,0,67,91.1,75.8,51.2,54.9,66.0,67.2,75.0,74.1,59,2,291,33,220,252,0,0,45,264,11,967,675,2.92,4.2,1.32,161
Alvin Kamara,11822,HB,NO,14,228,41,10,19.1,181,0,950,7,8,41,629,45.7,25,52,20,1,47,85.3,73.7,87.6,,38.7,64.7,76.6,58.0,24,0,543,68,311,265,0,0,87,296,6,950,629,2.76,4.2,1.75,167
D'Andre Swift,57212,HB,CHI,15,221,35,9,29.0,244,0,841,1,6,35,533,38.2,16,37,6,2,111,71.5,60.2,61.9,,27.9,59.8,64.5,35.3,56,4,358,38,312,257,0,0,43,259,5,841,533,2.41,3.8,1.15,99
Jahmyr Gibbs,122474,HB,DET,15,209,53,20,39.1,452,0,1156,1,7,53,699,79.6,34,57,11,1,74,82.4,81.9,10.7,,26.1,66.8,87.6,73.2,70,3,440,43,280,228,0,0,54,252,12,1156,699,3.34,5.5,1.57,130
Chase Brown,77787,HB,CIN,15,209,44,10,25.5,235,0,923,3,16,44,656,72.7,23,46,7,2,89,71.7,75.8,60.0,,58.5,76.1,74.1,61.1,40,1,336,50,304,229,0,0,59,259,7,923,656,3.14,4.4,1.11,116
Rhamondre Stevenson,98689,HB,NE,14,205,41,7,18.4,147,1,800,1,10,41,598,62.5,22,41,19,7,118,28.0,69.6,58.9,,63.0,63.1,69.8,71.5,33,3,168,33,257,222,0,0,39,238,7,800,598,2.92,3.9,0.65,82
