player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,DI,MIA,15,7,1.9,0,0,17,60.4,83.0,89.4,66.5,87.6,29.3,16.3,8,0,173,179,16.2,28,34
Brandon Graham,5538,ED,PHI,11,4,1.9,0,1,24,50.9,78.6,63.9,71.8,80.1,34.0,11.8,2,1,123,127,5.7,7,11
Kareem Jackson,5545,S,BUF,2,0,,0,0,4,65.9,67.6,90.6,57.1,60.0,80.0,,0,0,2,2,0.0,0,0
Jerry Hughes,5556,ED,HST,6,2,1.0,0,0,13,60.9,46.8,82.5,45.9,51.9,73.8,0.0,0,0,24,24,4.2,1,1
Linval Joseph,5571,DI,DAL,15,4,5.3,0,0,9,79.3,51.8,60.1,79.7,35.2,59.6,7.1,1,1,123,127,4.1,5,9
Von Miller,6154,ED,BUF,10,1,1.5,0,0,4,68.1,78.0,37.6,80.4,57.3,55.1,16.7,1,2,55,55,7.3,4,4
Cameron Jordan,6176,ED,NO,15,8,2.4,0,0,20,71.3,56.3,75.8,56.3,51.6,41.2,17.2,5,1,178,182,7.3,13,16
Cameron Heyward,6183,DI,PIT,15,11,2.8,0,0,25,61.3,89.7,86.5,84.7,78.0,64.0,3.9,2,0,265,274,11.3,30,38
Lawrence Guy Sr.,6385,DI,CIN,4,2,,0,0,7,,51.1,80.2,52.5,52.7,25.2,33.3,1,0,48,49,0.0,0,0
Nick Bellore,6515,LB,WAS,2,0,,0,0,32,79.4,87.9,68.9,60.0,63.2,73.2,,0,0,3,3,0.0,0,0
Stephon Gilmore,7016,CB,MIN,13,2,7.0,0,1,18,62.0,66.0,87.0,,82.6,70.5,18.2,2,5,215,223,0.9,2,7
Bobby Wagner,7050,LB,WAS,15,23,4.4,0,0,32,62.2,87.4,64.0,90.8,91.1,84.0,6.4,6,2,386,392,8.0,31,65
Lavonte David,7060,LB,TB,15,11,2.3,0,2,30,58.1,66.3,85.4,65.1,72.5,41.1,16.1,9,1,315,325,8.6,27,36
Demario Davis,7079,LB,NO,14,22,3.4,0,0,20,66.6,73.6,65.0,66.2,77.3,59.6,13.2,10,2,355,364,7.9,28,44
Rodney McLeod,7271,S,CLV,15,5,5.0,0,0,8,40.5,44.1,82.7,52.1,57.6,53.4,11.8,2,0,206,209,2.4,5,10
Tashaun Gipson Sr.,7288,S,SF,3,1,4.0,0,0,28,51.2,58.5,76.7,,70.0,77.0,0.0,0,0,8,8,12.5,1,2
Harrison Smith,7641,S,MIN,14,3,7.0,0,0,18,60.2,64.8,89.4,53.6,76.2,71.2,10.7,3,0,287,298,3.5,10,22
Darius Slay,7817,CB,PHI,13,5,7.6,2,1,24,70.0,68.2,55.4,,58.7,67.7,13.3,2,5,225,233,1.8,4,8
Johnathan Hankins,7830,DI,SEA,15,7,2.5,1,0,29,65.4,34.3,17.1,55.0,34.7,29.0,15.6,5,4,195,207,7.2,14,20
Tyrann Mathieu,7850,S,NO,15,6,8.1,0,2,20,54.6,58.1,87.3,51.2,65.1,46.2,21.2,7,0,322,332,0.9,3,20
John Jenkins,7863,DI,LV,15,15,2.6,0,0,23,60.6,52.7,87.2,57.3,49.7,43.9,10.9,5,0,295,302,5.8,17,26
William Gholston,7908,DI,TB,14,3,2.0,0,0,30,66.8,66.6,51.0,67.7,58.3,59.0,0.0,0,1,91,93,2.2,2,5
Jordan Poyer,8000,S,MIA,14,13,7.6,0,0,17,60.7,62.5,15.7,60.6,71.2,73.0,6.7,3,3,284,298,2.8,8,29
Tony Jefferson,8361,S,LAC,3,2,6.9,0,0,27,61.3,68.3,77.4,,76.8,66.6,18.2,2,1,78,78,3.8,3,7
Jadeveon Clowney,8636,ED,CAR,12,11,2.7,1,0,5,63.6,71.0,65.4,68.4,67.6,48.9,6.1,2,2,210,220,6.7,14,20
Khalil Mack,8640,ED,LAC,14,2,2.3,0,1,27,81.3,90.6,78.0,80.9,88.6,50.7,18.5,5,1,201,204,7.5,15,20
C.J. Mosley,8652,LB,NYJ,4,2,3.3,0,0,22,61.0,74.7,78.7,38.7,81.6,57.0,16.7,2,0,61,63,8.2,5,8
Jimmie Ward,8665,S,HST,10,6,3.5,0,0,13,75.3,77.1,83.2,46.6,75.6,83.3,9.1,2,1,156,159,3.2,5,14
DeMarcus Lawrence,8669,ED,DAL,4,4,2.9,0,0,9,60.3,56.8,53.1,53.9,62.4,27.9,20.0,3,1,73,75,5.5,4,8
Kyle Van Noy,8675,ED,BLT,14,8,3.3,0,0,3,59.7,76.5,61.7,75.4,69.6,64.7,15.0,3,2,142,146,4.9,7,9
Jordan Matthews,8677,TE,CAR,1,0,,0,0,5,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
DaQuan Jones,8747,DI,BUF,15,6,1.8,0,0,4,67.2,65.1,61.0,73.2,51.5,27.0,22.2,4,2,212,220,2.8,6,8
Brent Urban,8769,ED,BLT,11,2,3.0,0,0,3,62.0,57.4,82.7,56.1,55.5,63.9,6.3,1,0,79,82,11.4,9,13
Shelby Harris,8869,DI,CLV,14,9,1.7,0,1,8,60.5,66.7,72.2,59.7,67.9,62.4,3.4,1,1,250,254,6.8,17,19
Denico Autry,8982,ED,HST,9,3,8.0,2,0,13,55.8,55.8,45.5,61.0,53.7,54.8,10.0,1,2,76,76,3.9,3,6
C.J. Goodwin,9243,CB,DAL,1,0,,0,0,9,60.2,61.4,99.9,60.0,60.0,,,0,0,3,3,0.0,0,0
Mike Pennel,9316,DI,KC,15,8,1.9,0,0,16,55.0,67.1,62.2,59.9,72.1,75.9,0.0,0,1,145,151,6.9,10,13
Dante Fowler Jr.,9436,ED,WAS,15,4,1.3,0,0,32,78.7,58.0,48.9,62.1,47.8,29.8,21.7,5,3,172,174,5.8,10,14
Leonard Williams,9439,DI,SEA,14,9,1.4,1,0,29,73.0,84.8,43.2,70.0,77.9,47.7,10.0,4,4,220,237,10.0,22,27
Arik Armstead,9450,ED,JAX,15,0,2.5,2,0,15,63.7,63.3,33.8,65.5,59.7,42.6,16.7,3,4,148,156,8.1,12,15
Bud Dupree,9455,ED,LAC,15,3,2.8,0,0,27,61.9,48.0,56.0,51.2,50.1,44.3,6.3,1,2,157,161,5.1,8,12
Shaq Thompson,9458,LB,CAR,4,7,2.8,0,0,5,62.9,67.4,19.4,52.7,73.2,51.0,12.5,4,1,107,112,12.1,13,21
Mario Edwards Jr.,9468,DI,HST,11,8,3.3,0,0,13,65.7,58.9,22.9,68.0,50.8,39.4,13.0,3,4,128,130,6.3,8,12
Preston Smith,9471,ED,PIT,16,9,3.4,0,0,25,69.3,63.0,60.6,57.3,64.7,75.0,5.0,1,2,173,177,4.0,7,10
Eddie Goldman,9472,DI,ATL,14,8,2.4,0,0,2,,57.9,40.9,67.8,55.2,28.1,21.1,4,2,147,150,2.7,4,7
Eric Kendricks,9478,LB,DAL,13,26,4.4,0,0,9,57.7,72.5,86.9,83.9,77.5,67.4,7.1,6,0,315,326,9.8,31,52
Denzel Perryman,9481,LB,LAC,11,8,3.8,0,0,27,61.8,60.8,81.7,83.9,51.3,29.5,25.6,10,0,148,152,9.5,14,21
Ronald Darby,9483,CB,JAX,13,2,6.8,1,0,15,59.3,60.3,85.6,60.0,60.9,68.6,16.7,2,3,237,248,1.3,3,8
Jordan Phillips,9485,DI,BUF,7,0,3.8,0,0,4,60.0,45.3,80.9,66.1,31.7,47.7,16.7,1,0,49,50,8.2,4,5
Chris Conley,9509,WR,SF,1,0,7.0,0,0,28,,62.7,60.0,,61.9,68.4,0.0,0,1,1,1,0.0,0,1
Jordan Hicks,9517,LB,CLV,11,15,4.2,0,0,8,70.0,77.6,51.0,69.8,78.9,62.2,20.0,10,1,239,244,7.5,18,25
Danielle Hunter,9521,ED,HST,15,4,1.8,2,0,13,71.9,83.4,48.1,81.7,69.6,72.9,3.6,1,5,232,236,8.2,19,23
Carl Davis Jr.,9523,DI,WAS,3,1,3.0,0,0,32,60.0,64.0,77.8,62.9,60.9,70.9,0.0,0,0,21,21,9.5,2,2
Angelo Blackson,9533,DI,ARZ,1,0,1.0,0,0,1,,66.5,74.1,66.7,61.5,68.1,0.0,0,0,13,13,7.7,1,1
Za'Darius Smith,9555,ED,DET,15,4,2.7,1,0,11,56.2,74.1,50.7,76.1,63.6,28.3,9.5,2,4,159,165,4.4,7,15
Kwon Alexander,9557,LB,DET,5,5,3.3,0,1,11,45.0,74.3,0.0,56.3,90.6,61.1,15.4,2,1,58,60,5.2,3,6
Grady Jarrett,9570,DI,ATL,15,8,1.2,1,0,2,63.4,64.5,64.6,60.6,64.0,44.8,8.1,3,2,231,238,8.2,19,26
Bobby McCain,9578,S,MIN,1,2,,0,0,18,46.1,47.6,78.0,55.6,65.9,80.6,0.0,0,0,7,9,0.0,0,0
Quandre Diggs,9633,S,TEN,8,3,8.2,0,0,31,70.6,73.2,90.3,55.4,70.0,87.2,4.5,1,0,174,180,2.9,5,18
Rakeem Nunez-Roches,9650,DI,NYG,13,20,3.0,0,0,21,52.7,46.9,59.8,54.4,50.1,53.9,2.4,1,2,260,268,5.8,15,21
Neville Hewitt,9836,LB,HST,9,11,4.8,0,1,13,73.3,69.6,21.7,61.0,62.0,48.5,13.3,4,1,100,102,7.0,7,15
Troy Hill,9881,CB,TB,6,4,6.5,0,0,30,70.6,63.2,15.0,50.2,49.0,65.6,10.5,2,1,81,86,3.7,3,13
DeShawn Williams,9891,DI,CAR,10,0,3.6,0,0,5,61.9,47.9,84.6,51.1,45.2,52.8,9.1,1,0,76,79,11.8,9,10
Alex Singleton,9994,LB,DEN,3,8,4.8,0,0,10,53.5,62.9,81.1,54.3,73.5,44.2,15.4,4,0,80,81,12.5,10,14
T.Y. McGill,10156,DI,CLV,2,0,1.0,0,0,8,60.0,70.5,75.6,75.7,57.5,69.8,0.0,0,0,10,10,0.0,0,1
Efe Obada,10235,ED,WAS,6,1,2.7,0,0,32,,54.1,82.8,51.7,56.4,73.6,0.0,0,0,48,48,4.2,2,3
Joey Bosa,10637,ED,LAC,11,6,2.6,0,2,27,60.4,65.3,19.0,63.9,72.7,41.9,11.1,2,5,121,125,6.6,8,10
Jalen Ramsey,10639,CB,MIA,15,10,4.4,0,0,17,69.5,74.0,66.1,69.3,85.3,44.5,17.4,4,5,309,324,1.6,5,9
DeForest Buckner,10641,DI,IND,10,13,2.3,0,0,14,61.5,82.5,86.4,79.1,71.0,39.7,9.5,4,0,185,192,11.4,21,25
Leonard Floyd,10643,ED,SF,15,7,2.5,2,0,28,74.8,55.4,66.4,55.5,53.8,54.8,11.1,3,2,204,210,6.9,14,17
Eli Apple,10644,CB,LAC,3,0,,0,0,27,78.6,78.0,77.6,,60.3,75.4,,0,0,7,7,0.0,0,0
Sheldon Rankins,10646,DI,CIN,7,5,3.4,0,0,7,71.2,55.3,83.7,58.9,46.2,32.9,18.8,3,0,121,124,3.3,4,8
Shaq Lawson,10653,ED,CAR,1,0,,0,0,5,,57.0,73.1,59.3,57.2,,,0,0,7,7,0.0,0,0
Artie Burns,10659,CB,SEA,1,0,,0,0,29,74.3,68.6,72.1,,60.0,35.9,,0,0,2,2,0.0,0,0
Kenny Clark,10661,DI,GB,15,9,1.2,1,0,12,64.4,59.2,29.0,63.8,57.0,46.8,9.1,3,5,226,234,7.1,16,21
Emmanuel Ogbah,10666,ED,MIA,14,10,0.8,1,0,17,55.1,55.2,70.9,46.9,68.9,36.6,6.5,2,2,216,228,7.9,17,19
Chris Jones,10671,DI,KC,15,11,2.1,2,0,16,67.6,89.7,23.8,91.0,64.3,65.4,0.0,0,7,218,224,6.9,15,19
Austin Johnson,10677,DI,BUF,14,10,2.3,0,0,4,67.2,56.3,84.5,61.0,47.0,36.6,14.3,3,0,115,120,6.1,7,8
Jihad Ward,10678,DI,MIN,14,2,2.6,0,0,18,60.9,49.9,33.9,57.4,41.3,41.9,0.0,0,3,44,46,9.1,4,5
A'Shawn Robinson,10680,DI,CAR,14,18,4.0,0,1,5,67.2,56.6,76.3,56.8,54.7,57.7,6.3,4,1,351,365,6.0,21,42
Jarran Reed,10683,DI,SEA,15,12,2.8,0,0,29,61.2,70.8,87.4,74.1,58.7,72.6,2.6,1,0,219,238,8.2,18,25
Vonn Bell,10695,S,CIN,15,12,5.5,0,1,7,60.6,60.9,84.3,59.5,59.0,56.3,17.1,6,0,267,270,2.2,6,17
Adam Gotsis,10697,ED,IND,5,3,2.0,0,0,14,63.4,64.4,20.7,52.9,70.5,46.9,14.3,1,1,33,34,9.1,3,3
Kevin Byard,10698,S,CHI,15,20,8.1,1,0,6,59.9,69.4,82.8,82.6,80.9,84.4,5.5,4,2,401,410,3.7,15,49
Maliek Collins,10701,DI,SF,15,2,3.2,0,0,28,66.7,59.5,64.3,69.6,44.8,28.2,14.3,3,3,241,248,4.1,10,16
Yannick Ngakoue,10703,ED,NE,10,4,3.0,0,0,19,61.4,54.0,87.1,47.7,68.0,55.0,12.5,1,0,41,42,4.9,2,3
Jonathan Bullard,10706,DI,MIN,15,11,1.6,0,0,18,62.6,57.5,59.7,46.4,66.8,72.3,2.9,1,2,239,250,7.9,19,22
Daryl Worley,10711,S,TEN,6,3,6.9,0,0,31,69.1,64.8,86.6,55.3,50.8,53.0,21.7,5,0,159,161,3.1,5,15
Kendall Fuller,10718,CB,MIA,11,5,3.7,1,0,17,62.4,66.2,85.6,72.1,75.1,73.2,6.7,1,1,202,211,2.0,4,9
Nick Vigil,10721,LB,DAL,5,1,2.2,0,0,9,68.7,47.6,82.2,43.6,30.0,45.2,25.0,2,0,47,48,8.5,4,5
Javon Hargrave,10723,DI,SF,3,1,3.3,0,0,28,60.4,60.6,79.4,73.3,44.7,45.1,0.0,0,0,41,41,4.9,2,3
Justin Simmons,10732,S,ATL,14,8,7.9,0,0,2,63.7,63.9,93.7,56.7,60.2,52.3,23.3,7,0,323,334,1.5,5,15
Sheldon Day,10737,DI,WAS,10,7,2.8,0,0,32,60.0,63.3,83.4,55.4,65.2,76.0,0.0,0,0,105,106,9.5,10,15
Eric Murray,10740,S,HST,15,5,6.8,2,0,13,61.7,59.2,15.9,54.4,59.8,39.6,16.0,4,5,268,274,3.0,8,16
Miles Killebrew,10745,S,PIT,6,0,,0,0,25,60.0,64.2,71.0,,61.0,,,0,0,8,8,0.0,0,0
De'Vondre Campbell,10749,LB,SF,13,11,3.8,0,0,28,59.1,58.3,81.8,52.6,57.4,48.4,12.5,6,1,296,303,6.4,19,31
David Onyemata,10754,DI,ATL,15,9,2.6,0,0,2,59.6,67.0,86.4,61.1,66.0,59.4,2.8,1,0,214,221,8.4,18,26
Andrew Billings,10756,DI,CHI,8,1,1.8,0,1,6,59.7,62.5,64.4,78.6,50.0,51.8,12.5,1,1,147,151,3.4,5,6
Dean Lowry,10771,DI,PIT,12,3,,0,0,25,60.0,34.3,81.8,67.4,28.0,29.0,25.0,1,0,85,87,0.0,0,0
Matthew Judon,10780,ED,ATL,15,5,3.7,0,0,2,54.5,48.4,34.8,54.2,50.8,60.1,8.7,2,4,203,210,3.4,7,16
