player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Keenan Allen,7857,WR,LAC,13,10.0,7,74.3,50.0,10,20,0,5.3,6,56,27,2,78.6,35.3,86.3,77.5,87.4,0.0,0,2,42,0.5,3,561,1,107,93.9,527,59.0,331,110.4,144,7,40.3,226,1245,390,3.6,11.6,2.36
Michael Pittman Jr.,29049,WR,IND,13,8.0,4,72.0,50.0,13,26,0,3.1,3,46,14,1,90.6,57.1,78.0,75.1,80.2,2.2,12,6,75,0.6,3,535,7,95,93.5,500,26.2,140,84.3,132,4,71.6,383,984,438,4.6,10.4,1.97
Stefon Diggs,9579,WR,BUF,13,10.3,19,66.4,38.5,10,26,0,6.5,6,48,4,2,71.8,54.4,79.3,,79.6,0.0,0,3,55,0.0,0,523,3,87,93.7,490,35.8,187,99.8,131,8,63.1,330,993,335,3.9,11.4,2.03
CeeDee Lamb,61570,WR,DAL,13,11.1,13,74.4,42.1,8,19,0,4.0,4,58,9,2,84.4,59.4,90.2,,90.6,0.2,1,0,49,0.0,0,513,6,96,92.6,475,58.5,300,125.2,129,8,40.5,208,1253,437,4.6,13.1,2.64
Garrett Wilson,97405,WR,NYJ,13,11.4,11,58.9,36.7,11,30,0,6.2,5,38,22,2,66.0,28.3,74.4,,74.3,0.0,0,5,68,0.0,0,544,3,76,95.0,517,32.2,175,70.3,129,3,67.8,369,853,233,3.1,11.2,1.65
Tyreek Hill,10799,WR,MIA,13,11.1,22,75.8,40.0,6,15,0,7.6,8,69,17,1,66.0,58.7,94.0,,94.2,1.3,5,3,78,0.0,0,386,2,97,96.4,372,38.6,149,136.9,128,12,59.1,228,1542,606,6.2,15.9,4.15
A.J. Brown,48327,WR,PHI,13,12.3,17,70.9,46.4,13,28,0,3.2,3,58,24,1,88.3,55.5,90.5,62.3,90.8,0.2,1,3,59,0.2,1,497,2,90,94.8,471,22.1,110,110.9,127,7,77.7,386,1258,435,4.8,14.0,2.67
Ja'Marr Chase,84270,WR,CIN,13,9.1,17,71.8,47.8,11,23,0,4.3,4,57,7,1,82.2,56.0,87.2,,88.2,0.0,0,2,76,0.0,0,535,1,89,95.1,509,22.8,122,110.7,124,7,76.4,409,1092,522,5.9,12.3,2.15
Davante Adams,8688,WR,LV,13,11.5,6,61.3,31.8,7,22,0,6.2,5,42,23,0,77.3,81.8,75.2,,75.8,0.0,0,6,46,0.0,0,461,1,76,95.4,440,16.3,75,72.9,124,4,83.1,383,867,257,3.4,11.4,1.97
Puka Nacua,100632,WR,LA,13,9.6,8,67.8,45.0,9,20,0,8.9,8,52,26,1,60.3,55.7,86.6,71.3,84.7,0.0,0,2,70,1.6,8,490,5,82,91.2,447,33.3,163,101.0,121,4,66.7,327,1113,432,5.3,13.6,2.49
