player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
CJ Henderson,55593,CB,CAR,9,0,5,0,2,0,0,1,0,66.7,2,2,75.0,1,1,0,0,1.6,3,188,3,66.7,0,0,1,0,33.3,1,1,50.0,0,0,0,1,1,0
Ugo Amadi,49352,CB,NO,6,0,20,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,5.9,1,17,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Vonn Bell,10695,S,CAR,9,0,5,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,272,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Jaire Alexander,49350,CB,GB,5,0,12,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.6,1,180,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Xavier Woods,11946,S,CAR,10,0,5,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,290,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Marco Wilson,55592,CB,ARZ,11,0,1,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,365,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
P.J. Locke,51189,S,DEN,8,0,10,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,3.2,6,187,3,50.0,0,0,0,0,100.0,6,3,50.0,3,3,0,3,3,0
Divaad Wilson,83218,CB,ARZ,2,0,1,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,2.3,1,43,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
DeShon Elliott,28854,S,MIA,12,0,17,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.2,1,438,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jack Jones,29050,CB,LV,7,0,23,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.6,1,160,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tre'Davious White,11782,CB,BUF,4,0,4,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,1,113,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Christian Gonzalez,131679,CB,NE,4,0,19,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,1.7,2,121,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Marlon Humphrey,11771,CB,BLT,7,0,3,1,2,0,0,2,0,66.7,2,2,50.0,0,0,0,0,1.2,3,244,3,50.0,0,1,0,0,33.3,1,1,50.0,0,0,0,0,0,0
Ronnie Hickman Jr.,97702,S,CLV,6,0,8,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.2,1,83,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Miles Killebrew,10745,LB,PIT,4,0,25,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,4.5,1,22,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Emmanuel Forbes,124166,CB,WAS,10,0,32,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.5,1,206,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Brandon Jones,43049,S,MIA,8,0,17,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.6,1,160,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Tre Brown,55677,CB,SEA,11,0,29,0,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.7,2,288,1,50.0,0,0,0,0,50.0,1,1,100.0,1,1,0,1,1,0
Elijah Riley,44440,S,PIT,3,0,25,0,2,0,0,1,1,50.0,1,1,50.0,0,0,0,2,7.4,2,27,2,50.0,0,0,1,1,50.0,1,1,50.0,0,0,0,0,0,0
Charvarius Ward,43034,CB,SF,13,0,28,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.2,1,492,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
