player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Travis Etienne Jr.,57185,HB,JAX,7,127,32,6,29.2,147,0,504,1,10,32,387,84.8,10,26,15,0,69,90.0,70.8,44.9,,58.1,66.7,71.0,70.4,35,1,196,24,178,151,0,0,26,151,7,504,387,3.05,4.0,1.1,55
Christian McCaffrey,11763,HB,SF,7,125,29,6,32.4,194,0,599,0,3,29,431,73.1,15,34,28,3,47,38.1,80.5,86.9,,17.8,88.3,77.0,39.5,65,0,228,26,156,162,0,0,29,151,8,599,431,3.45,4.8,1.46,75
Josh Jacobs,45953,HB,LV,7,118,12,2,12.1,42,0,347,1,7,12,239,26.7,4,17,23,0,71,89.9,63.2,83.3,60.0,55.2,68.1,61.8,57.1,24,0,215,26,137,146,0,0,36,144,2,347,239,2.03,2.9,1.57,36
Zack Moss,40341,HB,IND,6,114,26,5,27.7,145,0,523,3,4,26,321,65.5,14,28,14,0,29,89.2,65.9,87.7,,63.2,48.9,69.2,58.0,56,0,115,15,118,130,0,0,18,129,4,523,321,2.82,4.6,0.97,85
Kenneth Walker III,97199,HB,SEA,6,109,32,6,32.0,144,0,450,1,8,32,330,99.3,10,25,29,0,25,88.7,71.9,0.0,,47.7,59.9,75.8,60.2,36,2,106,13,98,120,0,0,14,122,6,450,330,3.03,4.1,1.08,76
D'Andre Swift,57212,HB,PHI,7,101,20,5,26.7,137,0,514,1,6,20,263,53.3,9,27,24,1,26,68.2,70.7,35.8,,26.9,53.3,79.9,55.8,43,1,128,26,147,128,0,0,29,127,2,514,263,2.6,5.1,0.87,74
Isiah Pacheco,83747,HB,KC,7,100,23,5,30.8,129,0,419,0,6,23,307,73.6,10,25,16,0,47,88.4,80.1,85.2,,50.5,73.3,80.0,60.4,48,0,163,21,116,113,0,0,23,121,3,419,307,3.07,4.2,1.41,50
Derrick Henry,10679,HB,TEN,6,98,20,7,42.4,180,0,425,0,1,20,306,60.2,8,20,31,0,52,88.2,84.3,81.4,66.0,86.0,77.9,79.6,59.1,63,0,117,11,64,109,0,0,11,109,3,425,306,3.12,4.3,1.83,46
Dameon Pierce,83659,HB,HST,6,97,18,1,5.3,15,0,281,0,1,18,218,40.3,7,11,13,0,35,87.8,72.4,81.9,,85.0,70.7,69.2,60.0,15,0,84,9,76,105,0,0,12,106,1,281,218,2.25,2.9,1.11,62
Kyren Williams,97118,HB,LA,6,97,20,4,20.8,95,0,456,3,2,20,304,62.7,8,26,26,1,65,67.9,74.4,38.3,,58.9,41.9,87.9,58.6,31,1,105,13,188,104,0,0,23,110,6,456,304,3.13,4.7,0.56,31
Tyler Allgeier,83639,HB,ATL,7,96,16,2,13.6,41,0,301,0,3,16,274,51.6,7,21,2,0,31,87.8,71.3,79.8,,86.9,76.5,67.0,55.2,22,0,85,9,58,107,0,0,12,105,2,301,274,2.85,3.1,1.47,63
Joe Mixon,11803,HB,CIN,6,96,11,1,6.0,22,1,366,2,2,11,229,27.7,8,22,7,0,51,88.1,63.4,1.9,,45.8,56.0,68.3,60.0,22,2,104,16,140,106,0,0,20,112,1,366,229,2.39,3.8,0.74,44
