player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Puka Nacua,100632,WR,LA,7,9.5,5,74.4,45.5,5,11,0,7.9,5,36,26,1,63.6,43.6,86.0,55.6,84.9,0.0,0,1,37,0.7,2,286,1,58,93.7,268,35.7,102,107.4,78,2,64.3,184,752,277,4.8,13.0,2.81
Stefon Diggs,9579,WR,BUF,7,12.4,6,72.4,46.2,6,13,0,3.5,2,33,4,1,81.9,80.0,82.2,,82.9,0.0,0,2,55,0.0,0,271,3,55,93.4,253,35.8,97,114.9,76,6,62.0,168,678,179,3.3,12.3,2.68
A.J. Brown,48327,WR,PHI,7,13.6,11,72.2,50.0,8,16,0,1.9,1,36,24,0,87.9,79.8,91.5,,91.4,0.0,0,2,59,0.0,0,274,1,52,95.3,261,21.5,59,111.4,72,3,78.5,215,809,265,5.1,15.6,3.1
Davante Adams,8688,WR,LV,7,10.4,4,64.8,26.7,4,15,0,4.2,2,31,23,0,85.0,78.9,80.6,,80.7,0.0,0,3,32,0.0,0,260,0,46,93.5,243,16.9,44,83.5,71,3,82.7,215,528,141,3.1,11.5,2.17
Ja'Marr Chase,84270,WR,CIN,6,8.4,9,70.4,42.9,3,7,0,3.8,2,35,7,0,79.1,79.5,86.7,,86.1,0.0,0,1,63,0.0,0,259,0,50,96.1,249,24.7,64,101.6,71,3,74.5,193,556,286,5.7,11.1,2.23
Tyreek Hill,10799,WR,MIA,7,12.0,10,74.6,37.5,3,8,0,5.4,3,39,17,0,73.9,80.0,94.3,,94.4,1.5,3,1,69,0.0,0,201,2,53,96.5,194,34.8,70,143.4,71,7,62.7,126,902,354,6.7,17.0,4.65
Chris Olave,84355,WR,NO,7,13.8,0,58.2,30.8,4,13,0,0.0,0,25,20,0,90.0,77.9,74.8,,75.4,0.0,0,2,45,0.0,0,291,1,39,95.5,278,40.9,119,72.4,67,1,58.1,169,471,177,4.5,12.1,1.69
Amon-Ra St. Brown,84470,WR,DET,6,7.3,7,77.3,69.2,9,13,0,3.8,2,28,11,1,72.9,39.9,83.4,65.6,83.5,0.0,0,2,39,0.4,1,239,1,51,95.4,228,51.9,124,104.2,66,3,47.3,113,557,196,3.8,10.9,2.44
Michael Pittman Jr.,29049,WR,IND,7,8.9,3,67.7,45.5,5,11,0,4.5,2,19,14,1,84.3,32.1,69.4,70.4,70.4,2.0,6,4,75,0.7,2,295,4,42,93.2,275,26.4,78,75.3,62,2,71.5,211,489,247,5.9,11.6,1.78
Keenan Allen,7857,WR,LAC,6,10.1,3,74.2,42.9,3,7,0,2.1,1,25,27,1,85.4,35.2,82.8,77.5,83.8,0.0,0,1,42,1.1,3,263,1,46,90.9,239,64.6,170,117.3,62,4,34.6,91,574,213,4.6,12.5,2.4
Travis Kelce,7844,TE,KC,6,7.7,5,81.4,36.4,4,11,1,4.0,2,26,16,0,79.1,79.3,88.2,69.4,91.1,25.0,49,1,53,3.6,7,196,5,48,91.8,180,54.1,106,119.3,59,4,19.4,38,525,217,4.5,10.9,2.92
Adam Thielen,8288,WR,CAR,6,8.1,1,83.1,33.3,1,3,0,0.0,0,33,5,0,90.5,79.3,84.3,28.5,86.1,0.0,0,0,30,0.4,1,268,1,49,92.5,248,72.4,194,125.2,59,4,27.2,73,509,177,3.6,10.4,2.05
Marquise Brown,61568,WR,ARZ,7,13.1,3,54.2,30.8,4,13,0,5.9,2,24,1,0,69.6,77.2,72.8,,73.7,0.0,0,1,41,0.0,0,261,1,32,92.3,241,17.6,46,84.2,59,3,82.0,214,383,100,3.1,12.0,1.59
T.J. Hockenson,40912,TE,MIN,7,6.2,2,82.5,38.5,5,13,0,7.8,4,22,18,1,64.0,35.3,70.3,69.3,70.3,54.7,150,1,24,6.6,18,274,1,47,88.0,241,34.7,95,99.6,57,2,10.6,29,390,168,3.6,8.3,1.62
Jakobi Meyers,47468,WR,LV,6,10.6,3,66.1,70.0,7,10,0,2.6,1,23,23,0,81.3,78.0,71.9,71.8,74.0,0.0,0,4,25,0.8,2,237,4,37,92.0,218,24.5,58,85.8,56,5,75.5,179,385,77,2.1,10.4,1.77
Zay Flowers,97268,WR,BLT,7,8.5,9,73.6,25.0,1,4,1,7.1,3,18,3,0,65.5,79.5,71.1,,72.0,0.0,0,1,52,0.0,0,249,1,39,93.2,232,29.7,74,96.6,53,1,70.3,175,442,188,4.8,11.3,1.91
