player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Steven Nelson,9531,CB,HST,11,0,13,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,370,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Cobie Durant,79126,S,LA,1,0,26,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,6.7,1,15,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Tony Brown,49255,CB,IND,1,0,14,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,50.0,1,2,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Da'Shawn Hand,48386,DI,TEN,1,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Justin Simmons,10732,S,DEN,6,0,10,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.5,1,217,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
James Houston IV,57810,ED,DET,1,0,11,0,0,0,0,0,0,25.0,1,1,100.0,1,1,0,0,100.0,4,4,2,50.0,0,0,0,0,75.0,3,1,33.3,1,1,0,2,2,0
Martin Emerson,97872,CB,CLV,11,0,8,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,0.6,2,315,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
A.J. Green,50394,CB,CLV,7,0,8,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.7,1,60,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Emmanuel Moseley,50430,CB,SF,5,0,28,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.5,1,190,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
William Jackson III,10658,CB,WAS,4,0,32,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,1.7,2,119,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Cameron Sutton,11850,CB,PIT,10,0,25,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,0.3,1,368,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Logan Ryan,7864,S,TB,4,0,30,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.9,1,108,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Keion Crossen,49454,CB,MIA,9,0,17,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.8,1,123,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Trayvon Mullen,41968,CB,ARZ,5,0,1,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,1.4,1,69,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Andrew Wingard,49268,S,JAX,4,0,15,1,2,0,1,1,0,66.7,2,2,50.0,0,0,0,0,9.1,3,33,3,50.0,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Jake Hansen,43645,LB,HST,5,0,13,0,1,0,0,0,0,50.0,1,1,100.0,1,0,0,1,10.7,3,28,2,50.0,0,0,0,0,50.0,1,0,0.0,0,0,0,1,0,0
Nick Cross,97514,S,IND,3,0,14,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.5,1,66,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
J.T. Gray,51495,S,NO,5,0,20,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,10.5,2,19,1,50.0,0,0,0,0,100.0,2,1,50.0,1,0,0,1,0,0
Jamal Adams,11761,S,SEA,1,0,29,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Jalen Mills,10867,CB,NE,10,0,19,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.4,1,277,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Josh Blackwell,55589,CB,CHI,1,0,6,1,0,0,0,0,0,,0,0,,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,,0,0,,0,0,0,0,0,0
Nate Hobbs,55948,CB,LV,5,0,23,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,1.1,2,176,1,50.0,0,0,0,0,100.0,2,1,50.0,1,1,0,1,1,0
Michael Davis,12040,CB,LAC,8,0,27,0,1,0,0,1,0,100.0,3,2,50.0,1,1,0,0,1.3,3,238,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Sauce Gardner,100903,CB,NYJ,11,0,22,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.2,1,409,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Anthony Walker,11916,LB,CLV,3,0,8,0,7,0,0,4,0,44.4,4,4,50.0,0,1,1,0,12.3,9,73,7,38.9,0,0,3,0,55.6,5,3,30.0,0,0,0,0,1,1
Kerby Joseph,83239,S,DET,8,0,11,1,2,0,1,1,0,75.0,3,2,33.3,0,0,0,0,1.5,4,275,3,37.5,0,0,1,0,25.0,1,1,50.0,0,0,0,0,0,0
Marlon Humphrey,11771,CB,BLT,11,0,3,1,2,0,0,1,0,60.0,6,2,25.0,1,1,0,0,2.3,10,431,5,35.0,0,1,1,0,40.0,4,3,50.0,1,1,0,2,2,0
Joshua Williams,156083,CB,KC,8,0,16,0,2,0,0,1,1,66.7,2,1,25.0,0,0,0,1,1.6,3,184,2,33.3,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Benjamin St-Juste,56061,CB,WAS,11,0,32,1,1,0,1,0,0,50.0,3,1,16.7,0,0,0,0,1.6,6,368,3,33.3,0,0,1,0,50.0,3,2,50.0,1,1,0,1,1,0
Demetrius Flannigan-Fowles,49231,LB,SF,6,0,28,0,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,8.8,3,34,1,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,1,1,0
Rasul Douglas,11854,CB,GB,12,0,12,0,0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,0.9,3,345,1,33.3,0,0,0,0,33.3,1,1,100.0,1,1,0,1,1,0
Damien Wilson,9560,LB,CAR,9,0,5,0,1,0,0,1,0,66.7,4,1,12.5,0,0,0,0,11.8,8,68,3,31.3,0,0,0,0,33.3,2,1,50.0,1,1,0,2,2,0
Rashad Fenton,49329,CB,ATL,6,0,2,0,3,0,0,0,0,0.0,0,0,,0,0,0,1,2.2,5,226,3,30.0,0,0,3,1,100.0,5,3,30.0,0,0,0,0,0,0
Tracy Walker,51266,S,DET,3,0,11,0,1,0,0,0,0,60.0,3,1,33.3,1,1,0,0,5.4,5,93,2,30.0,0,0,1,0,40.0,2,1,25.0,0,0,0,1,1,0
Elandon Roberts,10848,LB,MIA,11,0,17,1,1,0,0,0,0,41.7,5,1,20.0,1,1,0,0,7.5,15,201,5,26.7,0,0,1,0,58.3,7,2,21.4,1,1,0,3,2,0
