player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,10,2,0,3,75.0,9,10,271,95.7,13.7,37,0,5.7,6,301,288,25,2,86.7,6,7,128,97.8,23.4,30,9.8,6,138,135,19
Ndamukong Suh,5527,DI,PHI,2,0,0,24,71.7,0,2,15,100.0,20.0,3,0,13.3,1,15,15,3,0,55.0,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Tyson Alualu,5535,DI,PIT,11,1,0,25,55.6,2,4,112,100.0,5.4,6,2,2.7,0,117,117,6,1,57.9,2,3,58,100.0,6.9,4,4.3,0,59,59,5
Brandon Graham,5538,ED,PHI,11,1,0,24,82.5,3,19,170,94.7,22.4,38,1,10.0,6,189,179,28,0,80.6,1,11,75,96.5,29.3,22,14.7,5,85,82,17
Jason Pierre-Paul,5540,ED,BLT,8,3,1,3,57.0,0,10,190,95.8,8.9,17,2,3.7,2,212,203,12,1,55.1,0,5,85,95.8,10.6,9,5.3,2,95,91,7
Kareem Jackson,5545,S,DEN,11,0,0,10,60.0,0,0,1,0.2,0.0,0,1,0.0,0,447,1,0,0,,0,0,0,0.0,,0,,0,208,0,0
Devin McCourty,5552,S,NE,12,0,0,19,55.5,0,0,2,0.4,0.0,0,0,0.0,0,450,2,0,0,55.5,0,0,2,1.0,0.0,0,0.0,0,207,2,0
Jerry Hughes,5556,ED,HST,11,0,1,13,72.4,0,34,244,98.8,20.1,49,2,10.2,8,257,254,42,0,68.9,0,10,94,97.0,22.3,21,10.6,5,101,98,15
Linval Joseph,5571,DI,PHI,2,0,0,24,64.6,0,0,21,100.0,9.5,2,1,4.8,1,21,21,1,0,56.5,0,0,4,100.0,0.0,0,0.0,0,4,4,0
Carlos Dunlap,5579,ED,KC,11,4,0,16,59.1,1,11,201,93.8,10.4,21,0,5.5,5,226,212,17,3,59.3,1,6,89,90.4,12.4,11,8.4,4,104,94,11
Corey Peters,5607,DI,JAX,7,0,0,15,58.0,1,4,70,100.0,8.6,6,0,3.6,0,76,76,5,0,65.4,1,2,24,100.0,16.7,4,6.3,0,25,25,3
Al Woods,5646,DI,SEA,10,1,0,29,70.6,0,10,111,99.1,11.7,13,1,6.3,2,117,116,12,0,72.5,0,4,31,97.1,16.1,5,9.7,1,34,33,5
Von Miller,6154,ED,BUF,11,0,0,4,81.8,4,33,286,98.7,18.2,52,4,9.3,8,315,311,45,0,81.5,3,19,144,98.7,23.6,34,12.5,7,157,155,29
Patrick Peterson,6157,CB,MIN,11,0,0,18,60.0,0,0,1,0.2,0.0,0,3,0.0,0,474,1,0,0,,0,0,0,0.0,,0,,0,216,0,0
J.J. Watt,6163,DI,ARZ,11,5,0,1,70.1,11,24,350,99.7,14.0,49,5,7.0,7,363,362,42,1,72.6,5,18,173,100.0,19.7,34,9.5,5,178,178,28
Robert Quinn,6166,ED,PHI,12,0,2,24,55.6,4,15,205,96.9,10.2,21,4,5.1,1,225,218,20,0,57.5,2,9,103,96.5,13.6,14,6.3,1,114,110,12
Cameron Jordan,6176,ED,NO,11,0,0,20,53.9,3,14,289,96.9,9.7,28,1,5.4,7,319,309,24,0,51.5,1,9,139,98.1,12.9,18,7.2,5,156,153,15
Cameron Heyward,6183,DI,PIT,11,0,0,25,71.5,8,20,322,100.0,17.4,56,1,5.6,4,339,339,32,0,72.4,6,16,189,100.0,19.6,37,7.4,3,198,198,25
Justin Houston,6222,ED,BLT,8,0,0,3,71.5,1,15,174,92.6,18.4,32,1,10.3,10,202,187,26,0,69.3,0,10,92,94.4,22.8,21,13.0,7,108,102,17
Lawrence Guy,6385,DI,NE,9,0,0,19,54.8,0,10,151,100.0,8.6,13,0,4.0,1,153,153,11,0,54.5,0,4,44,100.0,13.6,6,6.8,1,46,46,5
Chris Harris Jr.,6457,CB,NO,8,0,0,20,68.5,0,5,17,7.5,11.8,2,4,20.6,1,241,18,6,0,68.9,0,4,8,6.3,25.0,2,25.0,0,128,8,4
Josh Bynes,6503,LB,BLT,7,0,0,3,58.5,0,1,20,15.6,5.0,1,0,7.5,1,147,23,2,0,67.1,0,0,4,11.9,0.0,0,25.0,1,42,5,1
Nick Bellore,6515,LB,SEA,1,0,0,29,60.0,0,0,1,50.0,0.0,0,0,0.0,0,2,1,0,0,,0,0,0,,,0,,0,0,0,0
Mario Addison,6558,ED,HST,7,0,0,13,58.1,1,12,125,99.2,11.2,14,0,6.0,1,130,129,14,0,57.6,1,4,53,100.0,13.2,7,4.7,0,54,54,5
Fletcher Cox,7018,DI,PHI,11,0,0,24,62.9,4,15,291,100.0,11.0,32,1,5.0,5,306,306,24,0,69.4,2,11,138,100.0,15.9,22,7.6,4,146,146,17
Michael Brockers,7020,DI,DET,6,1,0,11,55.2,1,1,60,100.0,5.0,3,0,1.7,0,61,61,2,0,47.8,0,0,14,100.0,0.0,0,0.0,0,15,15,0
Bruce Irvin,7021,ED,SEA,5,0,0,29,53.0,0,8,98,87.2,11.2,11,1,5.1,1,117,102,9,0,60.6,0,6,59,96.8,16.9,10,6.8,1,62,60,7
Melvin Ingram III,7024,ED,MIA,11,1,1,17,87.0,5,19,200,82.2,20.5,41,5,8.5,5,259,213,29,0,90.8,3,13,93,87.4,33.3,31,14.0,5,111,97,21
Chandler Jones,7027,ED,LV,11,0,1,23,60.2,6,20,311,91.5,12.9,40,1,4.5,1,364,333,27,0,66.2,3,12,124,93.8,21.0,26,6.9,1,145,136,16
Bobby Wagner,7050,LB,LA,11,0,0,26,69.7,1,6,85,20.4,14.1,12,0,7.6,3,421,86,10,0,73.7,1,4,28,19.1,25.0,7,12.5,1,152,29,6
Lavonte David,7060,LB,TB,11,0,0,30,63.8,0,2,24,5.6,12.5,3,1,8.3,1,443,25,3,0,72.8,0,2,14,7.6,21.4,3,14.3,1,184,14,3
Vinny Curry,7061,ED,NYJ,6,0,0,22,62.4,0,5,57,100.0,12.3,7,1,4.4,0,59,59,5,0,75.6,0,4,19,100.0,26.3,5,10.5,0,20,20,4
Demario Davis,7079,LB,NO,12,0,0,20,86.9,2,4,48,12.2,18.8,9,1,22.9,8,458,56,14,0,64.8,0,3,23,13.3,8.7,2,15.2,2,211,28,5
Akiem Hicks,7090,DI,TB,5,0,0,30,57.7,2,2,103,99.1,9.7,10,2,1.9,0,111,110,4,0,59.5,1,2,41,97.8,17.1,7,3.7,0,45,44,3
Rodney McLeod,7271,S,IND,12,0,0,14,63.2,0,2,8,2.4,12.5,1,2,12.5,0,378,9,2,0,53.3,0,1,1,0.6,0.0,0,50.0,0,172,1,1
Michael Thomas,7279,S,CIN,2,0,0,7,60.0,0,0,1,7.1,0.0,0,0,0.0,0,14,1,0,0,,0,0,0,0.0,,0,,0,9,0,0
Tashaun Gipson Sr.,7288,S,SF,11,0,0,28,65.5,0,0,4,0.9,25.0,1,0,25.0,1,434,4,1,0,69.7,0,0,2,1.0,50.0,1,50.0,1,209,2,1
Harrison Smith,7641,S,MIN,10,0,1,18,62.5,0,2,5,1.4,0.0,0,1,20.0,0,423,6,2,0,67.6,0,2,2,1.0,0.0,0,50.0,0,193,2,2
Johnathan Hankins,7830,DI,DAL,8,1,1,9,51.4,1,3,86,99.0,4.7,4,1,2.3,0,96,95,4,0,56.2,0,1,18,100.0,5.6,1,2.8,0,19,19,1
Jon Bostic,7831,LB,WAS,7,0,0,32,51.7,0,0,5,5.0,0.0,0,0,0.0,0,100,5,0,0,53.9,0,0,3,7.5,0.0,0,0.0,0,40,3,0
