player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Bryson Daily,147303,QB,ARMY,3,54,12,1,9.7,23,0,221,0,0,11,155,58.5,6,17,114,1,26,69.8,70.7,81.0,53.7,,54.3,74.5,60.0,23,0,0,0,1,134,17,3,0,54,3,238,164,2.88,4.2,0.0,24
Sieh Bangura,145886,HB,OHIO,3,51,4,1,9.2,20,0,217,0,0,4,138,19.3,5,13,259,2,30,37.4,65.4,81.8,,61.8,70.6,63.6,57.3,20,0,31,5,45,64,0,0,9,56,0,217,138,2.71,4.3,0.69,20
Kevorian Barnes,145514,HB,UTSA,3,51,12,2,28.0,67,0,239,0,0,12,142,60.7,10,14,331,2,23,36.9,65.7,81.4,,55.2,56.1,67.6,59.9,44,0,20,4,58,66,0,0,4,55,1,239,142,2.78,4.7,0.34,26
Nate Noel,122249,HB,APP STATE,2,51,18,2,13.5,31,0,230,0,0,18,146,99.1,5,13,108,1,9,59.0,73.6,81.0,,55.1,54.2,74.2,65.7,16,0,9,1,33,57,0,0,2,52,3,230,146,2.86,4.5,0.27,41
Marcus Carroll,123849,HB,GA STATE,2,48,12,4,49.8,144,0,289,0,1,12,188,97.9,6,16,175,1,7,58.3,63.8,79.6,,79.5,41.1,67.9,56.4,63,0,15,4,45,69,0,0,4,52,6,289,188,3.92,6.0,0.33,41
Deion Hankins,97310,HB,UTEP,3,46,14,4,29.8,76,0,255,0,0,14,177,114.6,10,16,330,0,22,81.9,75.0,79.0,,72.6,62.9,72.9,59.0,20,0,11,1,18,56,0,0,1,47,1,255,177,3.85,5.5,0.61,23
Malik Jackson,84267,HB,JVILLE ST,3,44,7,4,49.2,123,0,250,2,0,7,149,48.4,5,11,196,0,9,81.4,70.6,80.1,,68.0,56.4,72.9,57.2,44,0,44,5,33,71,0,0,11,49,2,250,149,3.39,5.7,1.33,34
Kay'Ron Lynch-Adams,101643,HB,UMASS,3,44,21,4,35.6,83,0,233,0,2,21,207,225.4,10,12,216,0,30,81.4,74.2,80.9,,35.0,63.1,77.5,56.9,28,0,32,4,60,66,0,0,5,48,2,233,207,4.7,5.3,0.53,13
Zac Larrier,104193,QB,AIR FORCE,3,40,3,3,31.6,71,0,202,0,0,3,115,21.6,8,13,101,3,24,24.8,70.8,80.7,91.0,,,56.3,60.0,26,0,0,0,0,152,23,4,0,40,3,225,125,2.84,5.1,,0
Jo'quavious Marks,124179,HB,MISS STATE,2,43,12,3,32.4,81,0,250,0,3,12,147,100.5,6,10,227,0,9,81.4,90.9,80.0,,77.4,89.3,88.9,55.3,37,0,91,8,33,51,0,0,9,51,3,250,147,3.42,5.8,2.76,34
Kyle Monangai,129891,HB,RUTGERS,2,42,17,5,43.9,94,0,214,0,2,17,155,163.1,6,12,278,0,26,81.2,74.7,78.2,,84.1,64.8,72.6,63.0,27,0,20,1,23,51,0,0,1,43,2,214,155,3.69,5.1,0.87,16
Audric Estime,147476,HB,NOTRE DAME,3,42,22,3,45.2,156,0,345,0,0,22,185,206.2,8,12,258,1,25,56.1,84.7,78.9,,39.1,72.7,83.2,59.9,80,0,55,5,22,46,0,0,5,47,4,345,185,4.4,8.2,2.5,17
Omarion Hampton,162750,HB,N CAROLINA,2,42,12,3,42.8,116,0,271,0,1,12,140,100.8,6,16,245,0,22,81.3,86.8,78.7,,80.2,57.3,86.9,58.4,68,0,10,1,29,53,0,0,1,43,5,271,140,3.33,6.5,0.34,19
Cody Schrader,157177,HB,MISSOURI,2,42,4,1,19.3,42,0,218,0,0,4,96,20.8,5,12,229,0,12,81.1,75.0,80.5,,57.3,53.8,76.9,57.7,42,0,14,2,25,57,0,0,2,44,1,218,96,2.29,5.2,0.56,29
