player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,TB,14,75.4,581,623,7.5,2.33,9,29,4.4,66.0,411,0,127,6.2,648,27,201,30,73.6,76.0,76.5,31.3,1,7,686,2,15.0,89.2,2.9,19,4,3,29,20,18,2.6,3906,6.3
Justin Herbert,28237,QB,LAC,14,78.9,545,603,6.9,2.74,19,22,3.5,67.5,407,1,247,5.3,661,23,200,27,80.9,77.2,75.3,67.1,14,9,687,2,13.4,91.5,5.0,33,22,2,23,21,11,1.6,4015,6.7
Patrick Mahomes,11765,QB,KC,14,78.8,500,551,7.7,2.83,7,28,4.7,67.3,371,0,213,5.8,615,23,257,16,86.8,91.4,89.1,85.6,9,11,657,1,10.8,105.1,3.7,23,38,0,35,35,15,2.3,4497,8.2
Kirk Cousins,7102,QB,MIN,14,76.0,491,544,8.1,2.7,9,25,4.3,65.3,355,0,220,4.8,594,18,198,18,71.0,75.6,74.7,64.3,11,11,635,5,18.2,92.0,6.7,40,10,2,31,24,20,3.1,3818,7.0
Joe Burrow,28022,QB,CIN,14,77.2,473,512,7.4,2.49,19,22,4.0,68.2,349,0,153,4.4,576,16,198,7,71.7,88.9,86.1,75.6,5,10,618,3,24.2,102.5,6.4,37,25,1,14,31,13,2.1,3884,7.6
Josh Allen,46601,QB,BUF,14,75.9,469,510,9.3,2.82,13,39,7.3,63.7,325,0,198,8.7,592,31,222,4,51.0,91.0,83.0,92.9,2,11,623,2,15.2,97.3,5.1,30,50,1,25,30,26,4.2,3857,7.6
Trevor Lawrence,77632,QB,JAX,14,77.3,466,500,8.1,2.49,13,25,4.8,66.0,330,0,155,8.3,546,30,185,15,37.0,77.3,74.3,73.0,3,7,576,4,15.5,96.6,4.4,24,20,2,16,24,19,3.3,3526,7.1
Jared Goff,10635,QB,DET,14,77.8,437,482,7.6,2.7,10,13,2.6,64.9,313,0,158,7.9,514,27,188,11,73.5,66.1,64.9,58.8,7,7,544,1,12.0,97.2,3.7,19,12,1,27,23,22,4.0,3604,7.5
Geno Smith,7820,QB,SEA,14,78.7,441,472,8.1,2.78,6,29,5.7,71.4,337,0,182,2.9,535,10,189,29,84.5,81.4,78.5,77.6,5,8,572,7,20.3,105.3,6.9,37,25,0,20,26,23,4.0,3671,7.8
Derek Carr,8671,QB,LV,14,71.7,427,472,9.7,2.84,6,21,4.2,61.2,289,0,180,5.6,509,17,159,23,64.8,67.1,66.4,64.2,10,11,540,6,13.3,89.2,4.7,24,12,0,29,23,18,3.3,3348,7.1
Matt Ryan,4317,QB,IND,12,78.6,416,461,6.5,2.58,9,6,1.2,67.0,309,0,171,5.5,509,18,160,14,26.9,63.8,63.0,60.3,5,13,535,3,22.2,83.9,7.5,38,10,1,30,14,23,4.3,3057,6.6
Aaron Rodgers,2241,QB,GB,14,75.7,419,453,8.1,2.66,4,27,5.6,64.9,294,0,129,7.3,489,23,152,12,81.2,77.0,74.9,66.9,3,10,521,5,20.9,92.3,5.5,27,8,1,26,23,13,2.5,3093,6.8
Jalen Hurts,40291,QB,PHI,14,78.4,388,425,8.6,2.86,11,20,4.4,67.3,286,0,151,5.9,500,18,171,24,72.5,88.6,84.0,83.7,2,5,530,4,21.9,104.5,6.6,33,40,0,24,22,9,1.7,3468,8.2
Daniel Jones,39395,QB,NYG,14,80.2,363,406,6.5,3.01,8,5,1.1,66.0,268,0,216,7.9,493,23,156,21,60.2,71.7,68.0,77.0,5,4,530,8,18.5,90.5,8.1,40,47,5,25,12,16,3.0,2699,6.6
Russell Wilson,7077,QB,DEN,12,74.1,352,394,9.5,2.91,14,18,4.3,60.4,238,0,161,8.8,460,23,123,10,80.3,65.7,65.2,61.6,2,6,495,4,26.7,85.1,9.3,43,23,1,25,11,12,2.4,2806,7.1
Kyler Murray,38334,QB,ARZ,11,77.0,357,390,7.2,2.61,9,9,2.2,66.4,259,0,120,5.8,443,16,128,1,47.9,67.1,63.4,71.8,2,7,473,1,20.8,87.2,5.6,25,25,3,19,14,18,3.8,2363,6.1
Tua Tagovailoa,60326,QB,MIA,12,74.5,353,375,10.0,2.51,4,17,4.3,64.8,243,1,103,7.6,405,20,155,17,59.9,83.8,82.8,56.5,2,5,426,4,18.4,107.8,4.7,19,10,1,15,24,15,3.5,3238,8.6
Davis Mills,52269,QB,HST,12,70.5,349,374,7.9,2.55,8,15,3.8,62.0,232,0,162,5.7,414,14,110,13,77.2,63.9,64.4,53.4,7,12,440,4,17.3,79.2,6.8,28,11,1,9,13,10,2.3,2440,6.5
Jacoby Brissett,10725,QB,CLV,12,74.6,339,369,9.5,2.9,5,18,4.5,64.0,236,1,137,6.7,416,17,140,8,59.5,82.4,75.2,91.4,4,6,448,4,17.5,88.9,5.8,24,23,3,18,12,14,3.1,2608,7.1
Mac Jones,60323,QB,NE,11,74.4,312,336,7.7,2.71,5,15,4.3,65.8,221,0,111,4.7,381,11,103,19,86.0,64.3,65.0,57.8,1,8,398,5,23.4,82.6,6.8,26,19,1,17,7,12,3.0,2310,6.9
Lamar Jackson,46416,QB,BLT,12,74.6,299,326,9.2,3.11,8,17,5.0,62.3,203,1,129,9.0,378,20,116,3,56.6,85.2,72.3,92.6,3,7,399,7,20.9,91.1,7.1,27,25,1,15,17,9,2.3,2242,6.9
Ryan Tannehill,7014,QB,TEN,12,75.9,303,325,8.2,2.67,7,11,3.2,65.2,212,0,135,7.8,374,18,124,31,76.1,74.9,71.9,77.2,6,6,397,3,24.4,94.6,8.8,33,13,1,8,13,10,2.5,2536,7.8
Andy Dalton,6187,QB,NO,11,76.6,290,316,8.4,2.61,5,15,4.6,66.8,211,0,96,5.0,346,11,115,20,84.1,87.1,86.2,63.5,5,7,360,2,18.8,98.1,5.2,18,11,0,16,17,6,1.7,2403,7.6
Jimmy Garoppolo,8697,QB,SF,11,75.3,288,307,7.3,2.53,12,13,4.0,67.1,206,0,96,5.1,328,11,114,28,64.7,71.4,69.5,67.4,3,4,348,2,18.8,103.0,5.5,18,3,0,4,16,9,2.6,2436,7.9
Matthew Stafford,4924,QB,LA,9,74.7,288,303,7.0,2.58,3,15,4.8,68.0,206,0,107,4.2,338,9,108,26,47.6,67.0,67.6,52.1,0,8,347,4,27.1,87.5,8.6,29,5,0,12,10,12,3.5,2092,6.9
Marcus Mariota,9435,QB,ATL,13,67.3,284,300,10.5,2.99,3,8,2.5,61.3,184,0,121,3.7,354,7,116,2,46.6,66.3,62.7,70.0,1,9,373,1,23.1,88.2,7.9,28,26,4,8,15,15,4.0,2219,7.4
Kenny Pickett,60515,QB,PIT,10,74.1,274,294,7.9,2.96,3,10,3.2,65.0,191,1,105,5.9,344,12,102,25,74.0,67.7,65.2,75.3,2,8,370,4,22.9,74.9,7.0,24,26,1,14,4,10,2.7,1797,6.1
Dak Prescott,10769,QB,DAL,9,74.9,267,281,8.6,2.66,2,11,3.7,68.0,191,0,98,4.5,301,9,103,9,82.5,73.5,68.7,80.5,4,11,317,2,12.2,93.8,4.0,12,8,0,8,17,12,3.8,2103,7.5
Justin Fields,82118,QB,CHI,13,72.0,250,274,9.7,3.42,9,12,4.1,62.0,170,3,174,5.6,384,10,120,6,28.7,71.7,55.1,91.8,3,10,410,7,26.4,88.0,12.0,46,63,0,12,15,19,4.6,2048,7.5
Baker Mayfield,46518,QB,LA,9,68.4,237,262,6.9,2.81,11,5,1.8,58.4,153,0,90,5.6,304,9,70,26,56.1,51.2,52.9,44.3,2,7,322,1,31.1,76.1,9.2,28,11,1,11,8,9,2.8,1654,6.3
Taylor Heinicke,9896,QB,WAS,8,70.1,214,241,8.9,2.9,6,7,2.8,61.4,148,0,109,1.3,272,2,85,32,38.5,49.7,48.6,57.8,5,5,282,3,15.6,87.7,6.3,17,13,2,14,10,16,5.7,1693,7.0
Carson Wentz,10636,QB,WAS,6,74.1,212,232,8.1,2.61,7,12,4.8,62.1,144,0,89,8.3,266,13,71,32,65.9,63.1,61.3,64.1,3,6,287,5,25.8,84.1,8.6,23,11,0,10,10,10,3.5,1489,6.4
