player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,TB,11,74.6,441,470,7.7,2.28,6,24,4.8,66.2,311,0,90,5.5,491,18,149,30,82.0,78.4,77.8,47.0,1,2,521,2,18.9,92.4,3.5,17,2,3,19,14,10,1.9,3051,6.5
Justin Herbert,28237,QB,LAC,11,78.8,419,463,6.7,2.75,18,14,2.9,67.4,312,1,183,5.5,504,18,154,27,90.1,77.6,74.3,75.2,11,7,524,1,11.5,92.7,4.2,21,18,0,15,19,8,1.5,3004,6.5
Josh Allen,46601,QB,BUF,12,75.9,406,443,9.2,2.83,12,34,7.4,64.1,284,0,171,7.8,513,24,198,4,53.4,90.8,82.8,92.7,2,11,535,2,14.6,96.0,4.9,25,44,1,22,25,24,4.5,3406,7.7
Patrick Mahomes,11765,QB,KC,11,78.2,399,442,7.7,2.83,5,23,4.8,66.1,292,0,171,6.4,494,20,207,16,90.1,91.5,88.7,90.1,8,8,534,1,9.9,105.3,3.4,17,33,0,30,29,12,2.2,3585,8.1
Kirk Cousins,7102,QB,MIN,11,77.2,368,414,7.4,2.7,7,18,4.1,65.0,269,0,173,5.3,450,15,145,18,61.3,71.5,70.9,65.0,10,9,481,5,16.2,88.6,6.2,28,8,2,27,17,17,3.5,2759,6.7
Joe Burrow,28022,QB,CIN,11,77.6,375,409,7.5,2.5,16,18,4.2,68.2,279,0,121,4.1,461,12,155,7,72.1,87.5,85.0,74.0,5,8,488,3,27.3,101.7,7.2,33,18,0,13,23,10,2.0,3160,7.7
Aaron Rodgers,2241,QB,GB,12,75.5,363,392,8.2,2.59,4,26,6.3,64.8,254,0,115,7.3,424,20,126,12,77.4,77.6,75.5,68.4,3,9,450,5,20.9,92.9,5.7,24,7,1,21,21,11,2.4,2682,6.8
Matt Ryan,4317,QB,IND,10,79.7,355,391,6.3,2.62,8,4,1.0,68.8,269,0,144,4.9,432,14,137,14,27.9,64.4,63.8,60.1,3,10,456,3,22.2,86.4,7.4,32,9,1,24,11,17,3.7,2650,6.8
Kyler Murray,38334,QB,ARZ,10,77.0,356,389,7.2,2.6,9,9,2.2,66.3,258,0,119,5.8,441,16,128,1,47.7,67.2,63.5,72.4,2,7,471,1,21.0,87.1,5.7,25,24,3,19,14,18,3.8,2354,6.1
Trevor Lawrence,77632,QB,JAX,11,77.2,360,385,7.9,2.48,9,17,4.2,66.5,256,0,112,7.9,422,22,144,15,31.6,69.9,67.1,71.2,2,6,448,4,18.8,93.7,5.0,21,14,2,12,16,15,3.3,2661,6.9
Derek Carr,8671,QB,LV,11,72.9,350,384,9.1,2.76,6,17,4.2,63.0,242,0,142,5.1,415,13,132,23,67.4,68.9,67.4,68.3,10,7,440,4,14.8,92.3,5.1,21,9,0,18,18,14,3.2,2730,7.1
Jacoby Brissett,10725,QB,CLV,11,74.9,338,368,9.4,2.9,5,18,4.5,64.1,236,1,137,6.7,415,17,140,8,59.3,82.5,75.5,91.2,4,6,447,4,17.5,89.1,5.8,24,23,3,18,12,14,3.1,2608,7.1
Jared Goff,10635,QB,DET,11,75.4,333,364,8.1,2.68,8,11,2.8,63.7,232,0,124,7.6,392,19,135,11,65.8,61.7,60.2,61.9,4,7,420,1,13.7,93.5,4.3,17,10,1,18,17,19,4.5,2682,7.4
Geno Smith,7820,QB,SEA,11,78.8,335,353,8.1,2.76,4,24,6.3,72.8,257,0,133,2.7,401,7,144,29,78.4,83.8,81.2,76.7,2,5,432,6,20.3,107.9,6.7,27,20,0,12,19,16,3.7,2803,7.9
Russell Wilson,7077,QB,DEN,10,72.9,299,336,9.8,2.86,11,14,3.9,58.9,198,0,137,9.2,389,20,104,10,76.4,62.7,63.4,55.3,2,5,420,3,25.5,82.3,9.0,35,18,1,23,8,11,2.6,2370,7.1
Davis Mills,52269,QB,HST,10,70.8,308,329,7.6,2.52,7,11,3.2,62.0,204,0,143,6.4,365,14,93,13,85.0,63.3,62.9,62.3,7,11,386,4,19.6,78.1,7.7,28,7,0,7,11,8,2.1,2144,6.5
Lamar Jackson,46416,QB,BLT,11,74.6,295,322,9.3,3.11,8,17,5.0,62.1,200,1,124,9.1,371,20,116,3,56.1,85.5,73.0,92.4,3,7,392,7,20.2,91.3,6.7,25,24,1,15,17,9,2.3,2231,6.9
Jalen Hurts,40291,QB,PHI,11,79.5,288,318,7.8,2.92,8,12,3.5,67.3,214,0,126,6.6,380,15,133,24,72.2,87.6,83.6,80.9,2,3,404,2,20.6,105.5,6.8,26,35,0,20,17,7,1.7,2555,8.0
Daniel Jones,39395,QB,NYG,11,79.6,280,316,6.9,3.1,7,3,0.9,64.6,204,0,173,8.5,386,19,126,21,59.3,67.4,64.4,74.0,4,4,420,7,18.5,89.8,8.3,32,38,3,22,10,14,3.3,2169,6.9
Jimmy Garoppolo,8697,QB,SF,10,75.0,284,303,7.3,2.53,12,13,4.1,67.3,204,0,93,4.2,323,9,112,28,64.2,70.5,68.6,67.4,3,4,342,2,18.3,103.0,5.3,17,3,0,4,16,9,2.6,2380,7.9
Matthew Stafford,4924,QB,LA,9,74.7,288,303,7.0,2.58,3,15,4.8,68.0,206,0,107,4.2,338,9,108,26,47.6,67.0,67.6,52.1,0,8,347,4,27.1,87.5,8.6,29,5,0,12,10,12,3.5,2092,6.9
Tua Tagovailoa,60326,QB,MIA,9,79.6,269,284,9.7,2.5,2,14,4.7,69.7,198,1,72,7.5,303,16,127,17,70.3,91.1,91.2,44.2,2,3,320,3,16.7,115.7,4.0,12,6,1,10,19,12,3.8,2564,9.0
Marcus Mariota,9435,QB,ATL,12,68.1,260,276,10.0,3.02,3,7,2.4,62.0,171,0,114,3.4,329,6,107,2,43.4,68.7,65.1,69.4,1,8,348,0,23.7,89.5,8.2,27,26,4,8,14,14,4.0,2052,7.4
Andy Dalton,6187,QB,NO,9,76.9,247,271,8.4,2.59,4,11,3.9,66.4,180,0,82,5.3,295,10,96,20,81.3,83.9,82.8,62.5,5,7,308,1,17.1,95.0,4.7,14,10,0,15,14,6,1.9,2023,7.5
Mac Jones,60323,QB,NE,9,75.1,253,270,7.7,2.76,3,11,3.9,68.1,184,0,98,3.2,311,6,83,19,82.2,59.1,58.9,59.4,0,7,324,3,25.5,87.0,8.0,25,16,1,13,7,12,3.7,1963,7.3
Kenny Pickett,60515,QB,PIT,8,75.0,248,265,7.7,2.89,2,8,2.8,66.0,175,1,93,5.9,309,11,91,25,71.2,66.5,63.6,76.4,1,8,335,3,24.7,73.5,7.4,23,21,1,13,3,10,3.0,1600,6.0
Ryan Tannehill,7014,QB,TEN,9,78.0,223,243,8.1,2.64,7,9,3.5,65.0,158,0,100,9.2,270,16,94,31,81.0,73.0,72.0,65.3,5,4,288,3,19.0,97.0,7.0,19,7,1,7,10,8,2.8,1976,8.1
Carson Wentz,10636,QB,WAS,6,74.1,212,232,8.1,2.61,7,12,4.8,62.1,144,0,89,8.3,266,13,71,32,65.9,63.1,61.3,64.1,3,6,287,5,25.8,84.1,8.6,23,11,0,10,10,10,3.5,1489,6.4
Justin Fields,82118,QB,CHI,11,70.4,206,228,9.8,3.44,9,9,3.6,59.6,136,3,153,6.2,324,9,100,6,28.5,68.8,52.2,91.3,2,8,348,7,26.1,86.2,12.3,40,55,0,11,13,16,4.6,1642,7.2
Baker Mayfield,46518,QB,CAR,7,69.0,184,206,6.7,2.72,10,3,1.4,57.8,119,0,68,6.3,236,8,52,5,61.3,52.2,53.7,47.6,2,6,250,1,27.9,74.4,8.1,19,8,0,10,6,7,2.8,1313,6.4
Zach Wilson,82096,QB,NYJ,7,68.5,162,188,8.4,3.09,6,3,1.5,55.3,104,0,81,6.3,218,7,61,22,76.0,48.8,44.3,69.3,3,5,227,0,19.8,72.5,7.3,16,12,0,17,4,13,5.7,1278,6.8
Dak Prescott,10769,QB,DAL,6,75.7,169,182,8.7,2.59,1,8,4.1,68.1,124,0,65,3.1,194,4,67,9,90.2,76.6,71.6,81.4,4,6,208,1,10.8,95.3,3.6,7,5,0,8,10,8,3.8,1393,7.7
Taylor Heinicke,9896,QB,WAS,6,70.0,150,171,8.3,2.95,6,3,1.7,60.8,104,0,77,1.0,191,1,61,32,55.2,50.7,49.5,56.2,2,5,198,2,11.7,82.7,4.7,9,10,2,11,7,12,6.1,1169,6.8
Cooper Rush,12324,QB,DAL,7,69.9,143,161,8.8,2.42,7,3,1.8,58.4,94,0,54,6.0,171,6,52,9,71.2,57.3,56.7,54.8,3,3,181,1,13.0,80.5,4.1,7,2,1,7,5,8,4.4,1051,6.5
Joe Flacco,4332,QB,NYJ,3,74.6,134,155,8.3,2.63,4,3,1.9,58.7,91,0,61,9.0,165,9,49,22,29.7,55.0,54.5,61.5,7,3,173,1,14.8,77.9,5.5,9,1,0,10,5,6,3.5,901,5.8
Mitchell Trubisky,11757,QB,PIT,5,67.2,122,128,10.2,2.72,2,7,5.1,60.9,78,0,43,4.9,141,4,41,25,88.5,72.7,71.5,66.6,2,2,151,1,20.9,79.8,6.4,9,4,1,1,3,4,2.6,787,6.1
Jameis Winston,9434,QB,NO,3,71.7,106,115,12.0,2.64,2,7,5.7,63.5,73,0,42,3.9,129,3,35,20,39.6,65.3,66.9,37.5,1,5,137,1,26.2,79.5,8.5,11,3,2,4,4,7,5.1,858,7.5
P.J. Walker,12134,QB,CAR,6,66.0,103,106,8.4,2.27,2,9,8.2,59.4,63,0,22,7.4,119,5,31,5,86.8,64.4,60.3,76.6,0,3,124,1,27.3,78.0,5.0,6,3,0,1,3,6,4.8,731,6.9
Bailey Zappe,60396,QB,NE,4,80.0,85,92,7.4,2.77,3,1,1.0,70.7,65,0,26,4.4,99,3,37,19,26.1,67.1,74.0,29.9,0,3,109,3,23.1,100.9,6.1,6,1,0,4,5,2,1.8,781,8.5
Colt McCoy,5609,QB,ARZ,2,80.9,68,71,5.5,2.23,0,3,4.1,70.4,50,0,22,9.1,80,5,21,1,51.3,72.2,76.5,38.7,0,1,82,1,22.7,86.3,6.3,5,3,0,3,1,0,0.0,455,6.4
Teddy Bridgewater,8667,QB,MIA,4,72.2,54,60,9.6,3.06,1,0,0.0,61.7,37,0,35,5.1,68,2,25,17,82.5,70.8,69.6,75.6,2,3,70,3,17.1,85.6,8.8,6,2,0,3,3,4,5.7,522,8.7
