player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Tom Brady,698,QB,TB,15,75.0,628,671,7.4,2.3,9,31,4.4,66.0,443,0,132,5.9,696,28,216,30,75.9,75.2,75.4,35.1,2,9,737,2,14.4,87.9,2.7,19,4,3,29,21,20,2.7,4187,6.2
Justin Herbert,28237,QB,LAC,15,79.1,574,634,6.9,2.76,19,22,3.3,68.0,431,1,257,5.1,697,23,210,27,75.5,76.9,75.1,65.5,15,10,724,2,14.4,91.1,5.3,37,23,2,24,21,13,1.8,4250,6.7
Kirk Cousins,7102,QB,MIN,15,76.3,535,592,7.9,2.68,11,27,4.3,65.7,389,0,238,4.7,646,19,214,18,73.6,76.2,75.1,66.1,11,11,688,5,18.5,93.3,6.8,44,10,3,32,27,21,3.1,4117,7.0
Patrick Mahomes,11765,QB,KC,15,78.3,526,579,7.7,2.85,7,30,4.8,66.8,387,0,220,6.1,646,25,267,16,80.5,91.3,89.0,85.4,9,11,690,1,10.9,105.1,3.7,24,40,0,37,37,16,2.3,4721,8.2
Joe Burrow,28022,QB,CIN,15,78.2,522,564,7.4,2.48,19,28,4.7,69.0,389,0,165,4.7,631,19,217,7,74.6,90.8,89.5,76.5,5,12,676,5,23.6,102.3,6.2,39,26,1,17,34,14,2.1,4259,7.6
Josh Allen,46601,QB,BUF,15,75.1,494,536,9.4,2.85,13,41,7.2,63.4,340,0,208,8.4,623,31,235,4,46.5,90.4,81.3,92.8,2,13,659,2,14.9,96.1,5.0,31,54,1,26,32,29,4.4,4029,7.5
Trevor Lawrence,77632,QB,JAX,15,77.4,495,531,7.9,2.5,13,26,4.7,65.9,350,0,169,8.6,582,33,199,15,32.9,77.5,73.2,80.5,3,7,613,4,14.8,96.0,4.3,25,24,2,18,24,20,3.3,3749,7.1
Jared Goff,10635,QB,DET,15,77.7,471,524,7.8,2.71,14,15,2.7,64.5,338,0,172,7.7,560,28,204,11,68.0,68.6,68.1,51.6,7,7,594,1,12.2,98.3,3.8,21,14,1,31,26,22,3.7,3959,7.6
Geno Smith,7820,QB,SEA,15,78.6,476,512,8.0,2.78,8,31,5.6,70.7,362,0,196,3.2,579,12,198,29,86.2,82.0,78.9,78.4,5,9,619,7,19.9,102.9,6.7,39,27,0,23,27,25,4.0,3886,7.6
Derek Carr,8671,QB,LV,15,70.8,455,502,9.7,2.84,8,21,4.0,60.8,305,0,196,5.3,544,17,168,23,67.1,66.6,65.4,68.1,10,14,575,6,13.8,86.3,5.0,27,14,0,29,24,19,3.3,3522,7.0
Aaron Rodgers,2241,QB,GB,15,75.6,454,491,8.2,2.65,6,29,5.6,64.8,318,0,139,7.3,531,25,164,12,83.3,78.2,76.1,67.0,3,11,564,5,20.9,91.3,5.5,29,10,1,27,24,15,2.7,3331,6.8
Matt Ryan,4317,QB,IND,12,78.6,416,461,6.5,2.58,9,6,1.2,67.0,309,0,171,5.5,509,18,160,14,26.9,63.8,63.0,60.3,5,13,535,3,22.2,83.9,7.5,38,10,1,30,14,23,4.3,3057,6.6
Daniel Jones,39395,QB,NYG,15,80.8,401,448,6.5,2.99,10,7,1.5,66.5,298,0,235,8.0,542,26,173,21,55.8,74.9,70.7,79.7,6,5,582,8,18.3,90.7,7.9,43,51,5,26,13,18,3.1,3030,6.8
Jalen Hurts,40291,QB,PHI,14,78.4,388,425,8.6,2.86,11,20,4.4,67.3,286,0,151,5.9,500,18,171,24,72.5,88.6,84.0,83.7,2,5,530,4,21.9,104.6,6.6,33,40,0,24,22,9,1.7,3473,8.2
Russell Wilson,7077,QB,DEN,13,73.9,376,421,9.7,2.93,15,19,4.2,60.1,253,0,178,9.0,494,25,132,10,82.0,64.7,63.6,65.0,3,9,531,4,27.5,82.6,9.9,49,24,1,26,12,15,2.8,3020,7.2
Davis Mills,52269,QB,HST,13,70.6,371,401,8.2,2.59,10,17,4.0,61.8,248,0,174,5.3,444,14,118,13,53.9,60.5,63.3,35.3,8,13,474,4,16.7,79.0,6.5,29,13,1,11,14,12,2.5,2618,6.5
Tua Tagovailoa,60326,QB,MIA,13,74.2,376,400,10.1,2.52,5,18,4.3,64.8,259,1,111,7.2,432,20,165,17,45.9,81.9,81.4,52.0,2,8,455,4,18.9,105.5,4.9,21,10,1,16,25,19,4.2,3548,8.9
Kyler Murray,38334,QB,ARZ,11,77.0,357,390,7.2,2.61,9,9,2.2,66.4,259,0,120,5.8,443,16,128,1,47.9,67.1,63.4,71.8,2,7,473,1,20.8,87.2,5.6,25,25,3,19,14,18,3.8,2363,6.1
Mac Jones,60323,QB,NE,12,74.3,343,369,8.1,2.73,5,19,4.9,65.6,242,0,127,5.1,418,13,112,19,87.6,66.1,67.4,57.9,1,8,438,8,23.6,84.6,7.2,30,19,2,18,9,12,2.7,2550,6.9
Jacoby Brissett,10725,QB,CLV,12,74.6,339,369,9.5,2.9,5,18,4.5,64.0,236,1,137,6.7,416,17,140,8,59.5,82.4,75.2,91.4,4,6,448,4,17.5,88.9,5.8,24,23,3,18,12,14,3.1,2608,7.1
Kenny Pickett,60515,QB,PIT,11,75.1,309,333,7.6,2.98,4,11,3.1,65.2,217,1,116,6.5,384,15,115,25,76.7,70.4,67.6,76.8,2,9,411,4,20.7,75.7,6.3,24,27,1,17,5,12,2.9,2041,6.1
Andy Dalton,6187,QB,NO,12,76.6,304,331,8.4,2.61,6,16,4.7,66.2,219,0,100,6.0,361,14,121,20,62.5,86.9,85.9,63.5,5,8,375,3,18.0,95.7,5.0,18,11,0,16,17,8,2.1,2495,7.5
Lamar Jackson,46416,QB,BLT,12,74.6,299,326,9.2,3.11,8,17,5.0,62.3,203,1,129,9.0,378,20,116,3,56.6,85.2,72.3,92.6,3,7,399,7,20.9,91.1,7.1,27,25,1,15,17,9,2.3,2242,6.9
Ryan Tannehill,7014,QB,TEN,12,75.9,303,325,8.2,2.67,7,11,3.2,65.2,212,0,135,7.8,374,18,124,31,76.1,74.9,71.9,77.2,6,6,397,3,24.4,94.6,8.8,33,13,1,8,13,10,2.5,2536,7.8
Dak Prescott,10769,QB,DAL,10,75.8,302,316,8.5,2.69,2,14,4.2,69.0,218,0,115,4.8,345,11,123,9,84.9,75.7,70.6,82.0,4,12,362,3,15.7,97.2,5.2,18,11,0,8,20,14,3.9,2450,7.8
Jimmy Garoppolo,8697,QB,SF,11,75.3,288,307,7.3,2.53,12,13,4.0,67.1,206,0,96,5.1,328,11,114,28,64.7,71.4,69.5,67.4,3,4,348,2,18.8,103.0,5.5,18,3,0,4,16,9,2.6,2436,7.9
Matthew Stafford,4924,QB,LA,9,74.7,288,303,7.0,2.58,3,15,4.8,68.0,206,0,107,4.2,338,9,108,26,47.6,67.0,67.6,52.1,0,8,347,4,27.1,87.4,8.6,29,5,0,12,10,12,3.5,2087,6.9
Marcus Mariota,9435,QB,ATL,13,67.3,284,300,10.5,2.99,3,8,2.5,61.3,184,0,121,3.7,354,7,116,2,46.6,66.3,62.7,70.0,1,9,373,1,23.1,88.2,7.9,28,26,4,8,15,15,4.0,2219,7.4
Justin Fields,82118,QB,CHI,14,73.3,270,297,9.4,3.39,11,13,4.1,62.3,185,3,186,6.6,412,13,124,6,29.5,72.7,58.3,91.1,3,10,440,7,25.8,88.3,11.7,48,66,0,13,16,19,4.3,2167,7.3
