player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,DI,BLT,11,6,3.7,0,0,3,59.4,77.9,87.2,74.4,68.6,29.3,12.5,3,0,128,130,7.0,9,15
Ndamukong Suh,5527,DI,PHI,3,2,1.0,0,0,24,,67.8,78.6,62.4,65.8,72.1,0.0,0,0,28,30,10.7,3,3
Tyson Alualu,5535,DI,PIT,12,1,2.9,0,0,25,60.0,29.5,27.3,55.3,28.6,35.6,11.1,1,2,100,101,4.0,4,7
Brandon Graham,5538,ED,PHI,12,2,1.2,0,0,24,72.1,89.7,67.6,82.3,81.4,64.4,8.3,1,1,101,104,7.9,8,9
Jason Pierre-Paul,5540,ED,BLT,9,1,1.7,1,0,3,59.0,52.8,47.5,56.2,53.9,67.2,11.1,1,2,109,109,3.7,4,7
Kareem Jackson,5545,S,DEN,12,15,6.8,0,0,10,62.7,65.9,68.7,60.0,71.8,56.6,15.6,7,1,299,319,2.3,7,23
Devin McCourty,5552,S,NE,12,7,11.8,0,0,19,68.8,70.6,85.8,55.5,70.4,89.1,8.0,2,0,298,301,0.7,2,16
Jerry Hughes,5556,ED,HST,12,5,1.6,2,0,13,68.1,73.2,53.5,71.1,61.3,26.5,30.0,6,3,229,229,2.6,6,9
Linval Joseph,5571,DI,PHI,3,3,3.5,0,0,24,60.0,50.3,13.7,62.3,52.6,36.6,16.7,1,1,40,42,2.5,1,2
Carlos Dunlap,5579,ED,KC,12,5,2.9,0,0,16,55.7,64.8,89.0,59.0,70.6,56.4,5.0,1,1,118,122,9.3,11,14
Corey Peters,5607,DI,JAX,8,3,0.8,0,0,15,62.8,60.1,83.4,58.5,56.1,73.6,0.0,0,0,72,73,4.2,3,5
Al Woods,5646,DI,SEA,11,8,1.9,0,0,29,60.5,72.1,63.2,69.5,68.7,56.7,8.8,3,1,176,179,9.7,17,23
Von Miller,6154,ED,BUF,11,1,1.9,0,0,4,74.2,85.8,26.0,81.8,78.8,53.2,15.4,2,4,134,135,7.5,10,10
Patrick Peterson,6157,CB,MIN,12,0,10.0,0,0,18,83.0,80.6,61.7,60.0,61.5,70.1,14.3,1,3,276,280,1.8,5,6
J.J. Watt,6163,DI,ARZ,11,1,0.7,0,0,1,64.0,62.7,35.9,70.1,50.4,66.8,0.0,0,5,162,166,5.6,9,10
Robert Quinn,6166,ED,PHI,12,2,2.4,2,0,24,65.8,41.2,28.0,55.6,34.8,55.0,10.0,1,4,147,150,1.4,2,7
Cameron Jordan,6176,ED,NO,12,10,1.3,0,0,20,84.8,71.5,78.2,54.1,72.1,43.6,16.2,6,1,208,217,7.7,16,21
Cameron Heyward,6183,DI,PIT,12,10,2.7,0,0,25,68.4,88.7,86.2,71.8,79.5,73.6,0.0,0,1,201,207,10.4,21,26
Justin Houston,6222,ED,BLT,9,1,0.3,0,0,3,69.8,73.6,63.1,71.0,63.5,46.9,20.0,1,1,43,46,7.0,3,3
Lawrence Guy,6385,DI,NE,9,15,2.2,0,0,19,,55.1,85.1,54.8,54.8,66.3,2.9,1,0,172,174,8.7,15,18
Chris Harris Jr.,6457,CB,NO,8,2,6.1,0,0,20,47.6,49.9,36.2,68.5,59.5,56.6,0.0,0,4,120,123,1.7,2,7
Josh Bynes,6503,LB,BLT,7,1,4.2,0,0,3,69.9,54.2,80.9,58.5,38.1,62.3,12.5,2,0,121,122,5.0,6,13
Nick Bellore,6515,FB,SEA,3,1,,0,0,29,60.0,80.8,65.9,60.0,74.9,71.7,0.0,0,0,8,8,0.0,0,0
Mario Addison,6558,ED,HST,8,5,2.8,0,0,13,64.1,60.9,87.5,65.8,48.5,64.4,10.0,1,0,102,106,2.9,3,4
Stephon Gilmore,7016,CB,IND,13,1,9.7,0,0,14,79.3,79.5,87.3,,71.6,71.6,7.1,1,2,365,377,0.5,2,12
Fletcher Cox,7018,DI,PHI,12,8,2.7,0,0,24,,56.6,73.2,61.9,50.1,56.0,7.7,2,1,180,183,6.1,11,16
Michael Brockers,7020,DI,DET,6,0,2.3,0,0,11,,51.3,81.3,55.2,50.4,37.2,0.0,0,0,62,62,4.8,3,4
Bruce Irvin,7021,ED,SEA,6,3,1.5,0,0,29,65.4,59.9,30.9,52.3,70.2,35.9,15.4,2,2,114,115,6.1,7,8
Melvin Ingram III,7024,ED,MIA,12,2,1.4,1,0,17,44.3,74.0,0.0,85.6,69.2,35.2,12.5,1,6,103,107,3.9,4,5
Chandler Jones,7027,ED,LV,13,8,2.2,1,1,23,53.5,64.5,66.6,61.5,67.7,40.0,19.4,6,2,236,238,4.7,11,17
Bobby Wagner,7050,LB,LA,13,27,2.8,0,0,26,79.3,90.7,86.7,73.6,91.1,91.1,1.5,1,1,311,323,7.7,24,39
Lavonte David,7060,LB,TB,12,15,3.6,0,0,30,88.8,84.1,59.7,66.1,71.5,72.7,9.5,4,1,295,303,5.1,15,23
Vinny Curry,7061,ED,NYJ,7,3,3.1,0,0,22,60.0,50.3,46.8,60.0,47.5,35.6,23.1,3,1,66,68,7.6,5,7
Casey Hayward Jr.,7064,CB,ATL,6,0,24.0,0,0,2,65.6,64.7,83.4,,55.2,33.7,25.0,1,0,115,119,0.9,1,3
