player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Braxton Jones,60092,T,CHI,12,0,6,85.1,100.0,131,34.6,131,76.8,3,100.0,379,379,66.2,100.0,204,53.8,204
Chris Lindstrom,46692,G,ATL,12,0,2,78.2,100.0,102,27.3,102,91.3,0,100.0,374,374,92.1,100.0,253,67.6,253
Drew Dalman,52270,C,ATL,12,0,2,56.7,100.0,102,27.3,102,67.0,1,100.0,374,374,70.5,100.0,253,67.6,253
Jake Matthews,8641,T,ATL,12,0,2,60.1,100.0,102,27.3,102,68.8,1,100.0,374,374,71.7,100.0,253,67.6,253
Kaleb McGary,46912,T,ATL,12,0,2,69.5,100.0,102,27.3,102,86.5,2,100.0,374,374,82.9,100.0,253,67.6,253
Sam Mustipher,13026,C,CHI,12,0,6,70.1,100.0,128,34.4,128,69.4,0,100.0,372,372,69.3,100.0,200,53.8,200
Jason Kelce,6343,C,PHI,11,0,24,71.7,100.0,112,32.1,112,85.1,0,100.0,349,349,86.2,100.0,174,49.9,174
Cole Kmet,60995,TE,CHI,12,0,6,62.6,100.0,122,35.0,122,66.8,4,99.4,349,351,71.4,100.0,185,53.0,185
Charles Leno Jr.,8880,T,WAS,12,0,32,68.3,100.0,131,37.6,131,57.6,0,100.0,348,348,55.6,100.0,174,50.0,174
Andrew Norwell,9126,G,WAS,12,0,32,66.5,100.0,131,37.8,131,59.4,1,100.0,347,347,56.9,100.0,173,49.9,173
Tyler Smith,98385,T,DAL,11,0,9,60.7,100.0,131,38.6,131,64.8,3,100.0,339,339,62.5,100.0,163,48.1,163
Terence Steele,39461,T,DAL,11,0,9,61.4,100.0,131,39.0,131,81.7,1,100.0,336,336,84.0,100.0,160,47.6,160
Tyler Biadasz,41178,C,DAL,11,0,9,54.3,100.0,131,39.0,131,61.0,1,100.0,336,336,65.5,100.0,160,47.6,160
