player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Charles Leno Jr.,8880,T,WAS,6,0,32,85.2,0,9,266,100.0,100.0,97.2,0,12,3,287,287,75.8,0,8,118,100.0,100.0,94.1,11,3,129,129
Andrew Norwell,9126,G,WAS,6,1,32,66.1,2,7,264,100.0,100.0,96.8,3,13,4,285,285,52.5,1,5,116,100.0,100.0,94.0,10,4,127,127
D.J. Humphries,9457,T,ARZ,5,0,1,77.2,1,8,236,100.0,100.0,98.1,2,9,0,254,254,77.1,0,4,83,100.0,100.0,97.6,4,0,91,91
Kelvin Beachum,7229,T,ARZ,5,0,1,69.0,3,12,229,100.0,100.0,95.4,2,18,3,247,247,57.1,3,6,77,100.0,100.0,91.6,11,2,85,85
Connor McGovern,10778,C,NYJ,5,0,22,71.3,2,3,230,100.0,100.0,98.5,2,6,1,243,243,66.7,1,2,112,100.0,100.0,97.8,4,1,117,117
Laken Tomlinson,9461,G,NYJ,5,1,22,56.7,0,15,230,100.0,100.0,96.7,1,15,0,243,243,47.0,0,13,112,100.0,100.0,94.2,13,0,117,117
Alijah Vera-Tucker,57107,G,NYJ,5,0,22,64.7,3,10,230,100.0,100.0,96.7,0,14,1,243,243,75.0,3,6,112,100.0,100.0,96.0,9,0,117,117
Will Hernandez,46180,G,ARZ,5,0,1,73.3,1,5,225,100.0,100.0,98.2,0,7,1,241,241,62.1,1,4,76,100.0,100.0,96.7,5,0,83,83
La'el Collins,9719,T,CIN,5,0,7,42.7,2,6,223,100.0,100.0,97.3,2,10,2,237,237,44.9,0,3,87,100.0,100.0,96.0,5,2,95,95
Ted Karras,10855,C,CIN,5,0,7,68.3,1,8,223,100.0,100.0,97.5,0,10,1,237,237,62.6,1,5,87,100.0,100.0,95.4,7,1,95,95
Cordell Volson,30614,G,CIN,5,1,7,55.0,4,6,223,100.0,100.0,96.4,2,13,3,237,237,73.6,1,2,87,100.0,100.0,97.1,4,1,95,95
Alex Cappa,66578,G,CIN,5,0,7,69.7,3,2,223,100.0,100.0,98.0,0,7,2,237,237,68.7,2,1,87,100.0,100.0,96.0,5,2,95,95
Dion Dawkins,11818,T,BUF,5,0,4,81.8,1,7,228,100.0,100.0,97.8,1,9,1,235,235,81.6,1,3,92,100.0,100.0,97.8,4,0,95,95
