player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Steven Nelson,9531,CB,HST,12,0,13,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.3,1,394,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Tony Brown,49255,CB,IND,1,0,14,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,50.0,1,2,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Logan Ryan,7864,S,TB,5,0,30,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.7,1,141,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Michael Davis,12040,CB,LAC,9,0,27,0,1,0,0,1,0,100.0,3,2,50.0,1,1,0,0,1.1,3,268,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Jamal Adams,11761,S,SEA,1,0,29,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,11.1,1,9,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Emmanuel Moseley,50430,CB,SF,5,0,28,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.5,1,190,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
J.T. Gray,51495,S,NO,5,0,20,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,10.5,2,19,1,50.0,0,0,0,0,100.0,2,1,50.0,1,0,0,1,0,0
Sauce Gardner,100903,CB,NYJ,12,0,22,1,1,0,1,1,0,100.0,2,2,50.0,0,0,0,0,0.4,2,448,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Zyon Gilbert,55891,CB,NYG,1,0,21,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,2.6,1,38,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Martin Emerson,97872,CB,CLV,12,0,8,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,0.6,2,339,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Justin Simmons,10732,S,DEN,7,0,10,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.4,1,264,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Cobie Durant,79126,CB,LA,3,0,26,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,3.7,2,54,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Nate Hobbs,55948,CB,LV,7,0,23,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.7,2,269,1,50.0,0,0,0,0,100.0,2,1,50.0,1,1,0,1,1,0
Nick Cross,97514,S,IND,3,0,14,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.5,1,66,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
William Jackson III,10658,CB,WAS,4,0,32,0,2,0,0,2,0,100.0,2,2,50.0,0,0,0,0,1.7,2,119,2,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jalen Mills,10867,CB,NE,10,0,19,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0.4,1,277,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Da'Shawn Hand,48386,DI,TEN,1,0,31,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,100.0,1,1,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Andrew Wingard,49268,S,JAX,5,0,15,1,2,0,1,1,0,66.7,2,2,50.0,0,0,0,0,3.9,3,76,3,50.0,0,0,1,0,33.3,1,1,50.0,0,0,0,0,0,0
Jeffrey Okudah,55674,CB,DET,11,0,11,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.3,1,350,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Trayvon Mullen,41968,CB,ARZ,5,0,1,1,0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,1.4,1,69,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Keion Crossen,49454,CB,MIA,10,0,17,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.7,1,144,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Anthony Walker,11916,LB,CLV,3,0,8,0,7,0,0,4,0,44.4,4,4,50.0,0,1,1,0,12.3,9,73,7,38.9,0,0,3,0,55.6,5,3,30.0,0,0,0,0,1,1
Kerby Joseph,83239,S,DET,9,0,11,1,2,0,1,1,0,75.0,3,2,33.3,0,0,0,0,1.3,4,314,3,37.5,0,0,1,0,25.0,1,1,50.0,0,0,0,0,0,0
Marlon Humphrey,11771,CB,BLT,12,0,3,1,2,0,0,1,0,60.0,6,2,25.0,1,1,0,0,2.2,10,457,5,35.0,0,1,1,0,40.0,4,3,50.0,1,1,0,2,2,0
Cameron Sutton,11850,CB,PIT,11,0,25,0,2,0,0,2,1,100.0,3,2,33.3,0,0,0,1,0.8,3,393,2,33.3,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Benjamin St-Juste,56061,CB,WAS,11,0,32,1,1,0,1,0,0,50.0,3,1,16.7,0,0,0,0,1.6,6,368,3,33.3,0,0,1,0,50.0,3,2,50.0,1,1,0,1,1,0
Rasul Douglas,11854,CB,GB,13,0,12,0,0,0,0,0,0,66.7,2,0,0.0,0,0,0,0,0.8,3,374,1,33.3,0,0,0,0,33.3,1,1,100.0,1,1,0,1,1,0
Demetrius Flannigan-Fowles,49231,LB,SF,6,0,28,0,0,0,0,0,0,66.7,2,1,50.0,1,1,0,0,8.8,3,34,1,33.3,0,0,0,0,33.3,1,0,0.0,0,0,0,1,1,0
Damien Wilson,9560,LB,CAR,9,0,5,0,1,0,0,1,0,66.7,4,1,12.5,0,0,0,0,11.8,8,68,3,31.3,0,0,0,0,33.3,2,1,50.0,1,1,0,2,2,0
Rashad Fenton,49329,CB,ATL,6,0,2,0,3,0,0,0,0,0.0,0,0,,0,0,0,1,2.2,5,226,3,30.0,0,0,3,1,100.0,5,3,30.0,0,0,0,0,0,0
Tracy Walker,51266,S,DET,3,0,11,0,1,0,0,0,0,60.0,3,1,33.3,1,1,0,0,5.4,5,93,2,30.0,0,0,1,0,40.0,2,1,25.0,0,0,0,1,1,0
Jake Hansen,43645,LB,HST,6,0,13,0,1,0,0,0,0,75.0,3,1,33.3,1,0,0,1,15.2,5,33,2,30.0,0,0,0,0,25.0,1,0,0.0,0,0,0,1,0,0
Chad Muma,75818,LB,JAX,8,0,15,0,1,0,0,0,0,60.0,3,1,33.3,1,1,0,0,6.1,6,98,2,25.0,0,0,1,0,40.0,2,1,25.0,0,0,0,1,1,0
Jalen Ramsey,10639,CB,LA,13,0,26,0,3,0,0,2,0,57.1,8,2,12.5,0,0,0,0,2.9,14,476,5,25.0,0,0,1,0,42.9,6,3,41.7,2,2,0,2,2,0
Josh Blackwell,55589,CB,CHI,2,0,6,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,7.4,2,27,1,25.0,0,0,0,0,100.0,1,0,0.0,0,0,0,0,0,0
Geno Stone,55967,S,BLT,11,0,3,0,2,0,0,2,1,75.0,3,2,33.3,0,0,0,1,1.4,4,280,2,25.0,0,0,0,0,25.0,1,0,0.0,0,0,0,0,0,0
Siran Neal,27130,CB,BUF,5,0,4,1,0,0,1,0,0,50.0,1,1,50.0,0,0,0,0,5.4,2,37,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Dane Jackson,32989,CB,BUF,11,0,4,0,1,0,0,1,0,100.0,2,1,25.0,0,0,0,0,0.5,2,403,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Patrick Surtain II,83119,CB,DEN,12,0,10,0,1,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0.5,2,437,1,25.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Elijah Campbell,49190,S,MIA,6,0,17,1,0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,8.3,2,24,1,25.0,0,1,0,0,50.0,1,1,50.0,0,0,0,0,0,0
Joshua Williams,156083,CB,KC,9,0,16,0,2,0,0,1,1,75.0,3,1,16.7,0,0,0,1,1.8,4,220,2,25.0,0,0,1,0,25.0,1,1,50.0,0,0,0,0,0,0
John Johnson III,11847,S,CLV,12,0,8,0,0,0,0,0,0,100.0,4,1,25.0,1,1,0,0,1.0,4,415,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Kevin Pierre-Louis,8767,LB,HST,2,0,13,0,1,0,0,1,0,50.0,1,1,50.0,0,0,0,0,10.5,2,19,1,25.0,0,0,0,0,50.0,1,0,0.0,0,0,0,0,0,0
Josh Jones,11816,S,SEA,11,0,29,1,1,0,0,0,0,0.0,0,0,,0,0,0,0,1.7,4,230,2,25.0,0,1,1,0,100.0,4,2,25.0,0,0,0,0,0,0
Nik Needham,50356,CB,MIA,6,0,17,0,2,0,0,2,0,100.0,4,2,25.0,0,0,0,0,2.3,4,177,2,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
A.J. Green,50394,CB,CLV,8,0,8,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,3.0,2,66,1,25.0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,0,0
Tyrel Dodson,51045,LB,BUF,6,1,4,0,4,1,0,1,0,50.0,5,2,30.0,1,1,0,0,9.0,12,133,5,25.0,0,0,2,0,50.0,5,2,20.0,0,0,0,1,1,0
Michael Jackson,50437,CB,SEA,12,0,29,1,0,0,1,0,0,100.0,2,1,25.0,0,0,0,0,0.5,2,417,1,25.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Elandon Roberts,10848,LB,MIA,12,0,17,1,2,0,0,1,0,56.3,9,2,16.7,1,1,0,0,8.6,19,222,6,23.7,0,0,1,0,43.8,7,2,21.4,1,1,0,3,2,0
James Houston IV,57810,ED,DET,2,0,11,1,0,0,0,0,0,6.7,1,1,100.0,1,1,0,0,100.0,15,15,4,23.3,0,1,0,0,93.3,14,3,17.9,2,2,0,3,3,0
Derwin James,51368,S,LAC,12,0,27,1,3,0,0,2,0,42.3,11,4,27.3,2,2,0,0,6.2,26,417,8,23.1,0,1,1,0,57.7,15,4,20.0,2,2,0,4,4,0
Donovan Wilson,49408,S,DAL,12,0,9,3,2,0,2,2,1,58.3,14,6,28.6,2,2,0,1,6.1,24,396,8,22.9,0,1,0,0,41.7,10,2,15.0,1,1,0,3,3,0
Coby Bryant,55088,CB,SEA,12,0,29,2,1,0,2,0,0,54.5,6,3,33.3,1,1,0,0,3.1,11,350,4,22.7,0,0,1,0,45.5,5,1,10.0,0,0,0,1,1,0
T.J. Edwards,30737,LB,PHI,12,1,24,2,6,0,1,4,0,54.5,12,6,29.2,1,1,0,0,5.1,22,430,9,22.7,1,1,2,0,45.5,10,3,15.0,0,0,0,1,1,0
Isaiah Pola-Mao,60781,S,LV,4,0,23,1,1,0,1,0,0,66.7,6,2,25.0,1,1,0,0,24.3,9,37,3,22.2,0,0,1,0,33.3,3,1,16.7,0,0,0,1,1,0
Desmond King II,11906,CB,HST,12,0,13,1,3,0,1,0,0,22.2,2,1,25.0,0,0,0,0,2.9,9,312,4,22.2,0,0,3,0,77.8,7,3,21.4,0,0,0,0,0,0
Chauncey Gardner-Johnson,49371,S,PHI,11,0,24,1,1,0,1,0,0,33.3,3,2,50.0,1,1,0,0,2.3,9,397,3,22.2,0,0,1,0,66.7,6,1,8.3,0,0,0,1,1,0
Jevon Holland,83873,S,MIA,12,0,17,0,4,0,0,2,1,44.4,8,2,12.5,0,0,0,2,3.7,18,486,6,22.2,0,0,2,1,55.6,10,4,30.0,2,2,0,2,2,0
Adrian Amos,9575,S,GB,13,0,12,2,2,0,2,1,0,44.4,4,3,37.5,0,0,0,0,2.3,9,389,4,22.2,0,0,1,0,55.6,5,1,10.0,0,0,0,0,0,0
Quincy Williams,49779,LB,NYJ,10,0,22,3,2,0,0,1,0,45.0,9,3,27.8,2,1,0,0,7.5,21,280,7,21.4,0,3,1,0,55.0,11,4,18.2,0,0,0,2,1,0
Jason Pinnock,56144,S,NYG,5,0,21,0,5,0,0,3,0,47.6,10,3,15.0,0,0,0,1,18.3,21,115,7,21.4,0,0,2,1,52.4,11,4,27.3,2,2,1,2,2,1
Deion Jones,10686,LB,CLV,6,0,8,0,1,0,0,1,0,57.1,4,2,37.5,1,1,0,0,6.5,7,108,2,21.4,0,0,0,0,42.9,3,0,0.0,0,0,0,1,1,0
Christian Kirksey,8706,LB,HST,12,0,13,3,8,0,3,3,0,47.4,18,8,27.8,2,1,0,0,10.3,40,387,14,21.3,0,0,5,0,52.6,20,6,17.5,1,1,0,3,2,0
Chris Harris Jr.,6457,CB,NO,8,0,20,0,5,0,0,3,0,58.8,10,3,15.0,0,0,0,0,7.6,17,224,6,20.6,0,0,2,0,41.2,7,3,28.6,1,1,0,1,1,0
L'Jarius Sneed,40588,CB,KC,12,0,16,1,12,0,1,4,0,51.0,26,8,21.2,3,3,0,2,10.8,51,473,17,20.6,0,0,8,2,49.0,25,9,20.0,1,0,0,4,3,0
