player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Nick Niemann,43500,LB,LAC,5,7,,7.0,27,0,39.6,0,1,0,0,0,0.0
Innis Gaines,44443,CB,GB,2,6,,3.0,12,0,39.6,0,2,0,0,0,0.0
P.J. Locke,51189,S,DEN,3,7,,7.0,10,0,39.6,0,1,0,0,0,0.0
Sione Takitaki,12666,LB,CLV,2,3,,3.0,8,1,0.0,0,1,0,0,0,0.0
Cameron Sutton,11850,CB,DET,6,9,,9.0,11,0,39.6,0,1,0,0,0,0.0
Jakorian Bennett,129496,CB,LV,4,8,,8.0,23,0,39.6,0,1,0,0,0,0.0
Denzel Perryman,9481,LB,HST,4,4,,4.0,13,0,39.6,0,1,0,0,0,0.0
Jaylon Jones,124328,CB,IND,2,2,,2.0,14,0,39.6,0,1,0,0,0,0.0
Jeff Okudah,55674,CB,ATL,6,12,,12.0,2,0,39.6,0,1,0,0,0,0.0
Ka'dar Hollman,49446,CB,HST,1,1,,1.0,13,0,39.6,0,1,0,0,0,0.0
Ambry Thomas,56058,CB,SF,1,2,,2.0,28,0,39.6,0,1,0,0,0,0.0
Derrek Pitts,60785,CB,TB,1,1,,1.0,30,0,39.6,0,1,0,0,0,0.0
Charvarius Ward,43034,CB,SF,2,3,,3.0,28,0,39.6,0,1,0,0,0,0.0
Ugo Amadi,49352,CB,NO,4,14,,7.0,20,0,39.6,0,2,0,0,0,0.0
Jaylon Johnson,56259,CB,CHI,4,11,,11.0,6,0,39.6,0,1,0,0,0,0.0
DeAndre Houston-Carson,10819,S,HST,4,12,,12.0,13,0,39.6,0,1,0,0,0,0.0
Josh Woods,49023,LB,ARZ,7,14,,14.0,1,0,39.6,0,1,0,0,0,0.0
Terell Smith,83302,CB,CHI,1,2,,2.0,6,0,39.6,0,1,0,0,0,0.0
Craig James,26360,CB,NYJ,1,5,,5.0,22,0,39.6,0,1,0,0,0,0.0
Percy Butler,83271,S,WAS,9,46,,46.0,32,0,39.6,0,1,0,0,0,0.0
Andrew Van Ginkel,30267,ED,MIA,8,21,,21.0,17,0,39.6,0,1,0,0,0,0.0
Duron Harmon,7872,S,CHI,2,5,,5.0,6,0,39.6,0,1,0,0,0,0.0
Juanyeh Thomas,76655,S,DAL,3,15,,7.5,9,0,39.6,0,2,0,0,0,0.0
Damontae Kazee,11904,S,PIT,7,17,,8.5,25,0,39.6,0,2,0,0,0,0.0
Clark Phillips III,131871,CB,ATL,1,10,,5.0,2,0,39.6,0,2,0,0,0,0.0
Ji'Ayir Brown,129767,S,SF,4,5,,5.0,28,0,39.6,0,1,0,0,0,0.0
Parry Nickerson,50511,CB,MIA,3,42,42.0,14.0,17,0,42.4,1,3,0,6,1,0.14
Antoine Winfield Jr.,42475,S,TB,9,40,40.0,13.3,30,0,54.9,1,3,0,18,22,0.45
Andre Chachere,51194,S,ARZ,6,36,36.0,12.0,1,0,56.3,1,3,0,19,8,0.53
Zach Cunningham,11812,LB,PHI,8,36,36.0,9.0,24,0,39.6,1,4,0,11,7,0.31
Jaquan Brisker,101665,S,CHI,8,35,35.0,17.5,6,0,95.8,1,2,0,45,7,1.29
Tashaun Gipson Sr.,7288,S,SF,9,69,34.5,17.3,28,0,56.3,2,4,0,6,1,0.09
Rodney Thomas II,108389,S,IND,8,34,34.0,34.0,14,0,118.8,1,1,0,48,23,1.41
Terrell Edmunds,51334,S,TEN,8,33,33.0,11.0,31,0,56.3,1,3,0,19,0,0.58
Eddie Jackson,11867,S,CHI,5,32,32.0,32.0,6,0,118.8,1,1,0,13,6,0.41
Alex Singleton,9994,LB,DEN,9,30,30.0,10.0,10,0,42.4,1,3,0,8,5,0.27
