player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Wyatt Teller,46131,G,CLV,9,0,8,67.7,100.0,147,49.3,147,68.0,0,100.0,298,298,70.6,100.0,124,41.6,124
Matthew Bergeron,99658,G,ATL,10,0,2,50.1,100.0,97,33.0,97,56.9,0,100.0,294,294,64.3,100.0,181,61.6,181
Drew Dalman,52270,C,ATL,10,1,2,74.0,100.0,97,33.0,97,89.6,1,100.0,294,294,88.7,100.0,181,61.6,181
Jake Matthews,8641,T,ATL,10,0,2,67.4,100.0,97,33.0,97,66.6,1,100.0,294,294,67.3,100.0,181,61.6,181
Chris Lindstrom,46692,G,ATL,10,0,2,65.1,100.0,97,33.0,97,85.0,1,100.0,294,294,89.6,100.0,181,61.6,181
John Simpson,41715,G,BLT,10,0,3,59.7,100.0,144,50.2,144,57.6,0,100.0,287,287,64.1,100.0,110,38.3,110
Ethan Pocic,11813,C,CLV,9,0,8,70.4,100.0,143,50.5,143,71.5,1,100.0,283,283,71.8,100.0,116,41.0,116
Penei Sewell,81788,T,DET,9,1,11,76.1,100.0,120,42.9,120,83.3,1,100.0,280,280,79.3,100.0,132,47.1,132
Kaleb McGary,46912,T,ATL,10,1,2,60.2,100.0,94,34.1,94,70.9,2,100.0,276,276,75.4,100.0,170,61.6,170
Kevin Zeitler,7032,G,BLT,10,0,3,57.0,100.0,140,50.9,140,61.9,0,100.0,275,275,66.6,100.0,104,37.8,104
Erik McCoy,37347,C,NO,10,1,20,84.3,100.0,108,39.4,108,90.0,1,100.0,274,274,85.7,100.0,133,48.5,133
Darnell Wright,98480,T,CHI,10,0,6,66.6,100.0,99,36.4,99,66.2,3,100.0,272,272,64.5,100.0,135,49.6,135
Quenton Nelson,12954,G,IND,10,0,14,54.7,100.0,78,28.9,78,56.7,0,100.0,270,270,58.7,100.0,180,66.7,180
Jason Kelce,6343,C,PHI,9,0,24,73.9,100.0,75,27.9,75,83.7,0,100.0,269,269,80.8,100.0,147,54.6,147
Jordan Mailata,66916,T,PHI,9,1,24,41.7,100.0,75,27.9,75,81.4,1,100.0,269,269,94.1,100.0,147,54.6,147
Spencer Burford,81920,G,SF,9,0,28,66.7,100.0,77,29.2,77,61.4,2,100.0,264,264,55.0,100.0,143,54.2,143
Alec Pierce,78038,WR,IND,10,0,14,72.9,100.0,76,28.8,76,56.8,0,100.0,264,264,65.6,100.0,178,67.4,178
Joel Bitonio,8670,G,CLV,8,0,8,55.6,100.0,127,48.3,127,60.3,1,100.0,263,263,72.7,100.0,113,43.0,113
Cody Whitehair,10690,G,CHI,10,0,6,53.7,100.0,96,36.6,96,41.8,0,100.0,262,262,33.7,100.0,127,48.5,127
Michael Pittman Jr.,29049,WR,IND,10,0,14,64.5,100.0,75,28.7,75,53.3,1,100.0,261,261,56.5,100.0,179,68.6,179
Colton McKivitz,29314,T,SF,9,1,28,54.2,100.0,76,29.2,76,54.3,1,100.0,260,260,53.8,100.0,141,54.2,141
Will Fries,41530,G,IND,10,0,14,72.4,100.0,77,29.6,77,63.8,2,100.0,260,260,62.4,100.0,175,67.3,175
Jared Goff,10635,QB,DET,9,0,11,60.2,100.0,120,46.3,120,60.2,0,93.5,259,277,60.0,99.2,130,50.2,131
Landon Dickerson,41712,G,PHI,9,2,24,64.4,100.0,72,28.2,72,70.8,4,100.0,255,255,74.1,100.0,137,53.7,137
DeVonta Smith,61100,WR,PHI,9,0,24,57.5,100.0,67,26.5,67,52.4,0,100.0,253,253,67.7,100.0,147,58.1,147
Lane Johnson,7786,T,PHI,9,0,24,63.9,100.0,67,26.7,67,73.6,0,100.0,251,251,74.6,100.0,141,56.2,141
Jedrick Wills Jr.,58467,T,CLV,8,0,8,66.9,100.0,124,49.6,124,54.5,1,100.0,250,250,41.1,100.0,102,40.8,102
Paris Johnson Jr.,129749,T,ARZ,10,2,1,47.1,100.0,102,40.8,102,47.4,3,100.0,250,250,48.5,100.0,118,47.2,118
