player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Stefon Diggs,9579,WR,BUF,10,11.0,15,73.0,52.9,9,17,0,3.9,3,43,4,1,82.7,81.7,84.2,,84.5,0.0,0,2,55,0.0,0,390,3,73,93.8,366,36.4,142,114.1,100,7,62.1,242,868,266,3.6,11.9,2.37
Ja'Marr Chase,84270,WR,CIN,9,9.1,13,71.9,38.5,5,13,0,4.2,3,45,7,1,80.3,48.8,85.2,,85.6,0.0,0,1,64,0.0,0,391,0,69,95.4,373,26.1,102,110.6,96,5,73.4,287,821,376,5.4,11.9,2.2
Davante Adams,8688,WR,LV,10,11.4,4,60.0,31.6,6,19,0,5.0,3,37,23,0,82.0,80.1,78.6,,79.5,0.0,0,5,42,0.0,0,345,1,57,94.2,325,17.1,59,69.6,95,3,82.6,285,659,196,3.4,11.6,2.03
Chris Olave,84355,WR,NO,10,14.7,1,59.6,37.5,6,16,0,3.4,2,34,20,0,81.6,80.0,78.3,,78.7,0.0,0,3,45,0.0,0,392,1,56,95.7,375,39.5,155,78.2,94,3,59.4,233,657,215,3.8,11.7,1.75
Tyreek Hill,10799,WR,MIA,9,11.4,15,73.4,45.5,5,11,0,8.0,6,50,17,1,63.7,49.1,93.0,,93.1,1.4,4,2,69,0.0,0,284,2,69,95.8,272,37.7,107,130.4,94,8,60.2,171,1075,409,5.9,15.6,3.95
Keenan Allen,7857,WR,LAC,9,10.0,6,78.5,45.5,5,11,0,1.4,1,41,27,1,90.4,49.6,88.6,77.5,89.9,0.0,0,1,42,0.8,3,379,1,73,92.1,349,62.3,236,123.8,93,6,37.2,141,895,298,4.1,12.3,2.56
Michael Pittman Jr.,29049,WR,IND,10,8.3,3,71.7,50.0,8,16,0,2.9,2,28,14,1,90.3,47.2,71.5,70.4,73.5,2.3,9,6,75,0.5,2,400,6,66,92.8,371,25.5,102,76.2,92,3,72.3,289,677,311,4.7,10.3,1.82
T.J. Hockenson,40912,TE,MIN,10,7.0,6,77.2,27.8,5,18,0,6.6,5,38,18,1,70.1,48.5,79.1,66.5,82.1,52.2,204,1,29,5.4,21,391,2,71,90.0,352,36.3,142,107.2,92,4,11.5,45,682,273,3.8,9.6,1.94
Puka Nacua,100632,WR,LA,9,9.1,6,70.3,37.5,6,16,0,8.6,6,41,26,1,61.8,47.4,82.6,62.5,81.8,0.0,0,1,37,0.8,3,353,2,64,92.9,328,34.0,120,101.3,91,2,66.0,233,827,312,4.9,12.9,2.52
Garrett Wilson,97405,WR,NYJ,9,11.1,9,61.1,39.1,9,23,0,5.2,3,27,22,1,67.6,42.0,78.8,,78.4,0.0,0,3,68,0.0,0,368,1,55,95.1,350,30.2,111,76.3,90,2,69.8,257,642,207,3.8,11.7,1.83
A.J. Brown,48327,WR,PHI,9,13.3,13,75.3,55.0,11,20,0,1.5,1,46,24,0,90.3,81.3,91.8,62.3,91.9,0.3,1,2,59,0.3,1,349,1,67,94.8,331,21.8,76,125.0,89,6,77.9,272,1005,322,4.8,15.0,3.04
CeeDee Lamb,61570,WR,DAL,9,11.0,11,79.1,63.6,7,11,0,1.4,1,42,9,2,90.3,48.9,90.7,,91.2,0.3,1,0,49,0.0,0,341,3,68,94.1,321,63.3,216,129.4,86,4,35.2,120,975,336,4.9,14.3,3.04
Adam Thielen,8288,WR,CAR,9,7.1,3,80.0,33.3,2,6,0,1.4,1,38,5,0,90.3,81.2,79.6,43.8,81.6,0.0,0,0,31,0.7,3,406,2,68,92.6,376,70.7,287,114.3,85,4,28.1,114,652,248,3.6,9.6,1.73
Amon-Ra St. Brown,84470,WR,DET,8,7.9,8,78.3,62.5,10,16,0,3.0,2,38,11,1,79.1,48.7,88.5,65.6,88.5,0.0,0,3,46,0.3,1,309,1,65,95.1,294,52.1,161,108.9,83,4,46.9,145,821,319,4.9,12.6,2.79
Terry McLaurin,48229,WR,WAS,10,11.3,3,66.2,53.3,8,15,0,5.6,3,29,32,0,79.3,79.3,72.3,,71.8,0.0,0,1,36,0.0,0,423,0,51,94.8,401,16.5,70,93.0,77,2,83.5,353,601,182,3.6,11.8,1.5
Marquise Brown,61568,WR,ARZ,10,12.0,5,55.8,28.6,4,14,1,4.4,2,28,1,0,76.5,78.9,69.9,,71.2,0.0,0,2,41,0.0,0,376,3,43,92.0,346,20.2,76,80.4,77,4,79.5,299,468,134,3.1,10.9,1.35
Travis Kelce,7844,TE,KC,8,7.0,6,81.4,33.3,4,12,2,3.4,2,30,16,0,82.8,80.3,84.2,70.6,90.1,25.8,70,2,53,3.3,9,271,6,57,90.8,246,51.7,140,109.3,70,4,20.7,56,597,274,4.8,10.5,2.43
DJ Moore,48267,WR,CHI,10,12.7,12,74.3,61.1,11,18,1,1.9,1,36,6,1,86.9,38.3,84.5,,83.7,0.0,0,2,58,0.0,0,363,2,52,97.0,352,17.6,64,123.3,70,5,82.1,298,796,355,6.8,15.3,2.26
DeAndre Hopkins,7808,WR,TEN,9,16.0,2,55.1,30.0,3,10,0,7.3,3,28,31,0,64.5,77.9,78.5,,78.7,0.0,0,4,61,0.0,0,294,2,38,91.2,268,21.8,64,74.0,69,3,76.9,226,591,136,3.6,15.6,2.21
Christian Kirk,47546,WR,JAX,9,10.0,6,73.1,33.3,2,6,0,5.8,3,27,15,2,70.9,25.6,71.4,75.7,72.5,0.0,0,2,45,0.3,1,334,0,49,93.7,313,71.6,239,104.4,67,3,27.5,92,626,207,4.2,12.8,2.0
