player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Geno Smith,7820,QB,SEA,9,126,8.7,0,29,1,2,15.1,20.6,90.5,5.6,0,5,11,19,26,126,114,7,28,50,5,2,22.2,39.7,2,4.0,1.6
Daniel Jones,39395,QB,NYG,9,116,14.7,0,21,4,10,16.4,28.4,78.4,3.4,0,20,17,19,33,116,91,4,19,20,20,2,16.4,17.2,6,17.2,1.7
C.J. Stroud,129759,QB,HST,9,116,12.1,0,13,4,5,27.6,11.2,88.8,0.9,0,14,14,32,13,116,103,1,21,26,14,11,18.1,22.4,5,12.1,9.5
Deshaun Watson,11767,QB,CLV,7,106,17.9,0,8,3,6,18.9,21.7,81.1,4.7,0,16,19,20,23,106,86,5,17,21,16,1,16.0,19.8,7,15.1,0.9
Caleb Williams,144622,QB,CHI,8,97,12.4,0,6,2,9,13.4,29.9,77.3,5.2,0,19,12,13,29,97,75,5,14,21,19,5,14.4,21.6,8,19.6,5.2
Bo Nix,97790,QB,DEN,9,94,12.8,0,10,4,14,11.7,14.9,59.6,12.8,0,28,12,11,14,94,56,12,6,14,28,4,6.4,14.9,10,29.8,4.3
Kirk Cousins,7102,QB,ATL,9,90,14.4,0,2,1,2,21.1,17.8,90.0,5.6,0,4,13,19,16,90,81,5,23,20,4,1,25.6,22.2,1,4.4,1.1
Brock Purdy,77672,QB,SF,8,89,13.5,0,28,3,9,20.2,14.6,73.0,5.6,0,22,12,18,13,89,65,5,14,21,22,2,15.7,23.6,10,24.7,2.2
Jalen Hurts,40291,QB,PHI,8,86,12.8,0,24,3,5,22.1,22.1,83.7,3.5,0,11,11,19,19,86,72,3,14,18,11,1,16.3,20.9,3,12.8,1.2
Joe Burrow,28022,QB,CIN,9,85,11.8,0,7,2,4,23.5,18.8,88.2,5.9,0,6,10,20,16,85,75,5,18,19,6,3,21.2,22.4,0,7.1,3.5
Dak Prescott,10769,QB,DAL,8,84,14.3,0,9,2,4,10.7,26.2,88.1,1.2,0,10,12,9,22,84,74,1,18,23,10,1,21.4,27.4,4,11.9,1.2
Sam Darnold,29048,QB,MIN,8,83,24.1,0,18,1,4,18.1,19.3,81.9,7.2,0,10,20,15,16,83,68,6,20,9,10,1,24.1,10.8,5,12.0,1.2
Lamar Jackson,46416,QB,BLT,9,81,6.2,0,3,1,8,9.9,17.3,77.8,7.4,0,13,5,8,14,81,63,6,17,27,13,4,21.0,33.3,4,16.0,4.9
Matthew Stafford,4924,QB,LA,8,81,12.3,0,26,1,1,28.4,29.6,90.1,7.4,0,3,10,23,24,81,73,6,15,16,3,1,18.5,19.8,1,3.7,1.2
Jayden Daniels,97993,QB,WAS,9,80,6.3,0,32,1,8,18.8,25.0,73.8,12.5,0,12,5,15,20,80,59,10,12,16,12,2,15.0,20.0,3,15.0,2.5
Aaron Rodgers,2241,QB,NYJ,9,79,12.7,0,22,9,2,11.4,27.8,72.2,10.1,0,15,10,9,22,79,57,8,13,14,15,0,16.5,17.7,4,19.0,0.0
Patrick Mahomes,11765,QB,KC,8,78,5.1,0,16,5,11,7.7,32.1,73.1,5.1,0,21,4,6,25,78,57,4,15,13,21,2,19.2,16.7,5,26.9,2.6
Josh Allen,46601,QB,BUF,9,77,20.8,0,4,2,8,15.6,16.9,79.2,3.9,0,15,16,12,13,77,61,3,19,11,15,1,24.7,14.3,5,19.5,1.3
Baker Mayfield,46518,QB,TB,9,76,22.4,0,30,0,8,23.7,7.9,80.3,6.6,0,10,17,18,6,76,61,5,10,18,10,1,13.2,23.7,2,13.2,1.3
Gardner Minshew,41401,QB,LV,8,76,10.5,0,23,4,3,19.7,26.3,78.9,5.3,0,12,8,15,20,76,60,4,6,16,12,3,7.9,21.1,5,15.8,3.9
Jacoby Brissett,10725,QB,NE,6,75,21.3,0,19,0,3,13.3,28.0,89.3,4.0,0,6,16,10,21,75,67,3,20,11,6,1,26.7,14.7,3,8.0,1.3
Trevor Lawrence,77632,QB,JAX,9,75,10.7,0,15,2,4,13.3,26.7,82.7,6.7,0,9,8,10,20,75,62,5,10,22,9,1,13.3,29.3,3,12.0,1.3
Justin Herbert,28237,QB,LAC,8,74,14.9,0,27,1,2,27.0,17.6,85.1,8.1,0,5,11,20,13,74,63,6,14,11,5,3,18.9,14.9,2,6.8,4.1
Kyler Murray,38334,QB,ARZ,9,71,15.5,0,1,3,3,12.7,21.1,84.5,5.6,0,9,11,9,15,71,60,4,16,14,9,0,22.5,19.7,3,12.7,0.0
Jared Goff,10635,QB,DET,8,69,11.6,0,11,0,4,23.2,24.6,84.1,11.6,0,5,8,16,17,69,58,8,11,8,5,1,15.9,11.6,1,7.2,1.4
Jordan Love,40306,QB,GB,7,64,20.3,0,12,2,5,14.1,28.1,79.7,10.9,0,7,13,9,18,64,51,7,12,10,7,0,18.8,15.6,0,10.9,0.0
Justin Fields,82118,QB,PIT,6,64,6.3,0,25,2,6,15.6,14.1,75.0,6.3,0,14,4,10,9,64,48,4,10,16,14,3,15.6,25.0,6,21.9,4.7
Drake Maye,143969,QB,NE,5,53,17.0,0,19,2,4,20.8,26.4,84.9,0.0,0,8,9,11,14,53,45,0,14,10,8,0,26.4,18.9,2,15.1,0.0
Will Levis,83542,QB,TEN,5,51,9.8,0,31,2,2,23.5,19.6,84.3,2.0,0,8,5,12,10,51,43,1,9,17,8,1,17.6,33.3,4,15.7,2.0
Derek Carr,8671,QB,NO,6,47,19.1,0,20,0,0,19.1,19.1,89.4,4.3,0,2,9,9,9,47,42,2,14,7,2,3,29.8,14.9,2,4.3,6.4
Mason Rudolph,46569,QB,TEN,4,45,20.0,0,31,0,2,17.8,22.2,91.1,4.4,0,2,9,8,10,45,41,2,5,19,2,2,11.1,42.2,0,4.4,4.4
Andy Dalton,6187,QB,CAR,6,38,10.5,0,5,1,3,13.2,21.1,81.6,5.3,0,5,4,5,8,38,31,2,7,9,5,3,18.4,23.7,1,13.2,7.9
Anthony Richardson,124393,QB,IND,6,38,13.2,0,14,2,3,2.6,28.9,76.3,5.3,0,7,5,1,11,38,29,2,8,10,7,0,21.1,26.3,2,18.4,0.0
Bryce Young,123943,QB,CAR,6,37,8.1,0,5,0,3,13.5,37.8,75.7,13.5,0,7,3,5,14,37,28,5,8,3,7,0,21.6,8.1,4,18.9,0.0
Joe Flacco,4332,QB,IND,4,36,8.3,0,14,1,0,25.0,11.1,86.1,8.3,0,2,3,9,4,36,31,3,9,11,2,0,25.0,30.6,1,5.6,0.0
Spencer Rattler,97408,QB,NO,3,34,5.9,0,20,0,1,11.8,35.3,82.4,5.9,0,6,2,4,12,34,28,2,4,11,6,1,11.8,32.4,5,17.6,2.9
Jameis Winston,9434,QB,CLV,4,25,8.0,0,8,0,3,16.0,28.0,72.0,12.0,0,5,2,4,7,25,18,3,4,5,5,0,16.0,20.0,2,20.0,0.0
Tyler Huntley,46448,QB,MIA,3,23,0.0,0,17,1,1,8.7,21.7,78.3,-8.7,0,4,0,2,5,23,18,-2,7,5,4,4,30.4,21.7,2,17.4,17.4
Aidan O'Connell,60516,QB,LV,4,23,17.4,0,23,0,3,30.4,8.7,82.6,4.3,0,3,4,7,2,23,19,1,2,6,3,1,8.7,26.1,0,13.0,4.3
Russell Wilson,7077,QB,PIT,2,22,18.2,0,25,2,1,18.2,27.3,77.3,13.6,0,4,4,4,6,22,17,3,2,7,4,0,9.1,31.8,1,18.2,0.0
Tua Tagovailoa,60326,QB,MIA,4,17,0.0,0,17,1,1,29.4,11.8,82.4,5.9,0,3,0,5,2,17,14,1,2,7,3,0,11.8,41.2,1,17.6,0.0
Jake Haener,60596,QB,NO,4,15,13.3,0,20,0,0,13.3,33.3,93.3,6.7,0,1,2,2,5,15,14,1,1,3,1,1,6.7,20.0,1,6.7,6.7
Malik Willis,60341,QB,GB,4,12,0.0,0,12,0,0,25.0,8.3,58.3,8.3,0,4,0,3,1,12,7,1,2,1,4,0,16.7,8.3,4,33.3,0.0
Skylar Thompson,60417,QB,MIA,2,11,18.2,0,17,0,0,18.2,36.4,90.9,0.0,0,2,2,2,4,11,10,0,2,3,2,0,18.2,27.3,2,18.2,0.0
Dorian Thompson-Robinson,83574,QB,CLV,1,9,0.0,0,8,0,2,0.0,33.3,66.7,11.1,0,2,0,0,3,9,6,1,0,1,2,2,0.0,11.1,0,22.2,22.2
Desmond Ridder,55086,QB,LV,1,8,0.0,0,23,0,0,0.0,75.0,100.0,0.0,0,1,0,0,6,8,8,0,2,1,1,0,25.0,12.5,1,12.5,0.0
Cooper Rush,12324,QB,DAL,3,7,0.0,0,9,0,0,42.9,14.3,100.0,0.0,0,0,0,3,1,7,7,0,2,2,0,0,28.6,28.6,0,0.0,0.0
Tim Boyle,21956,QB,MIA,2,6,16.7,0,17,1,0,33.3,0.0,66.7,16.7,0,1,1,2,0,6,4,1,0,0,1,1,0.0,0.0,0,16.7,16.7
Marcus Mariota,9435,QB,WAS,2,5,20.0,0,32,0,1,20.0,40.0,80.0,0.0,0,1,1,1,2,5,4,0,1,0,1,0,20.0,0.0,0,20.0,0.0
Mac Jones,60323,QB,JAX,2,3,33.3,0,15,0,0,0.0,33.3,66.7,33.3,0,0,1,0,1,3,2,1,1,0,0,0,33.3,0.0,0,0.0,0.0
