player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,DI,MIA,8,5,2.2,0,0,17,62.0,83.4,86.2,72.5,79.4,36.8,13.8,4,0,105,107,13.3,14,20
Brandon Graham,5538,ED,PHI,8,3,1.0,0,1,24,62.7,78.0,56.3,67.5,81.4,60.0,0.0,0,1,91,95,5.5,5,7
Jerry Hughes,5556,ED,HST,4,1,,0,0,13,60.1,42.5,80.3,50.0,43.4,69.6,0.0,0,0,20,20,0.0,0,0
Linval Joseph,5571,DI,DAL,8,3,8.2,0,0,9,69.1,46.7,48.4,87.1,30.1,52.2,11.1,1,1,89,91,1.1,1,5
Von Miller,6154,ED,BUF,5,1,4.0,0,0,4,63.2,71.4,34.5,71.6,63.1,75.6,0.0,0,1,25,25,4.0,1,1
Cameron Jordan,6176,ED,NO,9,3,1.5,0,0,20,64.5,49.0,86.2,49.3,47.5,47.7,16.7,1,0,90,93,2.2,2,2
Cameron Heyward,6183,DI,PIT,8,3,2.8,0,0,25,60.0,91.0,83.6,87.9,84.4,78.1,0.0,0,0,130,133,14.6,19,24
Lawrence Guy Sr.,6385,DI,CIN,4,2,,0,0,7,,51.1,80.2,52.5,52.7,25.2,33.3,1,0,48,49,0.0,0,0
Nick Bellore,6515,LB,WAS,2,0,,0,0,32,79.4,90.2,68.9,,63.2,73.2,,0,0,3,3,0.0,0,0
Stephon Gilmore,7016,CB,MIN,8,0,4.8,0,1,18,58.2,61.8,85.1,,77.4,70.5,33.3,2,3,143,148,0.7,1,4
Bobby Wagner,7050,LB,WAS,9,15,4.0,0,0,32,57.9,85.6,83.2,85.8,91.8,82.8,5.3,3,0,222,225,9.9,22,39
Lavonte David,7060,LB,TB,9,7,3.0,0,1,30,58.9,66.0,83.2,74.7,67.1,40.3,15.2,5,1,208,216,7.2,15,21
Demario Davis,7079,LB,NO,8,14,3.8,0,0,20,59.2,61.1,48.9,51.3,67.0,51.2,12.2,5,2,190,196,7.9,15,22
Rodney McLeod,7271,S,CLV,9,4,5.6,0,0,8,52.4,54.1,81.6,53.0,60.7,63.9,14.3,2,0,137,139,2.2,3,8
Harrison Smith,7641,S,MIN,8,1,8.2,0,0,18,56.6,61.2,87.3,60.9,71.0,64.3,14.3,2,0,158,163,2.5,4,11
Darius Slay,7817,CB,PHI,7,3,7.7,1,1,24,72.2,70.3,34.1,,62.7,67.3,10.0,1,1,126,132,2.4,3,6
Johnathan Hankins,7830,DI,SEA,9,5,2.6,1,0,29,60.0,33.6,18.9,53.1,36.4,29.8,16.0,4,3,156,165,6.4,10,16
Tyrann Mathieu,7850,S,NO,9,6,7.2,0,1,20,58.0,57.9,84.8,51.2,58.1,40.4,27.3,6,0,166,173,1.8,3,10
