player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,BLT,9,168,33,14,49.7,523,0,1052,0,2,33,607,71.4,21,45,3,2,78,60.9,91.6,8.2,,90.1,65.4,91.0,56.8,87,2,93,9,90,205,0,0,10,177,11,1052,607,3.61,6.3,1.03,90
Kyren Williams,97118,HB,LA,8,161,19,2,7.8,47,0,602,1,4,19,401,31.6,10,42,26,2,81,62.6,66.2,85.8,,54.6,56.2,68.5,58.0,30,0,116,20,192,181,0,0,24,181,8,602,401,2.49,3.7,0.6,74
Josh Jacobs,45953,HB,GB,9,158,33,7,27.0,206,0,762,0,6,33,590,82.3,20,35,12,2,74,61.2,83.9,43.6,,33.6,67.7,86.9,54.5,38,1,128,19,161,181,0,0,23,177,3,762,590,3.73,4.8,0.8,83
Saquon Barkley,45791,HB,PHI,8,157,29,12,43.6,403,0,925,2,7,29,534,69.2,23,35,24,1,60,75.9,79.2,46.0,,70.5,65.8,79.8,58.8,65,1,146,20,165,204,0,0,23,177,6,925,534,3.4,5.9,0.88,91
Alvin Kamara,11822,HB,NO,9,150,22,8,22.3,147,0,660,4,3,22,386,32.8,16,39,20,1,30,77.8,73.2,85.5,,37.3,64.4,76.3,57.1,24,0,367,46,201,171,0,0,61,196,6,660,386,2.57,4.4,1.83,113
James Conner,11860,HB,ARZ,9,147,47,9,23.6,157,0,664,1,13,47,535,131.5,22,43,1,3,102,43.0,81.7,86.2,,66.2,50.5,86.2,63.3,22,0,167,19,138,173,0,0,23,166,4,664,535,3.64,4.5,1.21,43
Tony Pollard,27126,HB,TEN,8,142,23,7,27.3,170,1,622,2,4,23,538,61.6,18,29,31,0,80,90.3,81.2,44.5,,70.8,62.9,83.1,81.9,41,1,135,24,172,167,0,0,31,166,3,622,538,3.79,4.4,0.78,56
Najee Harris,57121,HB,PIT,8,136,36,8,33.1,196,0,592,3,5,36,445,87.7,16,27,25,0,40,90.1,78.7,83.5,,77.8,54.7,79.8,67.1,36,0,152,17,116,163,0,0,22,153,2,592,445,3.27,4.4,1.31,96
Bijan Robinson,123126,HB,ATL,9,135,31,7,21.5,136,0,632,1,12,31,401,73.8,13,31,2,0,23,90.2,91.2,86.1,,49.6,90.3,90.6,85.9,28,1,303,38,192,146,0,0,41,173,4,632,401,2.97,4.7,1.58,110
Jordan Mason,62946,HB,SF,8,134,32,10,36.1,247,0,685,0,3,32,448,81.3,19,31,28,2,37,54.8,72.6,85.1,,44.5,54.5,75.8,67.1,38,0,86,10,152,155,0,0,12,144,3,685,448,3.34,5.1,0.57,96
