player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Shaq Mason,9564,G,HST,9,100.0,0,13,61.9,63.9,58.6,5,12,365,100.0,100.0,96.6,3,21,4,627,0,0,0,627,389,389,627,0,238,0
Joel Bitonio,8670,G,CLV,9,100.0,0,8,66.3,64.4,66.9,3,18,408,100.0,100.0,96.9,6,23,2,625,0,598,27,625,437,437,0,0,188,0
Charles Cross,98401,T,SEA,9,100.0,2,29,84.6,80.4,82.9,3,22,385,100.0,100.0,96.5,5,26,1,618,0,0,616,618,427,427,0,2,191,0
Laken Tomlinson,9461,G,SEA,9,100.0,1,29,68.0,66.1,68.4,6,11,385,100.0,100.0,97.3,4,19,2,618,0,618,0,618,427,427,0,0,191,0
Connor Williams,46216,C,SEA,9,100.0,0,29,63.9,62.3,71.0,3,6,385,100.0,100.0,98.3,8,11,2,618,618,0,0,618,427,427,0,0,191,0
Jermaine Eluemunor,11914,T,NYG,9,100.0,3,21,61.6,67.0,59.3,7,11,355,100.0,100.0,96.9,8,20,2,611,0,0,0,611,386,386,0,610,225,1
Jon Runyan,36661,G,NYG,9,100.0,1,21,56.6,62.1,51.4,2,16,355,100.0,100.0,97.2,2,19,1,611,0,610,0,611,386,386,0,0,225,1
Greg Van Roten,7746,G,NYG,9,100.0,0,21,66.5,60.8,68.3,4,14,355,100.0,100.0,96.9,3,20,2,611,0,0,1,611,386,386,610,0,225,0
John Michael Schmitz Jr.,55238,C,NYG,9,100.0,0,21,58.0,45.4,61.8,4,13,355,100.0,100.0,97.3,1,18,1,611,611,0,0,611,386,386,0,0,225,0
Elgton Jenkins,46298,G,GB,9,100.0,0,12,60.2,83.0,54.9,1,7,308,100.0,100.0,98.7,5,8,0,601,72,527,0,601,328,328,0,2,273,0
Rasheed Walker,81798,T,GB,9,100.0,1,12,63.1,80.0,45.6,1,16,308,100.0,100.0,96.6,7,19,2,601,0,1,600,601,328,328,0,0,273,0
Zach Tom,55443,T,GB,9,100.0,3,12,83.3,81.9,84.6,2,8,308,100.0,100.0,98.1,5,11,1,600,0,1,0,600,328,328,1,598,272,0
Daniel Faalele,81734,G,BLT,9,100.0,1,3,62.2,68.1,58.1,1,15,292,100.0,100.0,96.9,4,17,1,595,0,0,0,595,318,318,595,0,277,0
Trevor Penning,59963,T,NO,9,100.0,1,20,56.4,52.2,62.5,1,19,328,100.0,100.0,96.3,8,22,2,594,0,0,0,594,352,352,0,593,242,1
