player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Amen Ogbongbemiga,42449,LB,CHI,2,0,6,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,9.1,1,11,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Kevin Byard,10698,S,CHI,8,0,6,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.4,1,275,1,100.0,0,0,0,0,100.0,1,1,100.0,1,1,0,1,1,0
Jake Hummel,57879,LB,LA,2,0,26,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,7.7,1,13,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Tarheeb Still,129537,CB,LAC,5,0,27,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,1.1,2,187,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
D.J. Reed,26940,CB,NYJ,7,0,22,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,2,229,1,50.0,0,0,0,0,100.0,2,1,50.0,1,1,0,1,1,0
Matthew Adams,38526,LB,NYG,1,0,21,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,100.0,1,1,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
L'Jarius Sneed,40588,CB,TEN,5,0,31,0,1,0,0,0,0,0.0,0,0,,0,0,0,1,0.6,1,156,1,50.0,0,0,1,1,100.0,1,1,50.0,0,0,0,0,0,0
Jarius Monroe,103580,S,NYJ,2,0,22,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,9.1,1,11,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Nazeeh Johnson,42553,CB,KC,6,0,16,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,1.1,1,88,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Elijah Campbell,49190,S,MIA,3,0,17,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,7.7,1,13,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Chris Lammons,49368,CB,IND,3,0,14,0,0,0,0,0,0,100.0,2,1,50.0,1,1,0,0,3.2,2,63,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Marshon Lattimore,11766,CB,NO,7,0,20,0,2,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0.8,2,243,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Juan Thornhill,50426,S,CLV,4,0,8,1,0,0,0,0,0,0.0,0,0,,0,0,0,0,0.9,1,112,1,50.0,0,1,0,0,100.0,1,1,50.0,0,0,0,0,0,0
Mike Jackson,50437,CB,CAR,9,0,5,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.3,1,293,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
J.T. Gray,51495,S,NO,4,0,20,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,4.8,1,21,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
