player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Nick Niemann,43500,LB,LAC,5,7,,7.0,27,0,39.6,0,1,0,0,0,0.0
Derrek Pitts,60785,CB,TB,1,1,,1.0,30,0,39.6,0,1,0,0,0,0.0
Clark Phillips III,131871,CB,ATL,1,10,,5.0,2,0,39.6,0,2,0,0,0,0.0
Sione Takitaki,12666,LB,CLV,2,3,,3.0,8,1,0.0,0,1,0,0,0,0.0
Damontae Kazee,11904,S,PIT,9,29,,14.5,25,0,39.6,0,2,0,0,0,0.0
Denzel Perryman,9481,LB,HST,4,4,,4.0,13,0,39.6,0,1,0,0,0,0.0
Cameron Sutton,11850,CB,DET,8,12,,6.0,11,0,39.6,0,2,0,0,0,0.0
Jeff Okudah,55674,CB,ATL,7,13,,6.5,2,0,39.6,0,2,0,0,0,0.0
Terell Smith,83302,CB,CHI,2,3,,3.0,6,0,39.6,0,1,0,0,0,0.0
Ambry Thomas,56058,CB,SF,3,5,,5.0,28,0,39.6,0,1,0,0,0,0.0
Jaylon Johnson,56259,CB,CHI,5,13,,13.0,6,0,39.6,0,1,0,0,0,0.0
Tyler Matakevich,10880,LB,BUF,1,1,,1.0,4,0,39.6,0,1,0,0,0,0.0
Baron Browning,58095,ED,DEN,2,1,,1.0,10,0,39.6,0,1,0,0,0,0.0
Kamu Grugier-Hill,10842,LB,CAR,6,18,,18.0,5,1,0.0,0,1,0,0,0,0.0
Charvarius Ward,43034,CB,SF,4,5,,2.5,28,0,39.6,0,2,0,0,0,0.0
Isaiah Pola-Mao,60781,S,LV,2,6,,6.0,23,0,39.6,0,1,0,0,0,0.0
Ji'Ayir Brown,129767,S,SF,5,10,,5.0,28,1,0.0,0,2,0,0,0,0.0
Jakorian Bennett,129496,CB,LV,4,8,,8.0,23,0,39.6,0,1,0,0,0,0.0
Jaylon Jones,124328,CB,IND,2,2,,2.0,14,0,39.6,0,1,0,0,0,0.0
Innis Gaines,44443,CB,GB,2,6,,3.0,12,0,39.6,0,2,0,0,0,0.0
Josh Woods,49023,LB,ARZ,8,14,,14.0,1,0,39.6,0,1,0,0,0,0.0
Ka'dar Hollman,49446,CB,HST,1,1,,1.0,13,0,39.6,0,1,0,0,0,0.0
Duron Harmon,7872,S,CHI,2,5,,5.0,6,0,39.6,0,1,0,0,0,0.0
P.J. Locke,51189,S,DEN,4,11,,11.0,10,0,39.6,0,1,0,0,0,0.0
Craig James,26360,CB,NYJ,1,5,,5.0,22,0,39.6,0,1,0,0,0,0.0
Percy Butler,83271,S,WAS,11,64,64.0,21.3,32,0,42.4,1,3,0,3,0,0.05
Parry Nickerson,50511,CB,MIA,3,42,42.0,14.0,17,0,42.4,1,3,0,6,1,0.14
Eddie Jackson,11867,S,CHI,7,39,39.0,39.0,6,0,118.8,1,1,0,13,6,0.33
Andre Chachere,51194,S,ARZ,6,36,36.0,12.0,1,0,56.3,1,3,0,19,8,0.53
Alex Singleton,9994,LB,DEN,11,36,36.0,9.0,10,0,39.6,1,4,0,8,5,0.22
Terrell Edmunds,51334,S,TEN,9,34,34.0,11.3,31,0,56.3,1,3,0,19,0,0.56
Tashaun Gipson Sr.,7288,S,SF,11,84,28.0,14.0,28,0,56.3,3,6,0,9,7,0.11
Antoine Winfield Jr.,42475,S,TB,11,55,27.5,13.8,30,0,67.7,2,4,0,23,22,0.42
Germaine Pratt,29407,LB,CIN,9,27,27.0,27.0,7,0,100.0,1,1,0,8,7,0.3
Darrick Forrest,55087,S,WAS,5,27,27.0,13.5,32,0,56.3,1,2,0,2,4,0.07
Elijah Hicks,55584,S,CHI,7,25,25.0,12.5,6,0,95.8,1,2,1,3,0,0.12
Fabian Moreau,11836,CB,DEN,8,24,24.0,24.0,10,0,104.2,1,1,0,9,12,0.38
Justin Reid,49048,S,KC,11,96,24.0,9.6,16,1,12.1,4,10,0,39,23,0.41
DeAndre Houston-Carson,10819,S,HST,6,23,23.0,11.5,13,0,56.3,1,2,0,2,1,0.09
Theo Jackson,62919,S,MIN,6,23,23.0,23.0,18,0,100.0,1,1,0,8,0,0.35
Jessie Bates III,49162,S,ATL,11,45,22.5,11.3,2,1,36.5,2,4,0,31,12,0.69
Zach Cunningham,11812,LB,PHI,10,42,21.0,8.4,24,0,56.3,2,5,0,25,15,0.6
Taylor Rapp,51172,S,BUF,7,20,20.0,10.0,4,0,58.3,1,2,0,7,11,0.35
Jason Pinnock,56144,S,NYG,12,59,19.7,8.4,21,0,89.9,3,7,1,19,12,0.32
Marcus Williams,11797,S,BLT,5,39,19.5,7.8,3,0,87.5,2,5,1,6,8,0.15
Jalen Pitre,57737,S,HST,9,39,19.5,7.8,13,0,47.9,2,5,0,13,3,0.33
Rodney Thomas II,108389,S,IND,9,39,19.5,19.5,14,0,158.3,2,2,1,49,23,1.26
Jordan Whitehead,49196,S,NYJ,11,97,19.4,12.1,22,1,106.3,5,8,1,130,94,1.34
Alex Highsmith,43507,ED,PIT,9,19,19.0,9.5,25,1,16.7,1,2,0,0,3,0.0
Jalen Mills,10867,S,NE,11,57,19.0,6.3,19,0,42.4,3,9,0,23,22,0.4
Marcus Epps,51391,S,LV,11,56,18.7,14.0,23,0,105.2,3,4,0,39,16,0.7
DaRon Bland,56158,CB,DAL,9,70,17.5,6.4,9,2,5.3,4,11,0,16,22,0.23
Daryl Worley,10711,S,BLT,2,17,17.0,8.5,3,0,68.8,1,2,0,12,2,0.71
Kendall Fuller,10718,CB,WAS,9,17,17.0,8.5,32,0,60.4,1,2,0,8,-1,0.47
Mykal Walker,57834,LB,PIT,2,17,17.0,8.5,25,0,56.3,1,2,0,5,2,0.29
Leighton Vander Esch,50950,LB,DAL,5,17,17.0,17.0,9,0,104.2,1,1,0,9,2,0.53
Cam Lewis,49395,S,BUF,6,33,16.5,11.0,4,0,78.5,2,3,0,15,2,0.45
Michael Carter II,60644,CB,NYJ,9,227,16.2,10.3,22,0,88.8,14,22,1,98,52,0.43
Justin Simmons,10732,S,DEN,8,48,16.0,9.6,10,0,128.3,3,5,2,44,0,0.92
Tyrique Stevenson,97562,CB,CHI,7,16,16.0,16.0,6,0,118.8,1,1,0,32,13,2.0
Budda Baker,11791,S,ARZ,7,32,16.0,8.0,1,0,116.7,2,4,1,32,10,1.0
Azeez Al-Shaair,49792,LB,TEN,9,16,16.0,16.0,31,0,95.8,1,1,0,7,1,0.44
Bryan Cook,55940,S,KC,11,79,15.8,9.9,16,0,140.6,5,8,1,90,52,1.14
Ugo Amadi,49352,CB,NO,5,15,15.0,5.0,20,0,42.4,1,3,0,4,8,0.27
Brandon Stephens,45644,CB,BLT,7,15,15.0,7.5,3,0,89.6,1,2,0,22,4,1.47
Roquan Smith,50892,LB,BLT,12,30,15.0,10.0,3,0,78.5,2,3,0,15,13,0.5
Akayleb Evans,65033,CB,MIN,7,15,15.0,7.5,18,0,72.9,1,2,0,14,7,0.93
Dee Delaney,31078,CB,TB,5,30,15.0,15.0,30,0,89.6,2,2,0,11,10,0.37
Tyrel Dodson,51045,LB,BUF,7,15,15.0,15.0,4,0,87.5,1,1,0,5,-1,0.33
Xavier Woods,11946,S,CAR,8,44,14.7,8.8,5,0,72.9,3,5,0,25,19,0.57
De'Vondre Campbell,10749,LB,GB,7,44,14.7,8.8,12,0,76.3,3,5,0,29,21,0.66
Patrick Peterson,6157,CB,PIT,11,103,14.7,8.6,25,0,87.8,7,12,0,107,61,1.04
Jaquan Brisker,101665,S,CHI,10,42,14.0,8.4,6,0,99.6,3,5,0,57,7,1.36
Tyson Campbell,83217,CB,JAX,5,14,14.0,14.0,15,0,118.8,1,1,0,14,7,1.0
Donovan Wilson,49408,S,DAL,10,42,14.0,14.0,9,0,118.8,3,3,0,41,26,0.98
