player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Josh Jacobs,45953,HB,LV,12,220,28,5,20.8,160,0,771,5,8,28,518,33.2,9,32,23,3,109,59.0,64.9,25.1,60.0,47.7,50.7,70.3,55.5,63,2,280,35,224,257,0,0,50,255,6,771,518,2.35,3.5,1.25,95
Travis Etienne Jr.,57185,HB,JAX,11,194,44,8,25.2,183,0,726,3,14,44,544,70.7,16,38,15,0,107,90.7,71.1,59.2,,61.9,68.4,70.1,69.9,35,1,312,36,264,226,0,0,43,230,7,726,544,2.8,3.7,1.18,80
Christian McCaffrey,11763,HB,SF,11,193,45,11,30.5,287,0,940,0,4,45,632,66.6,25,56,28,3,69,56.6,90.4,88.6,,22.6,91.3,87.9,34.5,65,0,389,48,272,240,0,0,54,241,11,940,632,3.27,4.9,1.43,115
Tony Pollard,27126,HB,DAL,12,180,26,10,28.6,211,0,737,2,5,26,518,40.2,16,39,9,3,93,53.0,69.0,88.9,,82.3,51.5,72.9,47.0,31,0,248,42,284,212,0,0,49,222,5,737,518,2.88,4.1,0.87,81
Derrick Henry,10679,HB,TEN,11,177,38,11,32.8,244,0,743,0,2,38,583,66.9,15,38,31,0,79,90.6,90.3,83.8,66.0,84.0,78.4,86.6,58.0,63,0,163,20,120,201,0,0,21,197,6,743,583,3.29,4.2,1.36,97
Saquon Barkley,45791,HB,NYG,9,165,21,10,36.4,254,0,698,2,4,21,507,39.8,17,31,21,1,69,77.6,68.4,88.1,,64.2,63.0,68.5,56.4,36,0,168,28,203,198,0,0,38,193,1,698,507,3.07,4.2,0.83,92
D'Andre Swift,57212,HB,PHI,11,161,33,9,31.3,241,0,770,1,8,33,420,54.8,14,36,24,3,46,48.2,63.7,53.9,,33.5,54.7,69.0,54.9,43,1,201,34,218,205,0,0,38,195,4,770,420,2.61,4.8,0.92,112
Joe Mixon,11803,HB,CIN,11,161,21,3,9.2,57,1,621,3,6,21,410,35.4,16,38,7,0,97,90.4,65.0,22.6,,39.7,61.3,68.4,61.3,22,2,232,33,254,183,0,0,38,194,4,621,410,2.55,3.9,0.91,62
Isiah Pacheco,83747,HB,KC,11,158,28,8,28.0,187,0,669,0,8,28,432,52.4,14,40,16,0,61,90.4,79.1,88.7,,57.1,71.3,79.0,60.6,48,0,196,30,198,175,0,0,34,188,5,669,432,2.73,4.2,0.99,93
Alexander Mattison,45817,HB,MIN,12,158,31,6,17.2,102,0,594,5,3,31,424,49.3,14,24,18,3,56,47.7,60.1,87.7,,57.1,44.8,66.1,43.3,21,0,174,27,243,181,0,0,38,185,0,594,424,2.68,3.8,0.72,100
Rachaad White,131633,HB,TB,11,156,27,3,12.3,69,0,559,0,18,27,420,60.9,13,30,30,1,65,77.8,72.6,58.2,,68.7,65.2,75.3,51.4,38,1,364,43,303,181,0,0,46,199,4,559,420,2.69,3.6,1.2,85
Brian Robinson,57120,HB,WAS,12,153,32,7,23.3,142,0,610,3,9,32,445,65.5,17,39,32,3,46,45.3,74.2,89.4,,59.6,67.6,73.8,66.8,29,0,325,29,195,169,0,0,33,182,5,610,445,2.91,4.0,1.67,103
James Cook,83666,HB,BUF,12,153,19,6,22.7,166,0,731,3,9,19,445,43.8,21,36,4,2,94,61.0,72.0,88.7,,23.9,55.6,80.4,57.8,42,0,309,33,224,168,0,0,38,186,1,731,445,2.91,4.8,1.38,48
Raheem Mostert,9783,HB,MIA,11,151,40,11,35.8,281,0,785,1,11,40,528,104.3,23,42,17,4,48,29.7,84.6,87.4,,71.3,50.5,91.1,59.2,49,0,158,20,210,189,0,0,24,171,13,785,528,3.5,5.2,0.75,99
Kenneth Walker III,97199,HB,SEA,10,149,33,7,30.8,189,0,613,1,12,33,425,77.3,12,28,29,0,38,90.2,74.9,12.0,,39.9,69.7,76.3,59.2,45,2,173,17,134,162,0,0,20,166,6,613,425,2.85,4.1,1.29,101
Rhamondre Stevenson,98689,HB,NE,11,147,25,3,16.2,94,0,580,4,8,25,413,50.4,10,33,19,0,77,90.3,72.2,87.3,,72.7,51.4,80.2,29.2,64,0,238,37,245,166,0,0,47,184,4,580,413,2.81,3.9,0.97,61
Jerome Ford,83601,HB,CLV,11,145,28,6,35.7,224,0,628,7,5,28,445,58.9,16,25,8,1,79,75.2,65.7,89.0,,45.8,41.6,75.1,68.0,69,0,163,27,222,164,0,0,40,172,3,628,445,3.07,4.3,0.73,62
Najee Harris,57121,HB,PIT,11,143,29,11,37.6,225,0,598,2,9,29,443,72.7,15,29,25,1,55,57.6,68.9,85.7,,52.6,54.7,71.4,60.5,25,0,116,19,150,174,0,0,24,162,4,598,443,3.1,4.2,0.77,80
Bijan Robinson,123126,HB,ATL,11,141,34,7,22.5,158,0,703,4,6,34,444,72.8,23,38,2,2,41,43.5,66.4,56.6,,49.8,55.8,74.1,44.0,38,1,240,32,266,174,0,0,46,173,3,703,444,3.15,5.0,0.9,97
Zack Moss,40341,HB,IND,10,141,29,7,30.1,202,0,672,3,4,29,444,65.4,17,34,14,0,38,90.1,70.8,88.6,,62.0,53.9,73.8,57.3,56,0,138,18,154,162,0,0,22,159,5,672,444,3.15,4.8,0.9,103
Gus Edwards,46027,HB,BLT,12,141,19,6,23.9,141,0,590,0,0,19,377,33.6,11,38,3,1,75,72.9,75.9,86.7,,55.3,49.3,79.4,57.3,42,2,130,10,124,181,0,0,10,151,10,590,377,2.67,4.2,1.05,62
Javonte Williams,77803,HB,DEN,10,140,23,9,27.0,145,0,538,2,2,23,384,41.3,15,24,10,0,70,90.2,62.9,82.7,,28.2,62.4,64.0,58.8,21,1,131,26,96,169,0,0,31,166,0,538,384,2.74,3.8,1.36,67
Tyler Allgeier,83639,HB,ATL,11,135,26,2,8.8,41,0,466,0,4,26,400,60.5,11,30,2,0,42,90.0,75.1,81.0,,89.1,74.0,71.2,52.0,22,0,83,12,80,153,0,0,16,147,3,466,400,2.96,3.5,1.04,91
David Montgomery,45719,HB,DET,8,133,32,7,30.7,199,0,648,1,3,32,417,77.8,12,36,11,2,66,53.2,87.0,26.6,,61.7,64.4,87.2,60.0,75,1,88,8,99,142,0,0,11,141,9,648,417,3.14,4.9,0.89,67
AJ Dillon,57165,HB,GB,11,131,13,3,16.1,72,0,448,1,7,13,360,36.6,6,23,12,0,62,90.0,72.0,87.4,,57.7,67.0,72.5,56.8,40,0,184,19,181,151,0,0,23,150,1,448,360,2.75,3.4,1.02,67
Breece Hall,97636,HB,NYJ,11,124,22,6,45.5,259,0,569,4,13,22,407,70.9,10,19,22,2,59,56.8,71.6,86.0,,69.4,74.4,68.5,58.9,83,0,320,38,195,142,0,0,46,162,2,569,407,3.28,4.6,1.64,64
Devin Singletary,40485,HB,HST,11,120,17,4,16.2,79,0,489,1,1,17,350,38.0,13,18,13,0,55,90.0,63.4,86.4,69.5,28.2,52.6,67.8,77.6,22,0,113,18,197,142,0,0,22,138,2,489,350,2.92,4.1,0.57,62
Alvin Kamara,11822,HB,NO,8,119,14,4,14.0,64,0,457,2,11,14,285,34.6,10,28,20,0,45,90.1,73.5,86.5,,26.3,78.5,74.3,56.0,17,0,355,54,193,141,0,0,61,173,2,457,285,2.39,3.8,1.84,72
Chuba Hubbard,57373,HB,CAR,11,118,23,4,16.6,75,0,453,0,6,23,366,61.6,9,29,5,1,47,77.3,70.1,87.3,,57.6,59.6,74.1,44.0,21,0,165,28,204,125,0,0,32,146,2,453,366,3.1,3.8,0.81,70
Jalen Hurts,40291,QB,PHI,11,81,13,0,0.0,0,0,185,0,0,4,71,4.3,11,49,24,6,11,56.5,83.0,60.0,81.9,,,70.4,60.0,24,3,0,0,0,322,222,33,0,81,11,407,251,2.2,3.6,,11
Dameon Pierce,83659,HB,HST,8,114,22,2,9.1,31,0,341,0,1,22,274,44.6,8,13,13,0,41,89.0,70.7,82.7,,85.6,68.1,68.0,55.5,16,0,88,10,88,126,0,0,13,124,1,341,274,2.4,3.0,1.0,72
Kyren Williams,97118,HB,LA,7,113,23,6,29.2,175,0,599,3,2,23,408,68.4,10,32,26,1,71,71.6,79.7,42.8,,61.0,48.7,90.2,58.6,56,1,166,19,209,121,0,0,29,132,6,599,408,3.61,5.3,0.79,41
Lamar Jackson,46416,QB,BLT,12,67,28,2,7.3,42,1,321,0,0,13,102,29.5,19,36,3,11,35,29.3,85.7,74.6,81.5,,,79.4,60.2,26,5,0,0,0,333,252,45,0,67,5,573,318,2.84,5.1,,14
Austin Ekeler,12164,HB,LAC,8,112,16,4,30.1,129,0,428,3,3,16,300,36.1,6,18,27,3,42,33.1,58.0,88.8,,45.3,46.7,63.8,56.3,55,0,287,29,204,121,0,0,40,141,4,428,300,2.68,3.8,1.41,69
Jahmyr Gibbs,122474,HB,DET,9,109,20,9,35.9,203,0,566,3,9,20,334,59.2,15,25,11,0,59,89.9,73.4,87.3,,27.1,69.0,76.2,57.8,35,0,278,41,217,132,0,0,50,150,5,566,334,3.06,5.2,1.28,45
James Conner,11860,HB,ARZ,8,104,32,6,26.8,141,0,526,0,2,32,386,106.9,16,26,1,0,50,88.6,81.9,86.3,,74.4,56.2,84.6,73.2,35,0,36,14,121,137,0,0,17,118,2,526,386,3.71,5.1,0.3,52
Jonathan Taylor,57488,HB,IND,7,100,17,3,20.0,83,0,414,1,3,17,312,53.8,10,24,14,0,37,88.2,70.9,85.9,,47.0,66.1,70.5,71.9,42,0,137,16,131,104,0,0,19,116,4,414,312,3.12,4.1,1.05,63
Miles Sanders,40555,HB,CAR,10,97,11,3,14.9,45,0,302,2,7,11,236,37.1,9,20,5,2,40,46.5,57.7,87.2,,25.5,72.1,54.8,38.7,15,0,120,21,162,105,0,0,30,118,1,302,236,2.43,3.1,0.74,56
Ezekiel Elliott,10638,HB,NE,11,95,9,1,4.5,17,0,377,0,3,9,248,27.2,7,25,19,1,46,45.3,71.9,84.7,,61.7,62.8,73.0,60.0,17,0,114,20,111,111,0,0,23,115,2,377,248,2.61,4.0,1.03,41
Jaylen Warren,98692,HB,PIT,11,93,36,8,37.3,202,1,542,4,18,36,381,170.2,18,26,25,2,32,47.8,77.9,88.5,,26.2,72.3,84.3,56.0,74,1,247,37,153,110,0,0,44,130,3,542,381,4.1,5.8,1.61,52
D'Onta Foreman,11844,HB,CHI,7,92,18,1,5.8,22,0,381,1,3,18,258,58.3,11,22,6,1,36,63.6,78.9,83.2,,54.0,58.0,80.9,56.2,22,1,55,9,76,113,0,0,12,101,4,381,258,2.8,4.1,0.72,55
Kareem Hunt,11841,HB,CLV,9,89,6,2,11.2,32,0,286,0,0,6,209,14.4,5,26,8,0,52,87.1,69.4,85.5,,70.3,60.6,69.1,66.5,16,0,59,9,86,102,0,0,12,98,6,286,209,2.35,3.2,0.69,33
Joshua Kelley,13750,HB,LAC,11,88,9,3,23.9,86,0,360,1,0,9,269,29.6,9,19,27,0,38,86.9,56.2,87.2,,39.1,40.7,64.6,59.3,49,0,17,5,135,103,0,0,7,93,2,360,269,3.06,4.1,0.13,47
Zach Charbonnet,97630,HB,SEA,11,86,11,3,15.2,56,1,368,1,5,11,252,42.6,13,27,29,0,25,87.7,71.6,87.6,,57.5,66.0,73.4,59.0,21,2,142,24,191,101,0,0,28,110,1,368,252,2.93,4.3,0.74,55
Justin Fields,82118,QB,CHI,8,52,15,0,0.0,0,0,188,0,0,8,118,34.9,15,24,6,7,17,28.7,73.8,25.2,67.0,,,83.0,60.1,29,5,0,0,0,205,208,26,0,52,1,396,226,2.9,5.1,,16
Khalil Herbert,41668,HB,CHI,7,73,18,4,28.7,95,0,331,0,4,18,227,78.6,6,15,6,1,25,59.6,77.6,85.3,,78.6,67.6,78.7,48.9,34,0,103,14,102,106,0,0,19,87,0,331,227,3.11,4.5,1.01,48
Joshua Dobbs,11890,QB,MIN,12,42,24,2,17.3,69,1,133,0,0,10,95,53.9,15,29,18,14,11,55.5,66.0,74.2,59.6,,58.9,83.8,60.6,44,5,0,0,1,308,267,30,0,42,6,400,295,4.1,5.6,0.0,9
Latavius Murray,7962,HB,BUF,12,70,6,2,17.9,50,0,280,2,2,6,158,21.0,6,24,4,0,46,85.8,70.6,33.7,,72.8,62.8,73.8,58.9,29,1,98,16,157,86,0,0,20,86,3,280,158,2.26,4.0,0.62,24
Aaron Jones,11937,HB,GB,7,67,8,0,0.0,0,0,237,5,6,8,171,41.5,1,10,12,2,25,32.1,59.4,86.0,,46.4,49.7,64.1,58.8,11,0,170,19,103,83,0,0,27,86,2,237,171,2.55,3.5,1.65,40
Justice Hill,45865,HB,BLT,11,66,13,3,20.7,60,0,290,0,4,13,182,57.2,8,16,3,1,27,58.4,66.7,86.8,,55.2,50.8,73.7,65.2,27,0,73,16,148,90,0,0,18,82,3,290,182,2.76,4.4,0.49,34
Rico Dowdle,40693,HB,DAL,12,63,12,2,14.6,38,0,261,0,7,12,193,78.7,6,13,9,0,23,85.8,69.1,82.7,,24.9,68.4,69.9,60.3,21,0,76,11,69,84,0,0,12,74,1,261,193,3.06,4.1,1.1,35
Royce Freeman,45747,HB,LA,5,63,17,3,18.2,53,0,292,0,0,17,201,86.1,7,16,26,0,33,84.3,79.1,82.8,,81.8,45.2,83.2,60.0,23,0,0,0,55,66,0,0,0,63,2,292,201,3.19,4.6,0.0,29
Josh Allen,46601,QB,BUF,12,27,12,0,0.0,0,0,72,0,0,0,22,0.0,12,32,4,4,6,71.4,91.4,74.9,89.5,,,82.5,60.0,23,7,0,0,0,273,266,35,0,27,9,338,157,2.53,5.5,,2
Cam Akers,57206,HB,MIN,7,60,9,1,11.4,19,0,167,0,2,9,141,36.4,4,12,18,0,33,84.8,69.7,79.9,60.0,71.2,76.4,66.0,71.2,19,0,70,11,46,67,0,0,12,71,2,167,141,2.35,2.8,1.52,25
Taysom Hill,12112,TE,NO,11,54,9,2,13.6,39,0,259,1,3,7,152,36.1,10,19,20,1,37,58.8,73.3,88.0,62.8,56.1,60.4,87.3,61.1,20,0,214,24,181,118,28,3,30,78,3,287,175,3.07,5.0,1.18,7
Kenneth Gainwell,77737,HB,PHI,10,57,7,2,19.3,39,0,202,1,5,7,142,39.9,5,11,24,2,22,29.2,50.4,88.1,,42.2,52.7,52.1,51.3,23,0,88,18,130,100,0,0,22,75,2,202,142,2.49,3.5,0.68,34
Roschon Johnson,99467,HB,CHI,10,54,9,1,12.6,29,1,230,1,3,9,122,35.2,6,12,6,1,19,56.1,66.3,86.6,,63.2,62.8,66.5,66.3,29,1,131,23,124,75,0,0,28,77,1,230,122,2.26,4.3,1.06,34
Patrick Mahomes,11765,QB,KC,11,17,8,0,0.0,0,0,-14,0,0,0,0,0.0,13,19,16,3,0,71.2,89.1,88.5,83.6,60.9,,86.5,60.6,25,4,0,0,0,231,319,36,0,17,0,305,86,1.62,5.8,,1
Russell Wilson,7077,QB,DEN,11,26,4,1,7.2,19,0,46,0,0,0,15,0.0,11,25,10,7,0,30.0,77.7,88.2,73.3,,,78.2,60.0,21,2,0,0,0,270,217,27,0,26,1,263,79,1.49,5.0,,5
Emari Demercado,77763,HB,ARZ,9,52,10,1,8.6,18,0,210,0,0,10,141,42.4,4,9,1,0,23,83.7,73.9,85.1,,70.8,51.0,85.1,42.8,18,0,64,12,120,67,0,0,15,64,1,210,141,2.71,4.0,0.53,28
Tyjae Spears,97195,HB,TEN,11,50,17,5,37.8,96,0,254,1,18,17,189,167.5,9,11,31,0,21,87.0,72.5,42.6,,83.8,69.6,73.7,45.9,23,1,179,29,179,84,0,0,38,79,1,254,189,3.78,5.1,1.0,25
Matt Breida,12271,HB,NYG,12,50,7,0,0.0,0,0,125,1,3,7,102,31.9,0,6,21,1,22,50.9,54.0,86.9,,71.8,41.0,59.1,56.6,8,0,74,14,129,69,0,0,16,64,1,125,102,2.04,2.5,0.57,26
Dalvin Cook,11796,HB,NYJ,11,50,9,0,0.0,0,0,162,0,2,9,119,42.2,3,9,22,1,24,49.6,59.1,84.9,,73.6,60.6,56.9,60.0,10,0,66,12,71,56,0,0,16,62,0,162,119,2.38,3.2,0.93,25
Trevor Lawrence,77632,QB,JAX,11,22,9,0,0.0,0,0,8,0,0,0,10,0.0,8,14,15,8,1,60.1,85.7,59.5,83.0,60.9,60.0,75.4,60.4,26,3,0,0,1,281,232,28,0,22,3,240,124,2.48,4.8,0.0,5
