player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Wyatt Teller,46131,G,CLV,11,0,8,73.3,100.0,178,51.0,178,72.7,0,100.0,349,349,71.3,100.0,138,39.5,138
John Simpson,41715,G,BLT,12,0,3,59.5,100.0,169,48.7,169,59.4,1,100.0,347,347,66.4,100.0,141,40.6,141
Darnell Wright,98480,T,CHI,12,0,6,66.7,100.0,120,35.4,120,63.6,3,100.0,339,339,60.6,100.0,176,51.9,176
Kevin Zeitler,7032,G,BLT,12,0,3,56.5,100.0,166,49.4,166,61.9,0,100.0,336,336,66.9,100.0,135,40.2,135
Ethan Pocic,11813,C,CLV,11,0,8,68.6,100.0,174,52.1,174,70.4,1,100.0,334,334,72.6,100.0,130,38.9,130
Chris Lindstrom,46692,G,ATL,11,0,2,69.3,100.0,107,32.2,107,88.9,1,100.0,332,332,90.8,100.0,207,62.3,207
Jake Matthews,8641,T,ATL,11,0,2,65.9,100.0,107,32.2,107,65.0,1,100.0,332,332,65.7,100.0,207,62.3,207
Drew Dalman,52270,C,ATL,11,1,2,74.1,100.0,107,32.2,107,90.4,1,100.0,332,332,90.2,100.0,207,62.3,207
Matthew Bergeron,99658,G,ATL,11,0,2,54.9,100.0,107,32.2,107,64.5,0,100.0,332,332,72.0,100.0,207,62.3,207
Penei Sewell,81788,T,DET,11,1,11,87.1,100.0,146,44.1,146,90.8,1,100.0,331,331,85.0,100.0,154,46.5,154
Terence Steele,39461,T,DAL,12,0,9,59.0,100.0,137,42.4,137,60.2,0,100.0,323,323,65.4,100.0,137,42.4,137
Jordan Mailata,66916,T,PHI,11,1,24,41.2,100.0,84,26.1,84,83.2,1,100.0,322,322,95.3,100.0,173,53.7,173
Jason Kelce,6343,C,PHI,11,0,24,76.7,100.0,84,26.1,84,86.2,0,100.0,322,322,83.2,100.0,173,53.7,173
Colton McKivitz,29314,T,SF,11,1,28,48.6,100.0,96,30.0,96,55.6,1,100.0,320,320,59.0,100.0,173,54.1,173
Kaleb McGary,46912,T,ATL,11,1,2,66.2,100.0,104,33.1,104,74.8,2,100.0,314,314,77.2,100.0,196,62.4,196
Joel Bitonio,8670,G,CLV,10,0,8,56.1,100.0,158,50.3,158,59.0,1,100.0,314,314,71.8,100.0,127,40.4,127
Jake Brendel,11117,C,SF,11,0,28,57.6,100.0,92,29.7,92,64.0,0,100.0,310,310,62.4,100.0,168,54.2,168
Jared Goff,10635,QB,DET,11,0,11,60.2,100.0,146,47.2,146,60.3,0,94.2,309,328,60.2,99.3,152,49.2,153
Landon Dickerson,41712,G,PHI,11,2,24,65.2,100.0,81,26.3,81,71.5,4,100.0,308,308,72.2,100.0,163,52.9,163
DJ Moore,48267,WR,CHI,12,0,6,69.3,100.0,106,35.0,106,69.6,0,99.7,303,304,62.4,100.0,165,54.5,165
DeVonta Smith,61100,WR,PHI,11,0,24,57.2,100.0,76,25.2,76,51.7,0,100.0,302,302,67.1,100.0,173,57.3,173
O'Cyrus Torrence,102821,G,BUF,12,0,4,62.5,100.0,169,56.0,169,61.6,1,100.0,302,302,56.1,100.0,89,29.5,89
Erik McCoy,37347,C,NO,11,1,20,83.0,100.0,124,41.1,124,90.1,1,100.0,302,302,84.8,100.0,140,46.4,140
Spencer Brown,42296,T,BUF,12,0,4,54.5,100.0,168,56.0,168,65.2,0,100.0,300,300,72.6,100.0,88,29.3,88
Quenton Nelson,12954,G,IND,11,0,14,60.8,100.0,89,30.0,89,60.8,0,100.0,297,297,61.1,100.0,194,65.3,194
Luke Fortner,42028,C,JAX,11,0,15,51.5,100.0,138,46.6,138,42.2,1,100.0,296,296,40.7,100.0,124,41.9,124
Anton Harrison,122929,T,JAX,11,1,15,38.9,100.0,137,46.8,137,54.3,2,100.0,293,293,70.8,100.0,122,41.6,122
A.J. Brown,48327,WR,PHI,11,0,24,66.4,100.0,74,25.3,74,58.4,0,100.0,292,292,62.1,100.0,164,56.2,164
Spencer Burford,81920,G,SF,10,0,28,65.5,100.0,91,31.2,91,63.3,2,100.0,292,292,58.5,100.0,154,52.7,154
Alec Pierce,78038,WR,IND,11,0,14,72.4,100.0,87,30.2,87,60.7,0,100.0,288,288,65.6,100.0,190,66.0,190
Will Fries,41530,G,IND,11,0,14,71.6,100.0,88,30.7,88,63.9,2,100.0,287,287,62.6,100.0,189,65.9,189
Paris Johnson Jr.,129749,T,ARZ,12,2,1,48.9,100.0,119,41.5,119,47.6,3,100.0,287,287,48.2,100.0,134,46.7,134
Michael Pittman Jr.,29049,WR,IND,11,0,14,68.0,100.0,85,29.7,85,55.0,2,100.0,286,286,56.8,100.0,193,67.5,193
Hjalte Froholdt,44959,C,ARZ,12,0,1,61.4,100.0,118,41.3,118,57.2,0,100.0,286,286,64.3,100.0,134,46.9,134
Frank Ragnow,39137,C,DET,10,0,11,80.6,100.0,130,45.8,130,84.0,1,100.0,284,284,79.5,100.0,128,45.1,128
Cole Kmet,60995,TE,CHI,12,0,6,56.8,100.0,104,36.6,104,56.9,0,99.0,284,287,61.8,100.0,145,51.1,145
Will Hernandez,46180,G,ARZ,12,0,1,60.7,100.0,119,42.0,119,62.6,0,100.0,283,283,61.8,100.0,130,45.9,130
Austin Jackson,60816,T,MIA,11,0,17,46.9,100.0,81,28.6,81,56.1,2,100.0,283,283,63.2,100.0,165,58.3,165
Steve Avila,77319,G,LA,11,0,26,63.7,100.0,171,60.6,171,58.5,0,100.0,282,282,53.0,100.0,100,35.5,100
Andre James,47058,C,LV,12,0,23,63.2,100.0,127,45.0,127,71.0,0,100.0,282,282,76.7,100.0,104,36.9,104
Greg Van Roten,7746,G,LV,12,0,23,73.0,100.0,126,44.8,126,69.3,0,100.0,281,281,62.6,100.0,104,37.0,104
Connor McGovern,41714,G,BUF,12,0,4,42.2,100.0,165,58.7,165,48.0,1,100.0,281,281,62.3,100.0,81,28.8,81
Dylan Parham,60953,G,LV,12,0,23,59.7,100.0,127,45.4,127,56.7,2,100.0,280,280,53.5,100.0,102,36.4,102
Shaq Mason,9564,G,HST,11,0,13,67.1,100.0,105,37.6,105,64.3,1,100.0,279,279,62.6,100.0,144,51.6,144
George Fant,11282,T,HST,11,0,13,54.6,100.0,105,37.6,105,53.9,0,100.0,279,279,59.1,100.0,144,51.6,144
Mitch Morse,9482,C,BUF,12,0,4,68.9,100.0,163,58.6,163,64.4,0,100.0,278,278,51.9,100.0,80,28.8,80
Dion Dawkins,11818,T,BUF,12,2,4,78.5,100.0,163,58.8,163,72.1,3,100.0,277,277,68.6,100.0,79,28.5,79
Coleman Shelton,39316,C,LA,11,0,26,60.9,100.0,167,60.3,167,66.4,1,100.0,277,277,72.1,100.0,99,35.7,99
Lane Johnson,7786,T,PHI,10,0,24,63.3,100.0,71,25.6,71,74.3,0,100.0,277,277,74.6,100.0,152,54.9,152
Brock Purdy,77672,QB,SF,11,0,28,60.0,100.0,91,32.9,91,60.1,0,93.6,277,296,60.0,100.0,162,58.5,162
Isaac Seumalo,10713,G,PIT,11,0,25,50.3,100.0,88,31.9,88,62.4,0,100.0,276,276,73.2,100.0,135,48.9,135
Mason Cole,45547,C,PIT,11,0,25,62.6,100.0,88,31.9,88,62.7,1,100.0,276,276,63.1,100.0,135,48.9,135
Graham Glasgow,10729,G,DET,10,0,11,68.0,100.0,115,41.8,115,76.7,0,100.0,275,275,81.7,100.0,134,48.7,134
Garett Bolles,11775,T,DEN,11,0,10,75.7,100.0,104,38.4,104,65.2,1,100.0,271,271,64.5,100.0,124,45.8,124
David Andrews,9948,C,NE,11,0,19,79.9,100.0,129,47.6,129,82.1,0,100.0,271,271,82.8,100.0,104,38.4,104
Ben Powers,41482,G,DEN,11,0,10,50.2,100.0,104,38.4,104,56.9,1,100.0,271,271,63.2,100.0,124,45.8,124
Taylor Decker,10650,T,DET,9,0,11,59.6,100.0,116,42.8,116,68.5,1,100.0,271,271,69.3,100.0,131,48.3,131
Quinn Meinerz,112915,G,DEN,11,0,10,79.9,100.0,104,38.4,104,87.0,0,100.0,271,271,86.4,100.0,124,45.8,124
Mike McGlinchey,46275,T,DEN,11,0,10,72.9,100.0,104,38.4,104,74.2,0,100.0,271,271,77.9,100.0,124,45.8,124
Lucas Patrick,11435,C,CHI,12,0,6,53.5,100.0,92,33.9,92,58.5,2,100.0,271,271,62.0,100.0,144,53.1,144
Cesar Ruiz,59857,G,NO,10,0,20,48.2,100.0,120,44.4,120,49.3,0,100.0,270,270,53.1,100.0,118,43.7,118
Dawand Jones,101550,T,CLV,10,0,8,40.6,100.0,134,49.6,134,53.8,1,100.0,270,270,67.6,100.0,109,40.4,109
Lloyd Cushenberry III,41924,C,DEN,11,0,10,65.2,100.0,103,38.1,103,71.0,0,100.0,270,270,74.6,100.0,124,45.9,124
Tyler Linderbaum,82291,C,BLT,10,0,3,69.5,100.0,130,48.5,130,75.7,2,100.0,268,268,72.2,100.0,113,42.2,113
Brian O'Neill,46854,T,MIN,12,0,18,58.9,100.0,91,34.0,91,73.1,2,100.0,268,268,78.4,100.0,149,55.6,149
