player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Keenan Allen,7857,WR,LAC,11,9.6,7,78.0,57.1,8,14,0,5.0,5,49,27,2,79.6,30.3,86.0,77.5,87.1,0.0,0,1,42,0.6,3,476,1,96,93.3,444,59.0,281,120.2,123,7,40.3,192,1119,368,3.8,11.7,2.52
CeeDee Lamb,61570,WR,DAL,12,11.1,13,75.6,47.1,8,17,0,3.2,3,54,9,2,87.7,57.7,90.7,,91.0,0.2,1,0,49,0.0,0,467,5,90,93.1,435,58.7,274,126.1,119,7,40.3,188,1182,403,4.5,13.1,2.72
Stefon Diggs,9579,WR,BUF,12,10.3,19,69.7,43.5,10,23,0,4.6,4,47,4,2,80.7,53.1,81.6,,82.0,0.0,0,3,55,0.0,0,480,3,83,93.8,450,36.7,176,106.0,119,8,62.1,298,969,316,3.8,11.7,2.15
Tyreek Hill,10799,WR,MIA,11,10.6,21,75.2,42.9,6,14,0,8.3,8,62,17,1,62.2,55.8,93.3,,93.5,1.2,4,3,69,0.0,0,343,2,88,95.9,329,38.8,133,129.7,117,10,58.9,202,1323,525,6.0,15.0,4.02
Davante Adams,8688,WR,LV,12,11.8,5,60.5,31.8,7,22,0,5.5,4,42,23,0,80.4,81.2,77.9,,78.6,0.0,0,5,46,0.0,0,424,1,69,95.0,403,16.5,70,75.7,114,4,82.8,351,814,234,3.4,11.8,2.02
Ja'Marr Chase,84270,WR,CIN,11,9.4,14,69.4,38.9,7,18,0,3.8,3,50,7,1,82.8,51.4,85.5,,86.1,0.0,0,2,64,0.0,0,464,1,75,95.5,443,24.4,113,106.0,108,6,75.0,348,914,420,5.6,12.2,2.06
Garrett Wilson,97405,WR,NYJ,11,11.2,11,59.8,36.0,9,25,0,7.2,5,30,22,2,59.9,26.7,73.7,,73.2,0.0,0,4,68,0.0,0,457,1,64,94.5,432,31.5,144,72.8,107,3,68.5,313,695,210,3.3,10.9,1.61
Puka Nacua,100632,WR,LA,11,9.1,8,68.9,38.9,7,18,0,7.6,6,46,26,1,66.6,51.7,84.1,69.4,83.1,0.0,0,2,37,1.4,6,423,4,73,91.5,387,35.7,151,97.4,106,3,64.3,272,924,342,4.7,12.7,2.39
Amon-Ra St. Brown,84470,WR,DET,10,7.8,10,78.1,68.4,13,19,0,2.4,2,49,11,1,85.2,55.2,88.9,65.6,88.8,0.0,0,3,46,0.3,1,399,1,82,95.0,379,55.9,223,110.0,105,5,42.9,171,993,391,4.8,12.1,2.62
T.J. Hockenson,40912,TE,MIN,12,7.3,6,76.2,31.8,7,22,0,5.9,5,42,18,1,74.3,52.2,79.5,67.3,82.6,52.1,240,1,29,4.8,22,461,2,80,90.0,415,36.7,169,108.7,105,5,11.3,52,787,291,3.6,9.8,1.9
