team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TB,30,9,413,16,45,413,90.7,69,8
CAR,5,10,321,7,40,321,89.9,56,9
JAX,15,9,331,13,44,331,89.3,64,7
BLT,3,9,296,5,39,296,88.9,55,11
NO,20,9,339,13,45,339,88.8,67,9
GB,12,9,349,10,48,349,88.5,69,11
CLV,8,8,283,8,40,283,88.3,57,9
SF,28,8,275,8,43,275,88.2,58,7
PHI,24,8,289,6,50,289,88.2,62,6
PIT,25,8,332,13,51,332,87.7,73,9
LAC,27,8,374,17,67,374,87.4,89,5
BUF,4,8,350,11,65,350,87.1,83,7
CIN,7,9,383,19,50,383,86.3,87,18
DEN,10,8,312,11,49,312,86.2,73,13
ATL,2,10,277,12,43,277,85.7,67,12
MIA,17,9,350,21,64,350,85.6,93,8
DAL,9,8,252,17,44,252,85.5,67,6
NE,19,9,304,8,51,304,85.0,75,16
KC,16,8,373,16,77,373,84.9,103,10
NYJ,22,9,355,14,75,355,84.6,99,10
ARZ,1,9,411,9,88,411,84.3,113,16
MIN,18,8,326,28,49,326,84.2,90,13
DET,11,8,295,17,60,295,83.9,86,9
IND,14,9,396,22,68,396,83.8,109,19
SEA,29,9,319,19,54,319,83.5,89,16
NYG,21,8,283,11,57,283,83.4,81,13
LV,23,8,314,18,66,314,83.1,95,11
CHI,6,9,268,10,64,268,81.7,86,12
HST,13,8,285,16,63,285,81.6,92,13
TEN,31,8,206,18,43,206,80.8,70,9
WAS,32,9,373,26,77,373,80.6,124,21
LA,26,8,319,26,63,319,79.8,109,20
