player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,8,183,36,12,35.4,309,0,874,3,2,36,729,76.8,23,42,31,1,75,90.5,90.3,30.1,,63.4,53.7,90.1,78.8,56,1,140,14,76,198,0,0,17,197,9,874,729,3.98,4.8,1.84,107
Saquon Barkley,45791,HB,NYG,8,163,28,12,41.5,323,0,779,2,5,28,535,56.7,19,31,21,1,96,77.3,79.6,87.5,,62.5,61.5,82.8,58.8,68,0,189,28,193,200,0,0,35,191,5,779,535,3.28,4.8,0.98,63
Joe Mixon,11803,HB,CIN,9,151,17,4,16.6,97,0,585,3,8,17,368,32.2,12,35,7,0,85,90.3,75.3,88.0,,26.9,73.1,76.6,56.1,31,1,272,38,215,178,0,0,45,189,6,585,368,2.44,3.9,1.27,60
Nick Chubb,45783,HB,CLV,8,149,51,13,36.9,310,0,841,0,4,51,564,130.9,27,39,8,0,81,90.2,91.1,83.5,,66.7,56.4,91.3,59.6,41,0,70,10,106,164,0,0,12,159,10,841,564,3.79,5.6,0.66,64
Dameon Pierce,83659,HB,HST,8,148,50,7,31.0,210,0,678,2,8,50,561,130.9,17,40,13,2,71,58.8,89.0,82.3,,32.2,59.7,90.4,60.0,75,0,98,20,109,156,0,0,22,168,3,678,561,3.79,4.6,0.9,74
Josh Jacobs,45953,HB,LV,8,138,51,7,22.1,164,0,742,0,5,51,543,135.2,23,44,23,1,93,74.9,92.0,82.9,,44.4,68.6,92.7,59.2,42,0,172,25,154,158,0,0,28,163,6,742,543,3.93,5.4,1.12,28
Dalvin Cook,11796,HB,MIN,8,131,29,5,21.8,133,0,609,2,1,29,409,62.4,16,29,18,1,45,72.6,70.8,86.1,,42.0,56.7,75.5,60.0,53,0,119,19,171,145,0,0,23,150,5,609,409,3.12,4.6,0.7,82
Miles Sanders,40555,HB,PHI,8,131,24,5,19.7,129,0,656,1,4,24,413,62.2,21,33,24,0,49,90.0,69.6,87.8,,47.3,47.4,74.1,55.6,35,0,42,11,138,179,0,0,13,142,6,656,413,3.15,5.0,0.3,78
Rhamondre Stevenson,98689,HB,NE,9,130,26,8,33.5,208,0,620,1,12,26,493,87.3,17,32,19,0,68,90.1,89.6,86.7,,69.6,87.3,85.2,63.5,49,0,227,35,169,153,0,0,43,165,4,620,493,3.79,4.8,1.34,49
Jamaal Williams,11889,HB,DET,8,126,11,4,18.5,101,0,545,3,2,11,344,26.3,11,33,11,2,85,52.2,69.3,20.2,,44.0,37.0,74.9,60.0,51,1,57,9,66,131,0,0,12,135,8,545,344,2.73,4.3,0.86,40
Leonard Fournette,11759,HB,TB,9,121,11,2,8.4,34,0,405,3,14,11,271,34.4,10,24,30,0,87,90.1,64.0,46.1,,28.7,71.5,65.3,46.2,17,1,314,42,258,138,0,0,47,163,2,405,271,2.24,3.3,1.22,32
Travis Etienne,57185,HB,JAX,9,120,38,11,45.9,312,0,680,3,1,38,385,90.0,17,34,15,3,54,53.5,81.9,87.5,,54.1,44.3,90.6,57.1,49,0,174,19,166,144,0,0,27,139,4,680,385,3.21,5.7,1.05,59
Christian McCaffrey,11763,HB,SF,8,111,20,6,29.0,152,0,525,1,13,20,359,69.3,13,27,28,1,57,72.6,87.2,87.0,87.1,39.9,90.5,79.8,76.7,49,0,356,43,186,132,0,0,52,154,3,525,359,3.23,4.7,1.91,53
Kenneth Walker III,97199,HB,SEA,8,111,31,10,52.7,301,0,571,0,4,31,362,92.8,17,27,29,0,31,89.0,75.8,83.9,,25.6,56.7,82.4,46.8,74,1,48,12,103,133,0,0,16,123,7,571,362,3.26,5.1,0.47,75
Raheem Mostert,9783,HB,MIA,9,110,20,5,20.9,100,0,478,2,6,20,331,63.6,15,24,17,0,35,90.0,65.7,86.6,,59.5,52.4,71.5,36.8,25,0,97,13,180,133,0,0,20,123,2,478,331,3.01,4.3,0.54,70
Ezekiel Elliott,10638,HB,DAL,7,109,14,2,10.2,45,0,443,2,1,14,304,36.4,8,26,9,0,49,88.5,72.7,84.2,,51.2,39.7,79.3,67.3,27,0,32,6,114,124,0,0,8,115,4,443,304,2.79,4.1,0.28,54
Najee Harris,57121,HB,PIT,8,108,22,3,13.9,50,0,361,2,5,22,287,54.4,9,15,25,1,46,89.0,61.1,40.8,60.0,64.9,57.2,62.8,51.8,18,1,112,24,151,135,0,0,28,132,1,361,287,2.66,3.3,0.74,59
Jonathan Taylor,57488,HB,IND,6,107,28,4,18.6,86,0,462,1,4,28,327,79.5,13,24,14,2,39,47.8,59.5,84.6,,17.5,56.1,64.2,59.1,27,0,71,16,149,119,0,0,21,123,1,462,327,3.06,4.3,0.48,65
Aaron Jones,11937,HB,GB,9,107,41,7,27.8,167,0,600,3,4,41,390,118.0,17,32,12,1,36,70.1,83.7,90.5,,68.5,58.8,90.7,61.9,36,0,210,32,196,132,0,0,40,139,1,600,390,3.64,5.6,1.07,69
David Montgomery,45719,HB,CHI,8,106,29,1,7.1,28,0,397,0,6,29,317,87.2,10,20,6,1,34,67.7,62.2,87.0,,59.5,62.5,61.0,63.5,28,0,143,14,130,145,0,0,16,120,2,397,317,2.99,3.7,1.1,71
Alvin Kamara,11822,HB,NO,7,104,14,4,18.7,83,0,443,3,10,14,262,43.2,11,21,20,2,37,51.0,66.7,85.1,,20.1,69.5,70.7,62.3,27,0,323,36,162,128,0,0,45,140,1,443,262,2.52,4.3,1.99,61
Tyler Allgeier,83639,HB,ATL,9,102,16,3,23.3,103,0,443,0,1,16,324,48.6,6,20,2,0,22,88.2,75.4,82.8,,29.1,62.6,78.4,55.7,44,0,78,9,96,128,0,0,9,111,1,443,324,3.18,4.3,0.81,80
Jeff Wilson Jr.,29413,HB,MIA,9,101,14,9,43.5,226,0,519,0,3,14,293,43.3,14,23,17,2,32,45.5,68.1,33.4,,70.7,55.0,73.3,44.4,41,1,112,13,126,138,0,0,16,114,2,519,293,2.9,5.1,0.89,67
James Robinson,22425,HB,NYJ,9,99,12,5,35.8,145,0,405,0,1,12,255,30.4,9,20,22,1,41,66.4,63.2,85.4,,80.3,58.0,63.1,55.9,50,0,51,11,101,126,0,0,13,110,3,405,255,2.58,4.1,0.5,55
Austin Ekeler,12164,HB,LAC,8,98,20,5,34.0,145,0,427,3,18,20,262,64.3,11,18,27,3,35,44.2,74.5,86.5,,29.3,80.9,73.2,60.0,71,0,382,60,217,111,0,0,66,158,6,427,262,2.67,4.4,1.76,55
