Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3886623383,fread123,960,50.800003,QB Joe Burrow RB David Montgomery RB Isiah Pacheco WR Amon-Ra St. Brown WR Stefon Diggs WR Drake London TE Sam LaPorta FLEX Keenan Allen BN Cam Akers BN Kirk Cousins BN AJ Dillon BN Cole Kmet BN Romeo Doubs BN Jake Ferguson BN Desmond Ridder BN Robert Woods BN Parris Campbell BN Zamir White BN Kyren Williams BN Kendrick Bourne,,Austin Ekeler,RB,8.33%,0
2,3886632417,ctk4braves,1020,21.54,QB Patrick Mahomes RB Josh Jacobs RB Kenneth Walker III WR Kadarius Toney WR Michael Pittman Jr. WR Odell Beckham Jr. TE Travis Kelce FLEX Aaron Jones BN Javonte Williams BN James Cook BN JuJu Smith-Schuster BN Elijah Mitchell BN Derek Carr BN Darnell Mooney BN Donovan Peoples-Jones BN C.J. Stroud BN Khalil Shakir BN Luke Musgrave BN Cade Otton BN Randall Cobb,,Garrett Wilson,WR,8.33%,0
3,3886636155,louiswat,1140,14.02,QB Jared Goff RB Joe Mixon RB James Conner WR Mike Williams WR Gabe Davis WR Brandin Cooks TE Kyle Pitts FLEX Zach Charbonnet BN Justin Fields BN Rashod Bateman BN Elijah Moore BN Dalton Schultz BN K.J. Osborn BN Taysom Hill BN Jeff Wilson Jr. BN Kendre Miller BN Matthew Stafford BN Nico Collins BN Gus Edwards BN Ryan Tannehill,,DeVonta Smith,WR,8.33%,0
4,3886636268,barnhartbreaker77,1140,11.6,QB Lamar Jackson RB Saquon Barkley RB Nick Chubb WR Rashee Rice WR Amari Cooper WR Tyler Lockett TE Chig Okonkwo FLEX Jahan Dotson BN Deshaun Watson BN Courtland Sutton BN Jakobi Meyers BN Kyler Murray BN Allen Lazard BN Greg Dulcich BN Raheem Mostert BN Jaylen Warren BN Devin Singletary BN Chase Claypool BN Joshua Kelley BN Logan Thomas,,DJ Moore,WR,8.33%,0
5,3886636241,al21gamer,1140,8,QB Josh Allen RB Jahmyr Gibbs RB Najee Harris WR Justin Jefferson WR DeAndre Hopkins WR Jerry Jeudy TE Dalton Kincaid FLEX Mike Evans BN Michael Thomas BN Jamaal Williams BN Russell Wilson BN Antonio Gibson BN D'Onta Foreman BN Alec Pierce BN Tyler Higbee BN Isaiah Hodgins BN Chase Brown BN Cordarrelle Patterson BN Tyler Conklin BN Van Jefferson,,J.K. Dobbins,FLEX,8.33%,0
6,3886645223,DeepSeaMike,1140,6.8,QB Dak Prescott RB Breece Hall RB Travis Etienne Jr. WR Marquez Valdes-Scantling WR A.J. Brown WR CeeDee Lamb TE Darren Waller FLEX DK Metcalf BN Jaxon Smith-Njigba BN D'Andre Swift BN Geno Smith BN Tyjae Spears BN Michael Gallup BN Tank Bigsby BN Josh Downs BN Hunter Henry BN Luke Schoonmaker BN Puka Nacua BN Myles Gaskin BN Rico Dowdle,,Dameon Pierce,RB,8.33%,0
7,3886645230,Cutler4Life,1140,3.9,QB Tua Tagovailoa RB Clyde Edwards-Helaire RB Rashaad Penny WR Tyreek Hill WR Jaylen Waddle WR Calvin Ridley TE David Njoku FLEX Christian Watson BN Christian Kirk BN Jordan Addison BN Zay Flowers BN Damien Harris BN Brian Robinson Jr. BN Samaje Perine BN Dawson Knox BN Mike Gesicki BN Mac Jones BN Deuce Vaughn BN Deon Jackson BN Adam Trautman,,Evan Engram,TE,8.33%,0
8,3886623295,RED184,960,3.6,QB Aaron Rodgers RB Jerick McKinnon RB Austin Ekeler WR Richie James Jr. WR Garrett Wilson WR DeVonta Smith TE Evan Engram FLEX DJ Moore BN J.K. Dobbins BN Dameon Pierce BN Alvin Kamara BN Jameson Williams BN Jordan Love BN Roschon Johnson BN Michael Mayer BN Kareem Hunt BN Mecole Hardman Jr. BN Baker Mayfield BN Evan Hull BN Demario Douglas,,Alvin Kamara,BN,8.33%,0
9,3886632421,cgjenkins7,1140,1.8,QB Trevor Lawrence RB Bijan Robinson RB Rhamondre Stevenson WR Marvin Jones Jr. WR Cooper Kupp WR Brandon Aiyuk TE Mark Andrews FLEX Miles Sanders BN Marquise Brown BN Tyler Allgeier BN Anthony Richardson BN Zay Jones BN Jalin Hyatt BN Juwan Johnson BN DJ Chark Jr. BN Ezekiel Elliott BN Chuba Hubbard BN Isaiah Likely BN Tank Dell BN Michael Wilson,,Jameson Williams,BN,8.33%,0
10,3886623358,falstaff64,1080,1.6,QB Jalen Hurts RB Jonathan Taylor RB Dalvin Cook WR Justyn Ross WR Ja'Marr Chase WR Tee Higgins TE Dallas Goedert FLEX Chris Godwin BN Treylon Burks BN Alexander Mattison BN Tyler Boyd BN Adam Thielen BN Bryce Young BN Rashid Shaheed BN Rondale Moore BN Leonard Fournette BN Hayden Hurst BN Irv Smith Jr. BN Jerome Ford BN Albert Okwuegbunam,,Aaron Rodgers,QB,8.33%,0
