Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3844185396,njeffbirdh,840,38.74,QB Patrick Mahomes RB Isiah Pacheco RB Kenneth Walker III WR Marquez Valdes-Scantling WR Justyn Ross WR Skyy Moore TE Travis Kelce FLEX DK Metcalf BN DeAndre Hopkins BN D'Andre Swift BN Geno Smith BN Zay Jones BN D'Onta Foreman BN Jonathan Mingo BN Curtis Samuel BN Tim Patrick BN Chase Brown BN Deuce Vaughn BN Hunter Henry BN Greg Dortch,,Justin Jefferson,WR,8.33%,0
2,3844193279,lmfouch12,1020,23,QB Deshaun Watson RB Clyde Edwards-Helaire RB Nick Chubb WR Amon-Ra St. Brown WR Amari Cooper WR Keenan Allen TE Chig Okonkwo FLEX Miles Sanders BN Dalvin Cook BN Chris Godwin BN Aaron Rodgers BN Allen Lazard BN Tyler Boyd BN Elijah Mitchell BN Bryce Young BN Kareem Hunt BN Hayden Hurst BN Tyquan Thornton BN Tyler Conklin BN Terrace Marshall Jr.,,Mark Andrews,TE,8.33%,0
3,3844193080,camuelljackson,1080,22.92,QB Jared Goff RB Breece Hall RB J.K. Dobbins WR Stefon Diggs WR Calvin Ridley WR Gabe Davis TE Sam LaPorta FLEX George Kittle BN Josh Allen BN Rashod Bateman BN Zay Flowers BN Damien Harris BN Elijah Moore BN Dawson Knox BN Jeff Wilson Jr. BN Mecole Hardman Jr. BN Chuba Hubbard BN Jerome Ford BN Kevin Harris BN Denzel Mims,,Lamar Jackson,QB,8.33%,0
4,3844177171,DeepSeaMike,1080,13.200001,QB Lamar Jackson RB Aaron Jones RB Rashaad Penny WR Rashee Rice WR Richie James Jr. WR Justin Jefferson TE Mark Andrews FLEX Brandon Aiyuk BN Jahan Dotson BN Odell Beckham Jr. BN Quentin Johnston BN Brian Robinson Jr. BN Tyler Allgeier BN Kendre Miller BN Brock Purdy BN Isaiah Likely BN Ryan Tannehill BN Luke Musgrave BN Kene Nwangwu BN Latavius Murray,,Aaron Jones,RB,8.33%,0
5,3844203151,monarch11,1140,8,QB Justin Fields RB Jahmyr Gibbs RB Bijan Robinson WR Davante Adams WR Drake London WR Tyler Lockett TE Kyle Pitts FLEX James Cook BN JuJu Smith-Schuster BN Anthony Richardson BN Cole Kmet BN Raheem Mostert BN Kenneth Gainwell BN Rondale Moore BN John Metchie III BN Mac Jones BN Jelani Woods BN Darius Slayton BN Pierre Strong Jr. BN DeVante Parker,,Brandon Aiyuk,WR,8.33%,0
6,3844185242,snoopdoug25,1140,2,QB Trevor Lawrence RB Jerick McKinnon RB Cam Akers WR A.J. Brown WR Garrett Wilson WR Jerry Jeudy TE Evan Engram FLEX Joe Mixon BN Courtland Sutton BN Samaje Perine BN Russell Wilson BN Jakobi Meyers BN Rashid Shaheed BN Michael Mayer BN Wan'Dale Robinson BN Isaiah Hodgins BN Van Jefferson BN Allen Robinson II BN Zamir White BN Ty Chandler,,Jahan Dotson,WR,8.33%,0
7,3844177815,mtdurham,1140,1,QB Joe Burrow RB Tony Pollard RB Zach Charbonnet WR Kadarius Toney WR Tyreek Hill WR Tee Higgins TE Pat Freiermuth FLEX George Pickens BN Jordan Addison BN Alexander Mattison BN Dalton Kincaid BN DJ Chark Jr. BN Jaylen Warren BN Irv Smith Jr. BN Chase Claypool BN Jayden Reed BN Desmond Ridder BN Gus Edwards BN Mack Hollins BN Kenny McIntosh,,Odell Beckham Jr.,BN,8.33%,0
8,3844192746,johnsmcc,1200,0,QB Dak Prescott RB Josh Jacobs RB James Conner WR CeeDee Lamb WR Jaylen Waddle WR DJ Moore TE Taysom Hill FLEX Christian Kirk BN Jaxon Smith-Njigba BN Tua Tagovailoa BN Jamaal Williams BN Roschon Johnson BN Juwan Johnson BN Nico Collins BN Michael Gallup BN Tank Bigsby BN Jake Ferguson BN Joshua Kelley BN Zack Moss BN Durham Smythe,,Quentin Johnston,FLEX,8.33%,0
8,3844194126,jferro9,1200,0,QB Jalen Hurts RB Austin Ekeler RB Travis Etienne Jr. WR Deebo Samuel WR Mike Evans WR Diontae Johnson TE David Njoku FLEX Brandin Cooks BN Daniel Jones BN Alvin Kamara BN Adam Thielen BN Jalin Hyatt BN Greg Dulcich BN Alec Pierce BN Ezekiel Elliott BN Joshua Palmer BN Kenny Pickett BN Cordarrelle Patterson BN Michael Carter BN Baker Mayfield,,Rashaad Penny,BN,8.33%,0
8,3844193881,tylefoster,1140,0,QB Kirk Cousins RB Christian McCaffrey RB Rhamondre Stevenson WR Chris Olave WR Terry McLaurin WR Michael Thomas TE T.J. Hockenson FLEX Dameon Pierce BN Rachaad White BN K.J. Osborn BN Derek Carr BN Darnell Mooney BN Donovan Peoples-Jones BN Romeo Doubs BN Mike Gesicki BN Khalil Shakir BN Trey McBride BN Sam Howell BN Deon Jackson BN Antoine Green,,Brian Robinson Jr.,RB,8.33%,0
