Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3884136444,CMolloy34,960,34.5,QB Kyler Murray RB David Montgomery RB Jerick McKinnon WR Amon-Ra St. Brown WR CeeDee Lamb WR Deebo Samuel TE David Njoku FLEX Amari Cooper BN Miles Sanders BN Terry McLaurin BN Brandon Aiyuk BN AJ Dillon BN Tyler Allgeier BN De'Von Achane BN Curtis Samuel BN Leonard Fournette BN Irv Smith Jr. BN Sam Howell BN Ryan Tannehill BN Keaontay Ingram,,Saquon Barkley,RB,8.33%,0
2,3884121487,calvinnolte,960,27.34,QB Patrick Mahomes RB Dameon Pierce RB Khalil Herbert WR Marquez Valdes-Scantling WR Tee Higgins WR DeAndre Hopkins TE Travis Kelce FLEX Jordan Addison BN Zay Flowers BN Antonio Gibson BN Jalin Hyatt BN Jordan Love BN Raheem Mostert BN Kareem Hunt BN Marvin Mims Jr. BN Chuba Hubbard BN Jayden Reed BN Jerome Ford BN Cade Otton BN Puka Nacua,,Tony Pollard,RB,8.33%,0
3,3884136420,Mn23_23,1020,21.2,QB Dak Prescott RB Jahmyr Gibbs RB Austin Ekeler WR Rashee Rice WR Justyn Ross WR Christian Watson TE Cole Kmet FLEX Derrick Henry BN Christian Kirk BN Brandin Cooks BN Jahan Dotson BN Quentin Johnston BN Jakobi Meyers BN Greg Dulcich BN Kendre Miller BN Joshua Palmer BN Tank Bigsby BN Chase Brown BN Brock Purdy BN Sam Darnold,,Justin Fields,QB,8.33%,0
4,3884153618,jfro108,1080,15.620001,QB Jared Goff RB Jonathan Taylor RB Travis Etienne Jr. WR Richie James Jr. WR Cooper Kupp WR A.J. Brown TE Juwan Johnson FLEX Drake London BN Keenan Allen BN D'Andre Swift BN Javonte Williams BN Odell Beckham Jr. BN Elijah Moore BN Derek Carr BN Roschon Johnson BN Michael Mayer BN Jimmy Garoppolo BN Mac Jones BN Chris Evans BN Brenton Strange,,DJ Moore,WR,8.33%,0
5,3884136747,jrnation429,1020,15.099999,QB Josh Allen RB Isiah Pacheco RB Clyde Edwards-Helaire WR Marvin Jones Jr. WR Tyreek Hill WR Gabe Davis TE George Kittle FLEX Kenneth Walker III BN Michael Thomas BN Damien Harris BN Anthony Richardson BN Dawson Knox BN Dalton Kincaid BN Devin Singletary BN Hunter Renfrow BN Khalil Shakir BN Hayden Hurst BN Baker Mayfield BN Sterling Shepard BN Latavius Murray,,Kyle Pitts,TE,8.33%,0
6,3884136436,mkh28,1080,13,QB Lamar Jackson RB Rachaad White RB Alexander Mattison WR Josh Reynolds WR Kadarius Toney WR Justin Jefferson TE Mark Andrews FLEX Chris Godwin BN Courtland Sutton BN Kirk Cousins BN Allen Lazard BN Zay Jones BN Mike Gesicki BN Trey McBride BN Van Jefferson BN Zamir White BN Joshua Kelley BN Chase Edmonds BN Deon Jackson BN Ty Chandler,,Tyler Lockett,WR,8.33%,0
7,3884153616,ChefChajuan15,1140,8.9,QB Aaron Rodgers RB Bijan Robinson RB Breece Hall WR Davante Adams WR DK Metcalf WR Michael Pittman Jr. TE Sam LaPorta FLEX Joe Mixon BN Evan Engram BN James Cook BN Adam Thielen BN Bryce Young BN Ezekiel Elliott BN C.J. Stroud BN Nico Collins BN Rondale Moore BN John Metchie III BN Tyler Conklin BN Gus Edwards BN Randall Cobb,,Diontae Johnson,WR,8.33%,0
8,3884153614,jdhercules,1140,0.4,QB Jalen Hurts RB Christian McCaffrey RB Aaron Jones WR Skyy Moore WR DeVonta Smith WR George Pickens TE Dallas Goedert FLEX Mike Evans BN Rashaad Penny BN Brian Robinson Jr. BN Elijah Mitchell BN Chig Okonkwo BN Donovan Peoples-Jones BN Romeo Doubs BN Jaylen Warren BN Jonathan Mingo BN Isaiah Likely BN Desmond Ridder BN Tank Dell BN Evan Hull,,Daniel Jones,BN,8.33%,0
9,3884121423,sather.christopher,1200,0,QB Justin Fields RB Saquon Barkley RB Tony Pollard WR DJ Moore WR Tyler Lockett WR Diontae Johnson TE Kyle Pitts FLEX James Conner BN Daniel Jones BN Pat Freiermuth BN Darnell Mooney BN DJ Chark Jr. BN Tyler Higbee BN Kenneth Gainwell BN Kenny Pickett BN Chase Claypool BN Deuce Vaughn BN DeVante Parker BN Mack Hollins BN Zack Moss,,James Conner,FLEX,8.33%,0
9,3884136722,BigBrassAndCrass,1200,0,QB Trevor Lawrence RB Najee Harris RB Cam Akers WR Ja'Marr Chase WR Chris Olave WR Calvin Ridley TE Darren Waller FLEX Jamaal Williams BN Deshaun Watson BN Tua Tagovailoa BN Geno Smith BN K.J. Osborn BN D'Onta Foreman BN Taysom Hill BN Tyjae Spears BN Rashid Shaheed BN Isaiah Hodgins BN Mecole Hardman Jr. BN Luke Musgrave BN Myles Gaskin,,Pat Freiermuth,BN,8.33%,0
9,3884145899,DeepSeaMike,1200,0,QB Justin Herbert RB Josh Jacobs RB Dalvin Cook WR Stefon Diggs WR Jaylen Waddle WR Mike Williams TE Gerald Everett FLEX Jerry Jeudy BN J.K. Dobbins BN Zach Charbonnet BN Rashod Bateman BN Russell Wilson BN Tyler Boyd BN Michael Gallup BN Josh Downs BN Jake Ferguson BN Hunter Henry BN Kyren Williams BN Salvon Ahmed BN Rico Dowdle,,Darnell Mooney,BN,8.33%,0
9,3884146103,CrankyBunz,1140,0,QB Joe Burrow RB Nick Chubb RB Rhamondre Stevenson WR Garrett Wilson WR Jaxon Smith-Njigba WR Marquise Brown TE T.J. Hockenson FLEX Treylon Burks BN Alvin Kamara BN Jameson Williams BN JuJu Smith-Schuster BN Samaje Perine BN Dalton Schultz BN Alec Pierce BN Trey Lance BN Jeff Wilson Jr. BN Matthew Stafford BN Cordarrelle Patterson BN Noah Fant BN Darius Slayton,,DJ Chark Jr.,BN,8.33%,0
,,,,,,,Tyler Higbee,BN,8.33%,0
,,,,,,,Kenneth Gainwell,BN,8.33%,0
,,,,,,,Kenny Pickett,BN,8.33%,0
,,,,,,,Chase Claypool,BN,8.33%,0
,,,,,,,Deuce Vaughn,BN,8.33%,0
,,,,,,,DeVante Parker,BN,8.33%,0
,,,,,,,Mack Hollins,BN,8.33%,0
,,,,,,,Zack Moss,BN,8.33%,0
,,,,,,,Travis Kelce,TE,8.33%,0
,,,,,,,Patrick Mahomes,QB,8.33%,20.54
,,,,,,,Tee Higgins,WR,8.33%,0
,,,,,,,DeAndre Hopkins,WR,8.33%,0
,,,,,,,Dameon Pierce,RB,8.33%,0
,,,,,,,Jordan Addison,FLEX,8.33%,0
,,,,,,,Zay Flowers,WR,8.33%,0
,,,,,,,Khalil Herbert,RB,8.33%,0
,,,,,,,Antonio Gibson,BN,8.33%,0
,,,,,,,Jalin Hyatt,BN,8.33%,0
,,,,,,,Jordan Love,BN,8.33%,0
,,,,,,,Raheem Mostert,BN,8.33%,0
,,,,,,,Marquez Valdes-Scantling,BN,8.33%,6.8
,,,,,,,Kareem Hunt,BN,8.33%,0
,,,,,,,Marvin Mims Jr.,BN,8.33%,0
,,,,,,,Chuba Hubbard,BN,8.33%,0
,,,,,,,Jayden Reed,BN,8.33%,0
,,,,,,,Jerome Ford,BN,8.33%,0
,,,,,,,Cade Otton,BN,8.33%,0
,,,,,,,Puka Nacua,BN,8.33%,0
,,,,,,,Austin Ekeler,RB,8.33%,0
,,,,,,,Derrick Henry,RB,8.33%,0
,,,,,,,Jahmyr Gibbs,FLEX,8.33%,8
,,,,,,,Christian Watson,WR,8.33%,0
,,,,,,,Christian Kirk,WR,8.33%,0
,,,,,,,Dak Prescott,QB,8.33%,0
,,,,,,,Brandin Cooks,BN,8.33%,0
,,,,,,,Jahan Dotson,WR,8.33%,0
,,,,,,,Quentin Johnston,BN,8.33%,0
,,,,,,,Jakobi Meyers,BN,8.33%,0
,,,,,,,Cole Kmet,TE,8.33%,0
,,,,,,,Greg Dulcich,BN,8.33%,0
,,,,,,,Kendre Miller,BN,8.33%,0
,,,,,,,Joshua Palmer,BN,8.33%,0
,,,,,,,Tank Bigsby,BN,8.33%,0
,,,,,,,Rashee Rice,BN,8.33%,11.6
,,,,,,,Chase Brown,BN,8.33%,0
,,,,,,,Brock Purdy,BN,8.33%,0
,,,,,,,Justyn Ross,BN,8.33%,1.6
,,,,,,,Sam Darnold,BN,8.33%,0
,,,,,,,Justin Jefferson,WR,8.33%,0
,,,,,,,Mark Andrews,TE,8.33%,0
,,,,,,,Lamar Jackson,QB,8.33%,0
,,,,,,,Chris Godwin,WR,8.33%,0
,,,,,,,Rachaad White,RB,8.33%,0
,,,,,,,Kadarius Toney,FLEX,8.33%,1
,,,,,,,Courtland Sutton,WR,8.33%,0
,,,,,,,Kirk Cousins,BN,8.33%,0
,,,,,,,Alexander Mattison,RB,8.33%,0
,,,,,,,Allen Lazard,BN,8.33%,0
,,,,,,,Zay Jones,BN,8.33%,0
,,,,,,,Mike Gesicki,BN,8.33%,0
,,,,,,,Trey McBride,BN,8.33%,0
,,,,,,,Van Jefferson,BN,8.33%,0
,,,,,,,Zamir White,BN,8.33%,0
,,,,,,,Joshua Kelley,BN,8.33%,0
,,,,,,,Chase Edmonds,BN,8.33%,0
,,,,,,,Deon Jackson,BN,8.33%,0
,,,,,,,Josh Reynolds,BN,8.33%,12
,,,,,,,Ty Chandler,BN,8.33%,0
,,,,,,,CeeDee Lamb,WR,8.33%,0
,,,,,,,Amon-Ra St. Brown,WR,8.33%,19.1
,,,,,,,Deebo Samuel,WR,8.33%,0
,,,,,,,Amari Cooper,FLEX,8.33%,0
,,,,,,,Miles Sanders,RB,8.33%,0
,,,,,,,Terry McLaurin,BN,8.33%,0
,,,,,,,Brandon Aiyuk,BN,8.33%,0
,,,,,,,David Montgomery,RB,8.33%,13.4
,,,,,,,David Njoku,TE,8.33%,0
,,,,,,,AJ Dillon,BN,8.33%,0
,,,,,,,Tyler Allgeier,BN,8.33%,0
,,,,,,,Kyler Murray,BN,8.33%,0
,,,,,,,De'Von Achane,BN,8.33%,0
,,,,,,,Curtis Samuel,BN,8.33%,0
,,,,,,,Leonard Fournette,BN,8.33%,0
,,,,,,,Irv Smith Jr.,BN,8.33%,0
,,,,,,,Sam Howell,QB,8.33%,0
,,,,,,,Jerick McKinnon,BN,8.33%,2
,,,,,,,Ryan Tannehill,BN,8.33%,0
,,,,,,,Keaontay Ingram,BN,8.33%,0
,,,,,,,Ja'Marr Chase,WR,8.33%,0
,,,,,,,Chris Olave,WR,8.33%,0
,,,,,,,Calvin Ridley,WR,8.33%,0
,,,,,,,Najee Harris,RB,8.33%,0
,,,,,,,Trevor Lawrence,QB,8.33%,0
,,,,,,,Deshaun Watson,BN,8.33%,0
,,,,,,,Darren Waller,TE,8.33%,0
,,,,,,,Cam Akers,RB,8.33%,0
,,,,,,,Tua Tagovailoa,BN,8.33%,0
,,,,,,,Geno Smith,BN,8.33%,0
,,,,,,,Jamaal Williams,FLEX,8.33%,0
,,,,,,,K.J. Osborn,BN,8.33%,0
,,,,,,,D'Onta Foreman,BN,8.33%,0
,,,,,,,Taysom Hill,BN,8.33%,0
,,,,,,,Tyjae Spears,BN,8.33%,0
,,,,,,,Rashid Shaheed,BN,8.33%,0
,,,,,,,Isaiah Hodgins,BN,8.33%,0
,,,,,,,Mecole Hardman Jr.,BN,8.33%,0
,,,,,,,Luke Musgrave,BN,8.33%,0
,,,,,,,Myles Gaskin,BN,8.33%,0
,,,,,,,Tyreek Hill,WR,8.33%,0
,,,,,,,Josh Allen,QB,8.33%,0
,,,,,,,Kenneth Walker III,RB,8.33%,0
,,,,,,,George Kittle,TE,8.33%,0
,,,,,,,Isiah Pacheco,RB,8.33%,9.4
,,,,,,,Gabe Davis,WR,8.33%,0
,,,,,,,Michael Thomas,WR,8.33%,0
,,,,,,,Damien Harris,BN,8.33%,0
,,,,,,,Anthony Richardson,BN,8.33%,0
,,,,,,,Dawson Knox,BN,8.33%,0
,,,,,,,Dalton Kincaid,FLEX,8.33%,0
,,,,,,,Devin Singletary,BN,8.33%,0
,,,,,,,Hunter Renfrow,BN,8.33%,0
,,,,,,,Khalil Shakir,BN,8.33%,0
,,,,,,,Hayden Hurst,BN,8.33%,0
,,,,,,,Clyde Edwards-Helaire,BN,8.33%,3.9
,,,,,,,Baker Mayfield,BN,8.33%,0
,,,,,,,Marvin Jones Jr.,BN,8.33%,1.8
,,,,,,,Sterling Shepard,BN,8.33%,0
,,,,,,,Latavius Murray,BN,8.33%,0
,,,,,,,Stefon Diggs,WR,8.33%,0
,,,,,,,Jaylen Waddle,WR,8.33%,0
,,,,,,,Josh Jacobs,RB,8.33%,0
,,,,,,,Mike Williams,WR,8.33%,0
,,,,,,,Jerry Jeudy,FLEX,8.33%,0
,,,,,,,Justin Herbert,QB,8.33%,0
,,,,,,,Dalvin Cook,BN,8.33%,0
,,,,,,,J.K. Dobbins,RB,8.33%,0
,,,,,,,Zach Charbonnet,BN,8.33%,0
,,,,,,,Rashod Bateman,BN,8.33%,0
,,,,,,,Russell Wilson,BN,8.33%,0
,,,,,,,Tyler Boyd,BN,8.33%,0
,,,,,,,Gerald Everett,TE,8.33%,0
,,,,,,,Michael Gallup,BN,8.33%,0
,,,,,,,Josh Downs,BN,8.33%,0
,,,,,,,Jake Ferguson,BN,8.33%,0
,,,,,,,Hunter Henry,BN,8.33%,0
,,,,,,,Kyren Williams,BN,8.33%,0
,,,,,,,Salvon Ahmed,BN,8.33%,0
,,,,,,,Rico Dowdle,BN,8.33%,0
,,,,,,,Garrett Wilson,WR,8.33%,0
,,,,,,,Nick Chubb,RB,8.33%,0
,,,,,,,Joe Burrow,QB,8.33%,0
,,,,,,,Rhamondre Stevenson,RB,8.33%,0
,,,,,,,T.J. Hockenson,TE,8.33%,0
,,,,,,,Jaxon Smith-Njigba,WR,8.33%,0
,,,,,,,Marquise Brown,WR,8.33%,0
,,,,,,,Treylon Burks,BN,8.33%,0
,,,,,,,Alvin Kamara,FLEX,8.33%,0
,,,,,,,Jameson Williams,BN,8.33%,0
,,,,,,,JuJu Smith-Schuster,BN,8.33%,0
,,,,,,,Samaje Perine,BN,8.33%,0
,,,,,,,Dalton Schultz,BN,8.33%,0
,,,,,,,Alec Pierce,BN,8.33%,0
,,,,,,,Trey Lance,BN,8.33%,0
,,,,,,,Jeff Wilson Jr.,BN,8.33%,0
,,,,,,,Matthew Stafford,BN,8.33%,0
,,,,,,,Cordarrelle Patterson,BN,8.33%,0
,,,,,,,Noah Fant,BN,8.33%,0
,,,,,,,Darius Slayton,BN,8.33%,0
,,,,,,,Christian McCaffrey,RB,8.33%,0
,,,,,,,Jalen Hurts,QB,8.33%,0
,,,,,,,DeVonta Smith,WR,8.33%,0
,,,,,,,Aaron Jones,RB,8.33%,0
,,,,,,,Dallas Goedert,TE,8.33%,0
,,,,,,,George Pickens,WR,8.33%,0
,,,,,,,Mike Evans,WR,8.33%,0
,,,,,,,Rashaad Penny,BN,8.33%,0
,,,,,,,Brian Robinson Jr.,BN,8.33%,0
,,,,,,,Skyy Moore,FLEX,8.33%,0.4
,,,,,,,Elijah Mitchell,BN,8.33%,0
,,,,,,,Chig Okonkwo,BN,8.33%,0
,,,,,,,Donovan Peoples-Jones,BN,8.33%,0
,,,,,,,Romeo Doubs,BN,8.33%,0
,,,,,,,Jaylen Warren,BN,8.33%,0
,,,,,,,Jonathan Mingo,BN,8.33%,0
,,,,,,,Isaiah Likely,BN,8.33%,0
,,,,,,,Desmond Ridder,BN,8.33%,0
,,,,,,,Tank Dell,BN,8.33%,0
,,,,,,,Evan Hull,BN,8.33%,0
,,,,,,,Bijan Robinson,RB,8.33%,0
,,,,,,,Davante Adams,WR,8.33%,0
,,,,,,,Breece Hall,FLEX,8.33%,0
,,,,,,,DK Metcalf,WR,8.33%,0
,,,,,,,Michael Pittman Jr.,WR,8.33%,0
,,,,,,,Joe Mixon,RB,8.33%,0
,,,,,,,Evan Engram,TE,8.33%,0
,,,,,,,James Cook,BN,8.33%,0
,,,,,,,Aaron Rodgers,QB,8.33%,0
,,,,,,,Adam Thielen,BN,8.33%,0
,,,,,,,Bryce Young,BN,8.33%,0
,,,,,,,Ezekiel Elliott,BN,8.33%,0
,,,,,,,C.J. Stroud,BN,8.33%,0
,,,,,,,Nico Collins,BN,8.33%,0
,,,,,,,Rondale Moore,BN,8.33%,0
,,,,,,,John Metchie III,BN,8.33%,0
