Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3889476206,ptfd51,1080,27.1,QB Russell Wilson RB Jahmyr Gibbs RB D'Andre Swift WR Amon-Ra St. Brown WR Davante Adams WR Amari Cooper TE David Njoku FLEX Jerry Jeudy BN Tyler Lockett BN James Cook BN Pat Freiermuth BN Jordan Love BN Romeo Doubs BN Kenneth Gainwell BN Jimmy Garoppolo BN Chris Evans BN Logan Thomas BN Puka Nacua BN Ty Chandler BN Trey Palmer,,Ja'Marr Chase,WR,8.33%,0
2,3889462983,Hodag68,1080,20.54,QB Patrick Mahomes RB Aaron Jones RB Dalvin Cook WR Calvin Ridley WR Marquise Brown WR Zay Flowers TE Travis Kelce FLEX Jamaal Williams BN Aaron Rodgers BN Allen Lazard BN Cole Kmet BN D'Onta Foreman BN Alec Pierce BN Ezekiel Elliott BN Hunter Renfrow BN Jake Ferguson BN Isaiah Hodgins BN Chuba Hubbard BN Zamir White BN Randall Cobb,,Jaylen Waddle,WR,8.33%,0
3,3889476230,kirgis,1020,18.3,QB Geno Smith RB Isiah Pacheco RB Jonathan Taylor WR Tyreek Hill WR Chris Olave WR Christian Watson TE Sam LaPorta FLEX Kenneth Walker III BN Rachaad White BN Joe Mixon BN Jameson Williams BN Derek Carr BN Zay Jones BN Taysom Hill BN Rashid Shaheed BN Michael Mayer BN Joshua Palmer BN Chase Brown BN Brock Purdy BN Zack Moss,,DeVonta Smith,WR,8.33%,0
4,3889476312,DeepSeaMike,1080,15.9,QB Lamar Jackson RB Clyde Edwards-Helaire RB Josh Jacobs WR Josh Reynolds WR Stefon Diggs WR Diontae Johnson TE Darren Waller FLEX Javonte Williams BN Jahan Dotson BN Courtland Sutton BN Zach Charbonnet BN Khalil Herbert BN Tyler Boyd BN Donovan Peoples-Jones BN Gerald Everett BN Michael Gallup BN Sam Howell BN Dyami Brown BN Myles Gaskin BN Rico Dowdle,,Miles Sanders,RB,8.33%,0
5,3889466535,Pats6XSBChamps,1140,14.02,QB Jared Goff RB Christian McCaffrey RB Derrick Henry WR DK Metcalf WR Terry McLaurin WR George Pickens TE Kyle Pitts FLEX Najee Harris BN Kirk Cousins BN Jakobi Meyers BN Chig Okonkwo BN Nico Collins BN Rondale Moore BN Tank Bigsby BN Chase Claypool BN Mac Jones BN Gus Edwards BN Jerome Ford BN Zach Ertz BN Kyren Williams,,Christian Kirk,FLEX,8.33%,0
6,3889466463,hixx,1140,13.4,QB Josh Allen RB David Montgomery RB Breece Hall WR Justin Jefferson WR Tee Higgins WR Gabe Davis TE George Kittle FLEX Jordan Addison BN Daniel Jones BN Michael Thomas BN Rashaad Penny BN DJ Chark Jr. BN Tyler Higbee BN Kendre Miller BN Jaylen Warren BN Matthew Stafford BN Cordarrelle Patterson BN Jayden Reed BN Darius Slayton BN DeVante Parker,,Trevor Lawrence,QB,8.33%,0
7,3889466469,tphilemon,1080,13.200001,QB Justin Fields RB Tony Pollard RB Dameon Pierce WR Rashee Rice WR Richie James Jr. WR A.J. Brown TE T.J. Hockenson FLEX Deebo Samuel BN Jaxon Smith-Njigba BN Treylon Burks BN Alvin Kamara BN Elijah Moore BN Kyler Murray BN De'Von Achane BN Roschon Johnson BN Jeff Wilson Jr. BN Jonathan Mingo BN Mike Gesicki BN Irv Smith Jr. BN Ryan Tannehill,,Michael Pittman Jr.,BN,8.33%,0
8,3889455925,dpctree,1080,11.2,QB Trevor Lawrence RB Jerick McKinnon RB Miles Sanders WR Ja'Marr Chase WR Jaylen Waddle WR DeVonta Smith TE Blake Bell FLEX Christian Kirk BN Michael Pittman Jr. BN Brian Robinson Jr. BN Samaje Perine BN Anthony Richardson BN Adam Thielen BN Juwan Johnson BN C.J. Stroud BN Noah Fant BN Tank Dell BN Hunter Henry BN Joshua Kelley BN Evan Hull,,Brian Robinson Jr.,RB,8.33%,0
9,3889476290,Amplitutk,900,9.8,QB Joe Burrow RB Nick Chubb RB J.K. Dobbins WR Marquez Valdes-Scantling WR Justyn Ross WR Kadarius Toney TE Dalton Kincaid FLEX Skyy Moore BN Garrett Wilson BN DJ Moore BN Rashod Bateman BN Alexander Mattison BN Jalin Hyatt BN Kenny Pickett BN Kareem Hunt BN Khalil Shakir BN Isaiah Likely BN Tyler Conklin BN Luke Musgrave BN Justice Hill,,Samaje Perine,BN,8.33%,0
10,3889462946,tmac7oh7,1140,6.1,QB Deshaun Watson RB Saquon Barkley RB Rhamondre Stevenson WR CeeDee Lamb WR Brandon Aiyuk WR Brandin Cooks TE Noah Gray FLEX Travis Etienne Jr. BN Tua Tagovailoa BN Evan Engram BN Odell Beckham Jr. BN Tyler Allgeier BN K.J. Osborn BN Mecole Hardman Jr. BN Van Jefferson BN Baker Mayfield BN Deuce Vaughn BN Cade Otton BN Deon Jackson BN Michael Wilson,,Anthony Richardson,BN,8.33%,0
11,3889486191,tmantxlong,1140,1.8,QB Dak Prescott RB Bijan Robinson RB Cam Akers WR Marvin Jones Jr. WR Cooper Kupp WR DeAndre Hopkins TE Mark Andrews FLEX Mike Williams BN Chris Godwin BN Damien Harris BN AJ Dillon BN JuJu Smith-Schuster BN Dalton Schultz BN Dawson Knox BN Bryce Young BN Raheem Mostert BN Devin Singletary BN John Metchie III BN Desmond Ridder BN Parris Campbell,,Adam Thielen,BN,8.33%,0
12,3889486187,261randy,1140,0,QB Jalen Hurts RB Austin Ekeler RB James Conner WR Drake London WR Keenan Allen WR Mike Evans TE Dallas Goedert FLEX Quentin Johnston BN Justin Herbert BN Elijah Mitchell BN Antonio Gibson BN Darnell Mooney BN Greg Dulcich BN Tyjae Spears BN Curtis Samuel BN Leonard Fournette BN Hayden Hurst BN Marvin Mims Jr. BN Robert Woods BN Quez Watkins,,Juwan Johnson,TE,8.33%,0
,,,,,,,C.J. Stroud,BN,8.33%,0
,,,,,,,Noah Fant,BN,8.33%,0
,,,,,,,Jerick McKinnon,BN,8.33%,2
,,,,,,,Tank Dell,BN,8.33%,0
,,,,,,,Hunter Henry,BN,8.33%,0
,,,,,,,Joshua Kelley,BN,8.33%,0
,,,,,,,Evan Hull,BN,8.33%,0
,,,,,,,Blake Bell,BN,8.33%,9.2
,,,,,,,CeeDee Lamb,WR,8.33%,0
,,,,,,,Saquon Barkley,RB,8.33%,0
,,,,,,,Rhamondre Stevenson,FLEX,8.33%,0
,,,,,,,Travis Etienne Jr.,RB,8.33%,0
,,,,,,,Brandon Aiyuk,WR,8.33%,0
,,,,,,,Deshaun Watson,QB,8.33%,0
,,,,,,,Tua Tagovailoa,BN,8.33%,0
,,,,,,,Evan Engram,TE,8.33%,0
,,,,,,,Brandin Cooks,WR,8.33%,0
,,,,,,,Odell Beckham Jr.,BN,8.33%,0
,,,,,,,Tyler Allgeier,BN,8.33%,0
,,,,,,,K.J. Osborn,BN,8.33%,0
,,,,,,,Mecole Hardman Jr.,BN,8.33%,0
,,,,,,,Van Jefferson,BN,8.33%,0
,,,,,,,Baker Mayfield,BN,8.33%,0
,,,,,,,Deuce Vaughn,BN,8.33%,0
,,,,,,,Cade Otton,BN,8.33%,0
,,,,,,,Deon Jackson,BN,8.33%,0
,,,,,,,Noah Gray,BN,8.33%,6.1
,,,,,,,Michael Wilson,BN,8.33%,0
,,,,,,,Travis Kelce,TE,8.33%,0
,,,,,,,Patrick Mahomes,QB,8.33%,20.54
,,,,,,,Calvin Ridley,WR,8.33%,0
,,,,,,,Aaron Jones,RB,8.33%,0
,,,,,,,Dalvin Cook,RB,8.33%,0
,,,,,,,Marquise Brown,WR,8.33%,0
,,,,,,,Zay Flowers,WR,8.33%,0
,,,,,,,Aaron Rodgers,BN,8.33%,0
,,,,,,,Jamaal Williams,BN,8.33%,0
,,,,,,,Allen Lazard,BN,8.33%,0
,,,,,,,Cole Kmet,FLEX,8.33%,0
,,,,,,,D'Onta Foreman,BN,8.33%,0
,,,,,,,Alec Pierce,BN,8.33%,0
,,,,,,,Ezekiel Elliott,BN,8.33%,0
,,,,,,,Hunter Renfrow,BN,8.33%,0
