Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3874831281,ben155390,1080,33.120003,QB Jared Goff RB Breece Hall RB Rhamondre Stevenson WR Amon-Ra St. Brown WR Davante Adams WR Terry McLaurin TE T.J. Hockenson FLEX Miles Sanders BN Jordan Addison BN Jakobi Meyers BN Antonio Gibson BN Greg Dulcich BN Alec Pierce BN C.J. Stroud BN Kenneth Gainwell BN Jaylen Warren BN John Metchie III BN Brock Purdy BN DeVante Parker BN Kendrick Bourne,,Austin Ekeler,RB,8.33%,0
2,3874821889,cutter11,900,31.14,QB Patrick Mahomes RB Jerick McKinnon RB Aaron Jones WR Marquez Valdes-Scantling WR Marvin Jones Jr. WR DK Metcalf TE Travis Kelce FLEX Tyler Lockett BN David Njoku BN Aaron Rodgers BN Tyler Allgeier BN Jamaal Williams BN Bryce Young BN Ezekiel Elliott BN Michael Gallup BN Mike Gesicki BN Jimmy Garoppolo BN Noah Fant BN Devin Duvernay BN Randall Cobb,,Derrick Henry,RB,8.33%,0
3,3874809169,DaredevilEbe,960,18.9,QB Daniel Jones RB David Montgomery RB Clyde Edwards-Helaire WR Justyn Ross WR Cooper Kupp WR Garrett Wilson TE Mark Andrews FLEX George Pickens BN Joe Mixon BN Diontae Johnson BN Zach Charbonnet BN Alvin Kamara BN Jameson Williams BN JuJu Smith-Schuster BN Roschon Johnson BN Kenny Pickett BN Curtis Samuel BN Irv Smith Jr. BN Cordarrelle Patterson BN Ryan Tannehill,,Mike Williams,WR,8.33%,0
4,3874821887,Steviewheel,960,18.3,QB Joe Burrow RB Isiah Pacheco RB Cam Akers WR Tyreek Hill WR Jaylen Waddle WR Tee Higgins TE Sam LaPorta FLEX James Cook BN Tua Tagovailoa BN Tyler Boyd BN Dalton Kincaid BN Matthew Stafford BN Kareem Hunt BN Isaiah Hodgins BN Leonard Fournette BN Khalil Shakir BN Marvin Mims Jr. BN Tyler Conklin BN Zamir White BN Joshua Kelley,,George Kittle,TE,8.33%,0
5,3874830497,DeepSeaMike,1080,13.200001,QB Josh Allen RB Kenneth Walker III RB Najee Harris WR Rashee Rice WR Richie James Jr. WR Ja'Marr Chase TE Pat Freiermuth FLEX DeVonta Smith BN Mike Evans BN Brandin Cooks BN Zay Flowers BN Alexander Mattison BN AJ Dillon BN Jordan Love BN Joshua Palmer BN Chuba Hubbard BN Isaiah Likely BN Jayden Reed BN Luke Musgrave BN Ty Chandler,,Justin Herbert,QB,8.33%,0
6,3874831391,natedog2184,1140,8,QB Kirk Cousins RB Jahmyr Gibbs RB Josh Jacobs WR Justin Jefferson WR DJ Moore WR Christian Watson TE Dallas Goedert FLEX Chris Godwin BN Brian Robinson Jr. BN Samaje Perine BN Dalton Schultz BN Jeff Wilson Jr. BN Rashid Shaheed BN Jonathan Mingo BN Tank Bigsby BN Sam Howell BN Tank Dell BN Kyren Williams BN Evan Hull BN Kayshon Boutte,,Keenan Allen,WR,8.33%,0
7,3874831318,1547,1140,1,QB Deshaun Watson RB Nick Chubb RB Dameon Pierce WR Kadarius Toney WR Stefon Diggs WR Amari Cooper TE Darren Waller FLEX Javonte Williams BN Courtland Sutton BN Rashaad Penny BN Russell Wilson BN Jalin Hyatt BN Donovan Peoples-Jones BN Romeo Doubs BN Jake Ferguson BN Hayden Hurst BN Mecole Hardman Jr. BN Desmond Ridder BN Mack Hollins BN Scotty Miller,,James Conner,FLEX,8.33%,0
8,3874808670,ajacobs_7,1140,0.4,QB Justin Herbert RB Austin Ekeler RB Derrick Henry WR Skyy Moore WR Mike Williams WR Keenan Allen TE George Kittle FLEX James Conner BN Odell Beckham Jr. BN Quentin Johnston BN Allen Lazard BN Elijah Mitchell BN Taysom Hill BN DJ Chark Jr. BN Gerald Everett BN Rondale Moore BN Mac Jones BN Robert Woods BN Allen Robinson II BN Chris Evans,,Odell Beckham Jr.,BN,8.33%,0
9,3874812390,mebebored,1200,0,QB Anthony Richardson RB Jonathan Taylor RB Bijan Robinson WR Jerry Jeudy WR Michael Pittman Jr. WR Jaxon Smith-Njigba TE Dawson Knox FLEX Tony Pollard BN Brandon Aiyuk BN Jahan Dotson BN Damien Harris BN Elijah Moore BN Derek Carr BN Zay Jones BN Tyler Higbee BN Devin Singletary BN Josh Downs BN Baker Mayfield BN Cole Turner BN Michael Wilson,,Quentin Johnston,WR,8.33%,0
9,3874821753,pear1jammer,1200,0,QB Justin Fields RB Christian McCaffrey RB Rachaad White WR Chris Olave WR Calvin Ridley WR Drake London TE Evan Engram FLEX Treylon Burks BN Trevor Lawrence BN Khalil Herbert BN Cole Kmet BN Darnell Mooney BN Chig Okonkwo BN Kendre Miller BN Nico Collins BN Chase Claypool BN Gus Edwards BN Jerome Ford BN Trey Palmer BN A.T. Perry,,Allen Lazard,BN,8.33%,0
9,3874821828,Jerryotf,1200,0,QB Lamar Jackson RB Saquon Barkley RB Travis Etienne Jr. WR CeeDee Lamb WR Christian Kirk WR Marquise Brown TE Kyle Pitts FLEX J.K. Dobbins BN Dak Prescott BN Rashod Bateman BN K.J. Osborn BN Raheem Mostert BN Tyjae Spears BN Hunter Renfrow BN Trey McBride BN Van Jefferson BN Parris Campbell BN Hunter Henry BN Sam Darnold BN Deon Jackson,,Skyy Moore,BN,8.33%,0.4
9,3874812713,Bmoran4711,1140,0,QB Jalen Hurts RB Dalvin Cook RB D'Andre Swift WR A.J. Brown WR Deebo Samuel WR DeAndre Hopkins TE Juwan Johnson FLEX Gabe Davis BN Michael Thomas BN Geno Smith BN Kyler Murray BN De'Von Achane BN Adam Thielen BN D'Onta Foreman BN Michael Mayer BN Chase Brown BN Deuce Vaughn BN Darius Slayton BN Cade Otton BN La'Mical Perine,,Elijah Mitchell,BN,8.33%,0
,,,,,,,Taysom Hill,BN,8.33%,0
,,,,,,,DJ Chark Jr.,BN,8.33%,0
,,,,,,,Gerald Everett,BN,8.33%,0
,,,,,,,Rondale Moore,BN,8.33%,0
,,,,,,,Mac Jones,BN,8.33%,0
,,,,,,,Robert Woods,BN,8.33%,0
,,,,,,,Allen Robinson II,BN,8.33%,0
,,,,,,,Chris Evans,BN,8.33%,0
,,,,,,,Cooper Kupp,WR,8.33%,0
,,,,,,,Garrett Wilson,WR,8.33%,0
,,,,,,,Mark Andrews,TE,8.33%,0
,,,,,,,David Montgomery,BN,8.33%,13.4
,,,,,,,George Pickens,FLEX,8.33%,0
,,,,,,,Joe Mixon,RB,8.33%,0
,,,,,,,Diontae Johnson,WR,8.33%,0
,,,,,,,Daniel Jones,QB,8.33%,0
,,,,,,,Zach Charbonnet,BN,8.33%,0
,,,,,,,Alvin Kamara,RB,8.33%,0
,,,,,,,Jameson Williams,BN,8.33%,0
,,,,,,,JuJu Smith-Schuster,BN,8.33%,0
,,,,,,,Roschon Johnson,BN,8.33%,0
,,,,,,,Kenny Pickett,BN,8.33%,0
,,,,,,,Curtis Samuel,BN,8.33%,0
,,,,,,,Irv Smith Jr.,BN,8.33%,0
,,,,,,,Cordarrelle Patterson,BN,8.33%,0
,,,,,,,Clyde Edwards-Helaire,BN,8.33%,3.9
,,,,,,,Ryan Tannehill,BN,8.33%,0
,,,,,,,Justyn Ross,BN,8.33%,1.6
,,,,,,,Jonathan Taylor,FLEX,8.33%,0
,,,,,,,Bijan Robinson,RB,8.33%,0
,,,,,,,Tony Pollard,RB,8.33%,0
,,,,,,,Jerry Jeudy,WR,8.33%,0
,,,,,,,Michael Pittman Jr.,BN,8.33%,0
,,,,,,,Jaxon Smith-Njigba,BN,8.33%,0
,,,,,,,Brandon Aiyuk,WR,8.33%,0
,,,,,,,Jahan Dotson,WR,8.33%,0
,,,,,,,Damien Harris,BN,8.33%,0
,,,,,,,Elijah Moore,BN,8.33%,0
,,,,,,,Anthony Richardson,QB,8.33%,0
,,,,,,,Derek Carr,BN,8.33%,0
,,,,,,,Dawson Knox,BN,8.33%,0
,,,,,,,Zay Jones,BN,8.33%,0
,,,,,,,Tyler Higbee,TE,8.33%,0
,,,,,,,Devin Singletary,BN,8.33%,0
,,,,,,,Josh Downs,BN,8.33%,0
,,,,,,,Baker Mayfield,BN,8.33%,0
,,,,,,,Cole Turner,BN,8.33%,0
,,,,,,,Michael Wilson,BN,8.33%,0
,,,,,,,A.J. Brown,WR,8.33%,0
,,,,,,,Jalen Hurts,QB,8.33%,0
,,,,,,,Deebo Samuel,WR,8.33%,0
,,,,,,,DeAndre Hopkins,WR,8.33%,0
,,,,,,,Dalvin Cook,RB,8.33%,0
,,,,,,,D'Andre Swift,RB,8.33%,0
,,,,,,,Gabe Davis,FLEX,8.33%,0
,,,,,,,Michael Thomas,BN,8.33%,0
,,,,,,,Geno Smith,BN,8.33%,0
,,,,,,,Kyler Murray,BN,8.33%,0
,,,,,,,De'Von Achane,BN,8.33%,0
,,,,,,,Adam Thielen,BN,8.33%,0
,,,,,,,D'Onta Foreman,BN,8.33%,0
,,,,,,,Juwan Johnson,TE,8.33%,0
,,,,,,,Michael Mayer,BN,8.33%,0
,,,,,,,Chase Brown,BN,8.33%,0
,,,,,,,Deuce Vaughn,BN,8.33%,0
,,,,,,,Darius Slayton,BN,8.33%,0
,,,,,,,Cade Otton,BN,8.33%,0
,,,,,,,La'Mical Perine,BN,8.33%,0
,,,,,,,Christian McCaffrey,RB,8.33%,0
,,,,,,,Chris Olave,WR,8.33%,0
,,,,,,,Justin Fields,QB,8.33%,0
,,,,,,,Calvin Ridley,WR,8.33%,0
,,,,,,,Drake London,WR,8.33%,0
,,,,,,,Trevor Lawrence,BN,8.33%,0
,,,,,,,Rachaad White,RB,8.33%,0
,,,,,,,Treylon Burks,BN,8.33%,0
,,,,,,,Evan Engram,TE,8.33%,0
,,,,,,,Khalil Herbert,FLEX,8.33%,0
,,,,,,,Cole Kmet,BN,8.33%,0
,,,,,,,Darnell Mooney,BN,8.33%,0
,,,,,,,Chig Okonkwo,BN,8.33%,0
,,,,,,,Kendre Miller,BN,8.33%,0
,,,,,,,Nico Collins,BN,8.33%,0
,,,,,,,Chase Claypool,BN,8.33%,0
,,,,,,,Gus Edwards,BN,8.33%,0
,,,,,,,Jerome Ford,BN,8.33%,0
,,,,,,,Trey Palmer,BN,8.33%,0
,,,,,,,A.T. Perry,BN,8.33%,0
,,,,,,,CeeDee Lamb,WR,8.33%,0
,,,,,,,Saquon Barkley,RB,8.33%,0
,,,,,,,Travis Etienne Jr.,RB,8.33%,0
,,,,,,,Lamar Jackson,QB,8.33%,0
,,,,,,,Christian Kirk,WR,8.33%,0
,,,,,,,Kyle Pitts,TE,8.33%,0
,,,,,,,J.K. Dobbins,FLEX,8.33%,0
,,,,,,,Marquise Brown,WR,8.33%,0
,,,,,,,Dak Prescott,BN,8.33%,0
,,,,,,,Rashod Bateman,BN,8.33%,0
,,,,,,,K.J. Osborn,BN,8.33%,0
,,,,,,,Raheem Mostert,BN,8.33%,0
,,,,,,,Tyjae Spears,BN,8.33%,0
,,,,,,,Hunter Renfrow,BN,8.33%,0
,,,,,,,Trey McBride,BN,8.33%,0
,,,,,,,Van Jefferson,BN,8.33%,0
,,,,,,,Parris Campbell,BN,8.33%,0
,,,,,,,Hunter Henry,BN,8.33%,0
,,,,,,,Sam Darnold,BN,8.33%,0
,,,,,,,Deon Jackson,BN,8.33%,0
,,,,,,,Tyreek Hill,WR,8.33%,0
,,,,,,,Jaylen Waddle,WR,8.33%,0
,,,,,,,Tee Higgins,WR,8.33%,0
,,,,,,,Joe Burrow,QB,8.33%,0
,,,,,,,Isiah Pacheco,FLEX,8.33%,9.4
,,,,,,,Cam Akers,RB,8.33%,0
,,,,,,,Tua Tagovailoa,BN,8.33%,0
,,,,,,,James Cook,RB,8.33%,0
,,,,,,,Tyler Boyd,BN,8.33%,0
,,,,,,,Dalton Kincaid,TE,8.33%,0
,,,,,,,Matthew Stafford,BN,8.33%,0
,,,,,,,Kareem Hunt,BN,8.33%,0
,,,,,,,Isaiah Hodgins,BN,8.33%,0
,,,,,,,Leonard Fournette,BN,8.33%,0
,,,,,,,Khalil Shakir,BN,8.33%,0
,,,,,,,Marvin Mims Jr.,BN,8.33%,0
,,,,,,,Sam LaPorta,BN,8.33%,8.9
,,,,,,,Tyler Conklin,BN,8.33%,0
,,,,,,,Zamir White,BN,8.33%,0
,,,,,,,Joshua Kelley,BN,8.33%,0
,,,,,,,Travis Kelce,TE,8.33%,0
,,,,,,,Patrick Mahomes,QB,8.33%,20.54
,,,,,,,DK Metcalf,WR,8.33%,0
,,,,,,,Aaron Jones,RB,8.33%,0
,,,,,,,Tyler Lockett,WR,8.33%,0
,,,,,,,David Njoku,FLEX,8.33%,0
,,,,,,,Aaron Rodgers,BN,8.33%,0
,,,,,,,Tyler Allgeier,BN,8.33%,0
,,,,,,,Jamaal Williams,BN,8.33%,0
,,,,,,,Bryce Young,BN,8.33%,0
,,,,,,,Ezekiel Elliott,BN,8.33%,0
