Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3848771765,coffdogmillionare,960,29.84,QB Patrick Mahomes RB Josh Jacobs RB Miles Sanders WR Skyy Moore WR Mike Williams WR Brandon Aiyuk TE Sam LaPorta FLEX Travis Kelce BN Daniel Jones BN Odell Beckham Jr. BN Quentin Johnston BN Tyler Boyd BN Kenneth Gainwell BN Curtis Samuel BN Isaiah Hodgins BN Mecole Hardman Jr. BN Gus Edwards BN Noah Fant BN Darius Slayton BN Charleston Rambo,,Stefon Diggs,WR,8.33%,0
2,3848771689,dasmith1414,960,24.4,QB Jalen Hurts RB Isiah Pacheco RB Najee Harris WR Rashee Rice WR Marvin Jones Jr. WR Richie James Jr. TE Dawson Knox FLEX A.J. Brown BN Amari Cooper BN Aaron Jones BN Dak Prescott BN Brandin Cooks BN Alexander Mattison BN Allen Lazard BN Michael Gallup BN Irv Smith Jr. BN Jerome Ford BN Hunter Henry BN Zamir White BN Evan Hull,,Josh Allen,QB,8.33%,0
3,3848757457,eric_doll90,1140,19.1,QB Anthony Richardson RB Nick Chubb RB Travis Etienne Jr. WR Amon-Ra St. Brown WR Diontae Johnson WR Gabe Davis TE Gerald Everett FLEX Joe Mixon BN Javonte Williams BN Jahan Dotson BN Raheem Mostert BN C.J. Stroud BN Nico Collins BN Tank Bigsby BN Hayden Hurst BN John Metchie III BN Robert Woods BN Ryan Tannehill BN Greg Dortch BN Logan Thomas,,Rhamondre Stevenson,RB,8.33%,0
4,3848762969,willcolenbrander,960,15.5,QB Justin Fields RB Jahmyr Gibbs RB Clyde Edwards-Helaire WR Justyn Ross WR CeeDee Lamb WR DJ Moore TE Darren Waller FLEX Jerick McKinnon BN Bijan Robinson BN George Pickens BN Elijah Moore BN JuJu Smith-Schuster BN Cole Kmet BN Antonio Gibson BN Jalin Hyatt BN Donovan Peoples-Jones BN Rashid Shaheed BN Brock Purdy BN Jelani Woods BN Baker Mayfield,,DeAndre Hopkins,WR,8.33%,0
5,3848749474,armstorong56172,1140,14.02,QB Jared Goff RB Christian McCaffrey RB Dameon Pierce WR DeVonta Smith WR Tee Higgins WR Terry McLaurin TE Dalton Schultz FLEX Jordan Addison BN Deshaun Watson BN AJ Dillon BN Brian Robinson Jr. BN Jaylen Warren BN Jonathan Mingo BN Mike Gesicki BN Khalil Shakir BN Cordarrelle Patterson BN Tyler Conklin BN Tank Dell BN Darnell Washington BN DeVante Parker,,Christian Watson,WR,8.33%,0
6,3848771704,DeepSeaMike,1140,13.4,QB Lamar Jackson RB David Montgomery RB Khalil Herbert WR Davante Adams WR Garrett Wilson WR Deebo Samuel TE George Kittle FLEX Tyler Lockett BN Zay Flowers BN Aaron Rodgers BN Damien Harris BN Elijah Mitchell BN Kendre Miller BN Devin Singletary BN Isaiah Likely BN Parris Campbell BN Corey Davis BN Mack Hollins BN Robert Tonyan BN Ty Chandler,,D'Andre Swift,RB,8.33%,0
7,3848762228,Hail10,1080,6.8,QB Tua Tagovailoa RB Austin Ekeler RB Kenneth Walker III WR Marquez Valdes-Scantling WR Jaylen Waddle WR Drake London TE Mark Andrews FLEX J.K. Dobbins BN Marquise Brown BN Zach Charbonnet BN Rashod Bateman BN Jakobi Meyers BN Zay Jones BN Jeff Wilson Jr. BN Michael Mayer BN Kenny Pickett BN Josh Downs BN Jimmy Garoppolo BN Leonard Fournette BN Luke Musgrave,,Kadarius Toney,BN,8.33%,1
8,3848741142,rstaege6,1080,1,QB Josh Allen RB Rhamondre Stevenson RB D'Andre Swift WR Kadarius Toney WR Stefon Diggs WR DeAndre Hopkins TE David Njoku FLEX Christian Watson BN James Cook BN Tyler Allgeier BN Kyler Murray BN Dalton Kincaid BN Tyjae Spears BN Rondale Moore BN Kareem Hunt BN Jake Ferguson BN Marvin Mims Jr. BN Chase Claypool BN Jayden Reed BN Michael Wilson,,David Njoku,BN,8.33%,0
9,3848757639,kayonas23,1200,0,QB Kirk Cousins RB Tony Pollard RB Jamaal Williams WR Justin Jefferson WR Calvin Ridley WR Christian Kirk TE T.J. Hockenson FLEX Michael Pittman Jr. BN Mike Evans BN Evan Engram BN K.J. Osborn BN De'Von Achane BN Adam Thielen BN D'Onta Foreman BN Jordan Love BN Chase Brown BN Tyquan Thornton BN Sam Howell BN Terrace Marshall Jr. BN Deon Jackson,,James Cook,FLEX,8.33%,0
9,3848757735,onedayillberich,1200,0,QB Justin Herbert RB Cam Akers RB Rachaad White WR Tyreek Hill WR Chris Olave WR Keenan Allen TE Pat Freiermuth FLEX James Conner BN Michael Thomas BN Samaje Perine BN Darnell Mooney BN Taysom Hill BN Trey Lance BN Tyler Higbee BN Matthew Stafford BN Joshua Palmer BN Hunter Renfrow BN Desmond Ridder BN Joshua Kelley BN Melvin Gordon III,,Tyler Allgeier,BN,8.33%,0
9,3848771402,NatiFish,1200,0,QB Trevor Lawrence RB Jonathan Taylor RB Saquon Barkley WR Cooper Kupp WR Jerry Jeudy WR Chris Godwin TE Kyle Pitts FLEX Courtland Sutton BN Alvin Kamara BN Rashaad Penny BN Russell Wilson BN Greg Dulcich BN Bryce Young BN Alec Pierce BN Juwan Johnson BN DJ Chark Jr. BN Chuba Hubbard BN Allen Robinson II BN Malik Davis BN Puka Nacua,,Kyler Murray,BN,8.33%,0
9,3848762223,Kelzz,0,0,,,Dalton Kincaid,TE,8.33%,0
,,,,,,,Tyjae Spears,BN,8.33%,0
,,,,,,,Rondale Moore,BN,8.33%,0
,,,,,,,Kareem Hunt,BN,8.33%,0
,,,,,,,Jake Ferguson,BN,8.33%,0
,,,,,,,Marvin Mims Jr.,BN,8.33%,0
,,,,,,,Chase Claypool,BN,8.33%,0
,,,,,,,Jayden Reed,BN,8.33%,0
,,,,,,,Michael Wilson,BN,8.33%,0
,,,,,,,Christian McCaffrey,RB,8.33%,0
,,,,,,,DeVonta Smith,WR,8.33%,0
,,,,,,,Tee Higgins,WR,8.33%,0
,,,,,,,Terry McLaurin,WR,8.33%,0
,,,,,,,Dameon Pierce,RB,8.33%,0
,,,,,,,Deshaun Watson,QB,8.33%,0
,,,,,,,Jordan Addison,FLEX,8.33%,0
,,,,,,,AJ Dillon,BN,8.33%,0
,,,,,,,Jared Goff,BN,8.33%,14.02
,,,,,,,Brian Robinson Jr.,BN,8.33%,0
,,,,,,,Dalton Schultz,TE,8.33%,0
,,,,,,,Jaylen Warren,BN,8.33%,0
,,,,,,,Jonathan Mingo,BN,8.33%,0
,,,,,,,Mike Gesicki,BN,8.33%,0
,,,,,,,Khalil Shakir,BN,8.33%,0
,,,,,,,Cordarrelle Patterson,BN,8.33%,0
,,,,,,,Tyler Conklin,BN,8.33%,0
,,,,,,,Tank Dell,BN,8.33%,0
,,,,,,,Darnell Washington,BN,8.33%,0
,,,,,,,DeVante Parker,BN,8.33%,0
,,,,,,,Amon-Ra St. Brown,WR,8.33%,19.1
,,,,,,,Nick Chubb,RB,8.33%,0
,,,,,,,Travis Etienne Jr.,FLEX,8.33%,0
,,,,,,,Joe Mixon,RB,8.33%,0
,,,,,,,Diontae Johnson,WR,8.33%,0
,,,,,,,Gabe Davis,WR,8.33%,0
,,,,,,,Javonte Williams,BN,8.33%,0
,,,,,,,Jahan Dotson,BN,8.33%,0
,,,,,,,Anthony Richardson,QB,8.33%,0
,,,,,,,Raheem Mostert,BN,8.33%,0
,,,,,,,C.J. Stroud,BN,8.33%,0
,,,,,,,Nico Collins,BN,8.33%,0
,,,,,,,Gerald Everett,TE,8.33%,0
,,,,,,,Tank Bigsby,BN,8.33%,0
,,,,,,,Hayden Hurst,BN,8.33%,0
,,,,,,,John Metchie III,BN,8.33%,0
,,,,,,,Robert Woods,BN,8.33%,0
,,,,,,,Ryan Tannehill,BN,8.33%,0
,,,,,,,Greg Dortch,BN,8.33%,0
,,,,,,,Logan Thomas,BN,8.33%,0
,,,,,,,Justin Jefferson,WR,8.33%,0
,,,,,,,Tony Pollard,RB,8.33%,0
,,,,,,,Calvin Ridley,WR,8.33%,0
,,,,,,,T.J. Hockenson,TE,8.33%,0
,,,,,,,Christian Kirk,WR,8.33%,0
,,,,,,,Michael Pittman Jr.,BN,8.33%,0
,,,,,,,Mike Evans,FLEX,8.33%,0
,,,,,,,Evan Engram,BN,8.33%,0
,,,,,,,Kirk Cousins,QB,8.33%,0
,,,,,,,Jamaal Williams,BN,8.33%,0
,,,,,,,K.J. Osborn,BN,8.33%,0
,,,,,,,De'Von Achane,RB,8.33%,0
,,,,,,,Adam Thielen,BN,8.33%,0
,,,,,,,D'Onta Foreman,BN,8.33%,0
