Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3861316812,bhabes5818,960,35.54,QB Patrick Mahomes RB David Montgomery RB Jonathan Taylor WR Richie James Jr. WR DK Metcalf WR Brandon Aiyuk TE Travis Kelce FLEX Chris Godwin BN Javonte Williams BN Odell Beckham Jr. BN Anthony Richardson BN Allen Lazard BN Tyler Boyd BN Cole Kmet BN Isaiah Hodgins BN John Metchie III BN Jelani Woods BN Israel Abanikanda BN Baker Mayfield BN Deuce Vaughn,,Christian McCaffrey,RB,8.33%,0
2,3861301332,mbake21,1080,33.120003,QB Jared Goff RB Najee Harris RB James Cook WR Amon-Ra St. Brown WR A.J. Brown WR Deebo Samuel TE Evan Engram FLEX Jahan Dotson BN Trevor Lawrence BN Dalton Schultz BN Jalin Hyatt BN Raheem Mostert BN Romeo Doubs BN Kenneth Gainwell BN Mike Gesicki BN Sam Howell BN Mac Jones BN DeVante Parker BN Chase Edmonds BN Cole Turner,,Josh Allen,QB,8.33%,0
3,3861310345,Magyc,1140,11.6,QB Justin Fields RB Miles Sanders RB Cam Akers WR Rashee Rice WR Davante Adams WR Garrett Wilson TE Michael Mayer FLEX Christian Kirk BN Dak Prescott BN Brandin Cooks BN De'Von Achane BN Darnell Mooney BN D'Onta Foreman BN C.J. Stroud BN Rashid Shaheed BN Jaylen Warren BN Nico Collins BN Hayden Hurst BN Isaiah Spiller BN Puka Nacua,,Calvin Ridley,WR,8.33%,0
4,3861310934,guidomosquito,1020,10,QB Jalen Hurts RB Jahmyr Gibbs RB Jerick McKinnon WR Cooper Kupp WR Mike Williams WR Courtland Sutton TE Dallas Goedert FLEX Aaron Jones BN Dameon Pierce BN Quentin Johnston BN Jameson Williams BN Rashod Bateman BN Tyler Allgeier BN DJ Chark Jr. BN Joshua Palmer BN Jimmy Garoppolo BN Hunter Renfrow BN Jake Ferguson BN Zach Evans BN Quez Watkins,,T.J. Hockenson,TE,8.33%,0
5,3861293221,earsalad311,1080,9.4,QB Joe Burrow RB Isiah Pacheco RB Kenneth Walker III WR Justin Jefferson WR Chris Olave WR Tee Higgins TE George Kittle FLEX Mike Evans BN Kirk Cousins BN Pat Freiermuth BN Aaron Rodgers BN Jeff Wilson Jr. BN Devin Singletary BN Michael Gallup BN Rondale Moore BN Curtis Samuel BN Leonard Fournette BN Khalil Shakir BN Irv Smith Jr. BN Deon Jackson,,Dalvin Cook,BN,8.33%,0
6,3861310892,BeastMode_AD,1080,9.299999,QB Daniel Jones RB Austin Ekeler RB Nick Chubb WR Skyy Moore WR Amari Cooper WR Drake London TE Sam LaPorta FLEX Josh Jacobs BN Gabe Davis BN Zay Flowers BN Jamaal Williams BN Chig Okonkwo BN Roschon Johnson BN Bryce Young BN Ezekiel Elliott BN Kenny Pickett BN Luke Musgrave BN Darius Slayton BN Greg Dortch BN Calvin Austin III,,James Conner,FLEX,8.33%,0
7,3861292519,gocubsgo2525,1080,8.400001,QB Josh Allen RB Christian McCaffrey RB Dalvin Cook WR Marquez Valdes-Scantling WR Justyn Ross WR Calvin Ridley TE T.J. Hockenson FLEX James Conner BN David Njoku BN Alvin Kamara BN Michael Thomas BN Alexander Mattison BN JuJu Smith-Schuster BN Kyler Murray BN K.J. Osborn BN Taysom Hill BN Chase Claypool BN Robert Woods BN Jerome Ford BN Allen Robinson II,,David Njoku,BN,8.33%,0
8,3861293300,JDHolt,1140,3.9,QB Deshaun Watson RB Clyde Edwards-Helaire RB Bijan Robinson WR Jaylen Waddle WR George Pickens WR Treylon Burks TE Darren Waller FLEX Rhamondre Stevenson BN Travis Etienne Jr. BN Adam Thielen BN Jordan Love BN Greg Dulcich BN Donovan Peoples-Jones BN Dalton Kincaid BN Tank Bigsby BN Jayden Reed BN Parris Campbell BN Tank Dell BN Pierre Strong Jr. BN A.T. Perry,,Alvin Kamara,BN,8.33%,0
9,3861301405,bsa319,1080,1,QB Lamar Jackson RB Saquon Barkley RB Rachaad White WR Kadarius Toney WR CeeDee Lamb WR DJ Moore TE Tyler Higbee FLEX Terry McLaurin BN Marquise Brown BN Zach Charbonnet BN Antonio Gibson BN Matthew Stafford BN Kareem Hunt BN Tyquan Thornton BN Isaiah Likely BN Tyler Conklin BN Van Jefferson BN Zamir White BN Matt Breida BN Michael Wilson,,Michael Thomas,WR,8.33%,0
10,3861293422,Dusty716,1200,0,QB Geno Smith RB Tony Pollard RB Breece Hall WR Tyreek Hill WR Christian Watson WR Jaxon Smith-Njigba TE Mark Andrews FLEX J.K. Dobbins BN Jordan Addison BN Rashaad Penny BN Elijah Moore BN Jakobi Meyers BN Derek Carr BN Alec Pierce BN Kendre Miller BN Mecole Hardman Jr. BN Marvin Mims Jr. BN Noah Fant BN Ty Chandler BN Ke'Shawn Vaughn,,Alexander Mattison,RB,8.33%,0
10,3861316408,mpace101,1200,0,QB Tua Tagovailoa RB Derrick Henry RB Joe Mixon WR Stefon Diggs WR Jerry Jeudy WR Michael Pittman Jr. TE Kyle Pitts FLEX Diontae Johnson BN Damien Harris BN Samaje Perine BN Russell Wilson BN Juwan Johnson BN Tyjae Spears BN Chase Brown BN Cordarrelle Patterson BN Chuba Hubbard BN Desmond Ridder BN Gus Edwards BN Corey Davis BN Denzel Mims,,JuJu Smith-Schuster,WR,8.33%,0
10,3861316951,DeepSeaMike,1200,0,QB Justin Herbert RB D'Andre Swift RB Khalil Herbert WR Ja'Marr Chase WR DeVonta Smith WR DeAndre Hopkins TE Dawson Knox FLEX Keenan Allen BN Tyler Lockett BN AJ Dillon BN Brian Robinson Jr. BN Elijah Mitchell BN Zay Jones BN Gerald Everett BN Jonathan Mingo BN Brock Purdy BN Ryan Tannehill BN Hunter Henry BN Chris Evans BN Latavius Murray,,Kyler Murray,BN,8.33%,0
,,,,,,,K.J. Osborn,BN,8.33%,0
,,,,,,,Taysom Hill,BN,8.33%,0
,,,,,,,Marquez Valdes-Scantling,BN,8.33%,6.8
,,,,,,,Chase Claypool,BN,8.33%,0
,,,,,,,Robert Woods,BN,8.33%,0
,,,,,,,Jerome Ford,BN,8.33%,0
,,,,,,,Allen Robinson II,BN,8.33%,0
,,,,,,,Justyn Ross,BN,8.33%,1.6
,,,,,,,Justin Jefferson,WR,8.33%,0
,,,,,,,Chris Olave,WR,8.33%,0
,,,,,,,Tee Higgins,WR,8.33%,0
,,,,,,,Kenneth Walker III,RB,8.33%,0
,,,,,,,Joe Burrow,QB,8.33%,0
,,,,,,,George Kittle,TE,8.33%,0
,,,,,,,Isiah Pacheco,RB,8.33%,9.4
,,,,,,,Mike Evans,FLEX,8.33%,0
,,,,,,,Kirk Cousins,BN,8.33%,0
,,,,,,,Pat Freiermuth,BN,8.33%,0
,,,,,,,Aaron Rodgers,BN,8.33%,0
,,,,,,,Jeff Wilson Jr.,BN,8.33%,0
,,,,,,,Devin Singletary,BN,8.33%,0
,,,,,,,Michael Gallup,BN,8.33%,0
,,,,,,,Rondale Moore,BN,8.33%,0
,,,,,,,Curtis Samuel,BN,8.33%,0
,,,,,,,Leonard Fournette,BN,8.33%,0
,,,,,,,Khalil Shakir,BN,8.33%,0
,,,,,,,Irv Smith Jr.,BN,8.33%,0
,,,,,,,Deon Jackson,BN,8.33%,0
,,,,,,,Bijan Robinson,RB,8.33%,0
,,,,,,,Jaylen Waddle,WR,8.33%,0
,,,,,,,Rhamondre Stevenson,RB,8.33%,0
,,,,,,,Travis Etienne Jr.,FLEX,8.33%,0
,,,,,,,Deshaun Watson,QB,8.33%,0
,,,,,,,Darren Waller,TE,8.33%,0
,,,,,,,George Pickens,WR,8.33%,0
,,,,,,,Treylon Burks,WR,8.33%,0
,,,,,,,Adam Thielen,BN,8.33%,0
,,,,,,,Jordan Love,BN,8.33%,0
,,,,,,,Greg Dulcich,BN,8.33%,0
,,,,,,,Donovan Peoples-Jones,BN,8.33%,0
,,,,,,,Dalton Kincaid,BN,8.33%,0
,,,,,,,Tank Bigsby,BN,8.33%,0
,,,,,,,Jayden Reed,BN,8.33%,0
,,,,,,,Parris Campbell,BN,8.33%,0
,,,,,,,Clyde Edwards-Helaire,BN,8.33%,3.9
,,,,,,,Tank Dell,BN,8.33%,0
,,,,,,,Pierre Strong Jr.,BN,8.33%,0
,,,,,,,A.T. Perry,BN,8.33%,0
,,,,,,,Tyreek Hill,WR,8.33%,0
,,,,,,,Tony Pollard,RB,8.33%,0
,,,,,,,Breece Hall,RB,8.33%,0
,,,,,,,Mark Andrews,TE,8.33%,0
,,,,,,,Christian Watson,WR,8.33%,0
,,,,,,,Jaxon Smith-Njigba,WR,8.33%,0
,,,,,,,J.K. Dobbins,BN,8.33%,0
,,,,,,,Jordan Addison,FLEX,8.33%,0
,,,,,,,Rashaad Penny,BN,8.33%,0
,,,,,,,Elijah Moore,BN,8.33%,0
,,,,,,,Geno Smith,QB,8.33%,0
,,,,,,,Jakobi Meyers,BN,8.33%,0
,,,,,,,Derek Carr,BN,8.33%,0
,,,,,,,Alec Pierce,BN,8.33%,0
,,,,,,,Kendre Miller,BN,8.33%,0
,,,,,,,Mecole Hardman Jr.,BN,8.33%,0
,,,,,,,Marvin Mims Jr.,BN,8.33%,0
,,,,,,,Noah Fant,BN,8.33%,0
,,,,,,,Ty Chandler,BN,8.33%,0
,,,,,,,Ke'Shawn Vaughn,BN,8.33%,0
,,,,,,,A.J. Brown,WR,8.33%,0
,,,,,,,Amon-Ra St. Brown,WR,8.33%,19.1
,,,,,,,Deebo Samuel,WR,8.33%,0
,,,,,,,Najee Harris,RB,8.33%,0
,,,,,,,Trevor Lawrence,QB,8.33%,0
,,,,,,,Evan Engram,TE,8.33%,0
,,,,,,,Jahan Dotson,FLEX,8.33%,0
,,,,,,,James Cook,RB,8.33%,0
,,,,,,,Jared Goff,BN,8.33%,14.02
,,,,,,,Dalton Schultz,BN,8.33%,0
,,,,,,,Jalin Hyatt,BN,8.33%,0
,,,,,,,Raheem Mostert,BN,8.33%,0
,,,,,,,Romeo Doubs,BN,8.33%,0
,,,,,,,Kenneth Gainwell,BN,8.33%,0
,,,,,,,Mike Gesicki,BN,8.33%,0
,,,,,,,Sam Howell,BN,8.33%,0
,,,,,,,Mac Jones,BN,8.33%,0
,,,,,,,DeVante Parker,BN,8.33%,0
,,,,,,,Chase Edmonds,BN,8.33%,0
,,,,,,,Cole Turner,BN,8.33%,0
,,,,,,,CeeDee Lamb,WR,8.33%,0
,,,,,,,Saquon Barkley,RB,8.33%,0
,,,,,,,Lamar Jackson,QB,8.33%,0
,,,,,,,DJ Moore,WR,8.33%,0
,,,,,,,Terry McLaurin,WR,8.33%,0
,,,,,,,Marquise Brown,FLEX,8.33%,0
,,,,,,,Rachaad White,RB,8.33%,0
,,,,,,,Kadarius Toney,BN,8.33%,1
,,,,,,,Zach Charbonnet,BN,8.33%,0
,,,,,,,Antonio Gibson,BN,8.33%,0
,,,,,,,Tyler Higbee,TE,8.33%,0
,,,,,,,Matthew Stafford,BN,8.33%,0
,,,,,,,Kareem Hunt,BN,8.33%,0
,,,,,,,Tyquan Thornton,BN,8.33%,0
,,,,,,,Isaiah Likely,BN,8.33%,0
,,,,,,,Tyler Conklin,BN,8.33%,0
,,,,,,,Van Jefferson,BN,8.33%,0
,,,,,,,Zamir White,BN,8.33%,0
,,,,,,,Matt Breida,BN,8.33%,0
,,,,,,,Michael Wilson,BN,8.33%,0
,,,,,,,Davante Adams,WR,8.33%,0
,,,,,,,Garrett Wilson,WR,8.33%,0
,,,,,,,Justin Fields,QB,8.33%,0
,,,,,,,Miles Sanders,RB,8.33%,0
,,,,,,,Christian Kirk,WR,8.33%,0
,,,,,,,Cam Akers,RB,8.33%,0
,,,,,,,Dak Prescott,BN,8.33%,0
,,,,,,,Brandin Cooks,FLEX,8.33%,0
,,,,,,,De'Von Achane,BN,8.33%,0
,,,,,,,Darnell Mooney,BN,8.33%,0
,,,,,,,D'Onta Foreman,BN,8.33%,0
,,,,,,,C.J. Stroud,BN,8.33%,0
,,,,,,,Rashid Shaheed,BN,8.33%,0
,,,,,,,Jaylen Warren,BN,8.33%,0
,,,,,,,Michael Mayer,TE,8.33%,0
,,,,,,,Nico Collins,BN,8.33%,0
,,,,,,,Rashee Rice,BN,8.33%,11.6
,,,,,,,Hayden Hurst,BN,8.33%,0
,,,,,,,Isaiah Spiller,BN,8.33%,0
,,,,,,,Puka Nacua,BN,8.33%,0
,,,,,,,Austin Ekeler,RB,8.33%,0
,,,,,,,Nick Chubb,RB,8.33%,0
,,,,,,,Josh Jacobs,FLEX,8.33%,0
,,,,,,,Amari Cooper,WR,8.33%,0
,,,,,,,Drake London,WR,8.33%,0
,,,,,,,Gabe Davis,WR,8.33%,0
,,,,,,,Daniel Jones,QB,8.33%,0
,,,,,,,Zay Flowers,BN,8.33%,0
,,,,,,,Jamaal Williams,BN,8.33%,0
,,,,,,,Skyy Moore,BN,8.33%,0.4
,,,,,,,Chig Okonkwo,BN,8.33%,0
,,,,,,,Roschon Johnson,BN,8.33%,0
,,,,,,,Bryce Young,BN,8.33%,0
,,,,,,,Ezekiel Elliott,BN,8.33%,0
,,,,,,,Kenny Pickett,BN,8.33%,0
,,,,,,,Sam LaPorta,TE,8.33%,8.9
,,,,,,,Luke Musgrave,BN,8.33%,0
,,,,,,,Darius Slayton,BN,8.33%,0
,,,,,,,Greg Dortch,BN,8.33%,0
,,,,,,,Calvin Austin III,BN,8.33%,0
,,,,,,,Cooper Kupp,WR,8.33%,0
,,,,,,,Jalen Hurts,QB,8.33%,0
,,,,,,,Mike Williams,WR,8.33%,0
,,,,,,,Jahmyr Gibbs,RB,8.33%,8
,,,,,,,Aaron Jones,RB,8.33%,0
,,,,,,,Dameon Pierce,FLEX,8.33%,0
,,,,,,,Dallas Goedert,TE,8.33%,0
,,,,,,,Courtland Sutton,BN,8.33%,0
,,,,,,,Quentin Johnston,WR,8.33%,0
,,,,,,,Jameson Williams,BN,8.33%,0
,,,,,,,Rashod Bateman,BN,8.33%,0
,,,,,,,Tyler Allgeier,BN,8.33%,0
,,,,,,,DJ Chark Jr.,BN,8.33%,0
,,,,,,,Joshua Palmer,BN,8.33%,0
,,,,,,,Jimmy Garoppolo,BN,8.33%,0
,,,,,,,Hunter Renfrow,BN,8.33%,0
,,,,,,,Jake Ferguson,BN,8.33%,0
,,,,,,,Zach Evans,BN,8.33%,0
,,,,,,,Jerick McKinnon,BN,8.33%,2
,,,,,,,Quez Watkins,BN,8.33%,0
,,,,,,,Stefon Diggs,WR,8.33%,0
,,,,,,,Derrick Henry,RB,8.33%,0
,,,,,,,Jerry Jeudy,WR,8.33%,0
,,,,,,,Kyle Pitts,TE,8.33%,0
,,,,,,,Michael Pittman Jr.,FLEX,8.33%,0
,,,,,,,Joe Mixon,RB,8.33%,0
,,,,,,,Diontae Johnson,WR,8.33%,0
,,,,,,,Tua Tagovailoa,QB,8.33%,0
,,,,,,,Damien Harris,BN,8.33%,0
,,,,,,,Samaje Perine,BN,8.33%,0
,,,,,,,Russell Wilson,BN,8.33%,0
,,,,,,,Juwan Johnson,BN,8.33%,0
,,,,,,,Tyjae Spears,BN,8.33%,0
,,,,,,,Chase Brown,BN,8.33%,0
,,,,,,,Cordarrelle Patterson,BN,8.33%,0
,,,,,,,Chuba Hubbard,BN,8.33%,0
,,,,,,,Desmond Ridder,BN,8.33%,0
,,,,,,,Gus Edwards,BN,8.33%,0
,,,,,,,Corey Davis,BN,8.33%,0
,,,,,,,Denzel Mims,BN,8.33%,0
,,,,,,,Travis Kelce,TE,8.33%,0
,,,,,,,Jonathan Taylor,RB,8.33%,0
,,,,,,,Patrick Mahomes,QB,8.33%,20.54
