Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3880423175,xrxk030,960,36.32,QB Jared Goff RB David Montgomery RB Nick Chubb WR Stefon Diggs WR DK Metcalf WR Terry McLaurin TE Sam LaPorta FLEX Rhamondre Stevenson BN Kyle Pitts BN Tyler Lockett BN Jameson Williams BN Geno Smith BN D'Onta Foreman BN Jeff Wilson Jr. BN Nico Collins BN Wan'Dale Robinson BN Trey McBride BN Sam Howell BN Robert Woods BN Evan Hull,,CeeDee Lamb,WR,8.33%,0
2,3880414031,Skrod,840,25.34,QB Patrick Mahomes RB Jerick McKinnon RB Aaron Jones WR Marvin Jones Jr. WR Kadarius Toney WR Keenan Allen TE Travis Kelce FLEX Cam Akers BN Gabe Davis BN Brandin Cooks BN Dalton Schultz BN Antonio Gibson BN Chig Okonkwo BN Adam Thielen BN Jordan Love BN Leonard Fournette BN Cordarrelle Patterson BN Parris Campbell BN Tank Dell BN Darius Slayton,,Amon-Ra St. Brown,WR,8.33%,19.1
3,3880396099,cc141316,1140,19.1,QB Joe Burrow RB James Conner RB AJ Dillon WR Amon-Ra St. Brown WR CeeDee Lamb WR Deebo Samuel TE Evan Engram FLEX DJ Moore BN Jerry Jeudy BN Jaxon Smith-Njigba BN Elijah Mitchell BN De'Von Achane BN Roschon Johnson BN Michael Mayer BN John Metchie III BN Brock Purdy BN Chase Claypool BN Jerome Ford BN Hunter Henry BN Rico Dowdle,,Joe Burrow,QB,8.33%,0
4,3880403498,DeepSeaMike,1080,13.6,QB Lamar Jackson RB Derrick Henry RB J.K. Dobbins WR Josh Reynolds WR Richie James Jr. WR Cooper Kupp TE Darren Waller FLEX Brandon Aiyuk BN Alvin Kamara BN Rashod Bateman BN Zay Flowers BN Aaron Rodgers BN Raheem Mostert BN Ezekiel Elliott BN Jaylen Warren BN Gerald Everett BN Joshua Palmer BN Mecole Hardman Jr. BN Kendrick Bourne BN Randall Cobb,,Deebo Samuel,WR,8.33%,0
5,3880396370,KingDemolition,1140,11.6,QB Bryce Young RB Jonathan Taylor RB Tony Pollard WR Rashee Rice WR A.J. Brown WR Chris Godwin TE Juwan Johnson FLEX Travis Etienne Jr. BN Najee Harris BN James Cook BN Khalil Herbert BN Brian Robinson Jr. BN Jamaal Williams BN Tyler Boyd BN Jalin Hyatt BN C.J. Stroud BN Rondale Moore BN Curtis Samuel BN Ryan Tannehill BN Zack Moss,,DJ Moore,FLEX,8.33%,0
6,3880396138,itsmethebert,1140,9.4,QB Justin Fields RB Isiah Pacheco RB Christian McCaffrey WR Chris Olave WR Drake London WR Mike Evans TE Pat Freiermuth FLEX Josh Jacobs BN Courtland Sutton BN Elijah Moore BN Kyler Murray BN Cole Kmet BN Derek Carr BN Dawson Knox BN Zay Jones BN Rashid Shaheed BN Zach Ertz BN DeVante Parker BN Mack Hollins BN Deon Jackson,,Jerry Jeudy,BN,8.33%,0
7,3880413969,Nbesold,1140,8,QB Kirk Cousins RB Jahmyr Gibbs RB Breece Hall WR Justin Jefferson WR Calvin Ridley WR Christian Watson TE David Njoku FLEX Michael Pittman Jr. BN Jordan Addison BN Rashaad Penny BN Damien Harris BN Anthony Richardson BN Alec Pierce BN Tyler Higbee BN Kendre Miller BN Hayden Hurst BN Chris Evans BN Deonte Harty BN Puka Nacua BN Ty Chandler,,Jaxon Smith-Njigba,BN,8.33%,0
8,3880403652,tcarv4,1140,6.8,QB Daniel Jones RB Bijan Robinson RB Dameon Pierce WR Marquez Valdes-Scantling WR Davante Adams WR DeAndre Hopkins TE George Kittle FLEX Rachaad White BN Joe Mixon BN Michael Thomas BN Russell Wilson BN Jakobi Meyers BN Allen Lazard BN Taysom Hill BN Jonathan Mingo BN Josh Downs BN Jimmy Garoppolo BN Chase Brown BN Irv Smith Jr. BN Michael Wilson,,Evan Engram,TE,8.33%,0
9,3880396355,jkincy515,1080,4.3,QB Trevor Lawrence RB Clyde Edwards-Helaire RB Saquon Barkley WR Skyy Moore WR Garrett Wilson WR Amari Cooper TE Isaiah Likely FLEX Miles Sanders BN Diontae Johnson BN Jahan Dotson BN Zach Charbonnet BN Tyler Allgeier BN K.J. Osborn BN Romeo Doubs BN Kenny Pickett BN Mac Jones BN Noah Fant BN Luke Musgrave BN Zamir White BN Calvin Austin III,,James Conner,RB,8.33%,0
10,3880423157,xREDLEGSx,1140,1.6,QB Josh Allen RB Dalvin Cook RB D'Andre Swift WR Justyn Ross WR Ja'Marr Chase WR DeVonta Smith TE T.J. Hockenson FLEX George Pickens BN Dak Prescott BN Odell Beckham Jr. BN Samaje Perine BN Greg Dulcich BN Donovan Peoples-Jones BN Matthew Stafford BN Michael Gallup BN Isaiah Hodgins BN Deuce Vaughn BN Isaiah McKenzie BN Peyton Hendershot BN Jalen Tolbert,,AJ Dillon,RB,8.33%,0
