Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3881043161,cody_elliott,1080,32.5,QB Justin Fields RB David Montgomery RB Miles Sanders WR Amon-Ra St. Brown WR Garrett Wilson WR DJ Moore TE Dawson Knox FLEX Drake London BN Javonte Williams BN Zach Charbonnet BN Odell Beckham Jr. BN De'Von Achane BN Derek Carr BN Jalin Hyatt BN Roschon Johnson BN Rashid Shaheed BN Cade Otton BN Mack Hollins BN Cole Turner BN Michael Wilson,,A.J. Brown,WR,8.33%,0
2,3881043136,yrazz,960,20.94,QB Patrick Mahomes RB Najee Harris RB Brian Robinson Jr. WR Skyy Moore WR Jerry Jeudy WR Terry McLaurin TE Travis Kelce FLEX Gabe Davis BN Josh Allen BN Jameson Williams BN Samaje Perine BN Adam Thielen BN Dalton Kincaid BN Kendre Miller BN Khalil Shakir BN Mecole Hardman Jr. BN Irv Smith Jr. BN Cordarrelle Patterson BN Joshua Kelley BN DeVante Parker,,Davante Adams,WR,8.33%,0
3,3881034088,dotcommer777,1080,20.5,QB Lamar Jackson RB Derrick Henry RB Aaron Jones WR Rashee Rice WR Cooper Kupp WR Michael Thomas TE Sam LaPorta FLEX James Conner BN Trevor Lawrence BN Quentin Johnston BN Zay Flowers BN Dalton Schultz BN Michael Mayer BN Curtis Samuel BN Sam Howell BN Baker Mayfield BN Deuce Vaughn BN Evan Hull BN Calvin Austin III BN Jimmy Graham,,Jahmyr Gibbs,RB,8.33%,8
4,3881015689,patsfan781,1080,17.4,QB Justin Herbert RB Isiah Pacheco RB Jahmyr Gibbs WR A.J. Brown WR Davante Adams WR Courtland Sutton TE Kyle Pitts FLEX Dameon Pierce BN Rashod Bateman BN Aaron Rodgers BN Darnell Mooney BN Chig Okonkwo BN Ezekiel Elliott BN John Metchie III BN Chuba Hubbard BN Tank Dell BN Hunter Henry BN Zamir White BN Kendrick Bourne BN Demario Douglas,,Justin Herbert,QB,8.33%,0
5,3881015752,bscho,1080,16.02,QB Jared Goff RB Jerick McKinnon RB D'Andre Swift WR Tyreek Hill WR DK Metcalf WR Christian Kirk TE T.J. Hockenson FLEX Chris Godwin BN Jalen Hurts BN Tua Tagovailoa BN Jamaal Williams BN Cole Kmet BN D'Onta Foreman BN Juwan Johnson BN Devin Singletary BN Rondale Moore BN Desmond Ridder BN Noah Fant BN Zach Ertz BN Ty Chandler,,Kyle Pitts,TE,8.33%,0
6,3881024253,thegron,1080,8.400001,QB Deshaun Watson RB Saquon Barkley RB Nick Chubb WR Marquez Valdes-Scantling WR Richie James Jr. WR Tyler Lockett TE Taysom Hill FLEX Rhamondre Stevenson BN Treylon Burks BN Joe Mixon BN Jahan Dotson BN Elijah Moore BN Jordan Love BN Romeo Doubs BN Mike Gesicki BN Mac Jones BN Parris Campbell BN Luke Musgrave BN Kayshon Boutte BN Latavius Murray,,Dameon Pierce,RB,8.33%,0
7,3881024308,bushnell242003,1140,3.9,QB Dak Prescott RB Clyde Edwards-Helaire RB Bijan Robinson WR CeeDee Lamb WR Amari Cooper WR Diontae Johnson TE Pat Freiermuth FLEX Travis Etienne Jr. BN J.K. Dobbins BN Rachaad White BN Brandin Cooks BN Damien Harris BN Kenneth Gainwell BN Jonathan Mingo BN Kenny Pickett BN Marvin Mims Jr. BN Tyler Conklin BN Allen Robinson II BN Puka Nacua BN Zack Moss,,Isiah Pacheco,FLEX,8.33%,9.4
8,3881015744,anthonyadd,1140,1.8,QB Joe Burrow RB Christian McCaffrey RB Kenneth Walker III WR Marvin Jones Jr. WR Tee Higgins WR Calvin Ridley TE Dallas Goedert FLEX Mike Evans BN David Njoku BN Khalil Herbert BN Jakobi Meyers BN Kyler Murray BN Allen Lazard BN K.J. Osborn BN Antonio Gibson BN Donovan Peoples-Jones BN Jimmy Garoppolo BN Isaiah Hodgins BN Chase Brown BN Deon Jackson,,Courtland Sutton,WR,8.33%,0
9,3881015827,Matt3392,1140,1.6,QB Kirk Cousins RB Josh Jacobs RB Dalvin Cook WR Justyn Ross WR Justin Jefferson WR DeVonta Smith TE Darren Waller FLEX Brandon Aiyuk BN Cam Akers BN Jordan Addison BN Tyler Allgeier BN Tyler Boyd BN Zay Jones BN Matthew Stafford BN Gerald Everett BN Isaiah Likely BN Van Jefferson BN Gus Edwards BN Jerome Ford BN Joshua Dobbs,,Rashod Bateman,BN,8.33%,0
10,3881023876,chrisspags,1140,1,QB Anthony Richardson RB Jonathan Taylor RB Rashaad Penny WR Kadarius Toney WR Ja'Marr Chase WR Jaylen Waddle TE Mark Andrews FLEX Christian Watson BN Michael Pittman Jr. BN George Pickens BN Elijah Mitchell BN Bryce Young BN Raheem Mostert BN Alec Pierce BN DJ Chark Jr. BN Tyjae Spears BN Tank Bigsby BN Josh Downs BN Hayden Hurst BN Durham Smythe,,Aaron Rodgers,BN,8.33%,0
11,3881033865,DeepSeaMike,1200,0,QB Geno Smith RB Tony Pollard RB James Cook WR Stefon Diggs WR Deebo Samuel WR Mike Williams TE George Kittle FLEX Jaxon Smith-Njigba BN Alvin Kamara BN Jeff Wilson Jr. BN C.J. Stroud BN Jaylen Warren BN Nico Collins BN Michael Gallup BN Joshua Palmer BN Jake Ferguson BN Brock Purdy BN Kyren Williams BN Chris Evans BN Xavier Hutchinson,,Darnell Mooney,BN,8.33%,0
11,3881015831,schill26,1140,0,QB Daniel Jones RB Austin Ekeler RB Breece Hall WR Chris Olave WR DeAndre Hopkins WR Keenan Allen TE Evan Engram FLEX Marquise Brown BN Alexander Mattison BN AJ Dillon BN JuJu Smith-Schuster BN Russell Wilson BN Greg Dulcich BN Tyler Higbee BN Kareem Hunt BN Hunter Renfrow BN Jayden Reed BN Robert Woods BN Ryan Tannehill BN Darius Slayton,,Chig Okonkwo,BN,8.33%,0
,,,,,,,Ezekiel Elliott,BN,8.33%,0
,,,,,,,John Metchie III,BN,8.33%,0
,,,,,,,Chuba Hubbard,BN,8.33%,0
,,,,,,,Tank Dell,BN,8.33%,0
,,,,,,,Hunter Henry,BN,8.33%,0
,,,,,,,Zamir White,BN,8.33%,0
,,,,,,,Kendrick Bourne,BN,8.33%,0
,,,,,,,Demario Douglas,BN,8.33%,0
,,,,,,,Christian McCaffrey,RB,8.33%,0
,,,,,,,Tee Higgins,WR,8.33%,0
,,,,,,,Kenneth Walker III,RB,8.33%,0
,,,,,,,Joe Burrow,QB,8.33%,0
,,,,,,,Calvin Ridley,WR,8.33%,0
,,,,,,,Dallas Goedert,TE,8.33%,0
,,,,,,,Mike Evans,WR,8.33%,0
,,,,,,,David Njoku,BN,8.33%,0
,,,,,,,Khalil Herbert,FLEX,8.33%,0
,,,,,,,Jakobi Meyers,BN,8.33%,0
,,,,,,,Kyler Murray,BN,8.33%,0
,,,,,,,Allen Lazard,BN,8.33%,0
,,,,,,,K.J. Osborn,BN,8.33%,0
,,,,,,,Antonio Gibson,BN,8.33%,0
,,,,,,,Donovan Peoples-Jones,BN,8.33%,0
,,,,,,,Jimmy Garoppolo,BN,8.33%,0
,,,,,,,Isaiah Hodgins,BN,8.33%,0
,,,,,,,Chase Brown,BN,8.33%,0
,,,,,,,Marvin Jones Jr.,BN,8.33%,1.8
,,,,,,,Deon Jackson,BN,8.33%,0
,,,,,,,Tyreek Hill,WR,8.33%,0
,,,,,,,Jalen Hurts,QB,8.33%,0
,,,,,,,DK Metcalf,WR,8.33%,0
,,,,,,,T.J. Hockenson,TE,8.33%,0
,,,,,,,Christian Kirk,WR,8.33%,0
