Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3891049120,DeepSeaMike,1020,45.120003,QB Jared Goff RB Kenneth Walker III RB Travis Etienne Jr. WR Amon-Ra St. Brown WR Josh Reynolds WR A.J. Brown TE Mark Andrews FLEX Jerry Jeudy BN Dalvin Cook BN Brandon Aiyuk BN Quentin Johnston BN Russell Wilson BN Michael Gallup BN Tank Bigsby BN Jake Ferguson BN Chase Claypool BN Kyren Williams BN Justice Hill BN Salvon Ahmed BN Myles Gaskin,,Austin Ekeler,RB,8.33%,0
2,3891041961,CayJ,1020,24.140001,QB Patrick Mahomes RB Jerick McKinnon RB Rhamondre Stevenson WR Richie James Jr. WR Ja'Marr Chase WR Christian Kirk TE David Njoku FLEX J.K. Dobbins BN Dak Prescott BN Gabe Davis BN Brandin Cooks BN Jakobi Meyers BN K.J. Osborn BN Dawson Knox BN D'Onta Foreman BN Matthew Stafford BN Mike Gesicki BN Hunter Renfrow BN Parris Campbell BN Trenton Irwin,,Derrick Henry,RB,8.33%,0
3,3891058610,hiteman805,1080,21,QB Joe Burrow RB Isiah Pacheco RB Javonte Williams WR Rashee Rice WR Stefon Diggs WR Garrett Wilson TE George Kittle FLEX DK Metcalf BN DJ Moore BN Deshaun Watson BN Elijah Moore BN De'Von Achane BN Cole Kmet BN Chig Okonkwo BN Devin Singletary BN Chase Brown BN Van Jefferson BN Baker Mayfield BN Deuce Vaughn BN Will Levis,,Jahmyr Gibbs,FLEX,8.33%,8
4,3891068413,Haulers,1140,13.4,QB Lamar Jackson RB David Montgomery RB Rachaad White WR Tyreek Hill WR DeVonta Smith WR Tyler Lockett TE Pat Freiermuth FLEX Alexander Mattison BN Kirk Cousins BN Damien Harris BN Allen Lazard BN C.J. Stroud BN Rashid Shaheed BN Kenneth Gainwell BN Nico Collins BN Curtis Samuel BN Noah Fant BN Tank Dell BN Deon Jackson BN Durham Smythe,,Justin Herbert,QB,8.33%,0
5,3891068372,Q_zilla412,1020,10.5,QB Tua Tagovailoa RB Nick Chubb RB Najee Harris WR Justyn Ross WR Jaylen Waddle WR Chris Olave TE Sam LaPorta FLEX Miles Sanders BN Evan Engram BN James Conner BN Jordan Love BN Dalton Kincaid BN Alec Pierce BN Tyjae Spears BN Rondale Moore BN Kenny Pickett BN Chuba Hubbard BN Robert Woods BN DeVante Parker BN Tom Brady,,George Pickens,WR,8.33%,0
6,3891041817,thom2play,1020,9.4,QB Justin Herbert RB Jahmyr Gibbs RB Austin Ekeler WR Kadarius Toney WR Skyy Moore WR George Pickens TE Juwan Johnson FLEX Derrick Henry BN Cam Akers BN Aaron Rodgers BN Anthony Richardson BN Ezekiel Elliott BN Michael Mayer BN Josh Downs BN Marvin Mims Jr. BN Jayden Reed BN Tyler Conklin BN Puka Nacua BN Zack Moss BN Demario Douglas,,Cam Akers,BN,8.33%,0
7,3891058609,Rmcsorley26,1140,6.8,QB Trevor Lawrence RB Joe Mixon RB AJ Dillon WR Marquez Valdes-Scantling WR Justin Jefferson WR Calvin Ridley TE T.J. Hockenson FLEX Jaxon Smith-Njigba BN Zay Flowers BN Geno Smith BN Tyler Allgeier BN Jamaal Williams BN Dalton Schultz BN Kendre Miller BN Joshua Palmer BN Cordarrelle Patterson BN Mac Jones BN Ty Chandler BN Adam Trautman BN Michael Wilson,,Kadarius Toney,WR,8.33%,1
8,3891049654,cbed11,1080,6.1,QB Daniel Jones RB Saquon Barkley RB D'Andre Swift WR CeeDee Lamb WR Deebo Samuel WR Christian Watson TE Noah Gray FLEX Dameon Pierce BN Mike Evans BN Diontae Johnson BN Jameson Williams BN Khalil Herbert BN Donovan Peoples-Jones BN Tyler Higbee BN Trey McBride BN Brock Purdy BN Desmond Ridder BN Gus Edwards BN Luke Musgrave BN Zamir White,,Aaron Rodgers,BN,8.33%,0
9,3891068149,Draconfire,1080,3.9,QB Justin Fields RB Clyde Edwards-Helaire RB Tony Pollard WR Davante Adams WR Keenan Allen WR Terry McLaurin TE Kyle Pitts FLEX Michael Pittman Jr. BN Chris Godwin BN Zach Charbonnet BN Tyler Boyd BN Antonio Gibson BN Darnell Mooney BN Zay Jones BN Greg Dulcich BN Trey Lance BN Jimmy Garoppolo BN Kareem Hunt BN Hayden Hurst BN Joshua Kelley,,Anthony Richardson,BN,8.33%,0
10,3891049375,normwareagle,1140,1.8,QB Derek Carr RB Bijan Robinson RB Josh Jacobs WR Marvin Jones Jr. WR Amari Cooper WR Drake London TE Darren Waller FLEX Treylon Burks BN Jahan Dotson BN Alvin Kamara BN JuJu Smith-Schuster BN Raheem Mostert BN Jeff Wilson Jr. BN Gerald Everett BN Jonathan Mingo BN Khalil Shakir BN Sam Howell BN Ryan Tannehill BN Hunter Henry BN Darius Slayton,,Skyy Moore,WR,8.33%,0.4
11,3891068622,seannw1,1200,0,QB Josh Allen RB Christian McCaffrey RB Jonathan Taylor WR Cooper Kupp WR DeAndre Hopkins WR Courtland Sutton TE Dallas Goedert FLEX Aaron Jones BN Michael Thomas BN Rashaad Penny BN Rashod Bateman BN Kyler Murray BN Adam Thielen BN Roschon Johnson BN Taysom Hill BN Jaylen Warren BN Isaiah Hodgins BN Cade Otton BN Nathan Peterman BN Joshua Dobbs,,Juwan Johnson,TE,8.33%,0
11,3891049609,cahrens99,1140,0,QB Jalen Hurts RB Breece Hall RB James Cook WR Tee Higgins WR Mike Williams WR Marquise Brown TE Travis Kelce FLEX Jordan Addison BN Odell Beckham Jr. BN Brian Robinson Jr. BN Samaje Perine BN Elijah Mitchell BN Jalin Hyatt BN Bryce Young BN Romeo Doubs BN DJ Chark Jr. BN Irv Smith Jr. BN Isaiah Likely BN Jerome Ford BN Marcus Mariota,,Ezekiel Elliott,BN,8.33%,0
,,,,,,,Michael Mayer,BN,8.33%,0
,,,,,,,Josh Downs,BN,8.33%,0
,,,,,,,Marvin Mims Jr.,BN,8.33%,0
,,,,,,,Jayden Reed,BN,8.33%,0
,,,,,,,Tyler Conklin,BN,8.33%,0
,,,,,,,Puka Nacua,BN,8.33%,0
,,,,,,,Zack Moss,BN,8.33%,0
,,,,,,,Demario Douglas,BN,8.33%,0
,,,,,,,Ja'Marr Chase,WR,8.33%,0
,,,,,,,Patrick Mahomes,QB,8.33%,20.54
,,,,,,,Rhamondre Stevenson,RB,8.33%,0
,,,,,,,Christian Kirk,WR,8.33%,0
,,,,,,,J.K. Dobbins,RB,8.33%,0
,,,,,,,Dak Prescott,BN,8.33%,0
,,,,,,,Gabe Davis,FLEX,8.33%,0
,,,,,,,Brandin Cooks,WR,8.33%,0
,,,,,,,David Njoku,TE,8.33%,0
