Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3870532177,mikeymcd7,960,54.020004,QB Jared Goff RB Saquon Barkley RB Josh Jacobs WR Amon-Ra St. Brown WR Josh Reynolds WR Chris Godwin TE Sam LaPorta FLEX Travis Etienne Jr. BN Marquise Brown BN Diontae Johnson BN Brandin Cooks BN Daniel Jones BN Dalton Kincaid BN Kenneth Gainwell BN Marvin Mims Jr. BN Jayden Reed BN Baker Mayfield BN Darius Slayton BN Kyren Williams BN Cade Otton,,Cooper Kupp,WR,8.33%,0
2,3870532173,Ibefine121,960,21.94,QB Patrick Mahomes RB Aaron Jones RB James Conner WR Kadarius Toney WR Skyy Moore WR DK Metcalf TE Travis Kelce FLEX Mike Williams BN JuJu Smith-Schuster BN Samaje Perine BN Allen Lazard BN K.J. Osborn BN Dawson Knox BN Adam Thielen BN Mike Gesicki BN Hunter Renfrow BN Cordarrelle Patterson BN Brock Purdy BN Gus Edwards BN Kene Nwangwu,,Jonathan Taylor,RB,8.33%,0
3,3870532158,raharogers,1080,16.2,QB Trevor Lawrence RB Isiah Pacheco RB Rhamondre Stevenson WR Marquez Valdes-Scantling WR A.J. Brown WR Davante Adams TE Evan Engram FLEX Jerry Jeudy BN Gabe Davis BN Zach Charbonnet BN Zay Jones BN Bryce Young BN Kendre Miller BN Gerald Everett BN Jonathan Mingo BN Tank Bigsby BN Hayden Hurst BN Ryan Tannehill BN Terrace Marshall Jr. BN Ty Chandler,,Chris Olave,WR,8.33%,0
4,3870516154,DeepSeaMike,1080,15,QB Kirk Cousins RB David Montgomery RB Breece Hall WR Richie James Jr. WR Justin Jefferson WR DeVonta Smith TE Darren Waller FLEX Calvin Ridley BN Javonte Williams BN Jordan Addison BN Rashod Bateman BN Tyler Allgeier BN Russell Wilson BN Jordan Love BN Juwan Johnson BN Ezekiel Elliott BN Parris Campbell BN Hunter Henry BN Calvin Austin III BN Latavius Murray,,Joe Burrow,QB,8.33%,0
5,3870515982,Bcasey13,1080,13.200001,QB Joe Burrow RB Jonathan Taylor RB Joe Mixon WR Rashee Rice WR Justyn Ross WR Cooper Kupp TE David Njoku FLEX Chris Olave BN Tyler Lockett BN Tua Tagovailoa BN Alvin Kamara BN Tyler Boyd BN Elijah Mitchell BN Roschon Johnson BN Romeo Doubs BN Trey Lance BN Rashid Shaheed BN Irv Smith Jr. BN Chuba Hubbard BN Zach Ertz,,Tyler Lockett,WR,8.33%,0
6,3870539161,chickenfoot3218,1140,8,QB Aaron Rodgers RB Jahmyr Gibbs RB Derrick Henry WR Tyreek Hill WR Christian Watson WR Christian Kirk TE Dallas Goedert FLEX J.K. Dobbins BN Courtland Sutton BN Brian Robinson Jr. BN De'Von Achane BN Derek Carr BN Darnell Mooney BN Matthew Stafford BN Michael Mayer BN Jake Ferguson BN Mecole Hardman Jr. BN Jerome Ford BN Allen Robinson II BN Puka Nacua,,Joe Mixon,RB,8.33%,0
7,3870525125,gators36cw,1140,3.9,QB Lamar Jackson RB Clyde Edwards-Helaire RB Kenneth Walker III WR Ja'Marr Chase WR Jaylen Waddle WR George Pickens TE T.J. Hockenson FLEX Dameon Pierce BN Quentin Johnston BN AJ Dillon BN Dalton Schultz BN Jeff Wilson Jr. BN Jaylen Warren BN Michael Gallup BN Kenny Pickett BN Jimmy Garoppolo BN Robert Woods BN Zamir White BN DeVante Parker BN Daniel Bellinger,,Tua Tagovailoa,BN,8.33%,0
8,3870532172,Wenlonglu,1140,2,QB Jalen Hurts RB Jerick McKinnon RB Bijan Robinson WR Deebo Samuel WR Terry McLaurin WR Jahan Dotson TE Pat Freiermuth FLEX Najee Harris BN Cam Akers BN Michael Thomas BN Jamaal Williams BN Tyler Higbee BN Isaiah Hodgins BN Chase Claypool BN Van Jefferson BN Desmond Ridder BN Noah Fant BN Luke Musgrave BN Mack Hollins BN Deon Jackson,,David Njoku,TE,8.33%,0
9,3870516161,Fr3dTheF0rce,1020,1.8,QB Josh Allen RB Christian McCaffrey RB Dalvin Cook WR Marvin Jones Jr. WR Tee Higgins WR DeAndre Hopkins TE George Kittle FLEX Michael Pittman Jr. BN D'Andre Swift BN Odell Beckham Jr. BN Jameson Williams BN Geno Smith BN Jalin Hyatt BN Devin Singletary BN Leonard Fournette BN John Metchie III BN Isaiah Likely BN Deuce Vaughn BN Darnell Washington BN Kenyan Drake,,Alvin Kamara,FLEX,8.33%,0
10,3870515998,FFJUGGERNAUT,1200,0,QB Justin Fields RB Nick Chubb RB Rachaad White WR Stefon Diggs WR DJ Moore WR Drake London TE Kyle Pitts FLEX James Cook BN Kyler Murray BN Cole Kmet BN Antonio Gibson BN DJ Chark Jr. BN C.J. Stroud BN Tyjae Spears BN Nico Collins BN Rondale Moore BN Trey McBride BN Tank Dell BN Evan Hull BN Michael Wilson,,Tyler Boyd,BN,8.33%,0
10,3870532176,white_lancer,1200,0,QB Deshaun Watson RB Tony Pollard RB Miles Sanders WR CeeDee Lamb WR Amari Cooper WR Jaxon Smith-Njigba TE Mark Andrews FLEX Brandon Aiyuk BN Dak Prescott BN Rashaad Penny BN Damien Harris BN Anthony Richardson BN Jakobi Meyers BN D'Onta Foreman BN Donovan Peoples-Jones BN Alec Pierce BN Josh Downs BN Tyler Conklin BN Jelani Woods BN Chris Evans,,Elijah Mitchell,BN,8.33%,0
10,3870532168,Rrrr2323,1140,0,QB Justin Herbert RB Austin Ekeler RB Khalil Herbert WR Garrett Wilson WR Keenan Allen WR Mike Evans TE Chig Okonkwo FLEX Treylon Burks BN Zay Flowers BN Alexander Mattison BN Elijah Moore BN Greg Dulcich BN Raheem Mostert BN Taysom Hill BN Joshua Palmer BN Curtis Samuel BN Kareem Hunt BN Sam Howell BN Mac Jones BN Zack Moss,,Roschon Johnson,BN,8.33%,0
,,,,,,,Romeo Doubs,BN,8.33%,0
,,,,,,,Trey Lance,BN,8.33%,0
,,,,,,,Rashid Shaheed,BN,8.33%,0
,,,,,,,Rashee Rice,BN,8.33%,11.6
,,,,,,,Irv Smith Jr.,BN,8.33%,0
,,,,,,,Chuba Hubbard,BN,8.33%,0
,,,,,,,Zach Ertz,BN,8.33%,0
,,,,,,,Justyn Ross,BN,8.33%,1.6
,,,,,,,Stefon Diggs,WR,8.33%,0
,,,,,,,Nick Chubb,RB,8.33%,0
,,,,,,,Justin Fields,QB,8.33%,0
,,,,,,,DJ Moore,WR,8.33%,0
,,,,,,,Drake London,WR,8.33%,0
,,,,,,,Kyle Pitts,TE,8.33%,0
,,,,,,,Rachaad White,FLEX,8.33%,0
,,,,,,,James Cook,RB,8.33%,0
,,,,,,,Kyler Murray,BN,8.33%,0
,,,,,,,Cole Kmet,BN,8.33%,0
,,,,,,,Antonio Gibson,BN,8.33%,0
,,,,,,,DJ Chark Jr.,BN,8.33%,0
,,,,,,,C.J. Stroud,BN,8.33%,0
,,,,,,,Tyjae Spears,BN,8.33%,0
,,,,,,,Nico Collins,BN,8.33%,0
,,,,,,,Rondale Moore,BN,8.33%,0
,,,,,,,Trey McBride,BN,8.33%,0
,,,,,,,Tank Dell,BN,8.33%,0
,,,,,,,Evan Hull,BN,8.33%,0
,,,,,,,Michael Wilson,BN,8.33%,0
,,,,,,,Justin Jefferson,WR,8.33%,0
,,,,,,,Breece Hall,RB,8.33%,0
,,,,,,,DeVonta Smith,WR,8.33%,0
,,,,,,,Calvin Ridley,WR,8.33%,0
,,,,,,,David Montgomery,BN,8.33%,13.4
,,,,,,,Darren Waller,TE,8.33%,0
,,,,,,,Javonte Williams,RB,8.33%,0
,,,,,,,Jordan Addison,FLEX,8.33%,0
,,,,,,,Kirk Cousins,QB,8.33%,0
,,,,,,,Rashod Bateman,BN,8.33%,0
,,,,,,,Tyler Allgeier,BN,8.33%,0
,,,,,,,Russell Wilson,BN,8.33%,0
,,,,,,,Jordan Love,BN,8.33%,0
,,,,,,,Juwan Johnson,BN,8.33%,0
,,,,,,,Ezekiel Elliott,BN,8.33%,0
,,,,,,,Parris Campbell,BN,8.33%,0
,,,,,,,Richie James Jr.,BN,8.33%,1.6
,,,,,,,Hunter Henry,BN,8.33%,0
,,,,,,,Calvin Austin III,BN,8.33%,0
,,,,,,,Latavius Murray,BN,8.33%,0
,,,,,,,Christian McCaffrey,RB,8.33%,0
,,,,,,,Josh Allen,QB,8.33%,0
,,,,,,,Tee Higgins,WR,8.33%,0
,,,,,,,DeAndre Hopkins,WR,8.33%,0
,,,,,,,George Kittle,TE,8.33%,0
,,,,,,,Dalvin Cook,FLEX,8.33%,0
,,,,,,,Michael Pittman Jr.,WR,8.33%,0
,,,,,,,D'Andre Swift,RB,8.33%,0
,,,,,,,Odell Beckham Jr.,BN,8.33%,0
,,,,,,,Jameson Williams,BN,8.33%,0
,,,,,,,Geno Smith,BN,8.33%,0
,,,,,,,Jalin Hyatt,BN,8.33%,0
,,,,,,,Devin Singletary,BN,8.33%,0
,,,,,,,Leonard Fournette,BN,8.33%,0
,,,,,,,John Metchie III,BN,8.33%,0
,,,,,,,Isaiah Likely,BN,8.33%,0
,,,,,,,Deuce Vaughn,BN,8.33%,0
,,,,,,,Marvin Jones Jr.,BN,8.33%,1.8
,,,,,,,Darnell Washington,BN,8.33%,0
,,,,,,,Kenyan Drake,BN,8.33%,0
,,,,,,,Ja'Marr Chase,WR,8.33%,0
,,,,,,,Jaylen Waddle,WR,8.33%,0
,,,,,,,Kenneth Walker III,RB,8.33%,0
,,,,,,,Lamar Jackson,QB,8.33%,0
,,,,,,,T.J. Hockenson,TE,8.33%,0
,,,,,,,Dameon Pierce,RB,8.33%,0
,,,,,,,George Pickens,WR,8.33%,0
,,,,,,,Quentin Johnston,FLEX,8.33%,0
,,,,,,,AJ Dillon,BN,8.33%,0
,,,,,,,Dalton Schultz,BN,8.33%,0
,,,,,,,Jeff Wilson Jr.,BN,8.33%,0
,,,,,,,Jaylen Warren,BN,8.33%,0
,,,,,,,Michael Gallup,BN,8.33%,0
,,,,,,,Kenny Pickett,BN,8.33%,0
,,,,,,,Jimmy Garoppolo,BN,8.33%,0
,,,,,,,Robert Woods,BN,8.33%,0
,,,,,,,Clyde Edwards-Helaire,BN,8.33%,3.9
,,,,,,,Zamir White,BN,8.33%,0
,,,,,,,DeVante Parker,BN,8.33%,0
,,,,,,,Daniel Bellinger,BN,8.33%,0
,,,,,,,A.J. Brown,WR,8.33%,0
,,,,,,,Davante Adams,WR,8.33%,0
,,,,,,,Rhamondre Stevenson,RB,8.33%,0
,,,,,,,Jerry Jeudy,WR,8.33%,0
,,,,,,,Trevor Lawrence,QB,8.33%,0
,,,,,,,Isiah Pacheco,RB,8.33%,9.4
,,,,,,,Evan Engram,TE,8.33%,0
,,,,,,,Gabe Davis,FLEX,8.33%,0
,,,,,,,Zach Charbonnet,BN,8.33%,0
,,,,,,,Zay Jones,BN,8.33%,0
,,,,,,,Bryce Young,BN,8.33%,0
,,,,,,,Marquez Valdes-Scantling,BN,8.33%,6.8
,,,,,,,Kendre Miller,BN,8.33%,0
,,,,,,,Gerald Everett,BN,8.33%,0
,,,,,,,Jonathan Mingo,BN,8.33%,0
,,,,,,,Tank Bigsby,BN,8.33%,0
,,,,,,,Hayden Hurst,BN,8.33%,0
