Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3845954076,DeepSeaMike,1020,41.4,QB Lamar Jackson RB David Montgomery RB D'Andre Swift WR Amon-Ra St. Brown WR Davante Adams WR Drake London TE Sam LaPorta FLEX Keenan Allen BN Javonte Williams BN Rashod Bateman BN Aaron Rodgers BN Zay Jones BN Devin Singletary BN Tank Bigsby BN Michael Carter BN Isaiah Likely BN Jayden Reed BN Tyler Conklin BN Corey Davis BN C.J. Uzomah,,Jonathan Taylor,RB,8.33%,0
2,3845953476,de_aaron,960,24.740002,QB Patrick Mahomes RB Breece Hall RB Josh Jacobs WR Richie James Jr. WR Justyn Ross WR Kadarius Toney TE Kyle Pitts FLEX Tyreek Hill BN Brandin Cooks BN Odell Beckham Jr. BN Alexander Mattison BN Anthony Richardson BN Dalton Schultz BN Roschon Johnson BN Raheem Mostert BN Kenneth Gainwell BN Desmond Ridder BN Noah Fant BN Tank Dell BN DeVante Parker,,Bijan Robinson,RB,8.33%,0
3,3845937717,LetTheHammerfall,1020,14.02,QB Jared Goff RB Najee Harris RB Rachaad White WR Cooper Kupp WR Chris Olave WR Mike Williams TE Mark Andrews FLEX Mike Evans BN Daniel Jones BN Jameson Williams BN Samaje Perine BN Dawson Knox BN Jalin Hyatt BN Tyler Higbee BN Matthew Stafford BN Wan'Dale Robinson BN Kareem Hunt BN Chase Brown BN Zach Evans BN Puka Nacua,,Kenneth Walker III,BN,8.33%,0
4,3845961320,Sparks212,1080,13.299999,QB Geno Smith RB Isiah Pacheco RB Clyde Edwards-Helaire WR Stefon Diggs WR CeeDee Lamb WR Deebo Samuel TE George Kittle FLEX Amari Cooper BN Miles Sanders BN Dallas Goedert BN Rashaad Penny BN Elijah Mitchell BN D'Onta Foreman BN Romeo Doubs BN C.J. Stroud BN Kenny Pickett BN Tyquan Thornton BN Van Jefferson BN Robert Woods BN Latavius Murray,,Rhamondre Stevenson,FLEX,8.33%,0
5,3845937594,agb418,1140,11.6,QB Dak Prescott RB Jonathan Taylor RB Bijan Robinson WR Rashee Rice WR Chris Godwin WR Treylon Burks TE David Njoku FLEX Kenneth Walker III BN Rhamondre Stevenson BN Dalvin Cook BN J.K. Dobbins BN Damien Harris BN Jakobi Meyers BN Donovan Peoples-Jones BN Trey Lance BN Michael Mayer BN Josh Downs BN Hunter Renfrow BN Trey McBride BN Will Levis,,Dalvin Cook,BN,8.33%,0
6,3845947375,jelliottttt,1080,8,QB Justin Fields RB Jahmyr Gibbs RB Saquon Barkley WR Brandon Aiyuk WR George Pickens WR Jahan Dotson TE Travis Kelce FLEX James Conner BN Zay Flowers BN Cole Kmet BN Derek Carr BN Adam Thielen BN Kendre Miller BN Nico Collins BN Jonathan Mingo BN Mecole Hardman Jr. BN John Metchie III BN Hunter Henry BN Ty Chandler BN Demario Douglas,,J.K. Dobbins,BN,8.33%,0
7,3845961547,millerda27,1140,6.8,QB Kirk Cousins RB Christian McCaffrey RB Derrick Henry WR Marquez Valdes-Scantling WR Calvin Ridley WR DeAndre Hopkins TE Pat Freiermuth FLEX Aaron Jones BN Tyler Lockett BN Jordan Addison BN Alvin Kamara BN Jamaal Williams BN Bryce Young BN Gerald Everett BN Isaiah Hodgins BN Hayden Hurst BN Sam Howell BN Baker Mayfield BN Deuce Vaughn BN Ryan Tannehill,,Chris Godwin,WR,8.33%,0
8,3845961285,ssumner2448,1140,2,QB Jalen Hurts RB Jerick McKinnon RB Travis Etienne Jr. WR A.J. Brown WR Christian Kirk WR Diontae Johnson TE Evan Engram FLEX Quentin Johnston BN Trevor Lawrence BN Tyler Boyd BN De'Von Achane BN Alec Pierce BN Michael Gallup BN Curtis Samuel BN Mike Gesicki BN Irv Smith Jr. BN Chuba Hubbard BN Mac Jones BN Cade Otton BN Deon Jackson,,Dak Prescott,QB,8.33%,0
9,3845961520,tamcco,1080,0.4,QB Justin Herbert RB Austin Ekeler RB Zach Charbonnet WR Skyy Moore WR Garrett Wilson WR Jerry Jeudy TE Darren Waller FLEX Christian Watson BN Deshaun Watson BN AJ Dillon BN Elijah Moore BN Chig Okonkwo BN DJ Chark Jr. BN Tyjae Spears BN Jaylen Warren BN Joshua Palmer BN Leonard Fournette BN Jelani Woods BN Parris Campbell BN Jerome Ford,,Treylon Burks,WR,8.33%,0
10,3845947018,GertGundy,1200,0,QB Joe Burrow RB Tony Pollard RB Dameon Pierce WR Ja'Marr Chase WR Tee Higgins WR Marquise Brown TE T.J. Hockenson FLEX Courtland Sutton BN JuJu Smith-Schuster BN Russell Wilson BN Kyler Murray BN Antonio Gibson BN Taysom Hill BN Jeff Wilson Jr. BN Rondale Moore BN Marvin Mims Jr. BN Darius Slayton BN Zamir White BN Logan Thomas BN Kenny McIntosh,,David Njoku,TE,8.33%,0
10,3845953366,skoniecz,1200,0,QB Josh Allen RB Brian Robinson Jr. RB Ezekiel Elliott WR Justin Jefferson WR DeVonta Smith WR DJ Moore TE Greg Dulcich FLEX Terry McLaurin BN Jaxon Smith-Njigba BN Gabe Davis BN Michael Thomas BN Darnell Mooney BN Dalton Kincaid BN Khalil Shakir BN Cordarrelle Patterson BN Brock Purdy BN Gus Edwards BN Allen Robinson II BN Pierre Strong Jr. BN Evan Hull,,Damien Harris,BN,8.33%,0
10,3845953845,Minipawshadouken,1200,0,QB Tua Tagovailoa RB Nick Chubb RB Cam Akers WR Jaylen Waddle WR DK Metcalf WR Michael Pittman Jr. TE Juwan Johnson FLEX Joe Mixon BN James Cook BN Khalil Herbert BN Tyler Allgeier BN Allen Lazard BN K.J. Osborn BN Jordan Love BN Rashid Shaheed BN Jimmy Garoppolo BN Jake Ferguson BN Chase Claypool BN Luke Musgrave BN Devin Duvernay,,Jakobi Meyers,WR,8.33%,0
,,,,,,,Donovan Peoples-Jones,BN,8.33%,0
,,,,,,,Trey Lance,BN,8.33%,0
,,,,,,,Michael Mayer,BN,8.33%,0
,,,,,,,Josh Downs,BN,8.33%,0
,,,,,,,Rashee Rice,BN,8.33%,11.6
,,,,,,,Hunter Renfrow,BN,8.33%,0
,,,,,,,Trey McBride,BN,8.33%,0
,,,,,,,Will Levis,BN,8.33%,0
,,,,,,,Cooper Kupp,WR,8.33%,0
,,,,,,,Chris Olave,WR,8.33%,0
,,,,,,,Mark Andrews,TE,8.33%,0
,,,,,,,Najee Harris,RB,8.33%,0
,,,,,,,Mike Williams,WR,8.33%,0
,,,,,,,Mike Evans,FLEX,8.33%,0
,,,,,,,Rachaad White,RB,8.33%,0
,,,,,,,Daniel Jones,QB,8.33%,0
,,,,,,,Jameson Williams,BN,8.33%,0
,,,,,,,Jared Goff,BN,8.33%,14.02
,,,,,,,Samaje Perine,BN,8.33%,0
,,,,,,,Dawson Knox,BN,8.33%,0
,,,,,,,Jalin Hyatt,BN,8.33%,0
